"Index","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2008-03-19",14.875,17.25,13.75,14.125,708486000,12.6520957946777
"2008-03-20",14.6000003814697,16.25,14.375,16.0874996185303,198985200,14.4099569320679
"2008-03-24",16.8099994659424,16.9249992370605,14.75,14.9324998855591,149566400,13.3753938674927
"2008-03-25",15.1450004577637,16.0625,14.9549999237061,15.8125,87092000,14.1636266708374
"2008-03-26",15.6824998855591,16.1200008392334,15.3924999237061,15.9899997711182,43111600,14.3226194381714
"2008-03-27",16.0125007629395,16.1849994659424,15.6625003814697,15.727499961853,39829600,14.0874900817871
"2008-03-28",15.8424997329712,15.8599996566772,15.539999961853,15.6899995803833,24675200,14.0538997650146
"2008-03-31",15.6499996185303,15.8699998855591,15.5124998092651,15.5900001525879,22157200,13.9643287658691
"2008-04-01",15.7650003433228,15.9200000762939,15.0775003433228,15.4025001525879,60410800,13.7963829040527
"2008-04-02",15.4300003051758,15.5799999237061,15.125,15.5799999237061,43836400,13.9553699493408
"2008-04-03",15.4875001907349,16.5725002288818,15.4549999237061,16.375,100868000,14.6674680709839
"2008-04-04",16.2250003814697,16.3299999237061,15.9375,16.1200008392334,36394400,14.4390640258789
"2008-04-07",16.2749996185303,16.4500007629395,16.0049991607666,16.2600002288818,28301600,14.5644655227661
"2008-04-08",16.2250003814697,17.0599994659424,16.2024993896484,17.0224990844727,53925600,15.2474508285522
"2008-04-09",17.1100006103516,17.1800003051758,16.4025001525879,16.4475002288818,48324400,14.7324171066284
"2008-04-10",16.5400009155273,16.6825008392334,16.2775001525879,16.5275001525879,22372000,14.8040733337402
"2008-04-11",16.3125,16.6924991607666,16.3125,16.5275001525879,26421600,14.8040733337402
"2008-04-14",16.6749992370605,16.8099994659424,16.3824996948242,16.4200000762939,28443600,14.707781791687
"2008-04-15",16.5725002288818,16.6375007629395,16,16.0874996185303,23888000,14.4099569320679
"2008-04-16",16.1399993896484,16.7374992370605,16.1399993896484,16.5349998474121,25136800,14.8107852935791
"2008-04-17",16.5650005340576,16.9375,16.5025005340576,16.7600002288818,22459600,15.0123291015625
"2008-04-18",17.0025005340576,17.6124992370605,16.7999992370605,17.25,104099600,15.4512329101562
"2008-04-21",17.3700008392334,18.125,17.2124996185303,17.7425003051758,58848000,15.8923749923706
"2008-04-22",17.9799995422363,18.1000003814697,17.5,17.5699996948242,47357600,15.7378616333008
"2008-04-23",17.7374992370605,17.9249992370605,17.4225006103516,17.5200004577637,37319600,15.6930751800537
"2008-04-24",17.7999992370605,18.2474994659424,17.5100002288818,18.0750007629395,38086800,16.1902046203613
"2008-04-25",19,19.0200004577637,18.4775009155273,18.7749996185303,101460000,16.8172092437744
"2008-04-28",19.125,19.3225002288818,18.7250003814697,18.9074993133545,132517200,16.9358921051025
"2008-04-29",18.5375003814697,20.2199993133545,17.75,20.2199993133545,197308400,18.1115283966064
"2008-04-30",20.3500003814697,21.2024993896484,20.2674999237061,20.8624992370605,147543600,18.6870441436768
"2008-05-01",21.0974998474121,21.9099998474121,20.9750003814697,21.3500003814697,116395600,19.1236991882324
"2008-05-02",21.8225002288818,21.875,20.25,20.6875,136648800,18.5302829742432
"2008-05-05",20.7124996185303,21.375,20.2049999237061,21.2649993896484,70377200,19.0475654602051
"2008-05-06",21.3675003051758,22.0375003814697,21.1875,21.8824996948242,75913200,19.6006660461426
"2008-05-07",22.2075004577637,22.4599990844727,21.9150009155273,22.125,100464800,19.8178863525391
"2008-05-08",22.375,22.4375,21.4850006103516,21.8250007629395,92836400,19.5491695404053
"2008-05-09",21.4524993896484,21.6674995422363,20.6299991607666,20.7150001525879,94312000,18.55491065979
"2008-05-12",20.9125003814697,21.1200008392334,19.5249996185303,20.4750003814697,147471600,18.3399429321289
"2008-05-13",20.4575004577637,20.875,20.1975002288818,20.5949993133545,53249600,18.4474201202393
"2008-05-14",20.8250007629395,21.0874996185303,20.3624992370605,20.5575008392334,51400400,18.4138374328613
"2008-05-15",20.6324996948242,20.7325000762939,20.2775001525879,20.5625,36688800,18.4183197021484
"2008-05-16",20.6774997711182,20.7124996185303,20.3150005340576,20.5925006866455,34066800,18.4451885223389
"2008-05-19",20.5674991607666,21.1849994659424,20.5375003814697,20.8299999237061,45473200,18.6579246520996
"2008-05-20",20.7199993133545,20.9599990844727,20.4775009155273,20.6849994659424,40702000,18.5280475616455
