"Index","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2003-12-23",24.188304901123,24.2035503387451,23.8681316375732,24.085391998291,4258074,12.5498924255371
"2003-12-24",24.085391998291,24.5808963775635,24.085391998291,24.356014251709,2866001,12.6908988952637
"2003-12-26",24.375072479248,24.626636505127,24.375072479248,24.5389709472656,1664400,12.7862319946289
"2003-12-29",24.6152019500732,24.748607635498,24.439868927002,24.7219257354736,7001291,12.8815660476685
"2003-12-30",24.6838092803955,24.9582443237305,24.6571292877197,24.9201278686523,5162947,12.9848394393921
"2003-12-31",24.9315624237061,25.1716938018799,24.9048824310303,24.9925479888916,6106125,13.0225677490234
"2004-01-02",24.9544334411621,25.0764026641846,24.9086933135986,24.9582443237305,4928399,13.0046939849854
"2004-01-05",25.186939239502,25.7853584289551,25.1793155670166,25.6328945159912,9056080,13.3562250137329
"2004-01-06",25.4423141479492,25.5299816131592,25.2784175872803,25.3546485900879,7268372,13.2112455368042
"2004-01-07",25.1564464569092,25.4232578277588,24.8705787658691,25.2212429046631,7965195,13.1417360305786
"2004-01-08",24.6799983978271,25.183126449585,24.6799983978271,25.0802154541016,6570236,13.0682506561279
"2004-01-09",24.7943458557129,25.0764026641846,24.7752876281738,24.9391860961914,6967971,12.9947633743286
"2004-01-12",25.0039825439453,25.1259536743164,24.9391860961914,25.0497226715088,4994251,13.0523624420166
"2004-01-13",25.0535335540771,25.659574508667,25.0535335540771,25.1107063293457,7792563,13.0841398239136
"2004-01-14",25.0802154541016,25.289852142334,24.912504196167,25.202184677124,5055380,13.131799697876
"2004-01-15",25.2136192321777,25.2479248046875,24.6799983978271,24.6914329528809,7156345,12.8656730651855
"2004-01-16",24.7371711730957,24.8210277557373,24.5084762573242,24.8210277557373,5648834,12.9331998825073
"2004-01-20",24.8210277557373,25.4461269378662,24.8210277557373,25.373706817627,4463238,13.2211713790894
"2004-01-21",25.373706817627,25.8006038665771,25.3698959350586,25.6138362884521,5619975,13.3462982177734
"2004-01-22",25.8997058868408,25.8997058868408,25.5376052856445,25.6862564086914,4879863,13.384033203125
"2004-01-23",25.6900672912598,25.8958930969238,25.5376052856445,25.6748218536377,4422047,13.3780717849731
"2004-01-26",25.6138362884521,25.934009552002,25.476619720459,25.8882694244385,3664882,13.4892883300781
"2004-01-27",25.8425312042236,25.9797477722168,25.7815456390381,25.8082275390625,4629048,13.4475889205933
"2004-01-28",25.7129383087158,25.7243728637695,25.1945629119873,25.2784175872803,6844663,13.1715259552002
"2004-01-29",25.373706817627,25.4499378204346,25.1068954467773,25.392765045166,4974836,13.2310991287231
"2004-01-30",25.3965759277344,25.3965759277344,25.0382862091064,25.1107063293457,4318154,13.0841398239136
"2004-02-02",25.1145191192627,25.4346923828125,25.0039825439453,25.2746047973633,5363913,13.1695432662964
"2004-02-03",25.1373882293701,25.2250556945801,24.9468097686768,25.0878372192383,3421413,13.0722255706787
"2004-02-04",25.0916500091553,25.1373882293701,24.8210277557373,24.8743896484375,4441200,12.9610052108765
"2004-02-05",24.9658660888672,24.9963607788086,24.6304473876953,24.8820114135742,3939046,12.9649753570557
"2004-02-06",24.7943458557129,25.2250556945801,24.7943458557129,25.1678810119629,4666303,13.1139326095581
"2004-02-09",25.1755046844482,25.4385032653809,25.0725917816162,25.2212429046631,3737555,13.1417360305786
"2004-02-10",25.2250556945801,25.5109233856201,25.1488227844238,25.4728088378906,5184460,13.2728128433228
"2004-02-11",25.4575614929199,26.1093425750732,25.4232578277588,26.0445442199707,5597675,13.5707225799561
"2004-02-12",25.9988059997559,26.2160663604736,25.8577785491943,26.0292987823486,4057632,13.562780380249
"2004-02-13",26.0750389099121,26.2579936981201,25.8806476593018,26.1588935852051,4687816,13.6303014755249
"2004-02-17",26.2808628082275,26.49049949646,26.2389354705811,26.4409503936768,4101970,13.7772722244263
"2004-02-18",26.2618045806885,26.2618045806885,25.9759368896484,25.9873714447021,4225279,13.6253929138184
"2004-02-19",26.0788497924805,26.322790145874,26.0216751098633,26.0597915649414,4131355,13.6633615493774
"2004-02-20",26.223690032959,26.242748260498,25.8806476593018,25.9683132171631,4580512,13.6153984069824
"2004-02-23",26.0521678924561,26.3304138183594,26.0521678924561,26.242748260498,4645052,13.7592849731445
"2004-02-24",26.1665153503418,26.4333267211914,26.1474571228027,26.2732391357422,4027198,13.7752723693848
"2004-02-25",26.2618045806885,26.4333267211914,26.1893844604492,26.2160663604736,4229477,13.7452993392944
"2004-02-26",26.0902843475342,26.3189792633057,26.0826606750488,26.242748260498,4488162,13.7592849731445
"2004-02-27",26.242748260498,26.3837757110596,26.1474571228027,26.2503719329834,6020596,13.7632846832275
"2004-03-01",26.5057468414307,26.9288311004639,26.4752540588379,26.9097747802734,7274668,14.1090135574341
"2004-03-02",26.681079864502,26.7649345397949,26.4371376037598,26.5057468414307,6829184,13.8971767425537
"2004-03-03",26.509557723999,26.677267074585,26.223690032959,26.5781669616699,4328648,13.9351491928101
"2004-03-04",26.5819778442383,26.6086597442627,26.3570957183838,26.513370513916,2904830,13.9011783599854
"2004-03-05",26.5171813964844,26.8945274353027,26.4714412689209,26.8068618774414,5676907,14.0550479888916
"2004-03-08",26.9021511077881,27.2490043640137,26.8792819976807,26.9173984527588,5416385,14.1130123138428
"2004-03-09",26.8716583251953,27.0164985656738,26.8411655426025,26.9212093353271,5896238,14.1150064468384
"2004-03-10",26.9936294555664,26.9936294555664,26.2884864807129,26.3837757110596,5502701,13.8332262039185
"2004-03-11",26.242748260498,26.3990211486816,25.850154876709,25.934009552002,6650256,13.5974159240723
"2004-03-12",25.9759368896484,26.3570957183838,25.8539657592773,26.3570957183838,4554276,13.8192386627197
"2004-03-15",26.3570957183838,26.4714412689209,26.0636024475098,26.1245880126953,4876977,13.6973304748535
"2004-03-16",26.1855735778809,26.1855735778809,25.8692111968994,26.1322116851807,5179213,13.7013349533081
"2004-03-17",26.1665153503418,26.7916145324707,26.1550807952881,26.2618045806885,6425939,13.7692766189575
"2004-03-18",26.2618045806885,26.9478893280029,26.2160663604736,26.8144855499268,6422529,14.0590515136719
"2004-03-19",26.8716583251953,26.9555130004883,26.3570957183838,26.410457611084,5942938,13.847222328186
"2004-03-22",26.3570957183838,26.5324287414551,26.1703262329102,26.2808628082275,4346226,13.7792682647705
"2004-03-23",26.3189792633057,26.3723411560059,25.9568786621094,26.0940952301025,4763900,13.6813497543335
"2004-03-24",26.1474571228027,26.2618045806885,25.5757217407227,25.6328945159912,5576686,13.4395370483398
"2004-03-25",25.6519527435303,25.6862564086914,25.0344753265381,25.1716938018799,9132164,13.1977243423462
"2004-03-26",25.3394012451172,25.7929801940918,25.2364902496338,25.4613723754883,7331600,13.3496026992798
"2004-03-29",25.6328945159912,25.8577785491943,25.5261707305908,25.7015037536621,6821051,13.4755039215088
"2004-03-30",26.139835357666,26.5857906341553,25.8120384216309,26.4409503936768,6927306,13.8631992340088
"2004-03-31",26.681079864502,26.7077617645264,26.2275009155273,26.6086597442627,12088154,13.9511384963989
"2004-04-01",26.681079864502,26.8487892150879,26.1703262329102,26.1817626953125,8474432,13.7273139953613
"2004-04-02",26.223690032959,26.3570957183838,26.139835357666,26.2732391357422,6496514,13.7752723693848
"2004-04-05",26.1665153503418,26.5552978515625,26.1665153503418,26.4828777313232,6189817,13.8851852416992
"2004-04-06",26.5667324066162,26.7115726470947,26.4714412689209,26.5552978515625,4086229,13.9231576919556
"2004-04-07",26.5667324066162,26.8716583251953,26.3990211486816,26.681079864502,5165308,13.989109992981
"2004-04-08",26.966947555542,27.2871208190918,26.8907165527344,27.1079769134521,7349440,14.2129411697388
"2004-04-12",27.2528171539307,27.9389019012451,27.2528171539307,27.5806121826172,8065941,14.4607419967651
"2004-04-13",27.8131198883057,27.8512344360352,27.2147006988525,27.2299461364746,6923108,14.2768802642822
"2004-04-14",27.2337589263916,27.4967575073242,27.0279331207275,27.4662666320801,6927044,14.4007797241211
"2004-04-15",27.5196285247803,27.8512344360352,27.5043811798096,27.714017868042,5030456,14.5306882858276
"2004-04-16",27.8245544433594,27.923656463623,27.5996704101562,27.7445106506348,5592165,14.546667098999
"2004-04-19",27.7445106506348,28.0341911315918,27.7406997680664,27.8436126708984,6697742,14.5986347198486
"2004-04-20",27.8474235534668,28.0380039215088,27.0622386932373,27.073673248291,7654300,14.1949510574341
"2004-04-21",27.1194114685059,27.2185134887695,26.8068618774414,26.9135856628418,7864449,14.1110105514526
"2004-04-22",26.7382526397705,27.3061790466309,26.7382526397705,27.260440826416,6656028,14.292875289917
"2004-04-23",27.2642517089844,27.5120048522949,27.1994552612305,27.3785991668701,4822668,14.3548240661621
"2004-04-26",27.443395614624,27.820743560791,27.3976573944092,27.7102069854736,5117559,14.5286874771118
"2004-04-27",27.714017868042,28.3505535125732,27.714017868042,28.1523494720459,8262447,14.7605047225952
"2004-04-28",28.2057132720947,28.3391170501709,27.5005702972412,28.1104221343994,7707822,14.7385244369507
"2004-04-29",28.1104221343994,28.1637859344482,27.0279331207275,27.1918315887451,9171780,14.2568922042847
"2004-04-30",27.443395614624,27.6911487579346,27.1499042510986,27.1765842437744,7519448,14.2489032745361
"2004-05-03",27.2032661437988,28.2362041473389,27.1613388061523,28.1675968170166,7631213,14.7684936523438
"2004-05-04",28.1675968170166,28.3314952850342,27.8550472259521,28.171407699585,8256937,14.7705011367798
"2004-05-05",28.171407699585,28.8003196716309,27.9503364562988,28.6669139862061,11934412,15.030294418335
"2004-05-06",28.6249866485596,28.7088413238525,28.3314952850342,28.4001026153564,7209341,14.8904066085815
"2004-05-07",28.4039154052734,28.4496536254883,27.8779163360596,27.8779163360596,5054331,14.6166143417358
"2004-05-10",27.443395614624,27.6263523101807,26.8564128875732,27.3595409393311,9372484,14.3448352813721
"2004-05-11",27.2985553741455,27.9732055664062,27.2985553741455,27.8969745635986,7886487,14.6266164779663
"2004-05-12",27.9198436737061,28.0532493591309,27.3862228393555,27.8626708984375,8944840,14.60862159729
"2004-05-13",27.5386867523193,27.8054962158203,27.3519172668457,27.424337387085,6943310,14.4638814926147
"2004-05-14",27.443395614624,28.0723075866699,27.3976573944092,27.9503364562988,7083147,14.7412967681885
"2004-05-17",27.7673816680908,28.1828422546387,27.7483234405518,28.0303802490234,6273772,14.7835168838501
"2004-05-18",28.0303802490234,28.0303802490234,27.5158157348633,27.5158157348633,8690353,14.5121307373047
"2004-05-19",27.4815120697021,27.5120048522949,27.1194114685059,27.157527923584,9855223,14.3231649398804
"2004-05-20",27.1346588134766,27.2261352539062,26.9173984527588,26.9326438903809,5902272,14.2045593261719
"2004-05-21",27.3099918365479,27.6072940826416,26.5781669616699,26.8602237701416,7906427,14.1663608551025
"2004-05-24",26.883092880249,27.717830657959,26.8182964324951,27.6530323028564,7195698,14.5845012664795
"2004-05-25",27.717830657959,28.1675968170166,27.6911487579346,28.1142349243164,5489321,14.8277406692505
"2004-05-26",28.1599731445312,28.2057132720947,27.8588581085205,27.9693946838379,6297646,14.7513513565063
"2004-05-27",27.9732055664062,28.0303802490234,27.6072940826416,27.6225395202637,7872583,14.5684118270874
"2004-05-28",28.1485385894775,28.1485385894775,27.4548301696777,27.9503364562988,5541792,14.7412967681885
"2004-06-01",27.9960765838623,28.6821594238281,27.9960765838623,28.6669139862061,9916615,15.1192302703857
"2004-06-02",28.754581451416,29.0404491424561,28.4648990631104,28.4648990631104,7118040,15.0126867294312
"2004-06-03",28.5144500732422,28.7622032165527,28.4115371704102,28.5449447631836,9200115,15.0549058914185
"2004-06-04",28.5944938659668,28.6211757659912,28.0646839141846,28.1828422546387,7505806,14.8639297485352
"2004-06-07",28.3010025024414,28.8956089019775,28.2590751647949,28.8917980194092,7118827,15.2378339767456
"2004-06-08",28.8917980194092,29.025203704834,28.3010025024414,28.4953937530518,10576971,15.0287685394287
"2004-06-09",28.4572772979736,28.4572772979736,27.9541473388672,28.2438278198242,7794400,14.8960914611816
"2004-06-10",28.3162498474121,28.647855758667,28.3086242675781,28.6059284210205,4210062,15.0870599746704
"2004-06-14",28.6059284210205,28.6059284210205,28.0761184692383,28.1485385894775,6431449,14.84583568573
"2004-06-15",28.2247714996338,28.5182628631592,28.2209587097168,28.4344081878662,6647894,14.9966058731079
"2004-06-16",28.6059284210205,29.1586074829102,28.5906829833984,28.9718418121338,6126589,15.2800579071045
"2004-06-17",29.2195930480957,29.3225059509277,28.937536239624,29.1319274902344,6240452,15.3644847869873
"2004-06-18",29.1586074829102,29.5130863189697,29.0823764801025,29.2310276031494,8305736,15.4167537689209
"2004-06-21",29.2348403930664,29.4368534088135,29.109058380127,29.211971282959,5277073,15.4066944122314
"2004-06-22",29.1586074829102,29.4330425262451,29.0328254699707,29.4177951812744,5495355,15.5152559280396
"2004-06-23",29.4368534088135,30.1076927185059,29.4025497436523,29.9704742431641,7364132,15.8067445755005
"2004-06-24",29.9209251403809,30.0200252532959,29.7417812347412,29.768461227417,5466758,15.7001962661743
"2004-06-25",29.768461227417,29.8370704650879,29.4216079711914,29.4216079711914,4924726,15.517258644104
"2004-06-28",29.4177951812744,29.5626354217529,28.8917980194092,28.9908981323242,6804785,15.2901029586792
"2004-06-29",28.8917980194092,29.0976238250732,28.7774505615234,28.834623336792,6712172,15.2076854705811
"2004-06-30",28.9680290222168,29.1776657104492,28.8155651092529,29.0785655975342,7702050,15.3363409042358
"2004-07-01",29.1776657104492,29.2310276031494,28.8879852294922,29.1204929351807,6742081,15.358452796936
"2004-07-02",29.1204929351807,29.208158493042,28.9832763671875,29.0404491424561,3595619,15.3162403106689
"2004-07-06",29.1776657104492,29.4101734161377,29.0633182525635,29.1166801452637,7315071,15.3564376831055
"2004-07-07",29.0633182525635,29.4902153015137,28.9756526947021,29.4902153015137,7748749,15.5534477233887
"2004-07-08",29.394926071167,29.6198101043701,29.1814785003662,29.3720569610596,5069547,15.491135597229
"2004-07-09",29.4444770812988,29.6426792144775,29.3377532958984,29.482593536377,4565820,15.5494356155396
"2004-07-12",29.4864044189453,29.5168972015381,29.2348403930664,29.3034477233887,3719452,15.4549465179443
"2004-07-13",29.0518836975098,29.3186950683594,28.9337253570557,29.2653331756592,4639805,15.4348421096802
"2004-07-14",29.1776657104492,29.7875194549561,29.1776657104492,29.768461227417,5116247,15.7001962661743
"2004-07-15",29.9018669128418,30.1343746185303,29.8065776824951,30.0810108184814,7418178,15.8650379180908
"2004-07-16",30.1153163909912,30.4088077545166,30.1153163909912,30.3020820617676,7396927,15.9816331863403
"2004-07-19",30.2372856140137,30.435489654541,30.0352725982666,30.1572437286377,4106431,15.9052467346191
"2004-07-20",30.1305618286133,30.2982711791992,29.9704742431641,30.2182273864746,4755505,15.9374084472656
"2004-07-21",30.1724891662598,30.2639675140381,29.6083755493164,29.6083755493164,4782790,15.6157684326172
"2004-07-22",29.8065776824951,30.0314617156982,29.5512008666992,29.6579265594482,7310874,15.6419019699097
"2004-07-23",29.6350555419922,29.7074756622314,29.3453750610352,29.4139842987061,4110366,15.5132465362549
"2004-07-26",29.3568115234375,29.3873023986816,28.9527835845947,29.0175800323486,5404054,15.3041801452637
"2004-07-27",29.021390914917,29.3834915161133,28.8460597991943,29.311071395874,6844925,15.4589624404907
"2004-07-28",29.2424621582031,29.3529987335205,28.9908981323242,29.2195930480957,5570389,15.497371673584
"2004-07-29",29.311071395874,29.7913303375244,29.2767677307129,29.768461227417,4818995,15.7884845733643
"2004-07-30",29.8637504577637,30.0810108184814,29.8180122375488,30.0238380432129,5073483,15.9239301681519
"2004-08-02",30.0238380432129,30.1839237213135,29.7798957824707,30.0771999359131,4224754,15.9522304534912
"2004-08-03",30.1801128387451,30.4659805297852,30.1229381561279,30.1229381561279,6032402,15.976490020752
"2004-08-04",30.0543308258057,30.0771999359131,29.1814785003662,29.2348403930664,7683422,15.5054616928101
"2004-08-05",29.3491878509521,29.4139842987061,28.8384342193604,28.9299125671387,7607338,15.3437385559082
"2004-08-06",28.8536815643311,28.9451599121094,28.0799293518066,28.175220489502,7942370,14.943473815918
"2004-08-09",28.190465927124,28.8308124542236,28.190465927124,28.6211757659912,6198212,15.1799955368042
"2004-08-10",28.7583923339844,28.7583923339844,28.1866550445557,28.2895679473877,8006385,15.0041189193726
"2004-08-11",28.2895679473877,28.3276824951172,27.6339740753174,27.9198436737061,9875950,14.8080263137817
"2004-08-12",27.9198436737061,28.1104221343994,27.6606559753418,27.6606559753418,5877873,14.670557975769
"2004-08-13",27.6797142028809,28.2057132720947,27.6797142028809,28.003698348999,5363651,14.8524951934814
"2004-08-16",28.0723075866699,28.3391170501709,27.923656463623,28.3048133850098,4998711,15.0121965408325
"2004-08-17",28.3010025024414,28.3048133850098,27.5310611724854,27.5882358551025,8620041,14.6321458816528
"2004-08-18",27.9198436737061,28.091365814209,27.6835250854492,27.8817272186279,7375151,14.7878074645996
"2004-08-19",27.900785446167,28.2590751647949,27.8436126708984,28.190465927124,8640767,14.9515514373779
"2004-08-20",28.3010025024414,28.6021175384521,28.1790313720703,28.2666988372803,6927568,14.9919834136963
"2004-08-23",28.2057132720947,28.4687118530273,27.9808292388916,28.0075092315674,4811912,14.8545160293579
"2004-08-24",28.0075092315674,28.0075092315674,27.424337387085,27.5768013000488,8592231,14.6260814666748
"2004-08-25",27.5196285247803,27.7864398956299,27.4052791595459,27.4662666320801,8465774,14.5674486160278
"2004-08-26",27.4662666320801,27.7711925506592,27.1689624786377,27.7102069854736,8741251,14.6968364715576
"2004-08-27",27.8931636810303,28.0989875793457,27.736888885498,27.9503364562988,4842870,14.8241901397705
"2004-08-30",28.0341911315918,28.2171478271484,27.7864398956299,27.8931636810303,5638078,14.7938690185547
"2004-08-31",27.9122219085693,28.377233505249,27.9122219085693,28.3696117401123,4867269,15.0465650558472
"2004-09-01",28.3696117401123,28.8879852294922,28.2705097198486,28.8727397918701,7546734,15.3134202957153
"2004-09-02",29.0061454772949,29.128116607666,28.8803634643555,29.0823764801025,10380465,15.4246034622192
"2004-09-03",29.0709419250488,29.0938110351562,28.9451599121094,29.0404491424561,6280593,15.4023656845093
"2004-09-07",29.044261932373,29.128116607666,28.9108543395996,29.0976238250732,7840050,15.4326887130737
"2004-09-08",29.0823764801025,29.311071395874,28.9108543395996,29.2234058380127,8556550,15.4993953704834
"2004-09-09",29.2234058380127,29.8256359100342,29.2234058380127,29.7379684448242,8109492,15.7723150253296
"2004-09-10",29.7379684448242,29.7646503448486,29.497838973999,29.6083755493164,6335951,15.7035722732544
"2004-09-13",29.6541137695312,29.85231590271,29.5435771942139,29.6236209869385,5504275,15.7116622924805
"2004-09-14",29.8446922302246,30.0543308258057,29.7455921173096,29.875186920166,5931132,15.8450918197632
"2004-09-15",29.9209251403809,30.1381855010986,29.7455921173096,29.8065776824951,7618095,15.8087024688721
"2004-09-16",29.8103885650635,29.9018669128418,29.5778827667236,29.8408813476562,7449399,15.8268918991089
"2004-09-17",30.0162143707275,30.332576751709,29.8828086853027,30.1610546112061,7723301,15.9967126846313
"2004-09-20",30.3020820617676,30.4888515472412,30.2487201690674,30.2868366241455,6506221,16.063419342041
"2004-09-21",30.416431427002,31.4379348754883,30.3554458618164,31.3235874176025,9551413,16.6132869720459
"2004-09-22",31.1939945220947,31.3617038726807,30.9119358062744,31.0643997192383,9099894,16.4758167266846
"2004-09-23",30.9691104888916,31.1939945220947,30.5460243225098,30.9538631439209,7819586,16.4171962738037
"2004-09-24",31.0643997192383,31.3578910827637,31.0034141540527,31.1406307220459,6186144,16.5162448883057
"2004-09-27",31.1901817321777,31.3426456451416,30.8700084686279,30.8966903686523,6599883,16.386869430542
"2004-09-28",31.0872688293457,31.7695426940918,31.0872688293457,31.7161808013916,8696912,16.8215103149414
"2004-09-29",32.1506996154785,32.1506996154785,30.8318939208984,31.0910816192627,10603994,16.4899749755859
"2004-09-30",31.3693256378174,31.6132678985596,31.2473564147949,31.5789623260498,8197907,16.7487297058105
"2004-10-01",31.5789623260498,32.097339630127,31.449369430542,32.0439758300781,8159340,16.9953689575195
"2004-10-04",32.0477867126465,32.3412818908691,31.9181938171387,32.2726707458496,8853540,17.1166553497314
"2004-10-05",32.3984527587891,33.0616683959961,32.37939453125,33.0464248657227,9367237,17.5270347595215
"2004-10-06",33.0845375061035,33.9497680664062,33.0845375061035,33.8659133911133,10142768,17.9616737365723
"2004-10-07",33.9230880737305,34.2089576721191,33.0921630859375,33.2141304016113,14675268,17.6159820556641
"2004-10-08",33.3589744567871,33.8239860534668,33.1645812988281,33.5724220275879,8480466,17.8060131072998
"2004-10-11",33.5762329101562,33.6562767028809,32.9701919555664,33.217945098877,6895823,17.6180114746094
"2004-10-12",33.0654792785645,33.416145324707,32.5128021240234,32.5509185791016,8804479,17.264232635498
"2004-10-13",32.1316413879395,32.2040634155273,31.3273983001709,31.639949798584,13103218,16.7810840606689
"2004-10-14",31.8610210418701,32.1888160705566,31.7123699188232,31.7581081390381,8977111,16.8437404632568
"2004-10-15",32.0554122924805,32.1468887329102,31.7695426940918,32.013484954834,7563000,16.979190826416
"2004-10-18",31.8953247070312,32.0744705200195,31.2397327423096,31.3235874176025,7847396,16.6132869720459
"2004-10-19",31.2816600799561,31.4684276580811,31.0605888366699,31.2549781799316,7037496,16.5768928527832
"2004-10-20",31.3007183074951,31.8724555969238,31.2244853973389,31.8495864868164,7404273,16.8922519683838
"2004-10-21",31.9029483795166,32.3222236633301,31.7085571289062,31.9143829345703,9172305,16.9266300201416
"2004-10-22",32.0859031677246,32.4556274414062,31.8838901519775,32.3222236633301,9455914,17.1429386138916
"2004-10-25",32.3222236633301,32.6538314819336,32.303165435791,32.3679618835449,7474847,17.1671962738037
"2004-10-26",32.3565254211426,32.9435081481934,32.2612380981445,32.9435081481934,6592799,17.472448348999
"2004-10-27",32.836784362793,33.0731048583984,32.097339630127,32.3679618835449,12063755,17.2670879364014
"2004-10-28",32.2078742980957,32.3260345458984,31.3159637451172,31.6285133361816,10268700,16.872615814209
"2004-10-29",31.636137008667,32.1506996154785,31.5789623260498,32.1354560852051,7093379,17.1430568695068
"2004-11-01",32.303165435791,32.5775985717773,31.8076572418213,32.0020484924316,8752007,17.0718898773193
"2004-11-02",32.0172958374023,32.1697578430176,31.71999168396,31.8000354766846,7955225,16.9641208648682
"2004-11-03",32.200252532959,32.6347732543945,31.8457736968994,32.5890312194824,8514048,17.3850154876709
"2004-11-04",32.5890312194824,33.3589744567871,32.5356712341309,33.2941741943359,10161395,17.7611904144287
"2004-11-05",33.2979888916016,33.8201751708984,33.0997848510742,33.6791458129883,8747285,17.9665565490723
"2004-11-08",33.610538482666,33.6410293579102,32.8825263977051,33.0731048583984,8081157,17.6432552337646
"2004-11-09",33.0083084106445,33.2941741943359,32.779613494873,32.966381072998,6291350,17.5863208770752
"2004-11-10",33.0654792785645,33.4123344421387,32.7224388122559,33.2636833190918,6575746,17.7449264526367
"2004-11-11",33.2636833190918,33.4733200073242,33.0692901611328,33.0692901611328,7574806,17.6412258148193
"2004-11-12",33.0731048583984,33.5228691101074,33.0006828308105,33.5,7357836,17.8709869384766
"2004-11-15",33.3894653320312,33.3932762145996,32.8101043701172,32.9701919555664,8213911,17.5883560180664
"2004-11-16",33.1493377685547,33.237003326416,32.8177261352539,32.8291625976562,7938697,17.5131187438965
"2004-11-17",33.0083084106445,33.2941741943359,32.9435081481934,33.0540466308594,8413303,17.6330890655518
"2004-11-18",33.0540466308594,33.153148651123,32.6271476745605,32.8787117004395,10121517,17.5395526885986
"2004-11-19",32.9358863830566,33.3780288696289,32.8291625976562,33.3246688842773,6665210,17.7774543762207
"2004-11-22",33.237003326416,33.9268989562988,33.237003326416,33.87353515625,7111481,18.0702514648438
"2004-11-23",33.9688262939453,34.3347396850586,33.8925933837891,34.1898994445801,9889330,18.2390232086182
"2004-11-24",34.3042449951172,34.349983215332,33.9116516113281,34.2623176574707,9293777,18.2776527404785
"2004-11-26",34.4948234558105,34.6167945861816,34.2775650024414,34.441463470459,4109579,18.3732204437256
