"Index","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
"2003-10-30",44.25,44.4500007629395,43.9000015258789,44.310001373291,249900,18.7382049560547
"2003-10-31",44.4000015258789,44.4000015258789,43.9300003051758,44.25,224800,18.7128314971924
"2003-11-03",44.4500007629395,44.8600006103516,44.3699989318848,44.7999992370605,258000,18.9454135894775
"2003-11-04",44.9000015258789,45.7900009155273,44.5699996948242,45.7900009155273,390400,19.3640747070312
"2003-11-05",45.8499984741211,45.8499984741211,45.2599983215332,45.4500007629395,415000,19.2202930450439
"2003-11-06",45.6500015258789,45.9000015258789,45.4799995422363,45.8499984741211,275700,19.3894481658936
"2003-11-07",46,46.2000007629395,45.9599990844727,46.1500015258789,150300,19.5163249969482
"2003-11-10",46.1599998474121,46.2099990844727,45.7599983215332,46,164400,19.4528865814209
"2003-11-11",46,46,45.5699996948242,45.7000007629395,188200,19.3260250091553
"2003-11-12",45.75,46.3899993896484,45.75,46.2000007629395,239900,19.5374660491943
"2003-11-13",46.2999992370605,46.3600006103516,46.0499992370605,46.3499984741211,284300,19.6008949279785
"2003-11-14",46.4500007629395,46.7000007629395,46.4000015258789,46.5499992370605,205600,19.685474395752
"2003-11-17",46.4000015258789,46.4500007629395,46.0400009155273,46.4000015258789,340200,19.6220474243164
"2003-11-18",46.2999992370605,46.6599998474121,46.2999992370605,46.5699996948242,202900,19.6939258575439
"2003-11-19",46.5999984741211,46.7900009155273,46.1800003051758,46.2299995422363,239600,19.5501518249512
"2003-11-20",46.310001373291,46.3499984741211,45.5900001525879,45.75,194800,19.3471622467041
"2003-11-21",45.7599983215332,45.9500007629395,45,45.6599998474121,349400,19.3090972900391
"2003-11-24",45.8499984741211,45.9799995422363,45.4799995422363,45.6300010681152,156700,19.2964210510254
"2003-11-25",45.7000007629395,46.4000015258789,45.6800003051758,46.25,274000,19.5586032867432
"2003-11-26",46.25,46.2999992370605,45.7999992370605,46,265700,19.4528865814209
"2003-11-28",46.1699981689453,46.3499984741211,46.1500015258789,46.25,82900,19.5586032867432
"2003-12-01",46.5,46.9799995422363,46.5,46.8300018310547,277900,19.8038864135742
"2003-12-02",46.9000015258789,47,46.6800003051758,46.8499984741211,225000,19.8123455047607
"2003-12-03",46.9000015258789,47.3300018310547,46.9000015258789,47.1300010681152,258800,19.9307479858398
"2003-12-04",47.1399993896484,47.1399993896484,46.5999984741211,46.5999984741211,242900,19.7066211700439
"2003-12-05",46.6199989318848,46.7000007629395,46.2999992370605,46.2999992370605,104100,19.5797595977783
"2003-12-08",46.2999992370605,47,46.2999992370605,47,181100,19.8757762908936
"2003-12-09",47,47,46.6800003051758,46.9500007629395,215300,19.8546276092529
"2003-12-10",46.9199981689453,46.9700012207031,46.5,46.5999984741211,210800,19.7066211700439
"2003-12-11",46.4500007629395,47.2999992370605,46.4000015258789,47.2999992370605,275300,20.0026378631592
"2003-12-12",47.2999992370605,47.3199996948242,47.1100006103516,47.1500015258789,188200,19.9391994476318
"2003-12-15",47.5,47.5800018310547,47.2999992370605,47.2999992370605,298200,20.0026378631592
"2003-12-16",47.4300003051758,47.6100006103516,47.0999984741211,47.6100006103516,301600,20.1337451934814
"2003-12-17",47.5999984741211,47.75,47.5,47.75,192100,20.1929397583008
"2003-12-18",47.7599983215332,47.9500007629395,47.6199989318848,47.9000015258789,192100,20.2563819885254
"2003-12-19",47.8499984741211,48.0499992370605,47.7700004577637,47.8800010681152,225100,20.2479267120361
"2003-12-22",48.0499992370605,48.2299995422363,47.939998626709,48.2299995422363,297000,20.3959255218506
"2003-12-23",48.25,48.4000015258789,47.9199981689453,47.9799995422363,204600,20.2902030944824
"2003-12-24",48,48.3600006103516,47.9599990844727,48.3400001525879,145100,20.4424476623535
"2003-12-26",47.9799995422363,48.0499992370605,47.6800003051758,47.9500007629395,120600,20.5452861785889
"2003-12-29",47.9799995422363,48.2299995422363,47.8499984741211,48.1599998474121,145100,20.6352558135986
"2003-12-30",48.2000007629395,48.4000015258789,48.1599998474121,48.2299995422363,198500,20.6652526855469
"2003-12-31",48.25,48.4700012207031,48.0999984741211,48.189998626709,182000,20.6481132507324
"2004-01-02",48.189998626709,48.25,47.8400001525879,48.25,304000,20.6738224029541
"2004-01-05",48.2999992370605,48.6500015258789,47.7299995422363,48,660200,20.5666999816895
"2004-01-06",48.2000007629395,48.3300018310547,48.0999984741211,48.1300010681152,468900,20.622407913208
"2004-01-07",48.2999992370605,48.3199996948242,47.8499984741211,48.0299987792969,259800,20.5795669555664
"2004-01-08",48.1500015258789,48.3499984741211,47.9900016784668,48.2700004577637,247400,20.6823883056641
"2004-01-09",48.25,48.560001373291,48.1300010681152,48.4500007629395,184800,20.759521484375
"2004-01-12",48.5499992370605,48.7700004577637,48.4000015258789,48.4300003051758,146700,20.7509384155273
"2004-01-13",48.4300003051758,48.5999984741211,48.3199996948242,48.4900016784668,257900,20.7766513824463
"2004-01-14",48.4700012207031,48.8800010681152,48.439998626709,48.8800010681152,196300,20.9437503814697
"2004-01-15",48.5999984741211,48.6100006103516,47.7999992370605,48.0900001525879,381800,20.6052665710449
"2004-01-16",48.0499992370605,48.1699981689453,47.7999992370605,47.7999992370605,265500,20.4809970855713
"2004-01-20",47.7000007629395,47.8600006103516,47.2200012207031,47.5499992370605,273800,20.3738918304443
"2004-01-21",47.5,47.5099983215332,46.689998626709,46.9500007629395,497200,20.1168098449707
"2004-01-22",46.9300003051758,47.6199989318848,46.9300003051758,47.5999984741211,232800,20.3953151702881
"2004-01-23",47.4500007629395,48.2000007629395,47.4500007629395,48.0499992370605,238500,20.5881271362305
"2004-01-26",48.5499992370605,49.2900009155273,48.5,49.2599983215332,798400,21.106575012207
"2004-01-27",49.2599983215332,50.0400009155273,49.0800018310547,49.9500007629395,489300,21.402229309082
"2004-01-28",49.9799995422363,50.2200012207031,49.2900009155273,49.4300003051758,271300,21.1794204711914
"2004-01-29",49.2999992370605,50.3899993896484,49.2999992370605,49.7700004577637,420800,21.325101852417
"2004-01-30",49.8499984741211,50.0499992370605,49.6500015258789,50.0299987792969,237900,21.4365062713623
"2004-02-02",50.1800003051758,50.3499984741211,49.439998626709,50.0800018310547,735200,21.4579296112061
"2004-02-03",50,50.3699989318848,49.8499984741211,49.8600006103516,355100,21.3636569976807
"2004-02-04",49.9599990844727,49.9599990844727,49.0999984741211,49.4599990844727,298100,21.1922740936279
"2004-02-05",49.4599990844727,50.5499992370605,49.4000015258789,50.5299987792969,391900,21.6507339477539
"2004-02-06",50.75,51.6599998474121,50.4500007629395,51.5,499900,22.0663547515869
"2004-02-09",51.5,51.7900009155273,51.3600006103516,51.5699996948242,454400,22.0963439941406
"2004-02-10",51.5800018310547,51.5999984741211,51.2000007629395,51.5,252600,22.0663547515869
"2004-02-11",51.5499992370605,51.75,51.2000007629395,51.7400016784668,273800,22.169189453125
"2004-02-12",51.5,51.7000007629395,51.0499992370605,51.6199989318848,506100,22.1177768707275
"2004-02-13",51.5999984741211,51.6800003051758,51.0499992370605,51.310001373291,275300,21.9849548339844
"2004-02-17",51.2999992370605,51.6100006103516,51.2000007629395,51.4599990844727,214200,22.0492115020752
"2004-02-18",52.0999984741211,52.0999984741211,51.3300018310547,51.4799995422363,264100,22.0577850341797
"2004-02-19",51.4900016784668,51.560001373291,51.2000007629395,51.5299987792969,531300,22.0792140960693
"2004-02-20",51.75,51.75,51.0400009155273,51.3800010681152,219700,22.0149326324463
"2004-02-23",51.3499984741211,51.7099990844727,51.3499984741211,51.5999984741211,284300,22.1092052459717
"2004-02-24",51.5999984741211,52.0699996948242,51.4000015258789,51.9799995422363,311400,22.2720260620117
"2004-02-25",52.2299995422363,53.2200012207031,52.1300010681152,53.2200012207031,377800,22.803337097168
"2004-02-26",53.0999984741211,53.0999984741211,52.2999992370605,52.5200004577637,373900,22.5034027099609
"2004-02-27",51.2000007629395,51.3600006103516,51.1300010681152,51.2299995422363,1443600,21.950662612915
"2004-03-01",51.2999992370605,51.6800003051758,51.2999992370605,51.5699996948242,2109200,22.0963439941406
"2004-03-02",51.560001373291,52.25,51.4700012207031,52.1100006103516,946800,22.3277244567871
"2004-03-03",52.1199989318848,52.6199989318848,52.1199989318848,52.4000015258789,695500,22.4519786834717
"2004-03-04",52.5,52.560001373291,52.2900009155273,52.4700012207031,307300,22.4819774627686
"2004-03-05",52.1500015258789,52.6699981689453,52.1300010681152,52.25,382800,22.3877201080322
"2004-03-08",52.2999992370605,52.4000015258789,51.8699989318848,51.9300003051758,420200,22.2506008148193
"2004-03-09",52,52.5699996948242,51.939998626709,52.560001373291,275600,22.5205459594727
"2004-03-10",52.6599998474121,53.2099990844727,52.5800018310547,52.6599998474121,503000,22.5633869171143
"2004-03-11",52.6599998474121,52.7000007629395,51.8800010681152,51.8800010681152,465400,22.2291774749756
"2004-03-12",51.8899993896484,52.5499992370605,51.6500015258789,52.5499992370605,309200,22.5162544250488
"2004-03-15",52.6500015258789,52.6500015258789,52.0499992370605,52.0499992370605,223200,22.3020172119141
"2004-03-16",52.0999984741211,52.3699989318848,51.9799995422363,52.3600006103516,346700,22.4348392486572
"2004-03-17",52.560001373291,53.0800018310547,52.5499992370605,53,367500,22.7090625762939
"2004-03-18",53.0299987792969,53.6300010681152,52.9199981689453,53.5999984741211,284500,22.9661464691162
"2004-03-19",53.5999984741211,54.2999992370605,53.5499992370605,54.1500015258789,395600,23.2018184661865
"2004-03-22",54.0999984741211,54.1699981689453,53.7599983215332,54,351500,23.1375389099121
"2004-03-23",54.0099983215332,54.5,53.9599990844727,54.5,322700,23.3517761230469
"2004-03-24",54.5,54.5999984741211,54.0200004577637,54.2000007629395,282900,23.2232418060303
"2004-03-25",54.189998626709,54.8899993896484,54.1800003051758,54.8899993896484,386400,23.518871307373
"2004-03-26",54.8899993896484,54.8899993896484,54.2700004577637,54.2799987792969,316900,23.2575206756592
"2004-03-29",53.8499984741211,53.9199981689453,52.9199981689453,53.2099990844727,867100,23.0667705535889
"2004-03-30",53.25,54.1100006103516,53.0999984741211,54.0499992370605,441100,23.4309196472168
"2004-03-31",54.0999984741211,54.439998626709,53.9300003051758,54.310001373291,619500,23.5436229705811
"2004-04-01",54.4199981689453,55.5400009155273,54.3899993896484,55.5299987792969,730900,24.0725059509277
"2004-04-02",55.5299987792969,55.5299987792969,54.75,54.7999992370605,462800,23.7560386657715
"2004-04-05",54.6500015258789,54.6599998474121,51.6300010681152,52.2599983215332,922600,22.6549453735352
"2004-04-06",51.3499984741211,51.3699989318848,49.7900009155273,49.7999992370605,1323800,21.5885162353516
"2004-04-07",49.8499984741211,51.1699981689453,49.4599990844727,50.2400016784668,1432500,21.7792720794678
"2004-04-08",50.3499984741211,50.5900001525879,49.7299995422363,49.7700004577637,583100,21.5755176544189
"2004-04-12",49.0999984741211,49.1100006103516,46.3699989318848,47.2700004577637,1378100,20.4917526245117
"2004-04-13",46.7999992370605,48.3300018310547,45.8499984741211,47.2299995422363,973600,20.4744186401367
"2004-04-14",46.3300018310547,47.560001373291,46.3300018310547,46.7000007629395,683600,20.2446556091309
"2004-04-15",46.5999984741211,47.9500007629395,46.5999984741211,47.9500007629395,443700,20.7865409851074
"2004-04-16",48,48.7999992370605,47.7700004577637,48.4199981689453,605800,20.9902801513672
"2004-04-19",48.2999992370605,48.9000015258789,47.5,48.8499984741211,499800,21.1766891479492
"2004-04-20",48.7999992370605,48.8600006103516,47.3899993896484,47.4799995422363,601500,20.5827827453613
"2004-04-21",47.4799995422363,47.8499984741211,46.6500015258789,46.8699989318848,551600,20.3183498382568
"2004-04-22",46.8600006103516,47.7299995422363,46.8600006103516,46.9500007629395,567400,20.3530368804932
"2004-04-23",47.1500015258789,47.2400016784668,46.2900009155273,46.5999984741211,271200,20.2013111114502
"2004-04-26",46.2999992370605,47.5,46.25,47.4300003051758,428500,20.5611209869385
"2004-04-27",47.4300003051758,47.9500007629395,47.0999984741211,47.4199981689453,497500,20.5567798614502
