"Index","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
"2004-03-23",30.2694816589355,30.7652359008789,30.2694816589355,30.4220218658447,3062191,19.4771785736084
"2004-03-24",30.2885494232178,30.631763458252,30.0311393737793,30.4887561798096,3053066,19.5199108123779
"2004-03-25",30.555492401123,31.4611930847168,30.5364265441895,31.3372554779053,5035613,20.0631351470947
"2004-03-26",31.1561164855957,31.7281379699707,31.0035762786865,31.5565319061279,2535848,20.2035331726074
"2004-03-29",31.7281379699707,32.21435546875,31.7090702056885,31.8902111053467,2604237,20.417163848877
"2004-03-30",31.9474124908447,32.4336318969727,31.7567386627197,32.1857566833496,2400643,20.6063804626465
"2004-03-31",32.2334251403809,32.4336318969727,31.9855480194092,32.271556854248,2882198,20.6613140106201
"2004-04-01",32.2620239257812,32.5289688110352,32.1952896118164,32.2906265258789,2396238,20.6735248565674
"2004-04-02",32.7482414245605,32.8912506103516,32.3954963684082,32.6433715820312,2329842,20.8993701934814
"2004-04-05",32.462230682373,33.3679313659668,32.462230682373,33.3679313659668,2404734,21.363245010376
"2004-04-06",33.2725944519043,33.5395393371582,33.1200561523438,33.4060668945312,2676612,21.3876628875732
"2004-04-07",33.2249298095703,33.5681419372559,32.6433715820312,33.0056533813477,2764406,21.1313076019287
"2004-04-08",33.2725944519043,33.4632682800293,32.9007835388184,33.0437889099121,2533960,21.1557178497314
"2004-04-12",33.0437889099121,33.4823379516602,32.9865875244141,33.3774681091309,1814197,21.3693447113037
"2004-04-13",33.5395393371582,33.5586051940918,32.8054466247559,32.9865875244141,2287990,21.1191024780273
"2004-04-14",32.843578338623,33.4442024230957,32.7101097106934,32.8721809387207,2534694,21.0458507537842
"2004-04-15",33.0151863098145,33.1200561523438,32.5194358825684,32.8912506103516,2328478,21.0580615997314
"2004-04-16",33.0628547668457,33.5967407226562,32.9103164672852,33.4251365661621,3661644,21.3998756408691
"2004-04-19",33.3202667236328,33.5395393371582,32.9389152526855,33.0151863098145,2983943,21.1374073028564
"2004-04-20",33.1295928955078,33.3202667236328,32.405029296875,32.4145622253418,2717834,20.752872467041
"2004-04-21",32.652904510498,32.7577781677246,32.2334251403809,32.3859634399414,4538849,20.7345504760742
"2004-04-22",32.3668937683105,33.5204734802246,32.2238883972168,32.9865875244141,4817649,21.1191024780273
"2004-04-23",33.110523223877,33.2916641235352,32.652904510498,33.2535285949707,2261033,21.2900085449219
"2004-04-26",33.1963272094727,33.4442024230957,33.034252166748,33.1391258239746,1752101,21.2167549133301
"2004-04-27",33.4632682800293,34.254566192627,33.3870010375977,33.7874145507812,4738561,21.6318054199219
"2004-04-28",33.8446197509766,33.8636856079102,33.2630615234375,33.5300064086914,3085582,21.4670181274414
"2004-04-29",33.4823379516602,34.311767578125,33.4060668945312,33.5872077941895,4657166,21.50364112854
"2004-04-30",33.6348762512207,33.682544708252,32.7196426391602,32.9675178527832,3883384,21.1068878173828
"2004-05-03",32.97705078125,33.4442024230957,32.7673110961914,32.9579849243164,3066177,21.1007881164551
"2004-05-04",32.9484519958496,33.5586051940918,32.8149795532227,33.1963272094727,2553050,21.2533760070801
"2004-05-05",33.1391258239746,33.3774681091309,32.8912506103516,32.9961204528809,2231454,21.1252098083496
"2004-05-06",32.7387084960938,33.2058601379395,32.5194358825684,32.7577781677246,1851119,20.9726104736328
"2004-05-07",32.4145622253418,32.8817138671875,32.1762199401855,32.3382949829102,2045901,20.704044342041
"2004-05-10",31.9378795623779,32.3764305114746,31.4707279205322,31.7090702056885,3483015,20.3011913299561
"2004-05-11",31.7090702056885,32.0618171691895,31.5660648345947,31.7853393554688,2625425,20.3500156402588
"2004-05-12",31.804407119751,31.9378795623779,31.232385635376,31.8234748840332,3270295,20.3744316101074
"2004-05-13",31.6042003631592,32.1666870117188,31.6042003631592,31.9569454193115,2210895,20.4598865509033
"2004-05-14",31.9474124908447,32.157154083252,31.4135265350342,31.9188117980957,1857517,20.4354724884033
"2004-05-17",31.3181896209717,31.8711433410645,30.9273071289062,31.0798454284668,3475148,19.8983402252197
"2004-05-18",31.0512447357178,31.8902111053467,30.9845104217529,31.6900024414062,3133622,20.4066677093506
"2004-05-19",31.8425426483154,32.2906265258789,31.6804695129395,31.7376708984375,2959608,20.4373645782471
"2004-05-20",31.4611930847168,31.775806427002,31.1179809570312,31.4802627563477,2123416,20.271598815918
"2004-05-21",31.6804695129395,32.0141487121582,31.423059463501,31.7567386627197,2001952,20.4496364593506
"2004-05-24",31.9569454193115,32.271556854248,31.613733291626,31.6709365844727,2596475,20.3943748474121
"2004-05-25",31.4802627563477,32.0904197692871,31.2895889282227,32.0332145690918,2302675,20.6276779174805
"2004-05-26",31.9188117980957,32.1285514831543,31.613733291626,32.023681640625,3138133,20.6215343475342
"2004-05-27",32.0332145690918,32.4813003540039,31.9283447265625,32.21435546875,2176071,20.7443141937256
"2004-05-28",32.3001594543457,32.3001594543457,31.7662734985352,32.1285514831543,1697873,20.6890735626221
"2004-06-01",32.0427513122559,32.1857566833496,31.4611930847168,31.6518688201904,4130193,20.3821105957031
"2004-06-02",31.6709365844727,32.271556854248,31.6614017486572,32.1190185546875,2466620,20.6829280853271
"2004-06-03",32.1190185546875,32.2048225402832,31.6518688201904,31.6900024414062,1597911,20.4066677093506
"2004-06-04",31.9283447265625,32.4145622253418,31.7567386627197,32.1666870117188,1612281,20.713623046875
"2004-06-07",32.4431648254395,33.2725944519043,32.3859634399414,33.0723876953125,3024745,21.2968463897705
"2004-06-08",33.1009902954102,33.2916641235352,32.8054466247559,33.1867942810059,2268166,21.3705139160156
"2004-06-09",33.1867942810059,33.7016143798828,33.0151863098145,33.4060668945312,4495634,21.51171875
"2004-06-10",33.4060668945312,33.9876251220703,33.4060668945312,33.7492828369141,4798979,21.7327251434326
"2004-06-14",33.7778816223145,34.1306304931641,33.7492828369141,33.9685554504395,4085614,21.8739261627197
"2004-06-15",34.0829582214355,34.7503204345703,33.3679313659668,34.2927017211914,4951700,22.0826644897461
"2004-06-16",34.2927017211914,34.3785057067871,33.9113540649414,34.3689727783203,2233552,22.1317729949951
"2004-06-17",34.1973648071289,34.50244140625,34.0543594360352,34.4833755493164,2479731,22.205436706543
"2004-06-18",34.4929084777832,34.9791297912598,34.3213043212891,34.8361206054688,3598500,22.4325942993164
"2004-06-21",34.7312507629395,35.1125984191895,34.4929084777832,34.5691795349121,2204707,22.2607097625732
"2004-06-22",34.5691795349121,35.1698036193848,34.5691795349121,35.0458641052246,2602454,22.56764793396
"2004-06-23",35.0363311767578,35.837158203125,34.8170547485352,35.7608909606934,3431303,23.0281028747559
"2004-06-24",35.4844131469727,35.5034828186035,35.1888694763184,35.3318748474121,2707869,22.7518291473389
"2004-06-25",35.1602668762207,35.4939460754395,34.7503204345703,35.0935325622559,3426269,22.598352432251
"2004-06-28",35.1602668762207,35.5606842041016,34.5977783203125,34.645450592041,3207780,22.3098163604736
"2004-06-29",34.5119781494141,35.207935333252,34.4738426208496,34.9409942626953,2602873,22.5001316070557
"2004-06-30",35.0839996337891,35.207935333252,34.7407836914062,34.9219245910645,2900030,22.487850189209
"2004-07-01",34.8361206054688,35.0553970336914,34.2355003356934,34.3785057067871,2889750,22.1379146575928
"2004-07-02",33.9876251220703,34.3499031066895,33.7492828369141,34.2068977355957,2206595,22.0274047851562
"2004-07-06",33.8636856079102,34.0734252929688,33.5586051940918,33.930419921875,2824718,21.8493709564209
"2004-07-07",33.7206802368164,34.4643096923828,33.6158103942871,34.254566192627,2435782,22.0581130981445
"2004-07-08",34.1306304931641,34.454776763916,33.7969512939453,33.8827514648438,2697380,21.8186779022217
"2004-07-09",33.9876251220703,34.5405769348145,33.9494895935059,34.5119781494141,2446166,22.2238636016846
"2004-07-12",34.5119781494141,34.5501136779785,33.7111473083496,34.2355003356934,3334699,22.0458240509033
"2004-07-13",34.178295135498,34.3022346496582,33.7683486938477,33.9590225219727,3081806,21.8677921295166
"2004-07-14",33.5586051940918,34.1115608215332,33.4632682800293,33.8160171508789,3101735,21.775707244873
"2004-07-15",33.7969512939453,34.2831687927246,33.6634788513184,34.0352935791016,4293928,21.9168968200684
"2004-07-16",34.4357070922852,34.8075218200684,34.1020278930664,34.7026519775391,5186027,22.3466529846191
"2004-07-19",34.7979888916016,34.8837928771973,33.9113540649414,34.1878318786621,3860203,22.0151329040527
"2004-07-20",34.0543594360352,34.311767578125,33.8446197509766,34.2259674072266,3575948,22.0396900177002
"2004-07-21",34.7979888916016,35.2746734619141,34.5596466064453,34.9028587341309,6803238,22.4755668640137
"2004-07-22",34.5596466064453,35.1221313476562,34.4166412353516,34.8933258056641,4073447,22.4694347381592
"2004-07-23",34.9123916625977,35.0363311767578,34.4929084777832,34.5691795349121,2542351,22.2607097625732
"2004-07-26",34.826587677002,35.1125984191895,34.5691795349121,34.7693862915039,3361865,22.3896236419678
"2004-07-27",35.0363311767578,35.6178855895996,34.9028587341309,35.6083526611328,4458292,22.9298725128174
"2004-07-28",35.6083526611328,36.4187164306641,35.3128051757812,36.3329124450684,6781421,23.3964519500732
"2004-07-29",36.351978302002,36.6665916442871,36.0945701599121,36.1231727600098,4054042,23.2613906860352
"2004-07-30",35.980167388916,36.0945701599121,35.5320816040039,35.8562278747559,3569025,23.0894927978516
"2004-08-02",35.1793365478516,35.8276252746582,35.1793365478516,35.7132225036621,4002331,22.9974060058594
"2004-08-03",35.7418212890625,35.8848304748535,35.1316680908203,35.2746734619141,3607730,22.7150077819824
"2004-08-04",34.4643096923828,35.1316680908203,34.3785057067871,34.9505271911621,5545279,22.5062675476074
"2004-08-05",35.0553970336914,35.1316680908203,34.0257568359375,34.1020278930664,3528432,21.9598751068115
"2004-08-06",33.8446197509766,33.8446197509766,32.8340454101562,32.9675178527832,5051871,21.2293186187744
"2004-08-09",33.0819206237793,33.4346694946289,32.5575675964355,32.9961204528809,3914012,21.247745513916
"2004-08-10",33.1772575378418,33.8160171508789,33.0819206237793,33.8160171508789,3640246,21.775707244873
"2004-08-11",33.7778816223145,34.0734252929688,33.3870010375977,33.9685554504395,3776080,21.8739261627197
"2004-08-12",33.9494895935059,33.9494895935059,32.6719741821289,33.0819206237793,3745557,21.3029804229736
"2004-08-13",32.919849395752,33.1772575378418,32.4145622253418,33.1772575378418,4547660,21.3643741607666
"2004-08-16",33.034252166748,33.8541526794434,32.9007835388184,33.682544708252,3250786,21.6897563934326
"2004-08-17",33.6920776367188,33.9876251220703,33.4060668945312,33.491870880127,2395713,21.566967010498
"2004-08-18",33.034252166748,34.0352935791016,32.9007835388184,33.9590225219727,3417143,21.9854545593262
"2004-08-19",33.9208869934082,34.0162239074707,33.0819206237793,33.3202667236328,3244702,21.5719127655029
"2004-08-20",33.167724609375,33.8350830078125,33.0437889099121,33.7588157653809,2621963,21.8558330535889
"2004-08-23",33.7778816223145,34.0257568359375,33.5872077941895,33.6730117797852,1640707,21.8002853393555
"2004-08-24",33.8922882080078,34.1878318786621,33.873218536377,34.0257568359375,2345995,22.0286540985107
"2004-08-25",34.0352935791016,34.9409942626953,33.9208869934082,34.7884521484375,2790628,22.522424697876
"2004-08-26",34.645450592041,34.7598533630371,34.3022346496582,34.6549835205078,1815770,22.4360237121582
"2004-08-27",34.5596466064453,34.9314575195312,34.5596466064453,34.7598533630371,1336103,22.5039176940918
"2004-08-30",34.7026519775391,34.9314575195312,34.0162239074707,34.0162239074707,2490849,22.0224800109863
"2004-08-31",34.2068977355957,34.3785057067871,33.8636856079102,34.3022346496582,2302255,22.2076416015625
"2004-09-01",34.1878318786621,34.5977783203125,33.8446197509766,34.3213043212891,1642385,22.2199935913086
"2004-09-02",34.2736358642578,34.9600601196289,34.2355003356934,34.8742561340332,1769723,22.5779762268066
"2004-09-03",34.7979888916016,35.2174682617188,34.6835823059082,34.6835823059082,2244670,22.4545402526855
"2004-09-07",34.7503204345703,35.3509407043457,34.7503204345703,35.1316680908203,4262146,22.7446250915527
"2004-09-08",34.9695930480957,35.1602668762207,34.6168479919434,34.7693862915039,4007365,22.5100917816162
"2004-09-09",34.7693862915039,34.9123916625977,34.3499031066895,34.635913848877,3600702,22.4236812591553
"2004-09-10",34.445240020752,34.7979888916016,34.3689727783203,34.7503204345703,3744194,22.4977436065674
"2004-09-13",34.7503204345703,35.0458641052246,34.5119781494141,34.9791297912598,3629128,22.6458778381348
"2004-09-14",34.8933258056641,35.1698036193848,34.826587677002,35.0744667053223,2174393,22.7076034545898
"2004-09-15",35.0744667053223,35.2556037902832,34.6263809204102,34.6835823059082,2120374,22.4545402526855
"2004-09-16",34.6549835205078,35.1698036193848,34.5691795349121,34.8647232055664,2843284,22.5718116760254
"2004-09-17",35.1316680908203,35.2746734619141,34.8742561340332,35.0267944335938,2854297,22.676736831665
"2004-09-20",34.7407836914062,35.1602668762207,34.5977783203125,34.8742561340332,2141038,22.5779762268066
"2004-09-21",34.8742561340332,34.9886627197266,34.2355003356934,34.4833755493164,3504937,22.3249168395996
"2004-09-22",34.1973648071289,34.1973648071289,33.5967407226562,33.8541526794434,3818666,21.9175567626953
"2004-09-23",33.73974609375,33.9876251220703,33.491870880127,33.8446197509766,3091351,21.9113731384277
"2004-09-24",33.7016143798828,33.8255500793457,33.5586051940918,33.6920776367188,1877866,21.8126258850098
"2004-09-27",33.4823379516602,33.7016143798828,33.4156036376953,33.4537353515625,2887023,21.6583232879639
"2004-09-28",33.4632682800293,34.1592292785645,33.3679313659668,33.930419921875,3244387,21.966926574707
"2004-09-29",33.73974609375,34.2640991210938,33.7302131652832,34.0257568359375,2537946,22.0286540985107
"2004-09-30",33.8827514648438,34.4071044921875,33.873218536377,34.1878318786621,3390501,22.1335830688477
"2004-10-01",34.2164306640625,35.0744667053223,34.0829582214355,35.0458641052246,3640142,22.6890716552734
"2004-10-04",35.1412010192871,35.4939460754395,34.8170547485352,34.9028587341309,3331971,22.596492767334
"2004-10-05",34.7693862915039,35.1030654907227,34.6168479919434,34.8075218200684,2009399,22.5347805023193
"2004-10-06",34.8075218200684,34.9981956481934,34.5310440063477,34.9981956481934,2271417,22.6582145690918
"2004-10-07",34.8456573486328,34.8742561340332,34.0257568359375,34.0257568359375,2939364,22.0286540985107
"2004-10-08",33.8350830078125,34.4643096923828,33.7016143798828,34.0829582214355,3010480,22.0656871795654
"2004-10-11",34.0829582214355,34.2736358642578,33.5776748657227,33.8827514648438,2358267,21.936071395874
"2004-10-12",33.6539421081543,33.9113540649414,33.549072265625,33.6920776367188,2300892,21.8126258850098
"2004-10-13",33.7492828369141,34.2068977355957,33.2153930664062,33.4823379516602,2781188,21.6768321990967
"2004-10-14",33.4728050231934,33.5109405517578,32.843578338623,33.1581916809082,2759790,21.466983795166
"2004-10-15",33.1581916809082,33.7492828369141,33.1581916809082,33.3679313659668,2238901,21.6027584075928
"2004-10-18",33.3679313659668,33.3870010375977,32.9865875244141,33.034252166748,3029361,21.3867359161377
"2004-10-19",33.3107299804688,33.9399566650391,33.2725944519043,33.7874145507812,4285746,21.8743438720703
"2004-10-20",33.7874145507812,33.7874145507812,31.6042003631592,32.2238883972168,10559704,20.8621025085449
"2004-10-21",32.1762199401855,32.3001594543457,31.3753910064697,31.4611930847168,9409992,20.3683280944824
"2004-10-22",31.4897956848145,31.7090702056885,31.1179809570312,31.1942501068115,6214275,20.1955032348633
"2004-10-25",31.0226440429688,31.2895889282227,30.364818572998,30.7271003723145,7469297,19.8930702209473
"2004-10-26",30.9273071289062,31.6042003631592,30.8701057434082,31.4135265350342,7080465,20.3374691009521
"2004-10-27",31.585132598877,32.1476211547852,31.423059463501,31.7853393554688,5593319,20.5781764984131
"2004-10-28",31.7948741912842,32.5575675964355,31.7090702056885,32.0427513122559,4890444,20.7448387145996
"2004-10-29",32.0522842407227,32.5671043395996,31.9378795623779,32.1094856262207,5241409,20.7880344390869
"2004-11-01",32.1857566833496,33.6348762512207,32.1285514831543,33.4060668945312,8824071,21.6274547576904
"2004-11-02",33.4632682800293,33.4632682800293,32.6624412536621,32.843578338623,6432763,21.2632942199707
"2004-11-03",33.3679313659668,33.6348762512207,33.1391258239746,33.2249298095703,3666994,21.5101890563965
"2004-11-04",33.3870010375977,33.9685554504395,33.2821311950684,33.9113540649414,4658949,21.9545822143555
"2004-11-05",34.0829582214355,34.5596466064453,33.8922882080078,34.2736358642578,4182848,22.1891345977783
"2004-11-08",34.2736358642578,34.7407836914062,34.1496963500977,34.5119781494141,3079708,22.3434314727783
"2004-11-09",34.5215110778809,34.8742561340332,34.4261741638184,34.5691795349121,3338160,22.3804683685303
"2004-11-10",34.6073150634766,35.0839996337891,34.6073150634766,34.7121849060059,3066387,22.473051071167
"2004-11-11",34.9505271911621,35.0649299621582,34.5596466064453,34.8647232055664,2299318,22.5718116760254
"2004-11-12",34.8170547485352,35.0363311767578,34.5691795349121,34.9123916625977,2391727,22.602668762207
"2004-11-15",34.635913848877,34.7407836914062,34.1878318786621,34.4929084777832,3054534,22.3310871124268
"2004-11-16",34.4929084777832,34.50244140625,33.9494895935059,34.0734252929688,2701471,22.059513092041
"2004-11-17",34.0352935791016,34.4071044921875,33.9685554504395,34.2259674072266,3147048,22.2754421234131
"2004-11-18",34.4166412353516,34.5596466064453,34.2259674072266,34.3594398498535,1878915,22.3623046875
"2004-11-19",34.3213043212891,34.4261741638184,33.8064842224121,33.8064842224121,2868143,22.0024299621582
"2004-11-22",33.8922882080078,34.1306304931641,33.4632682800293,33.9876251220703,2312115,22.1203212738037
"2004-11-23",34.0924949645996,34.4166412353516,33.6634788513184,34.063892364502,2837620,22.1699638366699
"2004-11-24",34.0066909790039,34.2736358642578,33.8922882080078,34.178295135498,2128870,22.2444229125977
