"Index","NDSN.Open","NDSN.High","NDSN.Low","NDSN.Close","NDSN.Volume","NDSN.Adjusted"
"2003-10-30",14.0200004577637,14.25,13.7799997329712,13.8450002670288,87200,10.8566360473633
"2003-10-31",13.7600002288818,14.2650003433228,13.6599998474121,13.8549995422363,171200,10.8644723892212
"2003-11-03",14.0349998474121,14.3400001525879,13.664999961853,14.1549997329712,119800,11.0997180938721
"2003-11-04",14.1599998474121,14.3050003051758,13.9700002670288,14.1149997711182,110200,11.0683536529541
"2003-11-05",14.1350002288818,14.75,13.75,14.6000003814697,265600,11.4486665725708
"2003-11-06",14.5,14.6750001907349,14.414999961853,14.625,128200,11.4682741165161
"2003-11-07",14.5500001907349,14.9449996948242,14.5500001907349,14.8500003814697,248800,11.6447076797485
"2003-11-10",14.7749996185303,14.9499998092651,14.6350002288818,14.6999998092651,147000,11.5270805358887
"2003-11-11",14.625,14.875,14.6000003814697,14.8100004196167,250000,11.6133413314819
"2003-11-12",14.8000001907349,15.3900003433228,14.8000001907349,15.335000038147,441400,12.0250225067139
"2003-11-13",15.0500001907349,15.7600002288818,15.0500001907349,15.6850004196167,1059600,12.2994728088379
"2003-11-14",15.4750003814697,15.7749996185303,15.4750003814697,15.7349996566772,794200,12.3386840820312
"2003-11-17",15.625,15.7600002288818,15.5299997329712,15.75,494000,12.3504476547241
"2003-11-18",15.6000003814697,15.8500003814697,15.6000003814697,15.625,263400,12.2524299621582
"2003-11-19",15.5500001907349,15.8299999237061,15.5500001907349,15.7449998855591,214600,12.3465251922607
"2003-11-20",15.6450004577637,15.8000001907349,15.5450000762939,15.7250003814697,407800,12.3308420181274
"2003-11-21",15.7299995422363,15.9449996948242,15.6949996948242,15.8500003814697,244400,12.4288597106934
"2003-11-24",15.8649997711182,16.25,15.6999998092651,16.0900001525879,327800,12.6170616149902
"2003-11-25",15.8549995422363,16.3850002288818,15.8000001907349,16.3299999237061,362600,12.8052549362183
"2003-11-26",16.3950004577637,16.4850006103516,16.2299995422363,16.4850006103516,274600,12.9268016815186
"2003-11-28",16.3500003814697,16.4500007629395,16.2549991607666,16.2649993896484,85800,12.7542867660522
"2003-12-01",16.4950008392334,17.3500003814697,16.25,17.2749996185303,816400,13.5462846755981
"2003-12-02",17,17.3050003051758,16.6000003814697,17.2749996185303,332600,13.5462846755981
"2003-12-03",17.0799999237061,17.2600002288818,16.9799995422363,17,459400,13.330641746521
"2003-12-04",16.9400005340576,16.9699993133545,16.6149997711182,16.9349994659424,416000,13.2796659469604
"2003-12-05",16.8199996948242,17.0049991607666,16.8099994659424,16.9249992370605,282000,13.2718315124512
"2003-12-08",16.6550006866455,16.8449993133545,16.6000003814697,16.7049999237061,269000,13.0993175506592
"2003-12-09",16.6000003814697,16.7749996185303,16.3549995422363,16.6499996185303,414000,13.0561876296997
"2003-12-10",16.6399993896484,16.7600002288818,16.4200000762939,16.7600002288818,269200,13.1424436569214
"2003-12-11",16.5,17.5,16.5,17.1749992370605,518600,13.5304365158081
"2003-12-12",17.0049991607666,17.2950000762939,16.8549995422363,17.1650009155273,428800,13.5225553512573
"2003-12-15",17.1650009155273,17.2099990844727,16.5450000762939,16.6200008392334,442600,13.0932121276855
"2003-12-16",16.6100006103516,17.25,16.5349998474121,17.1450004577637,369600,13.5068016052246
"2003-12-17",16.8999996185303,17.1399993896484,16.7600002288818,17.0599994659424,183000,13.4398384094238
"2003-12-18",16.4500007629395,17.2700004577637,16.4500007629395,17.25,506800,13.5895214080811
"2003-12-19",17.2099990844727,17.4950008392334,17.1200008392334,17.4300003051758,558600,13.7313213348389
"2003-12-22",17.2749996185303,17.5,17.2749996185303,17.5,213200,13.7864761352539
"2003-12-23",17.3299999237061,17.8600006103516,17.3250007629395,17.8600006103516,424600,14.0700759887695
"2003-12-24",17.8199996948242,17.8799991607666,17.5,17.5100002288818,130600,13.7943487167358
"2003-12-26",17.4500007629395,17.6700000762939,17.4500007629395,17.5450000762939,43600,13.8219232559204
"2003-12-29",17.75,17.9699993133545,17.625,17.9449996948242,179800,14.1370420455933
"2003-12-30",17.9950008392334,18,17.7649993896484,17.8449993133545,309200,14.0582590103149
"2003-12-31",17.875,17.9850006103516,17.2649993896484,17.3050003051758,206000,13.632848739624
"2004-01-02",17.2000007629395,17.8150005340576,17.2000007629395,17.625,902600,13.8849430084229
"2004-01-05",17.75,17.75,17.4200000762939,17.5,411000,13.7864761352539
"2004-01-06",17.6000003814697,17.8850002288818,17.4150009155273,17.7700004577637,268200,13.9991760253906
"2004-01-07",17.75,17.8999996185303,17.4249992370605,17.8299999237061,419000,14.0464363098145
"2004-01-08",17.9200000762939,18.2250003814697,17.7999992370605,18.1499996185303,318200,14.2985382080078
"2004-01-09",17.75,18.1299991607666,17.3649997711182,17.8999996185303,419800,14.1015949249268
"2004-01-12",17.6000003814697,18.2150001525879,17.6000003814697,17.9500007629395,370800,14.1409797668457
"2004-01-13",17.9050006866455,18.4349994659424,17.8999996185303,18.2000007629395,359200,14.3379316329956
"2004-01-14",18.4750003814697,18.6499996185303,18.1949996948242,18.5849990844727,281600,14.6412334442139
"2004-01-15",18.3799991607666,18.5,17.8600006103516,18.4850006103516,285600,14.5624494552612
"2004-01-16",18.6000003814697,18.7450008392334,18.1399993896484,18.6450004577637,270000,14.6885004043579
"2004-01-20",18.7000007629395,18.7900009155273,18.4750003814697,18.6749992370605,701800,14.7121315002441
"2004-01-21",18.4750003814697,18.8950004577637,18.4750003814697,18.8649997711182,277800,14.8618221282959
"2004-01-22",18.6499996185303,18.9899997711182,18.4850006103516,18.5400009155273,206000,14.6057796478271
"2004-01-23",18.5900001525879,18.7049999237061,18.25,18.4349994659424,322600,14.5230684280396
"2004-01-26",18.4500007629395,18.7450008392334,18.25,18.7250003814697,375400,14.7515182495117
"2004-01-27",18.4500007629395,18.6599998474121,18.1849994659424,18.3999996185303,358000,14.4954929351807
"2004-01-28",18.5,18.625,18.1599998474121,18.1900005340576,207400,14.3300457000732
"2004-01-29",18.125,18.4799995422363,18.0450000762939,18.1650009155273,223600,14.3103561401367
"2004-01-30",18,18.1800003051758,17.875,18.1100006103516,216000,14.2670269012451
