"Index","UHS.Open","UHS.High","UHS.Low","UHS.Close","UHS.Volume","UHS.Adjusted"
"2003-12-19",26.4249992370605,26.4249992370605,26.0100002288818,26.1749992370605,657000,23.5875873565674
"2003-12-22",26.2000007629395,26.4500007629395,26.125,26.3649997711182,650600,23.7588081359863
"2003-12-23",26.2999992370605,26.4750003814697,26.2299995422363,26.4150009155273,360400,23.8038654327393
"2003-12-24",26.3850002288818,26.5349998474121,26.3600006103516,26.5049991607666,102400,23.8849697113037
"2003-12-26",26.5499992370605,26.8799991607666,26.5450000762939,26.7549991607666,372800,24.1102600097656
"2003-12-29",26.7549991607666,27.125,26.5849990844727,27.0799999237061,432800,24.4031372070312
"2003-12-30",27.0599994659424,27.1749992370605,26.8349990844727,26.9400005340576,353800,24.2769775390625
"2003-12-31",26.9750003814697,27.1000003814697,26.5400009155273,26.8600006103516,694400,24.2048797607422
"2004-01-02",26.7749996185303,27.0300006866455,26.75,26.8050003051758,481200,24.1553192138672
"2004-01-05",26.7000007629395,26.7999992370605,26.1849994659424,26.2649993896484,1196600,23.6686973571777
"2004-01-06",26,26.4050006866455,26,26.2000007629395,1068200,23.6101264953613
"2004-01-07",26.2399997711182,26.2900009155273,26.0249996185303,26.125,8e+05,23.5425395965576
"2004-01-08",26.125,26.625,25.75,25.8199996948242,2439000,23.2676887512207
"2004-01-09",25.7549991607666,25.7549991607666,25.1599998474121,25.6949996948242,2388800,23.15505027771
"2004-01-12",25.4500007629395,25.5849990844727,25.1550006866455,25.4950008392334,2024000,22.9747982025146
"2004-01-13",25.625,25.6499996185303,25.2000007629395,25.4599990844727,2024600,22.9432697296143
"2004-01-14",25.5249996185303,26.1399993896484,25.4349994659424,26.1399993896484,1055600,23.5560531616211
"2004-01-15",26.25,26.6000003814697,26.0550003051758,26.3700008392334,1052200,23.7633228302002
"2004-01-16",26.4349994659424,26.75,26.2999992370605,26.3199996948242,903400,23.7182559967041
"2004-01-20",26.375,27.4400005340576,26.3250007629395,27.4400005340576,1736400,24.7275505065918
"2004-01-21",27.4400005340576,27.4400005340576,26.9249992370605,27.1100006103516,763800,24.4301700592041
"2004-01-22",27.1350002288818,27.2900009155273,26.6749992370605,27.2800006866455,1499400,24.5833702087402
"2004-01-23",27.2749996185303,27.6700000762939,27.1650009155273,27.4150009155273,897200,24.7050189971924
"2004-01-26",27.3999996185303,27.4050006866455,26.9300003051758,27.0650005340576,1346800,24.389612197876
"2004-01-27",27.0650005340576,27.0650005340576,26.2849998474121,26.4650001525879,2373800,23.8489246368408
"2004-01-28",26.4699993133545,26.4699993133545,25.9249992370605,26.2000007629395,1927400,23.6101264953613
"2004-01-29",26.2049999237061,26.25,25.8050003051758,26.125,1255000,23.5425395965576
"2004-01-30",26.125,27.4750003814697,26.1049995422363,27.4599990844727,5252000,24.745569229126
"2004-02-02",27.4599990844727,27.8400001525879,27.0750007629395,27.6599998474121,1704800,24.9258003234863
"2004-02-03",27.6100006103516,27.6499996185303,27.2299995422363,27.5300006866455,1103800,24.808650970459
"2004-02-04",27.5300006866455,27.7399997711182,27.375,27.6800003051758,1102600,24.9438228607178
"2004-02-05",27.6800003051758,27.6800003051758,26.8999996185303,27.1849994659424,1085200,24.4977531433105
"2004-02-06",27.1900005340576,27.8600006103516,27.0750007629395,27.6000003814697,1089600,24.871732711792
"2004-02-09",27.6000003814697,27.8250007629395,27.4599990844727,27.5,863400,24.7816143035889
"2004-02-10",27.5,27.75,27.5,27.7000007629395,711800,24.9618473052979
"2004-02-11",27.7000007629395,27.9750003814697,27.5550003051758,27.9400005340576,1123800,25.1781253814697
"2004-02-12",28,28.2999992370605,27.9899997711182,28.2549991607666,1320800,25.4619827270508
"2004-02-13",28.2849998474121,28.4750003814697,28.0499992370605,28.0750007629395,509600,25.2997779846191
"2004-02-17",28.125,28.2000007629395,27.9500007629395,28.0650005340576,858400,25.2907600402832
"2004-02-18",28.0750007629395,28.1499996185303,27.6650009155273,27.6800003051758,780200,24.9438228607178
"2004-02-19",27.5,28.0300006866455,27.2250003814697,27.5900001525879,1604800,24.8627281188965
"2004-02-20",27.125,27.125,26.3500003814697,26.6800003051758,2292000,24.0426750183105
"2004-02-23",26.8050003051758,27.0550003051758,26.625,26.6450004577637,839000,24.0111408233643
"2004-02-24",26.6949996948242,27.2450008392334,26.5249996185303,26.9699993133545,1501600,24.3040046691895
"2004-02-25",26.9750003814697,27.3250007629395,26.8349990844727,27.2549991607666,780400,24.5608425140381
"2004-02-26",27.2199993133545,27.4150009155273,27.1000003814697,27.1350002288818,573600,24.4886436462402
"2004-02-27",27.125,27.2350006103516,26.8999996185303,26.9650001525879,579400,24.3352127075195
"2004-03-01",22.5,23.5249996185303,22.0149993896484,22.4400005340576,13512200,20.2515201568604
"2004-03-02",22.3500003814697,22.8500003814697,22.2049999237061,22.7250003814697,4719800,20.5087280273438
"2004-03-03",22.6800003051758,23.125,22.6049995422363,23,2433200,20.756908416748
"2004-03-04",23.0499992370605,24.0499992370605,23.0499992370605,23.875,3163000,21.5465717315674
"2004-03-05",23.875,23.9750003814697,23.5,23.6049995422363,1465400,21.3028945922852
"2004-03-08",23.6299991607666,23.6900005340576,23.0599994659424,23.0599994659424,1506800,20.8110542297363
"2004-03-09",23.0849990844727,23.0849990844727,22.5900001525879,22.7099990844727,1726600,20.4951858520508
"2004-03-10",22.7150001525879,22.7150001525879,22.1499996185303,22.4899997711182,1984400,20.2966384887695
"2004-03-11",22.4249992370605,22.6749992370605,22.3600006103516,22.3899993896484,681000,20.206392288208
"2004-03-12",22.4500007629395,22.9599990844727,22.3999996185303,22.6000003814697,1117000,20.3959197998047
"2004-03-15",22.6499996185303,22.7749996185303,22.5799999237061,22.6000003814697,666200,20.3959197998047
"2004-03-16",22.6000003814697,22.75,22.3549995422363,22.3799991607666,1077400,20.1973781585693
"2004-03-17",22.4850006103516,22.7999992370605,22.4799995422363,22.75,1135600,20.5312900543213
"2004-03-18",22.7250003814697,22.8649997711182,22.4599990844727,22.8199996948242,1000600,20.5944576263428
"2004-03-19",22.8500003814697,23.2250003814697,22.6499996185303,23.0049991607666,1221600,20.7614250183105
"2004-03-22",22.9249992370605,22.9500007629395,22.3999996185303,22.5,843800,20.3056755065918
"2004-03-23",22.5,22.5750007629395,22.2549991607666,22.3999996185303,815200,20.2154235839844
"2004-03-24",22.3500003814697,22.3850002288818,21.9750003814697,21.9850006103516,734200,19.8409042358398
"2004-03-25",22.125,22.3600006103516,22.0849990844727,22.2000007629395,1601400,20.0349216461182
"2004-03-26",22.25,22.4650001525879,22.0949993133545,22.3999996185303,1149000,20.2154235839844
"2004-03-29",22.4249992370605,22.6599998474121,22.4249992370605,22.5949993133545,1030000,20.3914070129395
"2004-03-30",22.5750007629395,22.9549999237061,22.5550003051758,22.9500007629395,1068000,20.7117786407471
"2004-03-31",22.9500007629395,23.0349998474121,22.7099990844727,23.0349998474121,731400,20.7884864807129
"2004-04-01",23,23.2199993133545,22.9500007629395,23,1225800,20.756908416748
"2004-04-02",23.4500007629395,23.5599994659424,23,23.0249996185303,1129200,20.779468536377
"2004-04-05",23.1499996185303,23.3999996185303,23.1499996185303,23.2749996185303,1041200,21.0050926208496
"2004-04-06",23.2800006866455,23.3999996185303,23.0200004577637,23.0400009155273,633800,20.7930030822754
"2004-04-07",23.0249996185303,23.1200008392334,23,23.0249996185303,947600,20.779468536377
"2004-04-08",23.0400009155273,23.1499996185303,22.6000003814697,22.7999992370605,1732600,20.5764045715332
"2004-04-12",22.6749992370605,22.7800006866455,22.5450000762939,22.6000003814697,1386400,20.3959197998047
"2004-04-13",22.6499996185303,22.6599998474121,22.1499996185303,22.1749992370605,1336600,20.0123710632324
"2004-04-14",21.625,21.8500003814697,21.0750007629395,21.5249996185303,3119200,19.4257621765137
"2004-04-15",21.5900001525879,21.625,21.3500003814697,21.5849990844727,1703800,19.4799022674561
"2004-04-16",21.6499996185303,21.8950004577637,21.4750003814697,21.8950004577637,937200,19.7596740722656
"2004-04-19",21.8500003814697,21.8500003814697,21.4799995422363,21.5849990844727,1190400,19.4799022674561
"2004-04-20",21.5499992370605,21.7749996185303,21.1900005340576,21.2649993896484,1366000,19.1911125183105
"2004-04-21",21.3250007629395,22.2000007629395,21.3250007629395,22.1350002288818,2100600,19.9762687683105
"2004-04-22",22.1550006866455,22.7600002288818,22.1550006866455,22.7600002288818,1455200,20.5403175354004
"2004-04-23",23.2999992370605,23.4449996948242,22.4549999237061,22.7250003814697,1518600,20.5087280273438
"2004-04-26",23.1000003814697,23.1749992370605,22.3500003814697,22.3899993896484,1621400,20.206392288208
"2004-04-27",22.4449996948242,22.7950000762939,22.375,22.4650001525879,814000,20.2740879058838
"2004-04-28",22.5,22.5249996185303,21.8649997711182,22.0550003051758,1327800,19.9040679931641
"2004-04-29",22.0799999237061,22.2350006103516,21.8199996948242,21.8649997711182,1038400,19.7326049804688
"2004-04-30",21.9500007629395,22.0750007629395,21.7350006103516,21.9500007629395,833400,19.8092994689941
"2004-05-03",21.9400005340576,22.2150001525879,21.875,22.1450004577637,1046400,19.9852886199951
"2004-05-04",22.1450004577637,22.2150001525879,21.9750003814697,22.0849990844727,579200,19.9311428070068
"2004-05-05",22.0499992370605,22.3250007629395,22.0300006866455,22.2000007629395,814200,20.0349216461182
"2004-05-06",22.1499996185303,22.1499996185303,21.6749992370605,21.8150005340576,1032600,19.687479019165
"2004-05-07",21.8199996948242,22.0900001525879,21.7049999237061,21.7350006103516,1037000,19.6152782440186
"2004-05-10",21.7250003814697,21.7250003814697,21.1299991607666,21.2999992370605,960000,19.2227058410645
"2004-05-11",21.4249992370605,21.7749996185303,21.4200000762939,21.6499996185303,1337000,19.5385704040527
"2004-05-12",21.6650009155273,21.8999996185303,21.5849990844727,21.8250007629395,1077000,19.696496963501
"2004-05-13",21.7999992370605,22.1650009155273,21.7749996185303,21.9750003814697,736400,19.8318748474121
"2004-05-14",21.9500007629395,22.1100006103516,21.6900005340576,21.9349994659424,416800,19.7957611083984
"2004-05-17",21.8250007629395,21.8250007629395,21.4150009155273,21.6000003814697,665400,19.4934368133545
"2004-05-18",21.6399993896484,21.6900005340576,21.5,21.5400009155273,414800,19.4392929077148
"2004-05-19",21.7000007629395,21.7250003814697,21.3250007629395,21.3600006103516,541400,19.2768421173096
"2004-05-20",21.3649997711182,21.4750003814697,21.0450000762939,21.3999996185303,599600,19.3129501342773
"2004-05-21",21.375,21.6499996185303,21.3600006103516,21.4500007629395,449400,19.3580646514893
"2004-05-24",21.5,21.7350006103516,21.3150005340576,21.4400005340576,488800,19.3490467071533
"2004-05-25",21.4750003814697,21.6650009155273,21.3500003814697,21.6149997711182,582600,19.5069828033447
"2004-05-26",21.7999992370605,21.8150005340576,21.5100002288818,21.7150001525879,612800,19.5972328186035
"2004-05-27",21.6599998474121,21.875,21.6299991607666,21.75,789000,19.6650352478027
"2004-05-28",21.8899993896484,22.0900001525879,21.7450008392334,22.0049991607666,705800,19.8955917358398
"2004-06-01",21.9249992370605,22.2649993896484,21.8950004577637,22.0200004577637,802800,19.909158706665
"2004-06-02",22.2000007629395,22.4899997711182,22.1599998474121,22.3649997711182,847800,20.2210884094238
"2004-06-03",22.3250007629395,22.4249992370605,22.125,22.1749992370605,776600,20.0493030548096
"2004-06-04",22.2250003814697,22.3400001525879,22.1450004577637,22.1749992370605,273200,20.0493030548096
"2004-06-07",22.1800003051758,22.4449996948242,22.0699996948242,22.3700008392334,312200,20.2256088256836
"2004-06-08",22.25,22.25,22.0550003051758,22.25,673200,20.1171054840088
"2004-06-09",22.2450008392334,22.3250007629395,22.2250003814697,22.2900009155273,773200,20.153263092041
"2004-06-10",22.2749996185303,22.4449996948242,22.0599994659424,22.0900001525879,719200,19.9724464416504
"2004-06-14",22.0499992370605,22.2150001525879,21.9599990844727,22.0450000762939,962600,19.9317493438721
"2004-06-15",22.1000003814697,22.2649993896484,21.9400005340576,22.0599994659424,521000,19.9453201293945
"2004-06-16",22,22.2450008392334,21.9400005340576,22.1650009155273,465400,20.0402507781982
"2004-06-17",22.125,22.5249996185303,22.0499992370605,22.5049991607666,645600,20.3476619720459
"2004-06-18",22.625,22.625,22.4500007629395,22.5750007629395,913600,20.4109477996826
"2004-06-21",22.5249996185303,22.5249996185303,22.1550006866455,22.2099990844727,525000,20.0809421539307
"2004-06-22",22.2000007629395,22.2950000762939,21.9500007629395,22.1149997711182,556800,19.9950523376465
"2004-06-23",22.1399993896484,22.2000007629395,21.9899997711182,22.0849990844727,539200,19.9679260253906
"2004-06-24",22.0750007629395,22.1599998474121,22.0200004577637,22.1499996185303,700800,20.0266952514648
"2004-06-25",22.1000003814697,22.4249992370605,22.1000003814697,22.2900009155273,641400,20.153263092041
"2004-06-28",22.3500003814697,22.3500003814697,21.9500007629395,22.0499992370605,614200,19.9362812042236
"2004-06-29",22.0499992370605,22.2999992370605,22.0300006866455,22.2749996185303,647800,20.1397190093994
"2004-06-30",22.2999992370605,22.9750003814697,22.2999992370605,22.9449996948242,1351000,20.7454833984375
"2004-07-01",22.9449996948242,23.0650005340576,22.4750003814697,22.7399997711182,617800,20.5601367950439
"2004-07-02",22.7250003814697,22.7299995422363,22.4899997711182,22.5849990844727,237000,20.4199905395508
"2004-07-06",22.5599994659424,22.5599994659424,22.1049995422363,22.1849994659424,606400,20.0583362579346
"2004-07-07",22.1849994659424,22.4899997711182,22.1849994659424,22.3099994659424,449600,20.1713581085205
"2004-07-08",22.2800006866455,22.2849998474121,21.9799995422363,22.1000003814697,540600,19.9814853668213
"2004-07-09",22.1200008392334,22.3449993133545,22.0799999237061,22.2150001525879,355800,20.0854644775391
"2004-07-12",22.1900005340576,22.2250003814697,21.875,21.9249992370605,970600,19.823263168335
"2004-07-13",21.8500003814697,22,21.8500003814697,21.9099998474121,693200,19.809700012207
"2004-07-14",22.0300006866455,22.7150001525879,22.0300006866455,22.5349998474121,1449800,20.3747863769531
"2004-07-15",22.5,22.5400009155273,22.3500003814697,22.4750003814697,536200,20.32053565979
"2004-07-16",22.5249996185303,22.5599994659424,22.3600006103516,22.4899997711182,922200,20.334098815918
"2004-07-19",22.4750003814697,22.6149997711182,22.3600006103516,22.5699996948242,590000,20.4064292907715
"2004-07-20",22.6749992370605,22.6749992370605,22.4400005340576,22.5699996948242,531800,20.4064292907715
"2004-07-21",22.5,22.5,22.1800003051758,22.3400001525879,1064800,20.1984844207764
"2004-07-22",22.2900009155273,22.6049995422363,22.1650009155273,22.4799995422363,963800,20.3250617980957
"2004-07-23",22.6049995422363,22.8999996185303,21.8999996185303,22.5349998474121,2527000,20.3747863769531
"2004-07-26",23.0750007629395,23.1949996948242,22.6000003814697,22.9950008392334,2255200,20.7906913757324
"2004-07-27",23.375,23.375,22.8500003814697,23.0499992370605,1379000,20.8404216766357
"2004-07-28",23.1499996185303,23.1599998474121,22.3549995422363,22.7849998474121,1170200,20.600830078125
"2004-07-29",22.7849998474121,22.8850002288818,22.5249996185303,22.8500003814697,619800,20.6595935821533
"2004-07-30",22.7749996185303,22.8500003814697,22.5550003051758,22.7549991607666,337800,20.5737018585205
"2004-08-02",22.6000003814697,23.0149993896484,22.4099998474121,22.9349994659424,570600,20.7364406585693
"2004-08-03",22.9349994659424,23.1749992370605,22.6200008392334,22.6749992370605,553000,20.5013656616211
"2004-08-04",22.6000003814697,22.7199993133545,22.4400005340576,22.6299991607666,395000,20.4606781005859
"2004-08-05",22.5750007629395,22.7999992370605,22.3500003814697,22.3600006103516,354600,20.2165603637695
"2004-08-06",22.2350006103516,22.2350006103516,21.7250003814697,21.7700004577637,593000,19.6831150054932
"2004-08-09",21.7999992370605,21.9249992370605,21.6049995422363,21.8250007629395,697800,19.7328510284424
"2004-08-10",21.875,22.0400009155273,21.75,22.0100002288818,539200,19.9001121520996
"2004-08-11",21.8500003814697,22.2450008392334,21.7000007629395,22.1399993896484,552200,20.017650604248
"2004-08-12",22.1149997711182,22.1149997711182,21.4750003814697,21.5349998474121,1060400,19.4706478118896
"2004-08-13",21.5400009155273,21.7000007629395,21.3299999237061,21.3799991607666,927400,19.3305015563965
"2004-08-16",21.5,22.0149993896484,21.5,21.8600006103516,956200,19.764497756958
"2004-08-17",21.8649997711182,22.0450000762939,21.8099994659424,21.8799991607666,519200,19.7825756072998
"2004-08-18",21.7999992370605,22.0699996948242,21.6550006866455,22.0149993896484,678400,19.904634475708
"2004-08-19",21.7000007629395,21.7950000762939,21.4150009155273,21.5599994659424,1565400,19.4932556152344
"2004-08-20",21.5900001525879,21.8150005340576,21.5249996185303,21.5400009155273,469800,19.4751682281494
"2004-08-23",21.6650009155273,22.2199993133545,21.6399993896484,22.1450004577637,1262800,20.0221748352051
"2004-08-24",22.3500003814697,22.4400005340576,21.9099998474121,21.9099998474121,665400,19.809700012207
"2004-08-25",21.9500007629395,22.0450000762939,21.8250007629395,21.9799995422363,428000,19.8729839324951
"2004-08-26",22.0200004577637,22.5599994659424,22.0200004577637,22.3950004577637,1088200,20.2482070922852
"2004-08-27",22.375,22.3999996185303,22.2350006103516,22.2549991607666,406000,20.1216220855713
"2004-08-30",22.1499996185303,22.2450008392334,22.0550003051758,22.0750007629395,378200,19.9948177337646
"2004-08-31",22.1749992370605,22.5550003051758,22.1749992370605,22.5249996185303,707600,20.4024124145508
"2004-09-01",22.4599990844727,22.6800003051758,22.4500007629395,22.5699996948242,660800,20.4431705474854
"2004-09-02",22.5799999237061,22.625,22.4150009155273,22.6000003814697,326000,20.4703483581543
"2004-09-03",22.6000003814697,22.8250007629395,22.4249992370605,22.6849994659424,303400,20.5473403930664
"2004-09-07",22.7999992370605,23.0400009155273,22.7749996185303,22.8349990844727,511000,20.6832065582275
"2004-09-08",22.8250007629395,22.8400001525879,22.3250007629395,22.3649997711182,685600,20.2575016021729
"2004-09-09",22.375,22.6000003814697,22.375,22.4300003051758,899800,20.3163623809814
"2004-09-10",22.4500007629395,22.4850006103516,22.2900009155273,22.4400005340576,509600,20.3254318237305
"2004-09-13",22.5,22.7049999237061,22.3349990844727,22.4899997711182,521000,20.3707141876221
"2004-09-14",22.4249992370605,22.4249992370605,21.6900005340576,21.8349990844727,1825600,19.7774314880371
"2004-09-15",21.7250003814697,22.0300006866455,21.6550006866455,21.8099994659424,1106200,19.7547912597656
"2004-09-16",21.8099994659424,21.8799991607666,21.7199993133545,21.7700004577637,554800,19.7185535430908
"2004-09-17",21.75,21.8250007629395,21.5,21.7399997711182,595800,19.6913833618164
"2004-09-20",21.7399997711182,21.875,21.4799995422363,21.5699996948242,552600,19.5374088287354
"2004-09-21",21.6200008392334,21.6949996948242,21.4099998474121,21.5049991607666,480600,19.478536605835
"2004-09-22",21.4699993133545,21.6000003814697,21.2849998474121,21.3899993896484,804400,19.3743724822998
"2004-09-23",21.3899993896484,21.5300006866455,21.3700008392334,21.4549999237061,567400,19.4332427978516
"2004-09-24",21.5249996185303,21.5949993133545,21.4300003051758,21.4599990844727,713800,19.4377746582031
"2004-09-27",21.4599990844727,21.4599990844727,20.9699993133545,21.0200004577637,896200,19.0392360687256
"2004-09-28",21.1000003814697,21.5799999237061,21.0249996185303,21.5200004577637,724200,19.4921169281006
"2004-09-29",21.5200004577637,21.7049999237061,21.3999996185303,21.5100002288818,1043800,19.4830646514893
"2004-09-30",21.5100002288818,21.8500003814697,21.5100002288818,21.75,948800,19.7004413604736
"2004-10-01",21.875,21.8999996185303,21.6800003051758,21.7600002288818,975400,19.7094955444336
"2004-10-04",21.7999992370605,21.8150005340576,21.4449996948242,21.4850006103516,718200,19.4604244232178
"2004-10-05",21.4850006103516,21.7399997711182,21.3700008392334,21.6700000762939,1193600,19.6279907226562
"2004-10-06",21.6700000762939,22,21.6200008392334,21.9950008392334,844600,19.9223690032959
"2004-10-07",22.0149993896484,22.2800006866455,21.9050006866455,22.125,680600,20.0401077270508
"2004-10-08",22.125,22.3500003814697,21.9599990844727,22.0900001525879,378200,20.0084075927734
"2004-10-11",22.0900001525879,22.2299995422363,21.8999996185303,21.9699993133545,260600,19.8997135162354
"2004-10-12",21.9249992370605,22,21.6650009155273,21.8099994659424,487800,19.7547912597656
"2004-10-13",21.2999992370605,21.6499996185303,21.2250003814697,21.2749996185303,985600,19.2702007293701
"2004-10-14",21.3500003814697,21.4400005340576,20.9599990844727,21,1184400,19.0211219787598
"2004-10-15",21.0750007629395,21.3950004577637,20.8199996948242,21.2299995422363,1248400,19.2294521331787
"2004-10-18",21.2299995422363,21.3199996948242,21.1399993896484,21.25,534000,19.2475605010986
"2004-10-19",21.2549991607666,21.2549991607666,20.3500003814697,20.6049995422363,2045200,18.6633358001709
"2004-10-20",20.625,20.6949996948242,20.2999992370605,20.4449996948242,2127600,18.5184288024902
"2004-10-21",20.4449996948242,20.4500007629395,19.7749996185303,19.9349994659424,1481000,18.0564746856689
"2004-10-22",19.9400005340576,20.8150005340576,19.9400005340576,20.5900001525879,4099000,18.6497573852539
"2004-10-25",20.5599994659424,20.5599994659424,20.2049999237061,20.25,1226800,18.3417892456055
"2004-10-26",20.2999992370605,20.4500007629395,20.2250003814697,20.2749996185303,1344000,18.3644390106201
"2004-10-27",20.3050003051758,21.0249996185303,20.3050003051758,21.0049991607666,2275000,19.0256519317627
"2004-10-28",20.9500007629395,21.0699996948242,20.7049999237061,20.7700004577637,1530800,18.8127975463867
"2004-10-29",20.75,20.9099998474121,20.6149997711182,20.7800006866455,742200,18.8218460083008
"2004-11-01",20.8099994659424,21.0200004577637,20.7749996185303,20.9050006866455,711400,18.9350776672363
"2004-11-02",20.9099998474121,21.2399997711182,20.8299999237061,20.8799991607666,923800,18.9124298095703
"2004-11-03",21.1499996185303,21.5799999237061,21.1499996185303,21.5499992370605,1488400,19.5192909240723
"2004-11-04",21.5499992370605,22.1100006103516,21.4750003814697,21.9050006866455,1185200,19.8408393859863
"2004-11-05",21.9750003814697,22.2749996185303,21.8549995422363,22.2399997711182,788800,20.1442756652832
"2004-11-08",22.3250007629395,22.3850002288818,22.1100006103516,22.375,908400,20.2665576934814
"2004-11-09",22.5499992370605,22.6900005340576,22.2999992370605,22.5,1865400,20.3797817230225
"2004-11-10",22.5,22.6700000762939,22.3500003814697,22.3999996185303,1289800,20.2891998291016
"2004-11-11",22.3950004577637,22.7399997711182,22.1000003814697,22.6800003051758,936600,20.5428123474121
"2004-11-12",22.6849994659424,22.7000007629395,22.4650001525879,22.6499996185303,805400,20.5156364440918
"2004-11-15",22.625,22.6749992370605,22.4750003814697,22.6200008392334,660800,20.4884548187256
"2004-11-16",22.7000007629395,22.75,22.2649993896484,22.3099994659424,766800,20.2076778411865
"2004-11-17",22.3549995422363,22.4899997711182,22.0750007629395,22.2350006103516,1192400,20.1397457122803
"2004-11-18",22.3250007629395,22.625,22.2450008392334,22.5900001525879,796200,20.4612941741943
"2004-11-19",22.5900001525879,23.1450004577637,22.4099998474121,22.8850002288818,1448600,20.728494644165
"2004-11-22",22.7600002288818,22.9750003814697,22.5249996185303,22.6900005340576,762600,20.5518703460693
"2004-11-23",22.625,22.9249992370605,22.5049991607666,22.7900009155273,685200,20.6424446105957
"2004-11-24",22.8250007629395,23.0400009155273,22.7250003814697,22.8999996185303,470400,20.7420787811279
"2004-11-26",22.875,23.0750007629395,22.875,22.9750003814697,64400,20.8100090026855
"2004-11-29",22.9699993133545,23.0249996185303,22.6650009155273,22.8250007629395,283600,20.7102012634277
"2004-11-30",22.8250007629395,22.8250007629395,22.6450004577637,22.7600002288818,844400,20.6512355804443
"2004-12-01",22.7600002288818,22.9050006866455,22.6000003814697,22.7800006866455,1478000,20.6693649291992
"2004-12-02",22.7250003814697,22.8250007629395,22.5750007629395,22.6749992370605,1309000,20.5740947723389
"2004-12-03",22.625,22.8500003814697,22.5100002288818,22.8199996948242,989800,20.7056694030762
"2004-12-06",22.7749996185303,22.7749996185303,22.5400009155273,22.7250003814697,352800,20.6194725036621
"2004-12-07",22.7250003814697,22.8999996185303,22.7049999237061,22.7450008392334,663800,20.637622833252
"2004-12-08",22.7749996185303,23.3549995422363,22.7299995422363,23.3549995422363,1250200,21.1910991668701
"2004-12-09",23.3549995422363,23.8999996185303,23.3299999237061,23.8950004577637,1486600,21.6810741424561
"2004-12-10",23.8950004577637,24.2549991607666,23.6749992370605,24.2549991607666,846000,22.007719039917
