"Index","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
"2004-01-09",7.96124982833862,7.98750019073486,7.93125009536743,7.96875,6936000,4.34630107879639
"2004-01-12",8.02499961853027,8.04874992370605,7.99499988555908,8.03999996185303,13886400,4.38516044616699
"2004-01-13",8.0600004196167,8.14875030517578,8.05624961853027,8.11999988555908,12399200,4.42879629135132
"2004-01-14",8.1875,8.2837495803833,8.17500019073486,8.21000003814697,11219200,4.47788333892822
"2004-01-15",8.20625019073486,8.23875045776367,8.17374992370605,8.19499969482422,6892000,4.46970081329346
"2004-01-16",8.19624996185303,8.21249961853027,8.15625,8.15625,4772800,4.44856691360474
"2004-01-20",8.14375019073486,8.17749977111816,8.12874984741211,8.14375019073486,5004000,4.44174909591675
"2004-01-21",8.15625,8.24874973297119,8.09500026702881,8.24874973297119,9041600,4.49901676177979
"2004-01-22",8.19499969482422,8.36750030517578,8.14875030517578,8.33625030517578,9450400,4.54674196243286
"2004-01-23",8.3125,8.35624980926514,8.21374988555908,8.22749996185303,6106400,4.48742866516113
"2004-01-26",8.22875022888184,8.25,8.11874961853027,8.14375019073486,6246400,4.44174909591675
"2004-01-27",8.14375019073486,8.15625,8.06375026702881,8.09375,8247200,4.41447734832764
"2004-01-28",8.10000038146973,8.25749969482422,8.0962495803833,8.16625022888184,11220800,4.45402050018311
"2004-01-29",8.17249965667725,8.26000022888184,8.1587495803833,8.24250030517578,8508800,4.49560832977295
"2004-01-30",8.21374988555908,8.24125003814697,8.1875,8.21875,6211200,4.48265600204468
"2004-02-02",8.22500038146973,8.23375034332275,8.10624980926514,8.13500022888184,7009600,4.43697738647461
"2004-02-03",8.125,8.15625,8.11250019073486,8.15625,5698400,4.44856691360474
"2004-02-04",8.13125038146973,8.13374996185303,8.02499961853027,8.08749961853027,10696000,4.41106939315796
"2004-02-05",8.0912504196167,8.10124969482422,7.99125003814697,7.99125003814697,8532800,4.35857248306274
"2004-02-06",7.99499988555908,8.01375007629395,7.97125005722046,7.99749994277954,9452000,4.36198043823242
"2004-02-09",8.0024995803833,8.01249980926514,7.98750019073486,8,9112000,4.36334562301636
"2004-02-10",8.00625038146973,8.08625030517578,7.99249982833862,8.07874965667725,10179200,4.40629625320435
"2004-02-11",8.0600004196167,8.15999984741211,8.02624988555908,8.14999961853027,6989600,4.44515752792358
"2004-02-12",8.14999961853027,8.16250038146973,8.09875011444092,8.11499977111816,5457600,4.42606830596924
"2004-02-13",8.13374996185303,8.14750003814697,8.07874965667725,8.07999992370605,5537600,4.40697813034058
"2004-02-17",8.125,8.1875,8.11874961853027,8.18124961853027,5205600,4.46220016479492
"2004-02-18",8.19375038146973,8.2837495803833,8.19375038146973,8.28125,7306400,4.51674365997314
"2004-02-19",8.26875019073486,8.32374954223633,8.26249980926514,8.2787504196167,9427200,4.515380859375
"2004-02-20",8.3100004196167,8.3100004196167,8.19375038146973,8.23124980926514,6723200,4.48947238922119
"2004-02-23",8.24374961853027,8.31750011444092,8.21500015258789,8.31750011444092,8104800,4.53651428222656
"2004-02-24",8.3125,8.33749961853027,8.27000045776367,8.3125,8435200,4.5337872505188
"2004-02-25",8.24874973297119,8.26000022888184,8.17625045776367,8.20625019073486,12448800,4.51796007156372
"2004-02-26",8.20750045776367,8.22875022888184,8.1274995803833,8.15499973297119,4935200,4.48974323272705
"2004-02-27",8.17500019073486,8.24874973297119,8.16374969482422,8.20625019073486,8942400,4.51796007156372
"2004-03-01",8.21875,8.31624984741211,8.19124984741211,8.28125,4380000,4.55925178527832
"2004-03-02",8.25,8.28750038146973,8.22000026702881,8.23250007629395,5983200,4.53241300582886
"2004-03-03",8.22500038146973,8.29874992370605,8.14000034332275,8.29125022888184,6787200,4.56475830078125
"2004-03-04",8.375,8.41374969482422,8.31999969482422,8.39875030517578,12108000,4.62394285202026
"2004-03-05",8.36250019073486,8.47500038146973,8.35124969482422,8.46875,8649600,4.66247987747192
"2004-03-08",8.46875,8.60124969482422,8.46125030517578,8.55000019073486,11133600,4.70721101760864
"2004-03-09",8.52499961853027,8.60124969482422,8.52250003814697,8.53125,11088000,4.69689035415649
"2004-03-10",8.52999973297119,8.53250026702881,8.42500019073486,8.42500019073486,6362400,4.63839340209961
"2004-03-11",8.375,8.4375,8.27624988555908,8.2837495803833,7824800,4.56062936782837
"2004-03-12",8.29125022888184,8.3774995803833,8.28750038146973,8.36124992370605,4564000,4.60329532623291
"2004-03-15",8.36250019073486,8.36999988555908,8.30000019073486,8.32499980926514,4682400,4.58333683013916
"2004-03-16",8.375,8.41374969482422,8.33500003814697,8.37125015258789,4547200,4.60879993438721
"2004-03-17",8.39375019073486,8.53125,8.39249992370605,8.47749996185303,6153600,4.66729593276978
"2004-03-18",8.47749996185303,8.50749969482422,8.41125011444092,8.43124961853027,5271200,4.64183330535889
"2004-03-19",8.39375019073486,8.52250003814697,8.39375019073486,8.42125034332275,7057600,4.63632869720459
"2004-03-22",8.42125034332275,8.44250011444092,8.25749969482422,8.30375003814697,6767200,4.5716381072998
"2004-03-23",8.30875015258789,8.34000015258789,8.26749992370605,8.28625011444092,5380800,4.56200361251831
"2004-03-24",8.29874992370605,8.30624961853027,8.21125030517578,8.23124980926514,6520800,4.53172445297241
"2004-03-25",8.22500038146973,8.27624988555908,8.20625019073486,8.23124980926514,13836000,4.53172445297241
"2004-03-26",8.23124980926514,8.34375,8.22999954223633,8.30500030517578,6946400,4.57232713699341
"2004-03-29",8.31375026702881,8.36250019073486,8.28250026702881,8.34875011444092,4900800,4.59641551971436
"2004-03-30",8.35000038146973,8.38749980926514,8.3412504196167,8.375,3594400,4.61086559295654
"2004-03-31",8.36375045776367,8.39124965667725,8.31999969482422,8.35624980926514,4956000,4.60054206848145
"2004-04-01",8.34000015258789,8.38374996185303,8.32750034332275,8.35875034332275,4368000,4.60191869735718
"2004-04-02",8.38749980926514,8.40625,8.25625038146973,8.28874969482422,8265600,4.56337833404541
"2004-04-05",8.3125,8.31875038146973,8.26624965667725,8.31124973297119,5346400,4.57576751708984
"2004-04-06",8.30000019073486,8.32250022888184,8.27250003814697,8.29625034332275,5228800,4.56750869750977
"2004-04-07",8.29749965667725,8.32124996185303,8.21000003814697,8.22875022888184,5064000,4.53034687042236
"2004-04-08",8.26624965667725,8.26875019073486,8.1899995803833,8.21000003814697,4619200,4.52002382278442
"2004-04-12",8.21875,8.24625015258789,7.99875020980835,8.05249977111816,9448000,4.43331432342529
"2004-04-13",8.04374980926514,8.04374980926514,7.86250019073486,7.94875001907349,10805600,4.37619400024414
"2004-04-14",7.93125009536743,8.02499961853027,7.84625005722046,7.97499990463257,8153600,4.39064359664917
"2004-04-15",7.97499990463257,8.03125,7.94500017166138,7.96250009536743,5379200,4.3837628364563
"2004-04-16",7.96624994277954,8.02999973297119,7.94124984741211,8.00374984741211,6049600,4.4064736366272
"2004-04-19",8.0024995803833,8.00749969482422,7.96500015258789,7.96750020980835,7694400,4.38651561737061
"2004-04-20",7.96750020980835,8.02750015258789,7.93874979019165,7.96875,10172000,4.38720464706421
"2004-04-21",7.96250009536743,7.96250009536743,7.88374996185303,7.92624998092651,6092000,4.36380529403687
"2004-04-22",7.91874980926514,8.07499980926514,7.91249990463257,8.03999996185303,7512000,4.42642974853516
"2004-04-23",8.04125022888184,8.19750022888184,8.01124954223633,8.18124961853027,14472000,4.50419521331787
"2004-04-26",8.14999961853027,8.19375038146973,8.11124992370605,8.13749980926514,10460000,4.48011016845703
"2004-04-27",8.16874980926514,8.17875003814697,8.03250026702881,8.07499980926514,7679200,4.4456992149353
"2004-04-28",8.08125019073486,8.10124969482422,8.00625038146973,8.07124996185303,7224800,4.44363641738892
"2004-04-29",8.07750034332275,8.125,7.96124982833862,7.96875,6696000,4.38720464706421
"2004-04-30",7.98874998092651,8.01875019073486,7.93499994277954,7.9524998664856,4925600,4.378258228302
"2004-05-03",7.96250009536743,8.00749969482422,7.90875005722046,7.98000001907349,3898400,4.39339780807495
"2004-05-04",7.97499990463257,8.04625034332275,7.94624996185303,8.02124977111816,5516800,4.41610860824585
"2004-05-05",8.01875019073486,8.04374980926514,7.94000005722046,7.94000005722046,5824000,4.37137699127197
"2004-05-06",7.94000005722046,7.9850001335144,7.83249998092651,7.96500015258789,4547200,4.38513898849487
"2004-05-07",7.91249990463257,7.93249988555908,7.75624990463257,7.76875019073486,9148800,4.2770938873291
"2004-05-10",7.75,7.75,7.58500003814697,7.64375019073486,11140800,4.20827436447144
"2004-05-11",7.65000009536743,7.73250007629395,7.6399998664856,7.6725001335144,10102400,4.22410154342651
"2004-05-12",7.67374992370605,7.68625020980835,7.52500009536743,7.62125015258789,8439200,4.19588613510132
"2004-05-13",7.60624980926514,7.69624996185303,7.55999994277954,7.65000009536743,6040000,4.2117166519165
"2004-05-14",7.65000009536743,7.75,7.63124990463257,7.69999980926514,5444000,4.23924398422241
"2004-05-17",7.69374990463257,7.72249984741211,7.61499977111816,7.67875003814697,5613600,4.22754430770874
"2004-05-18",7.74875020980835,7.76749992370605,7.6875,7.69750022888184,6192000,4.23786640167236
"2004-05-19",7.73750019073486,7.75750017166138,7.65500020980835,7.65625,3648800,4.21515655517578
"2004-05-20",7.66249990463257,7.73000001907349,7.63124990463257,7.67875003814697,6004000,4.22754430770874
"2004-05-21",7.69624996185303,7.72499990463257,7.63749980926514,7.67500019073486,4933600,4.22547817230225
"2004-05-24",7.68125009536743,7.78749990463257,7.68125009536743,7.78125,5027200,4.28397560119629
"2004-05-25",7.79374980926514,7.86499977111816,7.71999979019165,7.86250019073486,6450400,4.32870817184448
"2004-05-26",7.86250019073486,7.96000003814697,7.82000017166138,7.86875009536743,5967200,4.33215045928955
"2004-05-27",7.8899998664856,7.99125003814697,7.85750007629395,7.95625019073486,7997600,4.38032388687134
"2004-05-28",7.94374990463257,7.99875020980835,7.9375,7.96875,3994400,4.38720464706421
"2004-06-01",8.03125,8.05000019073486,7.94624996185303,8.05000019073486,8534400,4.43193626403809
"2004-06-02",7.98750019073486,8.00625038146973,7.8899998664856,7.90625,11324800,4.39510726928711
"2004-06-03",7.90625,7.93125009536743,7.85249996185303,7.90625,6852800,4.39510726928711
"2004-06-04",7.94999980926514,7.96124982833862,7.90000009536743,7.91499996185303,4351200,4.39997053146362
"2004-06-07",7.92000007629395,7.94124984741211,7.89874982833862,7.93625020980835,4760000,4.4117865562439
"2004-06-08",7.94250011444092,7.94250011444092,7.87624979019165,7.8912501335144,7084000,4.38677072525024
"2004-06-09",7.90000009536743,7.93125009536743,7.81500005722046,7.84124994277954,6506400,4.35897350311279
"2004-06-10",7.88749980926514,7.92374992370605,7.86124992370605,7.92374992370605,4847200,4.40483522415161
"2004-06-14",7.92374992370605,7.9537501335144,7.88124990463257,7.92500019073486,5808000,4.40552949905396
"2004-06-15",7.94999980926514,7.99875020980835,7.9212498664856,7.95499992370605,4654400,4.42220640182495
"2004-06-16",7.99875020980835,8.01375007629395,7.95625019073486,7.96875,3664000,4.42985200881958
"2004-06-17",7.99749994277954,7.99749994277954,7.92749977111816,7.98000001907349,2958400,4.43610572814941
"2004-06-18",7.98124980926514,8.01500034332275,7.94624996185303,7.98124980926514,4528800,4.43680095672607
"2004-06-21",7.99375009536743,8.05249977111816,7.96374988555908,7.99249982833862,4103200,4.44305372238159
"2004-06-22",7.99375009536743,8.01375007629395,7.94999980926514,7.96374988555908,3882400,4.4270715713501
"2004-06-23",7.98000001907349,8.02499961853027,7.96000003814697,8.01124954223633,4825600,4.4534764289856
"2004-06-24",8.01875019073486,8.03125,7.99625015258789,8.00500011444092,5716800,4.45000410079956
"2004-06-25",8.01749992370605,8.01875019073486,7.90500020980835,7.98000001907349,8992800,4.43610572814941
"2004-06-28",8.00625038146973,8.09375,7.99125003814697,8.00625038146973,6969600,4.45069742202759
"2004-06-29",8.01624965667725,8.02499961853027,7.91499996185303,7.93249988555908,4153600,4.4096999168396
"2004-06-30",7.93375015258789,8.01875019073486,7.91750001907349,7.99375009536743,7564800,4.44374799728394
"2004-07-01",8,8.00749969482422,7.83750009536743,7.88000011444092,7718400,4.38051605224609
"2004-07-02",7.92500019073486,7.99375009536743,7.91125011444092,7.93249988555908,5276800,4.4096999168396
"2004-07-06",7.93249988555908,7.93375015258789,7.87624979019165,7.89750003814697,5566400,4.39024305343628
"2004-07-07",7.88124990463257,7.90625,7.84499979019165,7.85624980926514,4757600,4.36731290817261
"2004-07-08",7.86374998092651,7.875,7.84000015258789,7.84999990463257,5765600,4.36383724212646
"2004-07-09",7.84999990463257,7.84999990463257,7.80625009536743,7.8274998664856,4840800,4.35133075714111
"2004-07-12",7.8274998664856,7.84625005722046,7.81125020980835,7.82625007629395,4884000,4.35063362121582
"2004-07-13",7.8274998664856,7.84250020980835,7.80124998092651,7.83500003814697,5933600,4.35549926757812
"2004-07-14",7.83249998092651,7.98750019073486,7.82499980926514,7.94374990463257,6956000,4.41595363616943
"2004-07-15",7.94500017166138,8.01875019073486,7.94000005722046,7.96624994277954,4008800,4.42846345901489
"2004-07-16",8.01875019073486,8.03250026702881,7.96875,8.01249980926514,4520000,4.45417213439941
"2004-07-19",8.01375007629395,8.05375003814697,7.98124980926514,8.02499961853027,4899200,4.46112298965454
"2004-07-20",8.00625038146973,8.0600004196167,7.97625017166138,8.01500034332275,4992000,4.45556163787842
"2004-07-21",8.02499961853027,8.02499961853027,7.93125009536743,7.93125009536743,7852800,4.40900611877441
"2004-07-22",7.94374990463257,7.94999980926514,7.88000011444092,7.90000009536743,4713600,4.39163303375244
"2004-07-23",8.09375,8.25,8.09375,8.22000026702881,17503200,4.5695219039917
"2004-07-26",8.22000026702881,8.30500030517578,8.14624977111816,8.19250011444092,10504800,4.55423355102539
"2004-07-27",8.24374961853027,8.26875019073486,8.20499992370605,8.22249984741211,10119200,4.57091045379639
"2004-07-28",8.22500038146973,8.32874965667725,8.21249961853027,8.32124996185303,9337600,4.62580728530884
"2004-07-29",8.34249973297119,8.43375015258789,8.32625007629395,8.39375019073486,8864000,4.6661114692688
"2004-07-30",8.39500045776367,8.45250034332275,8.36999988555908,8.41625022888184,7959200,4.67861843109131
"2004-08-02",8.39500045776367,8.46749973297119,8.37874984741211,8.46249961853027,7770400,4.70432901382446
"2004-08-03",8.46249961853027,8.50125026702881,8.41625022888184,8.45374965667725,6993600,4.699462890625
"2004-08-04",8.45374965667725,8.5,8.4037504196167,8.46749973297119,5491200,4.70710897445679
"2004-08-05",8.48750019073486,8.5,8.39249992370605,8.39249992370605,3747200,4.66541481018066
"2004-08-06",8.39249992370605,8.51249980926514,8.38125038146973,8.4662504196167,7606400,4.70641374588013
"2004-08-09",8.48750019073486,8.48750019073486,8.39624977111816,8.39624977111816,4609600,4.66750192642212
"2004-08-10",8.42125034332275,8.48750019073486,8.37125015258789,8.48750019073486,4827200,4.71822595596313
"2004-08-11",8.48750019073486,8.55249977111816,8.41749954223633,8.55249977111816,4812000,4.75436067581177
"2004-08-12",8.52124977111816,8.57999992370605,8.51749992370605,8.54125022888184,9856000,4.7481050491333
"2004-08-13",8.55125045776367,8.55749988555908,8.41874980926514,8.45874977111816,5742400,4.7022442817688
"2004-08-16",8.42749977111816,8.52999973297119,8.41250038146973,8.50374984741211,4130400,4.72726058959961
"2004-08-17",8.52499961853027,8.54374980926514,8.47249984741211,8.51124954223633,4487200,4.7314305305481
"2004-08-18",8.49125003814697,8.58749961853027,8.48999977111816,8.58749961853027,4747200,4.77381706237793
"2004-08-19",8.58749961853027,8.625,8.54374980926514,8.55624961853027,5365600,4.75644540786743
"2004-08-20",8.51249980926514,8.52499961853027,8.4399995803833,8.49874973297119,7309600,4.72447967529297
"2004-08-23",8.52000045776367,8.55624961853027,8.50374984741211,8.51375007629395,4209600,4.73281812667847
"2004-08-24",8.53499984741211,8.57250022888184,8.51000022888184,8.56124973297119,4817600,4.75922298431396
"2004-08-25",8.5,8.56750011444092,8.49625015258789,8.5600004196167,16275200,4.80624628067017
"2004-08-26",8.54749965667725,8.57124996185303,8.52624988555908,8.54874992370605,5630400,4.79993104934692
"2004-08-27",8.56875038146973,8.58625030517578,8.53499984741211,8.56875038146973,4479200,4.81116342544556
"2004-08-30",8.58125019073486,8.60875034332275,8.55000019073486,8.58500003814697,1916000,4.82028579711914
"2004-08-31",8.5962495803833,8.6587495803833,8.57999992370605,8.64999961853027,5182400,4.85678195953369
"2004-09-01",8.64999961853027,8.65750026702881,8.59749984741211,8.61250019073486,7096000,4.83572578430176
"2004-09-02",8.6225004196167,8.67500019073486,8.58374977111816,8.66125011444092,5805600,4.86309766769409
"2004-09-03",8.65625,8.68875026702881,8.59875011444092,8.63000011444092,4171200,4.84555006027222
"2004-09-07",8.64249992370605,8.73124980926514,8.61874961853027,8.6875,7152000,4.87783622741699
"2004-09-08",8.67125034332275,8.6875,8.59249973297119,8.61625003814697,9844800,4.83783149719238
"2004-09-09",8.61250019073486,8.65625,8.58125019073486,8.58749961853027,7547200,4.82168960571289
"2004-09-10",8.58125019073486,8.62625026702881,8.51749992370605,8.61250019073486,3236000,4.83572578430176
"2004-09-13",8.60000038146973,8.625,8.49250030517578,8.49374961853027,6981600,4.76904916763306
"2004-09-14",8.52499961853027,8.55000019073486,8.44375038146973,8.46374988555908,7090400,4.75220537185669
"2004-09-15",8.48750019073486,8.50625038146973,8.44250011444092,8.46749973297119,5198400,4.75431156158447
"2004-09-16",8.50625038146973,8.53750038146973,8.47500038146973,8.5,4892000,4.77255916595459
"2004-09-17",8.5337495803833,8.54374980926514,8.49250030517578,8.49499988555908,9925600,4.76975059509277
"2004-09-20",8.47375011444092,8.52624988555908,8.46249961853027,8.49499988555908,6288000,4.76975059509277
"2004-09-21",8.51249980926514,8.53750038146973,8.46374988555908,8.5,6378400,4.77255916595459
"2004-09-22",8.5,8.53125,8.47375011444092,8.48750019073486,11680000,4.76554203033447
"2004-09-23",8.46249961853027,8.47875022888184,8.38749980926514,8.39875030517578,7299200,4.71571111679077
"2004-09-24",8.39875030517578,8.51749992370605,8.39875030517578,8.47875022888184,7840800,4.76062822341919
"2004-09-27",8.44375038146973,8.51375007629395,8.44375038146973,8.49625015258789,4725600,4.77045297622681
"2004-09-28",8.52375030517578,8.58625030517578,8.50625038146973,8.56624984741211,4906400,4.8097562789917
"2004-09-29",8.56750011444092,8.56750011444092,8.48499965667725,8.53874969482422,5560000,4.79431676864624
"2004-09-30",8.53874969482422,8.57625007629395,8.51375007629395,8.53999996185303,8920000,4.79501867294312
"2004-10-01",8.55624961853027,8.60124969482422,8.53125,8.57250022888184,5845600,4.81326723098755
"2004-10-04",8.58749961853027,8.60124969482422,8.51249980926514,8.54500007629395,6297600,4.79782676696777
"2004-10-05",8.57625007629395,8.61625003814697,8.54625034332275,8.55624961853027,5127200,4.80414342880249
"2004-10-06",8.55875015258789,8.58250045776367,8.52999973297119,8.57874965667725,3900800,4.81677532196045
"2004-10-07",8.60499954223633,8.61499977111816,8.49874973297119,8.49874973297119,4324000,4.77185773849487
"2004-10-08",8.52624988555908,8.58125019073486,8.47500038146973,8.56750011444092,5176000,4.81045961380005
"2004-10-11",8.57499980926514,8.60375022888184,8.56124973297119,8.5649995803833,3611200,4.80905342102051
"2004-10-12",8.5649995803833,8.6225004196167,8.53750038146973,8.61499977111816,4788000,4.83713054656982
"2004-10-13",8.625,8.63125038146973,8.48875045776367,8.51875019073486,6436000,4.78308629989624
"2004-10-14",8.52000045776367,8.52499961853027,8.47500038146973,8.51375007629395,4240800,4.78027963638306
"2004-10-15",8.54500007629395,8.60999965667725,8.52000045776367,8.59749984741211,6448800,4.82730388641357
"2004-10-18",8.60124969482422,8.60624980926514,8.5,8.53750038146973,4670400,4.79361581802368
"2004-10-19",8.53750038146973,8.57250022888184,8.47999954223633,8.49125003814697,5460000,4.76764583587646
"2004-10-20",8.51875019073486,8.51875019073486,8.42500019073486,8.46500015258789,5619200,4.75290822982788
"2004-10-21",8.46500015258789,8.49874973297119,8.41625022888184,8.47500038146973,6417600,4.75852251052856
"2004-10-22",8.47624969482422,8.63000011444092,8.45374965667725,8.58874988555908,7595200,4.82238912582397
"2004-10-25",8.60750007629395,8.65625,8.56124973297119,8.59875011444092,6697600,4.82800531387329
"2004-10-26",8.61625003814697,8.71249961853027,8.56750011444092,8.71249961853027,6294400,4.89187288284302
"2004-10-27",8.71249961853027,8.71749973297119,8.64375019073486,8.68249988555908,5287200,4.87503051757812
"2004-10-28",8.68249988555908,8.68249988555908,8.57999992370605,8.60750007629395,5812800,4.83291959762573
"2004-10-29",8.60750007629395,8.61250019073486,8.51000022888184,8.61250019073486,7594400,4.83572578430176
"2004-11-01",8.62125015258789,8.64875030517578,8.59749984741211,8.61625003814697,7552800,4.83783149719238
"2004-11-02",8.60000038146973,8.61250019073486,8.48750019073486,8.5,7008000,4.77255916595459
"2004-11-03",8.55624961853027,8.70874977111816,8.55624961853027,8.70874977111816,7247200,4.88976860046387
"2004-11-04",8.72500038146973,8.87125015258789,8.70125007629395,8.87125015258789,6360800,4.98100852966309
"2004-11-05",8.86250019073486,8.875,8.76500034332275,8.8100004196167,10812800,4.94661712646484
"2004-11-08",8.82250022888184,8.89500045776367,8.8149995803833,8.875,6187200,4.98311328887939
"2004-11-09",8.89124965667725,8.94375038146973,8.86999988555908,8.9375,5276000,5.01820611953735
"2004-11-10",8.97500038146973,8.97500038146973,8.86375045776367,8.875,5540800,4.98311328887939
"2004-11-11",8.90999984741211,9.01624965667725,8.85499954223633,8.97749996185303,6459200,5.0406665802002
"2004-11-12",9,9.07499980926514,8.97500038146973,9.06999969482422,6992800,5.09260082244873
"2004-11-15",9.06999969482422,9.06999969482422,9.0024995803833,9.04374980926514,4485600,5.07786178588867
"2004-11-16",9.05375003814697,9.10249996185303,9.01000022888184,9.02000045776367,2920000,5.06452655792236
"2004-11-17",9.0625,9.0912504196167,8.96125030517578,8.97875022888184,6726400,5.04136800765991
"2004-11-18",8.97875022888184,9.08125019073486,8.97749996185303,9.04249954223633,5528800,5.07716083526611
"2004-11-19",9.04249954223633,9.07124996185303,8.94250011444092,8.97624969482422,5585600,5.03996181488037
"2004-11-22",9.03750038146973,9.1587495803833,9.00125026702881,9.15625,6223200,5.14102935791016
"2004-11-23",9.08250045776367,9.15625,9.03874969482422,9.10499954223633,5933600,5.16015577316284
"2004-11-24",9.14375019073486,9.16499996185303,9.07499980926514,9.10624980926514,6055200,5.16086673736572
"2004-11-26",9.125,9.14124965667725,9.07874965667725,9.08874988555908,2516000,5.15094709396362
"2004-11-29",9.09000015258789,9.09000015258789,8.90750026702881,8.96374988555908,6272800,5.08010482788086
"2004-11-30",8.99374961853027,9.00125026702881,8.79125022888184,8.79125022888184,8551200,4.98234272003174
"2004-12-01",8.82250022888184,8.82250022888184,8.67749977111816,8.76875019073486,11161600,4.96959018707275
