"Index","HSIC.Open","HSIC.High","HSIC.Low","HSIC.Close","HSIC.Volume","HSIC.Adjusted"
"2003-10-30",12.0235290527344,12.4450979232788,12.0137252807617,12.2509803771973,2891700,12.2509803771973
"2003-10-31",12.2921571731567,12.4705877304077,12.1529407501221,12.1666669845581,2195040,12.1666669845581
"2003-11-03",12.1862745285034,12.6392164230347,12.178430557251,12.5294122695923,3176790,12.5294122695923
"2003-11-04",12.2019605636597,12.7196083068848,12.1764707565308,12.235294342041,3472080,12.235294342041
"2003-11-05",12.2196083068848,12.4784307479858,12.1843137741089,12.3039216995239,1839060,12.3039216995239
"2003-11-06",12.2843141555786,12.3647060394287,12.1039218902588,12.3176469802856,2290410,12.3176469802856
"2003-11-07",12.3274507522583,12.5313730239868,12.3274507522583,12.4686269760132,2312340,12.4686269760132
"2003-11-10",12.5117645263672,12.7098035812378,12.4333333969116,12.6078433990479,3089580,12.6078433990479
"2003-11-11",12.605881690979,12.731372833252,12.5686273574829,12.7078428268433,1676880,12.7078428268433
"2003-11-12",12.7372550964355,13.0882349014282,12.6372547149658,12.880392074585,2345490,12.880392074585
"2003-11-13",12.8666667938232,13.3137254714966,12.774510383606,13.0196075439453,1187280,13.0196075439453
"2003-11-14",13.0176467895508,13.0784311294556,12.7901964187622,12.8098039627075,2037960,12.8098039627075
"2003-11-17",12.8039216995239,12.8686265945435,12.6568632125854,12.8235292434692,2138940,12.8235292434692
"2003-11-18",12.8862752914429,12.9411764144897,12.572548866272,12.572548866272,1481040,12.572548866272
"2003-11-19",12.6039218902588,12.8019609451294,12.5529413223267,12.7509803771973,1324980,12.7509803771973
"2003-11-20",12.7235288619995,12.7960777282715,12.5450983047485,12.6372547149658,1515720,12.6372547149658
"2003-11-21",12.6607837677002,12.9352941513062,12.5705881118774,12.8960781097412,2081310,12.8960781097412
"2003-11-24",12.9039220809937,13.2549018859863,12.894118309021,13.235294342041,2062440,13.235294342041
"2003-11-25",13.2294120788574,13.2823534011841,13.0941181182861,13.1509799957275,1805910,13.1509799957275
"2003-11-26",13.1803922653198,13.3588237762451,12.9549016952515,13.0980386734009,1075080,13.0980386734009
"2003-11-28",13.0882349014282,13.2470588684082,13.0882349014282,13.2235288619995,452880,13.2235288619995
"2003-12-01",13.2235288619995,13.725489616394,13.1862745285034,13.4960775375366,2526540,13.4960775375366
"2003-12-02",13.533332824707,13.572548866272,13.3431367874146,13.3921566009521,1726350,13.3921566009521
"2003-12-03",13.4490203857422,13.6254901885986,13.1960783004761,13.2156858444214,2178720,13.2156858444214
"2003-12-04",13.1764707565308,13.4705877304077,13.1666669845581,13.3784313201904,1769190,13.3784313201904
"2003-12-05",13.3627452850342,13.3921566009521,13.1352939605713,13.1764707565308,1956870,13.1764707565308
"2003-12-08",13.2137250900269,13.4823532104492,13.178430557251,13.4823532104492,2053260,13.4823532104492
"2003-12-09",13.4352941513062,13.4784307479858,13.0313730239868,13.0764713287354,2773380,13.0764713287354
"2003-12-10",13.0823526382446,13.115686416626,12.9588241577148,13.0568628311157,1583550,13.0568628311157
"2003-12-11",13.0784311294556,13.5411758422852,13.0215692520142,13.4313726425171,1930860,13.4313726425171
"2003-12-12",13.4294118881226,13.4647064208984,13.2431373596191,13.4098043441772,1577430,13.4098043441772
"2003-12-15",13.4588241577148,13.5176467895508,13.1647062301636,13.188235282898,1566720,13.188235282898
"2003-12-16",13.2117652893066,13.3470592498779,13.0960779190063,13.1980390548706,1230630,13.1980390548706
"2003-12-17",13.2294120788574,13.2784309387207,13.0549020767212,13.0549020767212,1624350,13.0549020767212
"2003-12-18",13.1392164230347,13.2176465988159,13.0960779190063,13.1568632125854,1820190,13.1568632125854
"2003-12-19",13.119607925415,13.3000001907349,12.9901962280273,13.235294342041,2351100,13.235294342041
"2003-12-22",13.1980390548706,13.4117650985718,13.1941175460815,13.34117603302,1712580,13.34117603302
"2003-12-23",13.311764717102,13.4901962280273,13.2725486755371,13.4156856536865,1600890,13.4156856536865
"2003-12-24",13.3705883026123,13.4294118881226,13.2921571731567,13.3450975418091,566610,13.3450975418091
"2003-12-26",13.3450975418091,13.4411764144897,13.2666673660278,13.268627166748,350880,13.268627166748
"2003-12-29",13.3058824539185,13.4803924560547,13.2588243484497,13.4196081161499,1325490,13.4196081161499
"2003-12-30",13.3980388641357,13.4019613265991,13.2862749099731,13.3823528289795,1017450,13.3823528289795
"2003-12-31",13.3156862258911,13.4803924560547,13.2196083068848,13.2509803771973,1672290,13.2509803771973
"2004-01-02",13.3137254714966,13.413724899292,13.0803918838501,13.0901956558228,1593750,13.0901956558228
"2004-01-05",13.1372547149658,13.1470594406128,12.9411764144897,13.0960779190063,1970640,13.0960779190063
"2004-01-06",13.1039218902588,13.2196083068848,12.9803924560547,13.0470590591431,1311720,13.0470590591431
"2004-01-07",13.0117645263672,13.0764713287354,12.9235286712646,13.0745096206665,1478490,13.0745096206665
"2004-01-08",13.0823526382446,13.1176471710205,12.9411764144897,13.072548866272,1112820,13.072548866272
"2004-01-09",13.1176471710205,13.4529409408569,13.0980386734009,13.3431367874146,3069180,13.3431367874146
"2004-01-12",13.380392074585,13.5529413223267,13.3450975418091,13.5235290527344,1311210,13.5235290527344
"2004-01-13",13.5294122695923,13.7843141555786,13.4980392456055,13.6490201950073,2244000,13.6490201950073
"2004-01-14",13.725489616394,13.725489616394,13.6274509429932,13.6823530197144,2599470,13.6823530197144
"2004-01-15",13.4411764144897,13.6549024581909,13.3745098114014,13.4627447128296,3006450,13.4627447128296
"2004-01-16",13.5274505615234,13.5509796142578,13.3431367874146,13.5294122695923,1871190,13.5294122695923
"2004-01-20",13.5294122695923,13.5568628311157,13.3901958465576,13.5294122695923,1275000,13.5294122695923
"2004-01-21",13.5,13.7019605636597,13.4235286712646,13.6274509429932,1357620,13.6274509429932
"2004-01-22",13.5882349014282,13.9705877304077,13.5882349014282,13.8529405593872,2040510,13.8529405593872
"2004-01-23",13.8294124603271,13.9019613265991,13.7666673660278,13.8529405593872,1567230,13.8529405593872
"2004-01-26",13.811764717102,14.1686267852783,13.774510383606,14.1235294342041,2472990,14.1235294342041
"2004-01-27",14.1352939605713,14.1450977325439,13.9098043441772,13.913724899292,1188300,13.913724899292
"2004-01-28",13.9705877304077,13.9980392456055,13.6980390548706,13.6980390548706,1654440,13.6980390548706
"2004-01-29",13.6960783004761,13.8431367874146,13.5490198135376,13.837254524231,1216860,13.837254524231
"2004-01-30",13.8490200042725,13.8509798049927,13.6352939605713,13.7549018859863,1550910,13.7549018859863
"2004-02-02",13.735294342041,13.8352937698364,13.6039218902588,13.731372833252,1889040,13.731372833252
"2004-02-03",13.6666669845581,14.0568628311157,13.6313734054565,13.9921569824219,1587120,13.9921569824219
"2004-02-04",13.9568634033203,14.0607843399048,13.8313732147217,13.894118309021,936870,13.894118309021
"2004-02-05",13.8823528289795,13.9019613265991,13.6568632125854,13.6725492477417,1171980,13.6725492477417
"2004-02-06",13.6392164230347,13.8470592498779,13.6392164230347,13.807843208313,1051110,13.807843208313
"2004-02-09",13.7019605636597,13.9803924560547,13.7019605636597,13.8137254714966,705330,13.8137254714966
"2004-02-10",13.7490196228027,14.0235290527344,13.7392158508301,14.0117645263672,708390,14.0117645263672
"2004-02-11",14.0117645263672,14.3568630218506,13.9529409408569,14.3000001907349,1475940,14.3000001907349
"2004-02-12",14.2843141555786,14.2862749099731,14.1274509429932,14.1274509429932,575280,14.1274509429932
"2004-02-13",14.1450977325439,14.4019613265991,13.9705877304077,13.9764709472656,882300,13.9764709472656
"2004-02-17",13.9686269760132,14.1901960372925,13.9647064208984,14.0411758422852,779280,14.0411758422852
"2004-02-18",14.0196075439453,14.0372552871704,13.884313583374,13.9176473617554,1181670,13.9176473617554
"2004-02-19",13.9607839584351,14.0882349014282,13.5647058486938,13.5764713287354,2059380,13.5764713287354
"2004-02-20",13.5352935791016,13.5901956558228,13.3705883026123,13.4372549057007,2891700,13.4372549057007
"2004-02-23",13.3980388641357,13.9117650985718,13.3705883026123,13.8294124603271,2601000,13.8294124603271
"2004-02-24",13.8705883026123,14.2156858444214,13.8235292434692,14.0705881118774,2448000,14.0705881118774
"2004-02-25",14.072548866272,14.0941181182861,13.9235286712646,14.0294122695923,1328550,14.0294122695923
"2004-02-26",14.0647058486938,14.1215686798096,13.9058818817139,14.0470590591431,908310,14.0470590591431
"2004-02-27",13.9647064208984,14.1078433990479,13.8921566009521,14.0196075439453,905250,14.0196075439453
"2004-03-01",14.0882349014282,14.264705657959,14.0509796142578,14.2431373596191,1819680,14.2431373596191
"2004-03-02",14.2941179275513,14.5117645263672,14.086275100708,14.5039224624634,3268590,14.5039224624634
"2004-03-03",14.4627447128296,14.4882354736328,14.3450975418091,14.4254903793335,1744200,14.4254903793335
"2004-03-04",14.4215688705444,14.4215688705444,13.8960781097412,14.0901956558228,3462390,14.0901956558228
"2004-03-05",13.9921569824219,14.1176471710205,13.8235292434692,13.9313726425171,2307750,13.9313726425171
