"Index","ABBV.Open","ABBV.High","ABBV.Low","ABBV.Close","ABBV.Volume","ABBV.Adjusted"
"2013-03-01",36.7999992370605,38.0699996948242,36.5499992370605,37.810001373291,8929400,24.4244232177734
"2013-03-04",37.5299987792969,38.25,37.5299987792969,38.2400016784668,5420800,24.7021884918213
"2013-03-05",38.4500007629395,38.5699996948242,37.2900009155273,37.5099983215332,6650400,24.2306232452393
"2013-03-06",37.560001373291,37.8600006103516,37.3699989318848,37.7400016784668,5489500,24.3791980743408
"2013-03-07",37.6500015258789,38.0099983215332,37.439998626709,37.4900016784668,4442500,24.2177085876465
"2013-03-08",37.6399993896484,37.6500015258789,37.1599998474121,37.3400001525879,4114500,24.1208038330078
"2013-03-11",37.25,38.1500015258789,37.0800018310547,37.6699981689453,4614400,24.3339805603027
"2013-03-12",37.7000007629395,38.2999992370605,37.0499992370605,37.1699981689453,6523900,24.0109882354736
"2013-03-13",37.2000007629395,37.5900001525879,37.0400009155273,37.1699981689453,3710600,24.0109882354736
"2013-03-14",37.4300003051758,37.5900001525879,36.8600006103516,37.560001373291,9859700,24.2629261016846
"2013-03-15",37.439998626709,38.5400009155273,37.2799987792969,38.5,12208300,24.8701362609863
"2013-03-18",38.0499992370605,38.4900016784668,37.9900016784668,38.1599998474121,5178700,24.6505088806152
"2013-03-19",38.25,38.4000015258789,37.8400001525879,38.3600006103516,5108400,24.7797107696533
"2013-03-20",38.5,39.189998626709,38.4099998474121,39.060001373291,7072900,25.2318840026855
"2013-03-21",38.8199996948242,38.9700012207031,38.4799995422363,38.4900016784668,4736100,24.8636837005615
"2013-03-22",38.5699996948242,38.9700012207031,38.2999992370605,38.9700012207031,3323400,25.1737518310547
"2013-03-25",39.1199989318848,39.5200004577637,38.9300003051758,39.3199996948242,6065000,25.3998432159424
"2013-03-26",39.5699996948242,40.5200004577637,39.5699996948242,40.2099990844727,7249500,25.9747619628906
"2013-03-27",40.2200012207031,40.2900009155273,39.6599998474121,40.1500015258789,4274800,25.9360065460205
"2013-03-28",40.2599983215332,40.7999992370605,39.7799987792969,40.7799987792969,7263400,26.3429622650146
"2013-04-01",39.9599990844727,41.1399993896484,39.9599990844727,41.1199989318848,5740000,26.5625972747803
"2013-04-02",41.2200012207031,41.2200012207031,40.5200004577637,40.7099990844727,5510700,26.2977523803711
"2013-04-03",40.75,41.4500007629395,40.3499984741211,40.5699996948242,4122100,26.2073135375977
"2013-04-04",40.7700004577637,41.7799987792969,40.6199989318848,41.5999984741211,20687600,26.8726673126221
"2013-04-05",41.310001373291,41.5,41.0900001525879,41.310001373291,14089800,26.6853427886963
"2013-04-08",41.2700004577637,41.8699989318848,41.0699996948242,41.7700004577637,16449200,26.9824867248535
"2013-04-09",41.9599990844727,43.560001373291,41.7999992370605,42.5499992370605,8673900,27.4863586425781
"2013-04-10",42.6500015258789,43.7700004577637,42.5,43.6199989318848,7809200,28.1775531768799
"2013-04-11",43.4199981689453,43.7099990844727,43.1100006103516,43.2000007629395,6494100,28.1645126342773
"2013-04-12",42.9700012207031,43.2900009155273,42.6199989318848,43.0900001525879,4199800,28.0927925109863
"2013-04-15",42.8699989318848,43.0299987792969,41.4099998474121,41.439998626709,7152500,27.0170631408691
"2013-04-16",41.6699981689453,42.5299987792969,41.1300010681152,42.4500007629395,6998000,27.6755352020264
"2013-04-17",42.1399993896484,42.4300003051758,41.4199981689453,42.2400016784668,5046200,27.5386276245117
"2013-04-18",42.3699989318848,42.6399993896484,41.8899993896484,42.3199996948242,5009000,27.5907859802246
"2013-04-19",42.5099983215332,42.5800018310547,42.2000007629395,42.3899993896484,6493200,27.6364192962646
"2013-04-22",43,44.8300018310547,42.8800010681152,44.2000007629395,8531300,28.8164730072021
"2013-04-23",44.6100006103516,46.3199996948242,44.4000015258789,45.1399993896484,9378100,29.4293041229248
"2013-04-24",45.1399993896484,45.3400001525879,43.939998626709,44.3199996948242,5541300,28.8946952819824
"2013-04-25",44.75,44.7900009155273,43.7599983215332,44.2400016784668,5236900,28.8425369262695
"2013-04-26",44.9500007629395,46.310001373291,44.75,45.8400001525879,10096800,29.8856678009033
"2013-04-29",45.8300018310547,45.9300003051758,45.0499992370605,45.2299995422363,6024700,29.487979888916
"2013-04-30",45.0499992370605,46.2299995422363,45.0099983215332,46.0499992370605,6798600,30.0225811004639
"2013-05-01",45.7400016784668,46.0900001525879,45.5499992370605,45.5499992370605,6398100,29.6966114044189
"2013-05-02",45.6800003051758,45.6800003051758,43.8600006103516,43.9900016784668,9649400,28.6795673370361
"2013-05-03",44.310001373291,44.7700004577637,43.8300018310547,44.6800003051758,4641200,29.1293926239014
"2013-05-06",44.9500007629395,44.9500007629395,44.1500015258789,44.5900001525879,4085700,29.0707225799561
"2013-05-07",44.5,45,44.4199981689453,44.9099998474121,3745600,29.2793579101562
"2013-05-08",45.0099983215332,45.0499992370605,43.3899993896484,43.4900016784668,6973200,28.3535785675049
"2013-05-09",43.3400001525879,44.4500007629395,43.25,44.2400016784668,5046900,28.8425369262695
"2013-05-10",44.2099990844727,45.0099983215332,44.2000007629395,45.0099983215332,4455800,29.3445453643799
"2013-05-13",44.7900009155273,44.7900009155273,44.1699981689453,44.5400009155273,3738400,29.0381355285645
"2013-05-14",44.0900001525879,45.5200004577637,44.0900001525879,45.3499984741211,5760300,29.5662117004395
"2013-05-15",45.7200012207031,46.9300003051758,45.4799995422363,46.0299987792969,6702500,30.0095500946045
"2013-05-16",46.060001373291,46.9000015258789,46.0099983215332,46.2099990844727,4605300,30.126895904541
"2013-05-17",46.0299987792969,47.3400001525879,45.8499984741211,47.1699981689453,5244800,30.7527751922607
"2013-05-20",47.1199989318848,47.1399993896484,46.0699996948242,46.2599983215332,3537800,30.1594944000244
"2013-05-21",46.189998626709,46.9599990844727,46.1699981689453,46.5400009155273,4708800,30.3420372009277
"2013-05-22",46.4599990844727,48,45.8499984741211,46.7599983215332,5203500,30.4854640960693
"2013-05-23",46.1199989318848,46.9500007629395,46.0200004577637,46.5900001525879,3306200,30.374641418457
"2013-05-24",46.25,46.4799995422363,45.310001373291,45.439998626709,4511700,29.6248912811279
"2013-05-28",45.8899993896484,46.0400009155273,44.7000007629395,45.3899993896484,6181800,29.59228515625
"2013-05-29",44.8899993896484,45.1800003051758,43.7900009155273,43.8800010681152,6908400,28.6078414916992
"2013-05-30",44.0699996948242,45.1199989318848,44.0699996948242,44.5499992370605,4852200,29.04465675354
"2013-05-31",44.2700004577637,44.689998626709,42.6800003051758,42.689998626709,9308800,27.832010269165
"2013-06-03",42.8800010681152,43.5800018310547,42.75,43.3600006103516,7176800,28.2688159942627
"2013-06-04",43.4199981689453,44.4700012207031,43.3800010681152,43.6300010681152,4528400,28.4448432922363
"2013-06-05",43.4900016784668,43.9000015258789,42.689998626709,43.0400009155273,4801300,28.0601940155029
"2013-06-06",43.2200012207031,43.5699996948242,42.6500015258789,43.5,4261300,28.3600921630859
"2013-06-07",43.7200012207031,44.2700004577637,43.5,44,5463200,28.6860656738281
"2013-06-10",44.3300018310547,44.3300018310547,43.2200012207031,43.9199981689453,4702700,28.6339092254639
"2013-06-11",43.310001373291,44.0499992370605,43.0499992370605,43.5900001525879,3574800,28.4187679290771
"2013-06-12",43.9099998474121,44,42.7200012207031,42.7700004577637,3742600,27.8841571807861
"2013-06-13",42.4199981689453,43.2000007629395,40.0999984741211,43.1500015258789,6096500,28.1319122314453
"2013-06-14",42.9799995422363,43.5,42.5,43.2099990844727,4078500,28.1710224151611
"2013-06-17",43.4000015258789,43.5,42.6800003051758,43.0099983215332,3457700,28.0406341552734
"2013-06-18",42.9700012207031,43.560001373291,42.6300010681152,43.5400009155273,3644900,28.3861770629883
"2013-06-19",43.560001373291,43.8300018310547,43.0099983215332,43.0400009155273,3663300,28.0601940155029
"2013-06-20",42.6500015258789,42.7799987792969,40.9099998474121,41.060001373291,7474900,26.7693214416504
"2013-06-21",41.6599998474121,42.7099990844727,41.2000007629395,42.6199989318848,9825700,27.7863750457764
"2013-06-24",42.0699996948242,42.4000015258789,41.3199996948242,41.8899993896484,6042400,27.3104515075684
"2013-06-25",42.1500015258789,42.7700004577637,41.6100006103516,42.6300010681152,4686900,27.7928943634033
"2013-06-26",43.0999984741211,43.6100006103516,43.0299987792969,43.3800010681152,4733700,28.2818660736084
"2013-06-27",43.560001373291,43.9799995422363,42.7400016784668,43.1300010681152,5163900,28.1188735961914
"2013-06-28",42.5299987792969,42.9700012207031,41.3199996948242,41.3400001525879,10753100,26.9518718719482
"2013-07-01",41.4000015258789,41.9300003051758,41.0699996948242,41.6100006103516,4588200,27.127893447876
"2013-07-02",41.5800018310547,42.5699996948242,41.5800018310547,42.2099990844727,4365900,27.5190773010254
"2013-07-03",41.8800010681152,42.310001373291,41.6100006103516,42.2299995422363,2417500,27.5321063995361
"2013-07-05",42.4500007629395,42.8300018310547,42.310001373291,42.7200012207031,2743700,27.8515682220459
"2013-07-08",42.9000015258789,43.689998626709,42.8199996948242,43.6800003051758,3978300,28.4774551391602
"2013-07-09",44,44.2299995422363,43.25,43.3199996948242,3805700,28.2427406311035
"2013-07-10",43.3600006103516,44.1199989318848,43.3600006103516,43.9099998474121,3080100,28.6273956298828
"2013-07-11",43.939998626709,44.1100006103516,43.3300018310547,43.7799987792969,4061400,28.8050403594971
"2013-07-12",43.9300003051758,45.1100006103516,43.7999992370605,45.0499992370605,5693900,29.6406402587891
"2013-07-15",44.9500007629395,44.9700012207031,44.5400009155273,44.6199989318848,3265800,29.3577194213867
"2013-07-16",44.5400009155273,44.7700004577637,43.7000007629395,43.810001373291,3714500,28.8247833251953
"2013-07-17",43.9700012207031,44.1500015258789,43.7400016784668,43.9599990844727,3645400,28.9234714508057
"2013-07-18",43.9599990844727,44.560001373291,43.810001373291,44.3199996948242,3043700,29.1603336334229
"2013-07-19",44.4900016784668,44.9099998474121,44.1199989318848,44.5200004577637,4317900,29.2919235229492
"2013-07-22",44.2999992370605,45.0999984741211,43.7999992370605,44.9700012207031,3810500,29.5880088806152
"2013-07-23",44.9199981689453,45.0900001525879,44.2299995422363,44.310001373291,3535100,29.1537532806396
"2013-07-24",44.2799987792969,44.3699989318848,43.3899993896484,43.6399993896484,3088100,28.7129325866699
"2013-07-25",43.4099998474121,44.4300003051758,43.3499984741211,44.2400016784668,4088500,29.1077003479004
"2013-07-26",45.0099983215332,45.1199989318848,44.1699981689453,44.7900009155273,4491100,29.4695701599121
"2013-07-29",44.7200012207031,45.4500007629395,44.4700012207031,45.060001373291,4326200,29.647216796875
"2013-07-30",45.0800018310547,45.2299995422363,44.2000007629395,44.7000007629395,3619700,29.4103622436523
"2013-07-31",44.8400001525879,45.9099998474121,44.810001373291,45.4799995422363,6020600,29.9235591888428
"2013-08-01",45.1399993896484,45.9000015258789,45.0400009155273,45.25,3652400,29.7722320556641
"2013-08-02",45.1100006103516,45.4199981689453,44.810001373291,45.3199996948242,3190700,29.8182888031006
"2013-08-05",45.0499992370605,45.3699989318848,44.4799995422363,44.7099990844727,2953500,29.4169368743896
"2013-08-06",44.4199981689453,44.9900016784668,44.4199981689453,44.8800010681152,4980600,29.5287971496582
"2013-08-07",44.7000007629395,44.8600006103516,44.2200012207031,44.5699996948242,3299400,29.3248195648193
"2013-08-08",44.8600006103516,45.1800003051758,44.6100006103516,45.060001373291,2892400,29.647216796875
"2013-08-09",44.9000015258789,45,44.4700012207031,44.7099990844727,3290800,29.4169368743896
"2013-08-12",44.7099990844727,45.2000007629395,44.3899993896484,45.0400009155273,3826400,29.6340656280518
"2013-08-13",45.1199989318848,45.1800003051758,44.6800003051758,44.9300003051758,2791800,29.5616931915283
"2013-08-14",44.8499984741211,45.2299995422363,44.4500007629395,44.5800018310547,2990500,29.3314113616943
"2013-08-15",44.5999984741211,44.6199989318848,43.1300010681152,43.2099990844727,4363100,28.4300117492676
"2013-08-16",42.939998626709,43.1399993896484,42.4199981689453,43,6093300,28.2918395996094
"2013-08-19",43.0099983215332,43.810001373291,42.9500007629395,43.3699989318848,3326900,28.5352878570557
"2013-08-20",43.2900009155273,43.4799995422363,42.8499984741211,42.9700012207031,2803000,28.2721118927002
"2013-08-21",42.8199996948242,42.8800010681152,42.25,42.310001373291,4118800,27.8378582000732
"2013-08-22",42.4000015258789,43.0999984741211,42.2900009155273,42.9199981689453,4077700,28.2392082214355
"2013-08-23",43.0099983215332,43.5,42.8499984741211,43.4300003051758,2738100,28.5747528076172
"2013-08-26",43.4300003051758,43.7400016784668,43.189998626709,43.4500007629395,3493400,28.5879154205322
"2013-08-27",43.0200004577637,43.0900001525879,42.5999984741211,42.6300010681152,4473000,28.0484046936035
"2013-08-28",42.5299987792969,42.810001373291,42.3499984741211,42.560001373291,3009700,28.0023460388184
"2013-08-29",42.3199996948242,43.0900001525879,42.2599983215332,42.6199989318848,2788900,28.0418167114258
"2013-08-30",42.7599983215332,43.0299987792969,42.2999992370605,42.6100006103516,3170700,28.0352401733398
"2013-09-03",43,43.2799987792969,42.310001373291,42.5900001525879,2925600,28.0220832824707
"2013-09-04",42.5999984741211,43.1399993896484,42.5900001525879,43.1300010681152,3190700,28.3773727416992
"2013-09-05",43.0299987792969,43.6599998474121,43,43.5099983215332,3355500,28.6273918151855
"2013-09-06",43.5299987792969,44.3499984741211,42.8899993896484,43.8899993896484,3992200,28.8774242401123
"2013-09-09",43.8800010681152,44.439998626709,43.5,44.4300003051758,3287500,29.2327251434326
"2013-09-10",44.5800018310547,44.810001373291,44.0999984741211,44.7799987792969,4282300,29.4629859924316
"2013-09-11",44.810001373291,44.9700012207031,44.3899993896484,44.9500007629395,3441700,29.5748481750488
"2013-09-12",44.8400001525879,44.9500007629395,44.5,44.7000007629395,2597900,29.4103622436523
"2013-09-13",44.7099990844727,44.8899993896484,44.4300003051758,44.8899993896484,2273500,29.5353717803955
"2013-09-16",45.3199996948242,45.9500007629395,45.189998626709,45.8199996948242,3531700,30.1472721099854
"2013-09-17",45.9199981689453,47.7000007629395,45.8600006103516,47.5999984741211,7293800,31.3184108734131
"2013-09-18",47.189998626709,48.4199981689453,46.8800010681152,47.9199981689453,6689400,31.5289440155029
"2013-09-19",48.2099990844727,48.2299995422363,47.310001373291,47.4000015258789,5326500,31.186824798584
"2013-09-20",47.439998626709,48,47.3300018310547,47.8400001525879,10495300,31.4763202667236
"2013-09-23",47.560001373291,47.560001373291,46.9300003051758,47.0999984741211,3179500,30.9894371032715
"2013-09-24",46.9500007629395,46.9500007629395,45.939998626709,45.9799995422363,7162700,30.2525405883789
"2013-09-25",46.0900001525879,46.1599998474121,45.0200004577637,45.3300018310547,4571900,29.8248615264893
"2013-09-26",45.3300018310547,45.6199989318848,44.810001373291,45,5033900,29.6077346801758
"2013-09-27",44.8699989318848,44.9000015258789,44.0200004577637,44.3300018310547,6617300,29.166919708252
"2013-09-30",44.5200004577637,44.9500007629395,44.0299987792969,44.7299995422363,5818400,29.430103302002
"2013-10-01",44.810001373291,45.9000015258789,44.810001373291,45.7999992370605,4159700,30.134105682373
"2013-10-02",45.3400001525879,45.9700012207031,45.1199989318848,45.9500007629395,4056800,30.2327995300293
"2013-10-03",45.5999984741211,46.3400001525879,45.0999984741211,46.0099983215332,7020800,30.2722606658936
"2013-10-04",46.1800003051758,46.8800010681152,46,46.7999992370605,4141400,30.7920436859131
"2013-10-07",46.1199989318848,46.9799995422363,46.0900001525879,46.0900001525879,4703700,30.3249130249023
"2013-10-08",46.2900009155273,46.3199996948242,44.3899993896484,44.5200004577637,7091500,29.2919235229492
"2013-10-09",44.7200012207031,45.310001373291,44.3199996948242,44.810001373291,5113000,29.4827404022217
"2013-10-10",45.0999984741211,45.6800003051758,44.5099983215332,45.6800003051758,3967500,30.3258533477783
"2013-10-11",45.7000007629395,45.7000007629395,44.9599990844727,45.6500015258789,2985700,30.3059368133545
"2013-10-14",45.2099990844727,46.4500007629395,45.0699996948242,46.3300018310547,3377300,30.7573642730713
"2013-10-15",46.0499992370605,46.3800010681152,45.75,46.0800018310547,3533300,30.5914115905762
"2013-10-16",46.310001373291,47.2700004577637,46.2000007629395,47.060001373291,4399900,31.2419948577881
"2013-10-17",46.9500007629395,48.3199996948242,46.9500007629395,48.1699981689453,7242400,31.9789066314697
"2013-10-18",48.3800010681152,48.9500007629395,47.7700004577637,48.3300018310547,9212900,32.0851249694824
"2013-10-21",48.0800018310547,48.5499992370605,47.7599983215332,48.3499984741211,4713200,32.0984001159668
"2013-10-22",48.3899993896484,49.310001373291,48.1100006103516,49,6937500,32.5299186706543
"2013-10-23",48.7599983215332,48.8600006103516,48.2799987792969,48.3300018310547,4130300,32.0851249694824
"2013-10-24",48.6300010681152,48.9799995422363,47.7400016784668,47.9300003051758,5077900,31.819580078125
"2013-10-25",49.0999984741211,49.8300018310547,48.560001373291,49.2999992370605,6956800,32.7290954589844
"2013-10-28",49.1300010681152,49.9700012207031,48.9700012207031,49.4199981689453,5555000,32.8087425231934
"2013-10-29",49.4799995422363,50.2000007629395,49.4799995422363,49.7900009155273,5022900,33.054386138916
"2013-10-30",49.5699996948242,49.5699996948242,48.7200012207031,48.7999992370605,4011600,32.3971519470215
"2013-10-31",48.6800003051758,49,48.439998626709,48.4500007629395,4563700,32.1647987365723
"2013-11-01",48.6399993896484,49.3300018310547,48.5,48.9599990844727,3866900,32.503360748291
"2013-11-04",49.189998626709,49.189998626709,48,48.7599983215332,4095600,32.3705825805664
"2013-11-05",48.5900001525879,48.7599983215332,48.0299987792969,48.1699981689453,4095400,31.9789066314697
"2013-11-06",48.5,48.7400016784668,48,48.0499992370605,4308100,31.8992385864258
"2013-11-07",48.1699981689453,48.3600006103516,47.1800003051758,47.2400016784668,4444900,31.3615131378174
"2013-11-08",47.1300010681152,48.0999984741211,46.8300018310547,48.0299987792969,5190900,31.88596534729
"2013-11-11",48.2299995422363,48.6699981689453,48.189998626709,48.5699996948242,2282900,32.2444534301758
"2013-11-12",48.4500007629395,48.4799995422363,47.2799987792969,47.4799995422363,5351100,31.5208377838135
"2013-11-13",47.3600006103516,47.9300003051758,47.2900009155273,47.8499984741211,3745100,31.7664604187012
"2013-11-14",47.9900016784668,48.4700012207031,47.689998626709,48.0400009155273,3411800,31.8926086425781
"2013-11-15",48.0299987792969,48.75,48,48.439998626709,6257100,32.158145904541
"2013-11-18",48.8899993896484,49.9599990844727,48.7299995422363,48.8699989318848,8585700,32.4436187744141
"2013-11-19",48.7299995422363,49,48.3699989318848,48.4599990844727,4050700,32.1714248657227
"2013-11-20",48.4199981689453,48.5400009155273,47.8300018310547,47.9500007629395,3120300,31.832857131958
"2013-11-21",48.2799987792969,48.6699981689453,47.9900016784668,48.5699996948242,4459800,32.2444534301758
"2013-11-22",48.6500015258789,49.1399993896484,48.5699996948242,48.939998626709,5810100,32.4900894165039
"2013-11-25",49,49.2799987792969,48.3199996948242,48.4099998474121,3343200,32.1382369995117
"2013-11-26",48.3800010681152,49.1800003051758,48.310001373291,48.5999984741211,4732300,32.2643737792969
"2013-11-27",48.8300018310547,48.9500007629395,48.2400016784668,48.25,3414900,32.0320205688477
"2013-11-29",48.4300003051758,48.9300003051758,48.0699996948242,48.4500007629395,4044300,32.1647987365723
"2013-12-02",48.4900016784668,48.6800003051758,48.0200004577637,48.3899993896484,4321900,32.1249618530273
"2013-12-03",49.1300010681152,50.2599983215332,48.9700012207031,49.9700012207031,9480100,33.1738967895508
"2013-12-04",49.75,50.2900009155273,49.2999992370605,49.6699981689453,5309200,32.9747123718262
"2013-12-05",49.4199981689453,50.0699996948242,49.0499992370605,49.7599983215332,5449100,33.0344696044922
"2013-12-06",50.1699981689453,51.5,50.0499992370605,51.3499984741211,7285800,34.0900268554688
"2013-12-09",51.4500007629395,51.810001373291,50.7700004577637,51.2099990844727,5470800,33.9970741271973
"2013-12-10",51.25,54.1300010681152,50.7200012207031,52.1399993896484,14906900,34.6144943237305
"2013-12-11",52.6699981689453,53.25,52.0200004577637,52.6699981689453,10775500,34.9663467407227
"2013-12-12",52.560001373291,52.6199989318848,51.7999992370605,52.3899993896484,7766400,34.7804565429688
"2013-12-13",52.2999992370605,52.5999984741211,51.8400001525879,52.3699989318848,6465300,34.7671928405762
"2013-12-16",53.4199981689453,54.7799987792969,52.9799995422363,53.3699989318848,9846300,35.4310569763184
"2013-12-17",53.4300003051758,53.9199981689453,53,53.6300010681152,7987300,35.6036682128906
"2013-12-18",52.7799987792969,54.4300003051758,52.2200012207031,54.3199996948242,9635600,36.0617370605469
"2013-12-19",53.2099990844727,53.2099990844727,52.0200004577637,52.6300010681152,8383400,34.9397964477539
"2013-12-20",52.7700004577637,53.0099983215332,52.2900009155273,52.5900001525879,12471800,34.9132347106934
"2013-12-23",52.7299995422363,52.939998626709,52.2400016784668,52.5800018310547,4957700,34.9066047668457
"2013-12-24",52.7799987792969,52.7900009155273,52.2799987792969,52.3600006103516,1747000,34.7605438232422
"2013-12-26",52.5900001525879,53.060001373291,52.3400001525879,52.9900016784668,2401500,35.1787719726562
"2013-12-27",52.9199981689453,53.0499992370605,52.3800010681152,52.5499992370605,2354100,34.8866920471191
"2013-12-30",52.7299995422363,53.0299987792969,52.5999984741211,53.0099983215332,2898800,35.192066192627
"2013-12-31",52.9900016784668,53.060001373291,52.3600006103516,52.810001373291,3019700,35.0592880249023
"2014-01-02",52.1199989318848,52.3300018310547,51.5200004577637,51.9799995422363,4569100,34.5082664489746
"2014-01-03",52.25,52.6699981689453,51.9700012207031,52.2999992370605,4794300,34.7207183837891
"2014-01-06",52.7000007629395,52.7000007629395,50.0299987792969,50.3899993896484,11871100,33.4527244567871
"2014-01-07",50.8400001525879,51.2099990844727,50.2999992370605,50.4900016784668,9719900,33.519100189209
"2014-01-08",50.6300010681152,51.1100006103516,50.2400016784668,50.3600006103516,6811100,33.4327964782715
"2014-01-09",50.5900001525879,51.6500015258789,49.8699989318848,51.2200012207031,6960300,34.0037307739258
"2014-01-10",51.2700004577637,51.4900016784668,50.7599983215332,50.9000015258789,5517700,33.7912940979004
"2014-01-13",50.6599998474121,50.7400016784668,49.6399993896484,49.8300018310547,7055200,33.3429718017578
"2014-01-14",49.939998626709,50.8800010681152,49.6300010681152,50.5999984741211,6610800,33.8581924438477
"2014-01-15",50.6500015258789,50.6699981689453,50.0699996948242,50.1100006103516,4728400,33.530330657959
"2014-01-16",50.0999984741211,50.6199989318848,50.0200004577637,50.5,4972300,33.7912979125977
"2014-01-17",50.6399993896484,50.6599998474121,50.0099983215332,50.060001373291,8606800,33.4968681335449
"2014-01-21",50.2599983215332,50.9199981689453,49.9099998474121,50,5823000,33.456729888916
"2014-01-22",49.9799995422363,50,48.6199989318848,49.0800018310547,8181700,32.8411254882812
"2014-01-23",48.7400016784668,49.060001373291,48.3899993896484,48.8699989318848,7270500,32.7005920410156
"2014-01-24",48.4199981689453,49.0999984741211,47.7700004577637,47.7900009155273,9197900,31.9779319763184
"2014-01-27",47.7900009155273,47.8300018310547,46.4199981689453,46.8300018310547,10749800,31.3355655670166
"2014-01-28",47.0800018310547,48.4700012207031,47.0800018310547,47.689998626709,12298600,31.9110164642334
"2014-01-29",47.1500015258789,47.8400001525879,46.9799995422363,47.6100006103516,7608500,31.8574886322021
"2014-01-30",47.9700012207031,48.8800010681152,47.9000015258789,48.310001373291,7669500,32.3258819580078
"2014-01-31",49.939998626709,50.5499992370605,49.0699996948242,49.2299995422363,12863500,32.9414978027344
"2014-02-03",49.4000015258789,49.4900016784668,47.060001373291,47.3499984741211,10314600,31.6835136413574
"2014-02-04",47.1800003051758,47.9700012207031,46.9500007629395,47.9500007629395,9606100,32.0849876403809
"2014-02-05",47.7599983215332,48.0699996948242,47.1599998474121,47.7299995422363,6987100,31.9377918243408
