"Index","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2003-10-30",13.8000001907349,13.8199996948242,13.4680004119873,13.4680004119873,828500,7.31223917007446
"2003-10-31",13.4799995422363,13.6120004653931,13.4799995422363,13.5900001525879,641500,7.3784761428833
"2003-11-03",13.5900001525879,13.6899995803833,13.5640001296997,13.6000003814697,695000,7.38390588760376
"2003-11-04",13.5900001525879,13.5900001525879,13.1879997253418,13.1999998092651,1495000,7.16673707962036
"2003-11-05",13.1800003051758,13.3500003814697,13.1000003814697,13.2600002288818,535000,7.19931173324585
"2003-11-06",13.3100004196167,13.496000289917,13.1639995574951,13.2700004577637,940500,7.20474147796631
"2003-11-07",13.2720003128052,13.4899997711182,13.2679996490479,13.4840002059937,788000,7.32092761993408
"2003-11-10",13.46399974823,13.5679998397827,13.3100004196167,13.5100002288818,511500,7.3350419998169
"2003-11-11",13.5500001907349,13.75,13.5500001907349,13.6499996185303,1511500,7.41105556488037
"2003-11-12",13.6560001373291,13.9300003051758,13.6560001373291,13.8640003204346,892500,7.52723979949951
"2003-11-13",13.8140001296997,13.8579998016357,13.3500003814697,13.4540004730225,1728500,7.30463743209839
"2003-11-14",13.3999996185303,13.7480001449585,13.3999996185303,13.5299997329712,6930000,7.34589910507202
"2003-11-17",13.4799995422363,13.4799995422363,13.1400003433228,13.1700000762939,930000,7.15044546127319
"2003-11-18",13.3000001907349,13.4399995803833,13.2600002288818,13.2700004577637,1302500,7.20474147796631
"2003-11-19",13.3000001907349,13.673999786377,13.3000001907349,13.6420001983643,1684000,7.40671443939209
"2003-11-20",13.6599998474121,13.793999671936,13.5279998779297,13.5799999237061,1215000,7.37304925918579
"2003-11-21",13.5939998626709,13.7299995422363,13.4899997711182,13.576000213623,712000,7.37087774276733
"2003-11-24",13.6300001144409,13.7379999160767,13.5539999008179,13.7279996871948,716500,7.45340251922607
"2003-11-25",13.7279996871948,13.7360000610352,13.6000003814697,13.6899995803833,754500,7.43277072906494
"2003-11-26",13.7399997711182,13.7700004577637,13.6879997253418,13.6999998092651,374000,7.43820095062256
"2003-11-28",13.6999998092651,13.7119998931885,13.6599998474121,13.6940002441406,243000,7.43494462966919
"2003-12-01",13.7259998321533,13.8240003585815,13.6759996414185,13.7959995269775,1089000,7.49032020568848
"2003-12-02",13.8400001525879,13.956000328064,13.8159999847412,13.8599996566772,1350000,7.52507066726685
"2003-12-03",13.7399997711182,13.7419996261597,13.5699996948242,13.6700000762939,2643500,7.4219160079956
"2003-12-04",13.6999998092651,13.8000001907349,13.5200004577637,13.8000001907349,1032000,7.49249362945557
"2003-12-05",13.8199996948242,14.289999961853,13.8199996948242,14.1260004043579,1475500,7.66949224472046
"2003-12-08",14.1040000915527,14.1160001754761,13.9399995803833,14,911500,7.62374782562256
"2003-12-09",14.0200004577637,14.0200004577637,13.8520002365112,13.8660001754761,715500,7.55077743530273
"2003-12-10",13.8660001754761,13.8660001754761,13.4899997711182,13.5659999847412,569000,7.3874135017395
"2003-12-11",13.5699996948242,13.8100004196167,13.5699996948242,13.7200002670288,356000,7.47127485275269
"2003-12-12",13.6800003051758,13.7399997711182,13.5939998626709,13.6499996185303,538000,7.43315553665161
"2003-12-15",13.7399997711182,13.8299999237061,13.5900001525879,13.5900001525879,1006500,7.40047931671143
"2003-12-16",13.6199998855591,13.75,13.5819997787476,13.7340002059937,747000,7.47889852523804
"2003-12-17",13.7399997711182,13.7679996490479,13.6619997024536,13.753999710083,461000,7.48978757858276
"2003-12-18",13.8800001144409,14.1499996185303,13.8500003814697,14.0679998397827,922000,7.66077995300293
"2003-12-19",14.1300001144409,14.3959999084473,14.1000003814697,14.3940000534058,1126500,7.83830308914185
"2003-12-22",14.4700002670288,14.6000003814697,14.3599996566772,14.4399995803833,1033000,7.86335039138794
"2003-12-23",14.456000328064,14.4799995422363,14.4099998474121,14.4799995422363,362500,7.8851318359375
"2003-12-24",14.4700002670288,14.4700002670288,14.3800001144409,14.3920001983643,151500,7.83721446990967
"2003-12-26",14.4420003890991,14.4700002670288,14.2840003967285,14.3020000457764,152000,7.78820085525513
"2003-12-29",14.3999996185303,14.5780000686646,14.3999996185303,14.4799995422363,504500,7.8851318359375
"2003-12-30",14.5200004577637,14.5520000457764,14.4659996032715,14.53600025177,397000,7.91563320159912
"2003-12-31",14.539999961853,14.543999671936,14.4200000762939,14.4720001220703,547000,7.88077545166016
"2004-01-02",14.5,14.6199998855591,14.5,14.5799999237061,760500,7.93959093093872
"2004-01-05",14.5819997787476,15.6499996185303,14.5799999237061,15.6219997406006,2337000,8.50701332092285
"2004-01-06",15.6219997406006,15.75,15.1400003433228,15.1680002212524,2456000,8.25979042053223
"2004-01-07",15.1879997253418,15.3199996948242,15,15,892500,8.16830062866211
"2004-01-08",15.039999961853,15.0979995727539,14.8599996566772,14.8879995346069,830000,8.10730934143066
"2004-01-09",14.8999996185303,15.1899995803833,14.8900003433228,15.0600004196167,853500,8.20097160339355
"2004-01-12",15.0900001525879,15.0959997177124,14.9440002441406,14.996000289917,450500,8.16612339019775
"2004-01-13",14.996000289917,15,14.7620000839233,14.7980003356934,330500,8.05830383300781
"2004-01-14",14.8100004196167,14.9300003051758,14.6660003662109,14.6879997253418,809500,7.99840211868286
"2004-01-15",14.7200002670288,15.0719995498657,14.7119998931885,14.9820003509521,996000,8.15849781036377
"2004-01-16",15.1000003814697,16.5,15.1000003814697,15.9399995803833,4520500,8.68018341064453
"2004-01-20",16.0799999237061,16.4300003051758,15.960000038147,16.3999996185303,1437000,8.93067646026611
"2004-01-21",16.5,16.6539993286133,16.1200008392334,16.4440002441406,1249500,8.95463371276855
"2004-01-22",16.5900001525879,17.3799991607666,16.5799999237061,17.3600006103516,3153500,9.45345115661621
"2004-01-23",17.2600002288818,17.5599994659424,17.0820007324219,17.1219997406006,1062000,9.32384395599365
"2004-01-26",17.2199993133545,17.2259998321533,16.7600002288818,17.0900001525879,789000,9.30641841888428
"2004-01-27",17.1000003814697,17.3600006103516,16.9720001220703,17.1499996185303,1234500,9.33909320831299
"2004-01-28",17.1599998474121,17.1599998474121,16.9400005340576,17.0020008087158,1095500,9.25849437713623
"2004-01-29",17.0200004577637,17.1000003814697,16.8700008392334,16.9979991912842,1024500,9.25632190704346
"2004-01-30",16.9979991912842,17.5499992370605,16.9300003051758,17.4839992523193,740500,9.52097225189209
"2004-02-02",17.5440006256104,17.6979999542236,17.1200008392334,17.4599990844727,1329000,9.50790691375732
"2004-02-03",17.2999992370605,17.2999992370605,16.4220008850098,17.2000007629395,2818000,9.36631870269775
"2004-02-04",17.1499996185303,17.1499996185303,16.7800006866455,16.8740005493164,939500,9.18879699707031
"2004-02-05",16.8740005493164,17.0559997558594,16.8020000457764,17.0319995880127,1101500,9.27483463287354
"2004-02-06",17.0319995880127,17.2320003509521,17.0319995880127,17.1200008392334,482000,9.32275676727295
"2004-02-09",17.2199993133545,17.5,17.2040004730225,17.2999992370605,828500,9.42077350616455
"2004-02-10",17.2999992370605,17.3199996948242,17.07200050354,17.1000003814697,972000,9.31186771392822
"2004-02-11",17.1499996185303,17.2999992370605,16.923999786377,17,1065000,9.25741100311279
"2004-02-12",17,17.0900001525879,16.8619995117188,16.8899993896484,700500,9.19750499725342
"2004-02-13",16.9699993133545,17.0799999237061,16.5799999237061,16.6200008392334,992500,9.05048179626465
"2004-02-17",16.8199996948242,17.0799999237061,16.8199996948242,17.07200050354,1023500,9.29661560058594
"2004-02-18",17.2719993591309,17.2719993591309,16.9799995422363,17.0599994659424,482000,9.2900800704956
"2004-02-19",17.1299991607666,17.2600002288818,17.1000003814697,17.1180000305176,514000,9.32166576385498
"2004-02-20",17.1299991607666,17.1700000762939,16.9979991912842,16.9979991912842,388000,9.25632190704346
"2004-02-23",17.1499996185303,17.3999996185303,17.1280002593994,17.3700008392334,1333000,9.45889282226562
"2004-02-24",17.3700008392334,17.4500007629395,17.246000289917,17.2999992370605,592500,9.42077350616455
"2004-02-25",17.2999992370605,17.5200004577637,17.2999992370605,17.5200004577637,409500,9.54057502746582
"2004-02-26",17.5200004577637,19.011999130249,17.5200004577637,18.2900009155273,5430000,9.95988750457764
"2004-02-27",18.4479999542236,18.7199993133545,18.2999992370605,18.6499996185303,1071500,10.1559257507324
"2004-03-01",18.7000007629395,19.1399993896484,18.7000007629395,18.9720001220703,971500,10.3312673568726
"2004-03-02",18.9720001220703,19.3799991607666,18.8799991607666,18.8799991607666,1475000,10.2811689376831
"2004-03-03",18.8299999237061,18.9720001220703,18.5939998626709,18.6499996185303,918500,10.1559257507324
"2004-03-04",18.6900005340576,19.1679992675781,18.5699996948242,19,1011500,10.3465166091919
"2004-03-05",18.9799995422363,19.6000003814697,18.9799995422363,19.4379997253418,623500,10.5850324630737
"2004-03-08",19.4599990844727,19.5799999237061,19.0900001525879,19.0900001525879,867500,10.4234104156494
