"Index","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"2004-01-26",41.8499984741211,42.5449981689453,41.3349990844727,42.5050010681152,4635000,25.6626720428467
"2004-01-27",42.8499984741211,42.8499984741211,41,41,9249000,24.7540225982666
"2004-01-28",40.6500015258789,41.0750007629395,39.5999984741211,39.810001373291,7843000,24.035551071167
"2004-01-29",40,40.0800018310547,38.375,38.6300010681152,10858000,23.3231220245361
"2004-01-30",38.5250015258789,39.2249984741211,38.5050010681152,39.064998626709,9041400,23.5857486724854
"2004-02-02",39.125,39.2750015258789,38.6150016784668,38.7449989318848,7814400,23.3925495147705
"2004-02-03",38.7249984741211,38.7249984741211,38.2099990844727,38.5200004577637,8211000,23.2567081451416
"2004-02-04",38.125,38.2599983215332,37.8849983215332,37.9500007629395,8467000,22.9125652313232
"2004-02-05",37.9000015258789,38.5699996948242,37.6399993896484,38.1599998474121,7881000,23.0393505096436
"2004-02-06",38.2000007629395,39.4099998474121,38.2000007629395,39.25,5229600,23.6974544525146
"2004-02-09",39.2299995422363,39.3400001525879,38.7599983215332,38.8349990844727,2939600,23.4468860626221
"2004-02-10",38.7700004577637,38.9000015258789,38.0750007629395,38.2799987792969,5732600,23.1118087768555
"2004-02-11",38.1549987792969,39.4799995422363,38.0099983215332,39.4799995422363,6356600,23.836311340332
"2004-02-12",39.375,39.625,39.0849990844727,39.3450012207031,3096400,23.7548141479492
"2004-02-13",39.25,39.5299987792969,38.6500015258789,38.7099990844727,3749000,23.3714199066162
"2004-02-17",39.3250007629395,39.9449996948242,39.25,39.7599983215332,4740000,24.00537109375
"2004-02-18",39.6100006103516,39.7750015258789,39.1349983215332,39.4550018310547,3079400,23.8212184906006
"2004-02-19",39.625,39.8650016784668,39.2400016784668,39.2649993896484,3372800,23.7065048217773
"2004-02-20",39.2649993896484,39.3250007629395,38.0449981689453,38.4099998474121,5351200,23.190299987793
"2004-02-23",38.5999984741211,38.9099998474121,38.2799987792969,38.6100006103516,3589400,23.3110389709473
"2004-02-24",38.4000015258789,38.75,38.1800003051758,38.3499984741211,3252200,23.1540718078613
"2004-02-25",38.3250007629395,38.75,38.0849990844727,38.5900001525879,3886600,23.2989673614502
"2004-02-26",38.5,39.2799987792969,38.4300003051758,38.9749984741211,3620400,23.5314083099365
"2004-02-27",38.8499984741211,38.8499984741211,37.8499984741211,37.875,7388200,22.867280960083
"2004-03-01",38,38.8050003051758,37.9249992370605,38.4199981689453,4757800,23.1963233947754
"2004-03-02",38.125,38.9150009155273,38.060001373291,38.7949981689453,4534200,23.4227447509766
"2004-03-03",38.7999992370605,39.0900001525879,38.6199989318848,38.6599998474121,3606200,23.3412303924561
"2004-03-04",38.5349998474121,38.6300010681152,38.2599983215332,38.4500007629395,2649800,23.2144374847412
"2004-03-05",38.0499992370605,38.5499992370605,37.9749984741211,38.185001373291,5206000,23.0544509887695
"2004-03-08",38.8250007629395,39.125,38.4449996948242,38.4449996948242,5699200,23.2114219665527
"2004-03-09",38.625,38.9900016784668,37.9850006103516,38.2000007629395,5101800,23.0635051727295
"2004-03-10",38.5,38.7000007629395,36.685001373291,36.7550010681152,9450400,22.1910781860352
"2004-03-11",36.6749992370605,37.25,36.2550010681152,36.5750007629395,7803400,22.0823955535889
"2004-03-12",36.6650009155273,37.4650001525879,36.5050010681152,37.4650001525879,5666600,22.6197452545166
"2004-03-15",37.0499992370605,37.3300018310547,36.8250007629395,36.9900016784668,5711600,22.3329601287842
"2004-03-16",37.25,37.9300003051758,37.125,37.6749992370605,6185200,22.7465286254883
"2004-03-17",37.7750015258789,38.7449989318848,37.75,38.6100006103516,5044400,23.3110389709473
"2004-03-18",38.4850006103516,38.7000007629395,37.7750015258789,38.5999984741211,4893400,23.3050079345703
"2004-03-19",38.6049995422363,38.935001373291,38.1049995422363,38.1500015258789,4883800,23.0333251953125
"2004-03-22",37.8250007629395,37.9000015258789,37.435001373291,37.75,3908200,22.7918167114258
"2004-03-23",37.8499984741211,38.375,37.7400016784668,37.9249992370605,4311800,22.8974761962891
"2004-03-24",37.9749984741211,38.3300018310547,37.7900009155273,38.1650009155273,3443600,23.0423736572266
"2004-03-25",38.25,38.5999984741211,37.9749984741211,38.5750007629395,3494400,23.289909362793
"2004-03-26",38.4749984741211,39.125,38.2249984741211,38.7200012207031,3820000,23.3774604797363
"2004-03-29",39.2200012207031,39.8499984741211,39.2200012207031,39.7400016784668,5055400,23.9932918548584
"2004-03-30",39.6399993896484,40.0200004577637,39.1049995422363,40,6002400,24.1502685546875
"2004-03-31",39.7299995422363,39.9249992370605,39.435001373291,39.5349998474121,3436600,23.8695220947266
"2004-04-01",39.5750007629395,40.0200004577637,39.25,39.5,3429000,23.8483829498291
"2004-04-02",40.125,40.7649993896484,39.7849998474121,40.5999984741211,5519400,24.5125045776367
"2004-04-05",40.5,41.2550010681152,40.2999992370605,41.2050018310547,3417800,24.8777866363525
"2004-04-06",41,41.6399993896484,40.9500007629395,41.4550018310547,4342800,25.0287265777588
"2004-04-07",41.310001373291,41.4000015258789,40.7099990844727,41.0499992370605,4794000,24.7842082977295
"2004-04-08",41.3499984741211,41.5950012207031,40.9000015258789,40.9900016784668,2356400,24.7479782104492
"2004-04-12",41.0999984741211,41.9000015258789,41,41.875,3497000,25.2823104858398
"2004-04-13",41.9300003051758,42.0750007629395,40.7000007629395,41.0099983215332,5195400,24.7600593566895
"2004-04-14",40.8349990844727,41.1949996948242,40.0750007629395,40.5149993896484,5116200,24.4611930847168
"2004-04-15",40.625,40.9799995422363,40.1450004577637,40.4000015258789,3980400,24.391773223877
"2004-04-16",40.8499984741211,41.0299987792969,40.3950004577637,40.9850006103516,3499800,24.7449760437012
"2004-04-19",40.9749984741211,40.9799995422363,40.3499984741211,40.5,3235800,24.4521389007568
"2004-04-20",40.625,41.0349998474121,39.9300003051758,39.9900016784668,4575000,24.1442279815674
"2004-04-21",40,40.5900001525879,39.2099990844727,40.5400009155273,6023400,24.4763011932373
"2004-04-22",41.5,42.3800010681152,40.8349990844727,42.0499992370605,10813200,25.5043392181396
"2004-04-23",42.0550003051758,42.1549987792969,40.875,40.9799995422363,7014600,24.8553733825684
"2004-04-26",41,41.0349998474121,40.4150009155273,40.4500007629395,4947600,24.5339164733887
"2004-04-27",40.6500015258789,41,40.4550018310547,40.9000015258789,4461000,24.806848526001
"2004-04-28",41,41.0849990844727,39.5699996948242,39.8499984741211,5506000,24.1699981689453
"2004-04-29",40.1500015258789,40.1500015258789,38.4949989318848,38.7900009155273,6920200,23.5270843505859
"2004-04-30",39,39.4749984741211,38.564998626709,38.8650016784668,5599600,23.5725746154785
"2004-05-03",38.9500007629395,39.8499984741211,38.9300003051758,39.685001373291,3710600,24.0699253082275
"2004-05-04",39.685001373291,39.810001373291,39.0050010681152,39.5050010681152,4164000,23.9607448577881
"2004-05-05",39.4949989318848,39.5750007629395,39.0999984741211,39.4000015258789,3516000,23.8970642089844
"2004-05-06",39.2000007629395,39.2000007629395,38.3549995422363,38.9249992370605,3812800,23.6089687347412
"2004-05-07",38.7000007629395,39.2649993896484,38.5550003051758,38.560001373291,4857000,23.387580871582
"2004-05-10",38.0499992370605,38.0550003051758,36.1100006103516,36.439998626709,14209400,22.101749420166
"2004-05-11",36.6300010681152,36.8050003051758,36.3499984741211,36.5499992370605,7685400,22.1684684753418
"2004-05-12",36.6500015258789,37.4500007629395,36.1450004577637,37.4300003051758,6281200,22.7022037506104
"2004-05-13",37.2400016784668,37.8250007629395,36.9300003051758,37.3300018310547,4856800,22.6415576934814
"2004-05-14",37.25,38.1049995422363,37.0149993896484,37.8450012207031,4854400,22.953914642334
"2004-05-17",37.1500015258789,37.2249984741211,36.3499984741211,36.7700004577637,5203400,22.3019065856934
"2004-05-18",37.2750015258789,37.3499984741211,36.5550003051758,36.875,4745200,22.3655891418457
"2004-05-19",37.25,37.625,36.7799987792969,36.9000015258789,5559800,22.3807640075684
"2004-05-20",36.9000015258789,36.9049987792969,36.0499992370605,36.1300010681152,6378200,21.9137306213379
"2004-05-21",36.2799987792969,36.5400009155273,36.0050010681152,36.5149993896484,4399800,22.1472339630127
"2004-05-24",37.5,37.875,36.8250007629395,37,7180200,22.4414100646973
"2004-05-25",36.9000015258789,37.3349990844727,36.685001373291,37.3250007629395,5267800,22.6385269165039
"2004-05-26",37.3250007629395,37.6049995422363,37.25,37.4249992370605,4146800,22.699182510376
"2004-05-27",37.625,38.2350006103516,37.3199996948242,37.5849990844727,4933400,22.7962265014648
"2004-05-28",37.625,37.8950004577637,37.4749984741211,37.6749992370605,2859200,22.8508033752441
"2004-06-01",37.6749992370605,38.1650009155273,37.5299987792969,37.9799995422363,3725600,23.0357990264893
"2004-06-02",38.0499992370605,38.3699989318848,37.8600006103516,38.2099990844727,4106000,23.1752986907959
"2004-06-03",38.0149993896484,38.1699981689453,37.5499992370605,37.5750007629395,3496600,22.7901515960693
"2004-06-04",37.8050003051758,38.1549987792969,37.1500015258789,37.75,4757400,22.896297454834
"2004-06-07",38.0999984741211,38.8800010681152,38.0750007629395,38.8499984741211,3319800,23.5634708404541
"2004-06-08",38.5999984741211,38.875,38.3800010681152,38.560001373291,3924400,23.387580871582
"2004-06-09",38.4900016784668,38.5750007629395,37.6650009155273,37.7000007629395,4578800,22.8659763336182
"2004-06-10",37.8250007629395,38.0750007629395,37.5999984741211,37.7999992370605,3345800,22.9266262054443
"2004-06-14",37.7999992370605,37.8050003051758,37.3050003051758,37.3800010681152,2451600,22.6718845367432
"2004-06-15",37.5,37.9199981689453,37.435001373291,37.6949996948242,4769800,22.862943649292
"2004-06-16",37.7099990844727,37.7999992370605,36.9449996948242,37.0050010681152,5287800,22.4444389343262
"2004-06-17",37.0050010681152,37.4449996948242,37,37.3600006103516,4065200,22.6597518920898
"2004-06-18",37.2249984741211,37.4799995422363,37.064998626709,37.2099990844727,6653200,22.568775177002
"2004-06-21",37.4500007629395,37.7200012207031,37.2599983215332,37.4900016784668,3327600,22.7385997772217
"2004-06-22",38,38.3250007629395,37.5550003051758,38.3250007629395,4883200,23.2450504302979
"2004-06-23",38.3450012207031,38.9449996948242,38.1749992370605,38.9449996948242,4114200,23.6210975646973
"2004-06-24",39.0699996948242,39.7000007629395,39.0149993896484,39.5499992370605,5932800,23.9880409240723
"2004-06-25",39.4249992370605,39.6199989318848,39.0099983215332,39.0750007629395,5163400,23.6999473571777
"2004-06-28",39.2750015258789,39.3899993896484,38.5750007629395,38.7400016784668,3518200,23.4967632293701
"2004-06-29",38.7000007629395,39.5250015258789,38.5250015258789,39.4099998474121,3816000,23.9031219482422
"2004-06-30",39.4000015258789,39.7999992370605,39,39.7200012207031,5106000,24.0911483764648
"2004-07-01",39.5999984741211,39.6949996948242,38.8699989318848,39.0900001525879,3636800,23.709041595459
"2004-07-02",39.0900001525879,39.0950012207031,38.1949996948242,38.3600006103516,3955000,23.2662734985352
"2004-07-06",38.3600006103516,38.4850006103516,38.0099983215332,38.3650016784668,3237200,23.2693119049072
"2004-07-07",38.2400016784668,38.7849998474121,38.125,38.75,2808600,23.5028247833252
"2004-07-08",38.6749992370605,38.7350006103516,38.2449989318848,38.2649993896484,3382000,23.2086563110352
"2004-07-09",38.5499992370605,38.8199996948242,38.3950004577637,38.5400009155273,3442000,23.3754539489746
"2004-07-12",38.5400009155273,39.1949996948242,38.3300018310547,39.1150016784668,2911800,23.7241973876953
"2004-07-13",38.7799987792969,39.6599998474121,38.7799987792969,39.6349983215332,4124600,24.0395984649658
"2004-07-14",39.4749984741211,39.7150001525879,39.1699981689453,39.3899993896484,3845600,23.8910007476807
"2004-07-15",39.3899993896484,39.814998626709,39.3349990844727,39.7000007629395,2916600,24.0790252685547
"2004-07-16",39.7400016784668,39.7999992370605,38.8600006103516,38.9049987792969,4241400,23.7193145751953
"2004-07-19",38.9099998474121,39.2949981689453,38.7099990844727,39.0950012207031,3474800,23.8351497650146
"2004-07-20",39.0999984741211,39.3650016784668,38.7649993896484,39.0349998474121,2848000,23.798583984375
"2004-07-21",39.2249984741211,39.6049995422363,38.2649993896484,38.4749984741211,4892400,23.4571514129639
"2004-07-22",36.25,36.9150009155273,35.5250015258789,36.7649993896484,17837000,22.4146137237549
"2004-07-23",36.7649993896484,37.0750007629395,36.2350006103516,36.6100006103516,7610600,22.3201198577881
"2004-07-26",36.6150016784668,36.8950004577637,36.189998626709,36.2999992370605,5043800,22.1311206817627
"2004-07-27",36.2999992370605,36.3250007629395,35.75,36.0849990844727,6918000,22.000036239624
"2004-07-28",36.0900001525879,36.9550018310547,35.9949989318848,36.7150001525879,6343800,22.3841228485107
"2004-07-29",36.9749984741211,37.1300010681152,36.5299987792969,36.9650001525879,3329400,22.536548614502
"2004-07-30",36.9650001525879,37.0499992370605,36.560001373291,36.7449989318848,3467800,22.4024257659912
"2004-08-02",36.6199989318848,36.7449989318848,36.375,36.5499992370605,4189800,22.2835388183594
"2004-08-03",36.5499992370605,36.5499992370605,35.6199989318848,35.8400001525879,7607600,21.8506736755371
"2004-08-04",36,36.0950012207031,35.75,35.8499984741211,6272800,21.8567600250244
"2004-08-05",35.9249992370605,35.9550018310547,34.810001373291,34.810001373291,6006400,21.2227077484131
"2004-08-06",34.5750007629395,35.4500007629395,34.25,35.125,9485600,21.4147548675537
"2004-08-09",35.375,35.4949989318848,34.9700012207031,35.0349998474121,3340800,21.3598861694336
"2004-08-10",35.0299987792969,35.6599998474121,34.9249992370605,35.6300010681152,4053800,21.7226428985596
"2004-08-11",35.5050010681152,36.0750007629395,35.2750015258789,36.0299987792969,4323000,21.9665069580078
"2004-08-12",35.75,35.9900016784668,35.6349983215332,35.8800010681152,5892600,21.8750629425049
"2004-08-13",35.8250007629395,36.0750007629395,35.6549987792969,35.875,4379400,21.872013092041
"2004-08-16",35.875,36.435001373291,35.6399993896484,36.435001373291,4745600,22.2134208679199
"2004-08-17",36.7999992370605,37.0999984741211,36.0999984741211,36.2400016784668,6229000,22.094539642334
"2004-08-18",36.1150016784668,36.3899993896484,36.0250015258789,36.25,4389200,22.1006278991699
"2004-08-19",36.25,36.2550010681152,35.3450012207031,35.6450004577637,5305200,21.7317790985107
"2004-08-20",35.5,36.2900009155273,35.5,36.1199989318848,3947800,22.0213813781738
"2004-08-23",36.2449989318848,36.3849983215332,35.9300003051758,36.0250015258789,2516600,21.9634666442871
"2004-08-24",36.9249992370605,36.9249992370605,36.435001373291,36.5750007629395,5324200,22.2987766265869
"2004-08-25",36.6650009155273,37.0050010681152,36.4249992370605,36.935001373291,4168000,22.518253326416
"2004-08-26",36.935001373291,37.0449981689453,36.6349983215332,36.8549995422363,2586600,22.4694862365723
"2004-08-27",36.9300003051758,37.0200004577637,36.6749992370605,36.8499984741211,2037000,22.4664363861084
"2004-08-30",36.7750015258789,36.7750015258789,36.1199989318848,36.125,2704400,22.0244293212891
"2004-08-31",36.2200012207031,36.5099983215332,36,36.3499984741211,2309800,22.1615982055664
"2004-09-01",36.435001373291,36.7249984741211,36.2249984741211,36.310001373291,3301600,22.1372203826904
"2004-09-02",36.3849983215332,36.6300010681152,36.1300010681152,36.5900001525879,3238000,22.3079128265381
"2004-09-03",36.75,36.9449996948242,36.5800018310547,36.7799987792969,2645800,22.4237594604492
"2004-09-07",37.1150016784668,37.8199996948242,37.0750007629395,37.7200012207031,5689800,22.9968547821045
"2004-09-08",37.6150016784668,37.7350006103516,37.4500007629395,37.5999984741211,2582400,22.9236869812012
"2004-09-09",37.5999984741211,37.689998626709,37.2249984741211,37.435001373291,3565400,22.8231010437012
"2004-09-10",37.5999984741211,37.5999984741211,36.9850006103516,37.5499992370605,3063200,22.8932018280029
"2004-09-13",37.6500015258789,38.0550003051758,37.6300010681152,37.9799995422363,3771800,23.1553649902344
"2004-09-14",38,38,37.6199989318848,37.8600006103516,2927400,23.0822105407715
"2004-09-15",37.7999992370605,37.7999992370605,37.2299995422363,37.3250007629395,3351200,22.7560348510742
"2004-09-16",37.3250007629395,37.7000007629395,37.2599983215332,37.4199981689453,2389400,22.8139457702637
"2004-09-17",37.625,38.0999984741211,37.5299987792969,38.060001373291,4933400,23.2041511535645
"2004-09-20",37.8499984741211,38.2949981689453,37.7949981689453,37.939998626709,2637800,23.130989074707
"2004-09-21",37.9949989318848,38.3849983215332,37.9300003051758,38.1650009155273,3407600,23.2681579589844
"2004-09-22",38.0499992370605,38.0550003051758,37.5299987792969,37.6800003051758,3450200,22.9724636077881
"2004-09-23",37.6800003051758,37.7400016784668,37.064998626709,37.25,3271000,22.710298538208
"2004-09-24",37.0999984741211,37.6300010681152,37.0999984741211,37.3800010681152,3156400,22.7895622253418
"2004-09-27",37.1100006103516,37.3499984741211,37.0050010681152,37.2099990844727,2538400,22.6859188079834
"2004-09-28",37.2750015258789,38.9550018310547,37.2700004577637,38.4500007629395,9189800,23.4419212341309
"2004-09-29",38.625,40.2750015258789,38.5099983215332,40.25,14205200,24.5393333435059
"2004-09-30",40.2000007629395,40.6500015258789,39.9249992370605,40.2249984741211,8609600,24.5240631103516
"2004-10-01",40.2200012207031,40.4850006103516,39.9599990844727,40.2999992370605,7250400,24.5698184967041
"2004-10-04",40.375,40.9949989318848,40.375,40.625,5685000,24.7679443359375
"2004-10-05",40.625,40.6549987792969,40.0449981689453,40.185001373291,4108400,24.4996910095215
"2004-10-06",40.185001373291,40.5,40.0699996948242,40.5,3496600,24.6917400360107
"2004-10-07",40.6500015258789,40.8250007629395,39.9449996948242,40,4044600,24.3869171142578
"2004-10-08",40.0050010681152,40.125,39.6049995422363,39.75,3201000,24.2344856262207
"2004-10-11",39.75,40.1500015258789,39.6049995422363,39.7050018310547,1914400,24.2070655822754
"2004-10-12",39.5849990844727,40.125,39.25,39.8699989318848,3672000,24.3076515197754
"2004-10-13",39.875,39.875,39.0250015258789,39.5449981689453,7324800,24.1094989776611
"2004-10-14",39.5449981689453,39.9700012207031,39.2200012207031,39.75,5250800,24.2344856262207
"2004-10-15",39.7550010681152,40.8650016784668,39.75,40.5449981689453,6098200,24.7191829681396
"2004-10-18",40.5050010681152,40.5800018310547,40.0750007629395,40.564998626709,4689400,24.7313652038574
"2004-10-19",40.6650009155273,40.9949989318848,40.1399993896484,40.435001373291,5197200,24.6521091461182
"2004-10-20",40.560001373291,40.8650016784668,40.0449981689453,40.3950004577637,5129400,24.6277256011963
"2004-10-21",40.189998626709,40.4199981689453,38.375,38.5149993896484,16267600,23.6013126373291
"2004-10-22",39.0149993896484,39.5,38.6500015258789,38.6699981689453,9025000,23.6963024139404
"2004-10-25",38.6749992370605,39.310001373291,38.5250015258789,39.1699981689453,4387800,24.002685546875
"2004-10-26",39.0999984741211,39.7599983215332,39.0999984741211,39.7050018310547,4759400,24.3305358886719
"2004-10-27",39.5800018310547,40.5400009155273,39.4949989318848,40.4000015258789,6047400,24.7564163208008
"2004-10-28",40.2000007629395,40.3300018310547,39.5149993896484,39.7649993896484,6464400,24.3672981262207
"2004-10-29",39.7700004577637,40.3899993896484,39.7449989318848,40.2700004577637,3871200,24.6767444610596
"2004-11-01",40.4500007629395,40.9550018310547,40.3400001525879,40.9199981689453,5245800,25.0750579833984
"2004-11-02",40.9850006103516,41.6399993896484,40.8050003051758,40.9949989318848,6079200,25.1210117340088
"2004-11-03",42,42.2400016784668,41.7799987792969,42.125,6915200,25.8134574890137
"2004-11-04",42.2350006103516,43.1599998474121,41.9500007629395,42.939998626709,7655400,26.3128662109375
"2004-11-05",43.0999984741211,43.9249992370605,42.9650001525879,43.5849990844727,7455600,26.7081184387207
"2004-11-08",43.5050010681152,43.7449989318848,43.0950012207031,43.5050010681152,4181000,26.6591014862061
"2004-11-09",43.4000015258789,44.2700004577637,43.3600006103516,44.1549987792969,5516200,27.0573978424072
"2004-11-10",44.2550010681152,44.4949989318848,44.0250015258789,44.3699989318848,5291400,27.1891479492188
"2004-11-11",44.4900016784668,45,44.4599990844727,44.9249992370605,4492000,27.5292453765869
"2004-11-12",44.9749984741211,44.9850006103516,44.2949981689453,44.9850006103516,4662600,27.5660076141357
"2004-11-15",44.9099998474121,45.3250007629395,44.7000007629395,44.8450012207031,4194000,27.4802341461182
"2004-11-16",44.9700012207031,45.25,44.5750007629395,44.939998626709,4628600,27.5384464263916
"2004-11-17",45.4500007629395,45.7350006103516,45.0800018310547,45.439998626709,3939400,27.8448238372803
"2004-11-18",45.439998626709,45.8899993896484,45.064998626709,45.7200012207031,3567400,28.0164127349854
"2004-11-19",45.7200012207031,45.7200012207031,45.0499992370605,45.0900001525879,3919800,27.6303634643555
"2004-11-22",45.125,45.4650001525879,44.8050003051758,45.0499992370605,3692000,27.6058521270752
"2004-11-23",45.7000007629395,45.875,45.0050010681152,45.4449996948242,5179800,27.8479022979736
"2004-11-24",45.5,46.0499992370605,45.3650016784668,46.0299987792969,3674000,28.2063694000244
"2004-11-26",46.125,46.439998626709,46.0449981689453,46.4000015258789,1418600,28.4330978393555
"2004-11-29",46.4000015258789,46.5999984741211,45.3800010681152,45.5800018310547,5228000,27.9306182861328
"2004-11-30",45.4000015258789,45.8899993896484,45.0999984741211,45.7750015258789,4185000,28.0501174926758
"2004-12-01",45.7750015258789,46.3300018310547,45.7700004577637,46.3250007629395,3336400,28.3871479034424
"2004-12-02",46.3250007629395,46.3250007629395,45.5299987792969,45.8650016784668,3408600,28.1052799224854
"2004-12-03",45.7400016784668,45.9150009155273,45.0499992370605,45.4599990844727,4909600,27.8570880889893
"2004-12-06",45.4650001525879,45.7000007629395,45.2050018310547,45.2849998474121,2917000,27.7498340606689
"2004-12-07",45.4099998474121,46.2900009155273,45.3549995422363,45.4099998474121,4527400,27.8264484405518
"2004-12-08",45.4099998474121,45.5299987792969,45.0099983215332,45.314998626709,3430600,27.7682247161865
"2004-12-09",45.0999984741211,45.875,44.5950012207031,45.7350006103516,5305200,28.0256042480469
"2004-12-10",45.7350006103516,46.0449981689453,45.5,45.810001373291,2900600,28.0715732574463
