"Index","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"2003-10-30",70.9499969482422,71.9899978637695,70.7799987792969,71.620002746582,4897900,40.6217346191406
"2003-10-31",71.620002746582,73.1100006103516,71.620002746582,72.5199966430664,5924400,41.132194519043
"2003-11-03",72.5299987792969,73.0400009155273,72.2399978637695,72.2900009155273,2915000,41.0017433166504
"2003-11-04",72.4000015258789,72.8000030517578,72.1100006103516,72.5,3296600,41.1208610534668
"2003-11-05",72.3000030517578,72.7900009155273,72.0800018310547,72.370002746582,2104400,41.0471229553223
"2003-11-06",72.370002746582,73.4100036621094,71.8300018310547,72.9000015258789,4279100,41.3477325439453
"2003-11-07",72.9199981689453,73.8000030517578,72.870002746582,73.1399993896484,3174300,41.4838638305664
"2003-11-10",73.0199966430664,73.4199981689453,72.6900024414062,72.6999969482422,3083900,41.2342910766602
"2003-11-11",72.7200012207031,72.8899993896484,72.1600036621094,72.1999969482422,2405000,40.9506874084473
"2003-11-12",72.1999969482422,72.8899993896484,72.1999969482422,72.8300018310547,2154400,41.308032989502
"2003-11-13",72.5,72.879997253418,72.2099990844727,72.8099975585938,1924100,41.2966842651367
"2003-11-14",72.4199981689453,72.9300003051758,72.0599975585938,72.4400024414062,2013100,41.0868339538574
"2003-11-17",72.3399963378906,72.4300003051758,71.879997253418,72.4100036621094,2336000,41.0698165893555
"2003-11-18",72.4599990844727,72.7200012207031,71.8499984741211,72.0899963378906,3035500,40.8883094787598
"2003-11-19",72.0400009155273,72.5100021362305,71.8000030517578,72.379997253418,2894200,41.0527954101562
"2003-11-20",71.5999984741211,72.4300003051758,71.5999984741211,71.9300003051758,2749600,40.9389572143555
"2003-11-21",71.8000030517578,71.8000030517578,70.6500015258789,71.0699996948242,4500600,40.4494895935059
"2003-11-24",71.8899993896484,72.6699981689453,71.8199996948242,72.4899978637695,3427000,41.2576942443848
"2003-11-25",72.5400009155273,73.0800018310547,72.4199981689453,72.7799987792969,2194100,41.4227333068848
"2003-11-26",72.9499969482422,73.0699996948242,72.4300003051758,72.8399963378906,1337900,41.4568748474121
"2003-11-28",72.8300018310547,72.8300018310547,72.4199981689453,72.7699966430664,919300,41.4170608520508
"2003-12-01",73,73.5699996948242,72.7799987792969,73.4899978637695,2249800,41.826831817627
"2003-12-02",73.3499984741211,73.3499984741211,72.8099975585938,72.8399963378906,2709700,41.4568748474121
"2003-12-03",73.1999969482422,73.2600021362305,72.8199996948242,73.0400009155273,1665800,41.5707130432129
"2003-12-04",73.0400009155273,73.8300018310547,72.9000015258789,73.5800018310547,2027500,41.8780632019043
"2003-12-05",73.5899963378906,73.7900009155273,73.0599975585938,73.2200012207031,1939700,41.6731758117676
"2003-12-08",73.0500030517578,73.5299987792969,72.8199996948242,73.4100036621094,1201300,41.7813148498535
"2003-12-09",73.6500015258789,73.6900024414062,72.9300003051758,73.129997253418,1384800,41.6219444274902
"2003-12-10",73.0800018310547,73.2300033569336,72.5199966430664,72.8300018310547,1143800,41.4512062072754
"2003-12-11",73.0599975585938,73.1500015258789,72.4300003051758,72.9499969482422,1910600,41.5194931030273
"2003-12-12",72.9300003051758,73.5899963378906,72.8199996948242,73.3899993896484,1493000,41.7699432373047
"2003-12-15",73.6399993896484,73.9499969482422,73.3000030517578,73.3000030517578,2210300,41.7186965942383
"2003-12-16",73.4800033569336,73.7900009155273,73.3399963378906,73.6399993896484,1316900,41.9122085571289
"2003-12-17",73.5,73.5500030517578,72.6399993896484,73.5400009155273,2846700,41.8552780151367
"2003-12-18",73.5400009155273,73.620002746582,72.9599990844727,73.5400009155273,2617100,41.8552780151367
"2003-12-19",73.6399993896484,73.75,73.3099975585938,73.7399978637695,2210400,41.9690933227539
"2003-12-22",73.7900009155273,74.3099975585938,73.7699966430664,74.2600021362305,2027700,42.2650871276855
"2003-12-23",74.25,74.8199996948242,74.0400009155273,74.4400024414062,1852900,42.3675270080566
"2003-12-24",74.4000015258789,74.4499969482422,74.0599975585938,74.4499969482422,623300,42.373218536377
"2003-12-26",74.4400024414062,74.7399978637695,74.4400024414062,74.6600036621094,446500,42.492733001709
"2003-12-29",74.7300033569336,74.870002746582,74.1699981689453,74.8099975585938,1355300,42.5781097412109
"2003-12-30",74.8099975585938,74.8399963378906,73.9199981689453,74.1500015258789,1748300,42.2024726867676
"2003-12-31",74.1100006103516,74.75,73.9899978637695,74.5500030517578,1933100,42.4301300048828
"2004-01-02",73.1999969482422,74.8000030517578,73.1500015258789,73.6500015258789,2802800,41.9178924560547
"2004-01-05",73.8499984741211,74,73.4000015258789,73.9300003051758,2118300,42.0772666931152
"2004-01-06",73.9300003051758,73.9300003051758,72.9599990844727,73.4800033569336,1895900,41.8211517333984
"2004-01-07",73.3000030517578,73.3499984741211,72.8199996948242,73.2399978637695,2484500,41.6845474243164
"2004-01-08",73.3199996948242,73.379997253418,72.4100036621094,72.6399993896484,2748300,41.3430519104004
