"Index","PANW.Open","PANW.High","PANW.Low","PANW.Close","PANW.Volume","PANW.Adjusted"
"2012-09-17",22.2399997711182,22.6599998474121,22.1933326721191,22.6366672515869,445200,22.6366672515869
"2012-09-18",22.3366661071777,23.4433326721191,22.3366661071777,23.0599994659424,1297500,23.0599994659424
"2012-09-19",22.9866676330566,22.9933338165283,22.5,22.6666679382324,1174500,22.6666679382324
"2012-09-20",22.2299995422363,22.4699993133545,21.546667098999,21.6833324432373,775500,21.6833324432373
"2012-09-21",21.8166675567627,21.8333320617676,20.7466678619385,21.3400001525879,1576200,21.3400001525879
"2012-09-24",21.3266677856445,21.6166667938232,20.8033332824707,21.5533332824707,914100,21.5533332824707
"2012-09-25",21.7999992370605,22.1833324432373,21.3799991607666,21.3899993896484,1135800,21.3899993896484
"2012-09-26",21.3233337402344,21.3233337402344,20.8500003814697,21.0833320617676,1178100,21.0833320617676
"2012-09-27",21.3333320617676,21.7433338165283,21.1233329772949,21.6900005340576,1128300,21.6900005340576
"2012-09-28",21.6666679382324,21.7700004577637,20.4233322143555,20.5233325958252,3195000,20.5233325958252
"2012-10-01",20.5366668701172,21.0633335113525,20.0799999237061,20.2000007629395,1191600,20.2000007629395
"2012-10-02",20.5499992370605,20.7999992370605,19.9933338165283,20.6666679382324,1106700,20.6666679382324
"2012-10-03",20.9500007629395,22.0733337402344,20.716667175293,21.953332901001,2493300,21.953332901001
"2012-10-04",21.9400005340576,21.9899997711182,21.5166664123535,21.9200000762939,528900,21.9200000762939
"2012-10-05",21.75,21.8733329772949,20.2933330535889,20.6666679382324,2291700,20.6666679382324
"2012-10-08",20.7866668701172,20.9466667175293,20.4833335876465,20.6900005340576,591000,20.6900005340576
"2012-10-09",20.3899993896484,20.9633331298828,20.3266677856445,20.6533336639404,741000,20.6533336639404
"2012-10-10",20.533332824707,21.1666679382324,20.466667175293,20.4799995422363,1637700,20.4799995422363
"2012-10-11",20.6866664886475,20.8199996948242,20.25,20.3199996948242,887400,20.3199996948242
"2012-10-12",20.8333320617676,21.0499992370605,20.3600006103516,20.9866676330566,961200,20.9866676330566
"2012-10-15",21.0366668701172,21.9333324432373,20.9733333587646,21.8500003814697,885000,21.8500003814697
"2012-10-16",21.9633331298828,21.9866676330566,21.4333324432373,21.8566665649414,782700,21.8566665649414
"2012-10-17",21.7433338165283,22.3333320617676,21.5033321380615,21.8333320617676,2236800,21.8333320617676
"2012-10-18",21.3600006103516,21.3600006103516,20.5633335113525,20.6333332061768,12212400,20.6333332061768
"2012-10-19",20.6133327484131,20.9300003051758,19.6666679382324,20.0066661834717,2582400,20.0066661834717
"2012-10-22",20.0400009155273,20.3666667938232,20,20,1547100,20
"2012-10-23",20,20.0499992370605,19.1766662597656,19.9166679382324,2661600,19.9166679382324
"2012-10-24",20.1666679382324,20.1800003051758,19.6299991607666,19.9166679382324,1002300,19.9166679382324
"2012-10-25",20.0400009155273,20.0400009155273,19.2333335876465,19.3500003814697,1332600,19.3500003814697
"2012-10-26",19.5499992370605,19.5499992370605,18.7333335876465,18.7666664123535,2600100,18.7666664123535
"2012-10-31",18.7999992370605,19.0633335113525,18,18.3266677856445,3398700,18.3266677856445
"2012-11-01",18.5833320617676,19.0100002288818,18.1499996185303,18.7299995422363,2414400,18.7299995422363
"2012-11-02",18.8166675567627,18.9166679382324,18.0900001525879,18.2000007629395,1476600,18.2000007629395
"2012-11-05",18.3333320617676,18.9033336639404,18.1133327484131,18.6000003814697,1942500,18.6000003814697
"2012-11-06",18.6000003814697,18.8733329772949,18.1666679382324,18.4733333587646,1080600,18.4733333587646
"2012-11-07",18.2800006866455,18.4300003051758,17.9500007629395,17.966667175293,454500,17.966667175293
"2012-11-08",17.953332901001,18.2866668701172,17.2099990844727,17.3199996948242,1806900,17.3199996948242
"2012-11-09",17.2333335876465,17.7800006866455,17.1733322143555,17.3333320617676,973200,17.3333320617676
"2012-11-12",17.3400001525879,17.6200008392334,17.25,17.4333324432373,680400,17.4333324432373
"2012-11-13",17.5833320617676,17.8966674804688,17.5233325958252,17.7299995422363,1434900,17.7299995422363
"2012-11-14",18,18.0599994659424,17.1666679382324,17.4633331298828,1110600,17.4633331298828
"2012-11-15",17.9933338165283,17.9933338165283,16.8500003814697,17.1333332061768,678600,17.1333332061768
"2012-11-16",16.9033336639404,17.8966674804688,16.6700000762939,17.75,2019600,17.75
"2012-11-19",17.9233322143555,18.6700000762939,17.9233322143555,18.6700000762939,1589400,18.6700000762939
"2012-11-20",18.5766677856445,18.6700000762939,18,18.1399993896484,913500,18.1399993896484
"2012-11-21",18.0599994659424,18.5100002288818,17.9866676330566,18.4833335876465,1191300,18.4833335876465
"2012-11-23",18.6566677093506,18.7533321380615,18.4066677093506,18.4699993133545,194700,18.4699993133545
"2012-11-26",18.3700008392334,18.6666679382324,17.9766674041748,18.6266670227051,1015500,18.6266670227051
"2012-11-27",18.3999996185303,19.1133327484131,18.3666667938232,18.6800003051758,690000,18.6800003051758
"2012-11-28",18.4466667175293,18.5266666412354,17.6366672515869,18.1933326721191,957000,18.1933326721191
"2012-11-29",18.2266674041748,18.7466678619385,18.0366668701172,18.6233329772949,1037400,18.6233329772949
"2012-11-30",18.6833324432373,18.6833324432373,17.7199993133545,18.1399993896484,4417200,18.1399993896484
"2012-12-03",18.1399993896484,18.1399993896484,17.1233329772949,17.2199993133545,1740600,17.2199993133545
"2012-12-04",17.5133323669434,17.9033336639404,17.2000007629395,17.8833332061768,2074500,17.8833332061768
"2012-12-05",17.7999992370605,18.0166664123535,17.2133331298828,17.3666667938232,970200,17.3666667938232
"2012-12-06",17.4766674041748,18.1866664886475,16.8500003814697,17.1000003814697,3358500,17.1000003814697
"2012-12-07",16.6666679382324,17.3700008392334,15.8766670227051,17.1033325195312,6582300,17.1033325195312
"2012-12-10",17.0666675567627,17.1599998474121,16.1666679382324,16.2733325958252,1875900,16.2733325958252
"2012-12-11",16.6033325195312,16.6033325195312,15.9833326339722,16.296667098999,2823600,16.296667098999
"2012-12-12",16.4200000762939,16.7766666412354,16.1299991607666,16.4166679382324,2038200,16.4166679382324
"2012-12-13",16.2800006866455,16.3933334350586,16.0166664123535,16.3199996948242,1969200,16.3199996948242
"2012-12-14",16.2999992370605,16.6466674804688,16.1866664886475,16.5966663360596,1311900,16.5966663360596
"2012-12-17",16.6133327484131,16.9866676330566,16.5233325958252,16.6700000762939,2031300,16.6700000762939
"2012-12-18",16.8333320617676,17.9933338165283,16.6966667175293,17.3199996948242,2939700,17.3199996948242
"2012-12-19",17.3333320617676,17.5200004577637,17.1066665649414,17.3633327484131,1447800,17.3633327484131
"2012-12-20",17.4966678619385,17.6366672515869,17.0666675567627,17.2600002288818,762000,17.2600002288818
"2012-12-21",17.0900001525879,18.2299995422363,16.7099990844727,18.2199993133545,3732900,18.2199993133545
"2012-12-24",17.9633331298828,18.3333320617676,17.9633331298828,18.2600002288818,739200,18.2600002288818
"2012-12-26",18.2199993133545,18.3066673278809,17.7266674041748,17.7633323669434,1350000,17.7633323669434
"2012-12-27",17.7133331298828,17.8500003814697,16.9066677093506,17.6233329772949,1561500,17.6233329772949
"2012-12-28",17.4200000762939,17.9833335876465,17.3333320617676,17.5433330535889,952500,17.5433330535889
"2012-12-31",17.6233329772949,17.8966674804688,17.3266677856445,17.8400001525879,1041000,17.8400001525879
"2013-01-02",18.1733322143555,18.6333332061768,16.8299999237061,17.0766677856445,4175700,17.0766677856445
"2013-01-03",17.2733325958252,17.2733325958252,16.283332824707,16.4500007629395,4004100,16.4500007629395
"2013-01-04",16.6133327484131,16.716667175293,16.0033321380615,16.0833320617676,3890400,16.0833320617676
"2013-01-07",16.0366668701172,16.3333320617676,15.6666669845581,15.743332862854,3567000,15.743332862854
"2013-01-08",15.8666667938232,16.283332824707,15.6666669845581,15.8766670227051,2555400,15.8766670227051
"2013-01-09",16.0933322906494,16.7666664123535,16.0933322906494,16.6599998474121,2703000,16.6599998474121
"2013-01-10",16.7266674041748,17.2233333587646,16.4433326721191,16.8666667938232,2377500,16.8666667938232
"2013-01-11",16.8866672515869,17.703332901001,16.8866672515869,17.6033325195312,3813000,17.6033325195312
"2013-01-14",17.5100002288818,17.8333320617676,17.3333320617676,17.4500007629395,3788400,17.4500007629395
"2013-01-15",17.3266677856445,18.0766677856445,17.2866668701172,18.0233325958252,2797500,18.0233325958252
"2013-01-16",18.1399993896484,18.6000003814697,17.7133331298828,18.25,3672600,18.25
"2013-01-17",18.3199996948242,18.3199996948242,17.8366661071777,18.1633338928223,1965300,18.1633338928223
"2013-01-18",18.7066669464111,18.8966674804688,18.3333320617676,18.453332901001,4086600,18.453332901001
"2013-01-22",18.4633331298828,18.5933322906494,18.1233329772949,18.4166679382324,1375500,18.4166679382324
"2013-01-23",18.1333332061768,18.7366676330566,18.0966663360596,18.6333332061768,2223000,18.6333332061768
"2013-01-24",18.5733337402344,18.75,18.4333324432373,18.6733322143555,1660800,18.6733322143555
"2013-01-25",18.6733322143555,18.966667175293,18.5,18.9066677093506,2529000,18.9066677093506
"2013-01-28",18.8700008392334,19.216667175293,18.3066673278809,19.1466674804688,3313200,19.1466674804688
"2013-01-29",19.0733337402344,19.0900001525879,18.5933322906494,18.9400005340576,1612200,18.9400005340576
"2013-01-30",18.9166679382324,18.9166679382324,17.8333320617676,17.9766674041748,3306000,17.9766674041748
"2013-01-31",18.4099998474121,18.5933322906494,17.8500003814697,18.453332901001,2659200,18.453332901001
"2013-02-01",18.5633335113525,18.7000007629395,17.9699993133545,18.1366672515869,3494100,18.1366672515869
"2013-02-04",18.4066677093506,18.4066677093506,17.6766662597656,17.783332824707,1072200,17.783332824707
"2013-02-05",17.8033332824707,18.0699996948242,17.6166667938232,17.9433326721191,1316700,17.9433326721191
"2013-02-06",17.9333324432373,18.1366672515869,17.6800003051758,18.046667098999,1278300,18.046667098999
"2013-02-07",18.0100002288818,18.1233329772949,17.7999992370605,18.0533332824707,1314900,18.0533332824707
"2013-02-08",18.0200004577637,18.3566665649414,17.9566669464111,18.3533325195312,1589400,18.3533325195312
"2013-02-11",18.3500003814697,18.4833335876465,18.2466678619385,18.3233337402344,807000,18.3233337402344
"2013-02-12",18.3333320617676,18.9799995422363,18.2299995422363,18.9033336639404,2275500,18.9033336639404
"2013-02-13",18.8333320617676,18.8866672515869,18.2800006866455,18.3866672515869,1955100,18.3866672515869
"2013-02-14",18.3333320617676,18.6666679382324,18.2666664123535,18.5766677856445,1086000,18.5766677856445
"2013-02-15",18.6933326721191,18.796667098999,18.3366661071777,18.3999996185303,833700,18.3999996185303
"2013-02-19",18.5300006866455,18.8166675567627,18.4400005340576,18.5,957000,18.5
"2013-02-20",18.5499992370605,18.6466674804688,18.1966667175293,18.2666664123535,1329300,18.2666664123535
"2013-02-21",18.2999992370605,18.3799991607666,17.9266662597656,18.2066669464111,1699800,18.2066669464111
"2013-02-22",18.5133323669434,19.1566677093506,18.3166675567627,19.0966663360596,3500700,19.0966663360596
"2013-02-25",19.2900009155273,19.3833332061768,18.6800003051758,19.0766677856445,1807200,19.0766677856445
"2013-02-26",19,19.1399993896484,18.6733322143555,18.9966678619385,2356500,18.9966678619385
"2013-02-27",19.0966663360596,19.9333324432373,18.6166667938232,19.3066673278809,4840200,19.3066673278809
"2013-02-28",19.3199996948242,20.3833332061768,19,20.3766670227051,7278300,20.3766670227051
"2013-03-01",19.5166664123535,20.7299995422363,19.1399993896484,19.5166664123535,9651600,19.5166664123535
"2013-03-04",18.7533321380615,19.1499996185303,18.2866668701172,18.6666679382324,14512200,18.6666679382324
"2013-03-05",18.703332901001,19.0166664123535,18.5400009155273,18.9466667175293,5078700,18.9466667175293
"2013-03-06",18.9866676330566,19.1200008392334,18.7000007629395,18.7933330535889,3280200,18.7933330535889
"2013-03-07",19.033332824707,19.0666675567627,18.6299991607666,18.796667098999,3516600,18.796667098999
"2013-03-08",18.8133335113525,18.8299999237061,18.4233322143555,18.6499996185303,3533400,18.6499996185303
"2013-03-11",18.5900001525879,18.7333335876465,18.3333320617676,18.5833320617676,3005700,18.5833320617676
"2013-03-12",18.4466667175293,18.8299999237061,18.3666667938232,18.6866664886475,4850700,18.6866664886475
"2013-03-13",18.7766666412354,18.8766670227051,18.5499992370605,18.7999992370605,3660300,18.7999992370605
"2013-03-14",19.1166667938232,19.1166667938232,18.703332901001,18.8600006103516,3571500,18.8600006103516
"2013-03-15",18.75,18.8299999237061,18.5200004577637,18.7633323669434,2765400,18.7633323669434
"2013-03-18",18.7533321380615,19.033332824707,18.5266666412354,18.703332901001,2550900,18.703332901001
"2013-03-19",18.6766662597656,18.8566665649414,18.0566673278809,18.6599998474121,3558900,18.6599998474121
"2013-03-20",18.6033325195312,18.8333320617676,18.5066661834717,18.6433334350586,1412700,18.6433334350586
"2013-03-21",18.6000003814697,19.0666675567627,18.4333324432373,18.546667098999,4183800,18.546667098999
"2013-03-22",18.5766677856445,18.8099994659424,18.033332824707,18.1733322143555,4594200,18.1733322143555
"2013-03-25",18.2299995422363,18.3466663360596,17.8500003814697,18.1800003051758,3394500,18.1800003051758
"2013-03-26",18.2433338165283,18.2433338165283,17.8633327484131,17.9933338165283,3435300,17.9933338165283
"2013-03-27",17.8933334350586,19.033332824707,17.7666664123535,18.8400001525879,5819700,18.8400001525879
"2013-03-28",18.8133335113525,19.0566673278809,18.6900005340576,18.8666667938232,4071900,18.8666667938232
"2013-04-01",18.8333320617676,18.8333320617676,18.0666675567627,18.4466667175293,2528700,18.4466667175293
"2013-04-02",18.4166679382324,18.5033321380615,18.1333332061768,18.2933330535889,1297500,18.2933330535889
"2013-04-03",18.25,18.25,17.6733322143555,17.8833332061768,2100000,17.8833332061768
"2013-04-04",17.8766670227051,17.8766670227051,17.3533325195312,17.6766662597656,2473200,17.6766662597656
"2013-04-05",17.25,17.8799991607666,17.25,17.6700000762939,2636100,17.6700000762939
"2013-04-08",17.6266670227051,17.7133331298828,17.1933326721191,17.2666664123535,3177300,17.2666664123535
"2013-04-09",17.3933334350586,17.8500003814697,17.25,17.6499996185303,1943700,17.6499996185303
"2013-04-10",17.8666667938232,18.3366661071777,17.6766662597656,18.2366676330566,2551200,18.2366676330566
"2013-04-11",17.7266674041748,18.1666679382324,17.4833335876465,18.0533332824707,3264600,18.0533332824707
"2013-04-12",17.9233322143555,18.0033321380615,17.5233325958252,17.716667175293,1547700,17.716667175293
"2013-04-15",17.6233329772949,17.6266670227051,17.0733337402344,17.2366676330566,2344800,17.2366676330566
"2013-04-16",17.3400001525879,17.5533332824707,17.1366672515869,17.5166664123535,1942200,17.5166664123535
"2013-04-17",17.296667098999,17.4400005340576,17.1766662597656,17.3133335113525,2372700,17.3133335113525
"2013-04-18",17.2999992370605,17.4200000762939,16.7633323669434,17.1666679382324,1975800,17.1666679382324
"2013-04-19",17.2066669464111,17.2066669464111,16.8799991607666,16.9033336639404,2663400,16.9033336639404
"2013-04-22",17.046667098999,17.2466678619385,16.8833332061768,17.1266670227051,1578000,17.1266670227051
"2013-04-23",17.1633338928223,17.8933334350586,17.1633338928223,17.703332901001,1994100,17.703332901001
"2013-04-24",17.5833320617676,18.1200008392334,17.5833320617676,18.0033321380615,2718000,18.0033321380615
"2013-04-25",17.9966678619385,18.2700004577637,17.8866672515869,18.0533332824707,2213400,18.0533332824707
"2013-04-26",17.9433326721191,17.9433326721191,17.7233333587646,17.8700008392334,2367300,17.8700008392334
"2013-04-29",17.9133338928223,18.1666679382324,17.9133338928223,18.0233325958252,990000,18.0233325958252
"2013-04-30",18,18.1499996185303,17.9300003051758,18.033332824707,1517400,18.033332824707
"2013-05-01",17.9633331298828,18.0233325958252,17.2266674041748,17.2266674041748,4388700,17.2266674041748
"2013-05-02",17.3600006103516,17.7133331298828,17.1833324432373,17.6000003814697,2714100,17.6000003814697
"2013-05-03",17.7333335876465,18.1333332061768,17.7333335876465,18.1299991607666,1749300,18.1299991607666
"2013-05-06",18.1066665649414,18.2566661834717,17.8566665649414,17.9599990844727,2463600,17.9599990844727
"2013-05-07",17.953332901001,18.033332824707,17.4400005340576,17.5733337402344,2566800,17.5733337402344
"2013-05-08",17.6166667938232,17.6166667938232,16.466667175293,16.5533332824707,7389900,16.5533332824707
"2013-05-09",17.1233329772949,17.3099994659424,16.5233325958252,16.5699996948242,3989700,16.5699996948242
"2013-05-10",16.6100006103516,16.8500003814697,16.5266666412354,16.5766677856445,2433300,16.5766677856445
"2013-05-13",16.4899997711182,16.8933334350586,16.4899997711182,16.7600002288818,1410000,16.7600002288818
"2013-05-14",16.7999992370605,17.4300003051758,16.7766666412354,17.4200000762939,2311500,17.4200000762939
"2013-05-15",17.2866668701172,17.6399993896484,17.2866668701172,17.5433330535889,2152800,17.5433330535889
"2013-05-16",18.3333320617676,18.7433338165283,17.8099994659424,18.0300006866455,4535100,18.0300006866455
"2013-05-17",18.2433338165283,18.8633327484131,18.1599998474121,18.8099994659424,2952300,18.8099994659424
"2013-05-20",18.8333320617676,18.8666667938232,18.0266666412354,18.0900001525879,1935300,18.0900001525879
"2013-05-21",18.0233325958252,18.0766677856445,17.5133323669434,17.5433330535889,2080500,17.5433330535889
"2013-05-22",17.6599998474121,17.6599998474121,17.1499996185303,17.4033336639404,2860500,17.4033336639404
"2013-05-23",17.1666679382324,17.5933322906494,17.1666679382324,17.3700008392334,1455000,17.3700008392334
"2013-05-24",17.3700008392334,17.5799999237061,17.2633323669434,17.4599990844727,1038300,17.4599990844727
"2013-05-28",17.7133331298828,17.9699993133545,17.6666679382324,17.9266662597656,1097400,17.9266662597656
"2013-05-29",18.283332824707,18.4133338928223,17.7600002288818,18.2533321380615,3447600,18.2533321380615
"2013-05-30",18.3333320617676,18.4133338928223,18.0866661071777,18.1299991607666,7034100,18.1299991607666
"2013-05-31",15.8666667938232,16.8199996948242,15.6666669845581,16.1733322143555,16657200,16.1733322143555
"2013-06-03",16.2333335876465,16.2333335876465,15.1233329772949,15.2766666412354,6921000,15.2766666412354
"2013-06-04",15.2733325958252,15.4566669464111,14.5,14.6866674423218,5744400,14.6866674423218
"2013-06-05",14.5666666030884,14.9433326721191,14.5033330917358,14.8033332824707,4966200,14.8033332824707
"2013-06-06",14.7366666793823,15.2766666412354,14.7266674041748,15,3399000,15
"2013-06-07",15.0699996948242,15.4233331680298,14.8566665649414,15.3999996185303,4300200,15.3999996185303
"2013-06-10",15.3666667938232,15.4966669082642,15.0433330535889,15.4866666793823,3522900,15.4866666793823
"2013-06-11",15.203332901001,15.75,15.1766672134399,15.5933332443237,3467700,15.5933332443237
"2013-06-12",15.663332939148,15.7666673660278,15.0533332824707,15.1966667175293,2466900,15.1966667175293
"2013-06-13",15.0966672897339,15.25,15,15.0699996948242,1373400,15.0699996948242
"2013-06-14",15.0100002288818,15.0133333206177,14.3500003814697,14.3733329772949,4820100,14.3733329772949
"2013-06-17",14.533332824707,14.7533330917358,14.3333330154419,14.3833332061768,4177500,14.3833332061768
"2013-06-18",14.0366668701172,14.3199996948242,13.836667060852,13.8666667938232,4375500,13.8666667938232
"2013-06-19",13.8433332443237,14.2466669082642,13.6700000762939,14.0200004577637,3974400,14.0200004577637
"2013-06-20",13.7866668701172,14.1133327484131,13.6899995803833,13.953332901001,4077900,13.953332901001
"2013-06-21",14.046667098999,14.163332939148,13.6099996566772,13.6833333969116,3728100,13.6833333969116
"2013-06-24",13.4066667556763,13.5533332824707,13.0266666412354,13.1866674423218,3398100,13.1866674423218
"2013-06-25",13.1999998092651,13.9833326339722,13.1833333969116,13.8566665649414,3662100,13.8566665649414
"2013-06-26",13.8166666030884,14.25,13.789999961853,14.0266666412354,3255900,14.0266666412354
"2013-06-27",14.1700000762939,14.8500003814697,14.1400003433228,14.7933330535889,4187700,14.7933330535889
"2013-06-28",14.663332939148,14.6666669845581,13.8900003433228,14.0533332824707,8100000,14.0533332824707
"2013-07-01",14.0766668319702,14.546667098999,13.9700002670288,14.0733327865601,2479800,14.0733327865601
"2013-07-02",14.0266666412354,14.1666669845581,13.6733331680298,13.716667175293,2470800,13.716667175293
"2013-07-03",13.6800003051758,14.3966665267944,13.6333332061768,14.3000001907349,1751400,14.3000001907349
"2013-07-05",14.2866668701172,14.2933330535889,14.006667137146,14.0966672897339,1389000,14.0966672897339
"2013-07-08",14.039999961853,14.4766674041748,14.006667137146,14.2799997329712,2112000,14.2799997329712
"2013-07-09",14.3199996948242,14.5100002288818,14.1333332061768,14.3633327484131,1754700,14.3633327484131
"2013-07-10",14.4333333969116,14.783332824707,14.4300003051758,14.7399997711182,2698500,14.7399997711182
"2013-07-11",15.0200004577637,15.6666669845581,15.0200004577637,15.5900001525879,4833300,15.5900001525879
"2013-07-12",15.5566673278809,15.6333332061768,15.4200000762939,15.4766674041748,1438500,15.4766674041748
"2013-07-15",15.6133327484131,15.6433334350586,15.4333333969116,15.6033334732056,1008300,15.6033334732056
"2013-07-16",15.5766668319702,15.6333332061768,15.336667060852,15.5033330917358,1799100,15.5033330917358
"2013-07-17",15.5566673278809,15.9966669082642,15.5033330917358,15.7799997329712,3063600,15.7799997329712
"2013-07-18",15.9466667175293,16.2733325958252,15.7700004577637,16.2299995422363,2268900,16.2299995422363
"2013-07-19",16.3333320617676,16.6666679382324,16.216667175293,16.6033325195312,4262100,16.6033325195312
"2013-07-22",16.5933322906494,16.6399993896484,16.3766670227051,16.5166664123535,2689800,16.5166664123535
"2013-07-23",16.9500007629395,16.9699993133545,16.1266670227051,16.1800003051758,5682900,16.1800003051758
"2013-07-24",16.3033332824707,16.4333324432373,15.9233331680298,16.1800003051758,2363700,16.1800003051758
"2013-07-25",16.2666664123535,16.6299991607666,16.2566661834717,16.6200008392334,1385100,16.6200008392334
"2013-07-26",16.5,16.5366668701172,16.1233329772949,16.4300003051758,1423500,16.4300003051758
"2013-07-29",16.2900009155273,16.5066661834717,16.2199993133545,16.2466678619385,1145100,16.2466678619385
"2013-07-30",16.4699993133545,16.4733333587646,16.1100006103516,16.2566661834717,1652700,16.2566661834717
"2013-07-31",16.2333335876465,16.4766674041748,15.993332862854,16.3133335113525,1841700,16.3133335113525
"2013-08-01",16.4200000762939,16.4500007629395,16.0200004577637,16.3866672515869,1585500,16.3866672515869
"2013-08-02",16.3899993896484,16.5566673278809,16.3166675567627,16.4366664886475,1290000,16.4366664886475
"2013-08-05",16.5566673278809,16.7066669464111,16.2433338165283,16.6800003051758,1177200,16.6800003051758
"2013-08-06",16.6000003814697,16.6966667175293,16.3433322906494,16.4633331298828,854400,16.4633331298828
"2013-08-07",16.4633331298828,16.4899997711182,15.953332901001,16.0200004577637,1453200,16.0200004577637
"2013-08-08",16.1399993896484,16.5933322906494,16.1000003814697,16.5033321380615,1997100,16.5033321380615
"2013-08-09",16.4200000762939,16.6499996185303,16.2666664123535,16.3833332061768,1593900,16.3833332061768
"2013-08-12",16.3500003814697,16.5799999237061,16.2866668701172,16.4099998474121,819300,16.4099998474121
"2013-08-13",16.3999996185303,16.5400009155273,16.1933326721191,16.3700008392334,792600,16.3700008392334
"2013-08-14",16.4333324432373,16.6133327484131,16.2800006866455,16.6100006103516,1198200,16.6100006103516
"2013-08-15",16.3333320617676,16.546667098999,16.1333332061768,16.2566661834717,1154700,16.2566661834717
"2013-08-16",16.1800003051758,16.3733329772949,15.9200000762939,15.9399995803833,1178700,15.9399995803833
"2013-08-19",15.9466667175293,16.1866664886475,15.8766670227051,15.9799995422363,1685400,15.9799995422363
"2013-08-20",15.9366674423218,16.046667098999,15.8066673278809,15.9566669464111,1101900,15.9566669464111
"2013-08-21",15.9333333969116,16.0533332824707,15.7766666412354,15.8900003433228,1169100,15.8900003433228
"2013-08-22",15.8999996185303,16.0166664123535,15.716667175293,15.9200000762939,838500,15.9200000762939
