"Index","LIN.Open","LIN.High","LIN.Low","LIN.Close","LIN.Volume","LIN.Adjusted"
"2003-11-28",36.0750007629395,36.0999984741211,35.8849983215332,35.8899993896484,600400,24.419017791748
"2003-12-01",35.9799995422363,37.0499992370605,35.9650001525879,36.7900009155273,1617600,25.031364440918
"2003-12-02",36.8250007629395,36.9749984741211,36.5400009155273,36.75,1734000,25.0041484832764
"2003-12-03",36.6599998474121,37.3300018310547,36.6500015258789,36.9099998474121,1396200,25.2056083679199
"2003-12-04",36.625,37,36.375,36.9500007629395,2333600,25.2329273223877
"2003-12-05",36.9500007629395,36.9500007629395,36.3899993896484,36.4000015258789,1437400,24.8573303222656
"2003-12-08",36.1500015258789,36.8849983215332,36.1500015258789,36.875,2022200,25.1816997528076
"2003-12-09",37,37.1949996948242,36.7999992370605,37.0299987792969,2077400,25.2875423431396
"2003-12-10",37.0999984741211,37.0999984741211,36.4099998474121,36.5750007629395,1295200,24.9768333435059
"2003-12-11",36.7000007629395,37,36.5800018310547,37,907800,25.2670555114746
"2003-12-12",37.125,37.2750015258789,36.9500007629395,37.2000007629395,1016200,25.4036502838135
"2003-12-15",37.5,37.625,37.0299987792969,37.1349983215332,1359600,25.3592529296875
"2003-12-16",37.3800010681152,37.5800018310547,36.9599990844727,37.4500007629395,1047600,25.574369430542
"2003-12-17",37.4700012207031,37.5999984741211,37.060001373291,37.5999984741211,1310000,25.6768054962158
"2003-12-18",37.7000007629395,37.9099998474121,37.2599983215332,37.5800018310547,1168500,25.6631488800049
"2003-12-19",37.5800018310547,37.5800018310547,36.4900016784668,36.939998626709,1752800,25.2260913848877
"2003-12-22",36.8499984741211,38.0499992370605,36.8400001525879,37.9599990844727,1067400,25.9226322174072
"2003-12-23",37.5999984741211,37.7700004577637,37.4099998474121,37.6300010681152,932700,25.6972732543945
"2003-12-24",37.6300010681152,37.7299995422363,37.310001373291,37.4500007629395,318400,25.574369430542
"2003-12-26",37.4000015258789,37.7999992370605,37.4000015258789,37.6199989318848,185900,25.6904582977295
"2003-12-29",37.8800010681152,38.1800003051758,37.5299987792969,38.1300010681152,868200,26.0387382507324
"2003-12-30",38.1800003051758,38.1800003051758,37.7000007629395,38.0200004577637,1256500,25.9636173248291
"2003-12-31",38.1500015258789,38.2599983215332,37.7400016784668,38.2000007629395,905900,26.0865364074707
"2004-01-02",38.1500015258789,38.2999992370605,37.5400009155273,37.6500015258789,947800,25.7109413146973
"2004-01-05",38.0800018310547,38.3400001525879,37.5900001525879,38.1100006103516,902300,26.0250663757324
"2004-01-06",38.0400009155273,38.25,37.6800003051758,38.0800018310547,1167500,26.0045909881592
"2004-01-07",38.0800018310547,38.0900001525879,37.1800003051758,38.0900001525879,945800,26.0114097595215
"2004-01-08",38.0900001525879,38.7599983215332,37.8699989318848,38.7599983215332,966500,26.4689521789551
"2004-01-09",38.5099983215332,38.5499992370605,37.4500007629395,37.6500015258789,1390900,25.7109413146973
"2004-01-12",37.9300003051758,37.9300003051758,37.4199981689453,37.5699996948242,1233000,25.6563148498535
"2004-01-13",37.6599998474121,37.7700004577637,37.0099983215332,37.3499984741211,1274300,25.5060768127441
"2004-01-14",37.3499984741211,37.689998626709,37.1100006103516,37.6100006103516,947300,25.683629989624
"2004-01-15",37.5999984741211,37.9700012207031,37.25,37.5999984741211,1325400,25.6768054962158
"2004-01-16",37.8800010681152,38.3499984741211,37.5999984741211,38.1199989318848,1270500,26.0319004058838
"2004-01-20",38.2799987792969,38.3800010681152,37.9599990844727,38.1599998474121,1140800,26.0592212677002
"2004-01-21",38.0999984741211,38.1699981689453,37.2599983215332,37.7000007629395,1404200,25.745080947876
"2004-01-22",37.6500015258789,37.6599998474121,36.4099998474121,36.4099998474121,2155700,24.8641567230225
"2004-01-23",36.5999984741211,36.6599998474121,35.810001373291,35.810001373291,2625900,24.4544219970703
"2004-01-26",35.810001373291,36.0800018310547,35.2999992370605,35.9000015258789,2641900,24.5158882141113
"2004-01-27",36.2000007629395,37.2299995422363,35.6500015258789,36.5999984741211,2713900,24.9939022064209
"2004-01-28",36.7799987792969,36.8499984741211,36.0099983215332,36.0099983215332,2814800,24.591007232666
"2004-01-29",36.0200004577637,36.2000007629395,35.2000007629395,35.4000015258789,2230300,24.1744327545166
"2004-01-30",35.25,35.5,35.0400009155273,35.4099998474121,2227600,24.1812591552734
"2004-02-02",35.4099998474121,35.7000007629395,35.2000007629395,35.2400016784668,1821600,24.0651741027832
"2004-02-03",35.2999992370605,35.4799995422363,35.1300010681152,35.3499984741211,965800,24.1402797698975
"2004-02-04",35.4199981689453,35.5499992370605,35.0699996948242,35.2000007629395,1157600,24.0378494262695
"2004-02-05",35.1500015258789,35.6699981689453,35.1399993896484,35.2799987792969,1394900,24.0924816131592
"2004-02-06",35.3400001525879,36,35.0699996948242,35.8499984741211,1362300,24.4817314147949
"2004-02-09",36.0299987792969,36.4500007629395,35.8600006103516,36.1599998474121,1253800,24.6934242248535
"2004-02-10",36.2999992370605,36.2999992370605,35.9099998474121,36.1599998474121,1239800,24.6934242248535
"2004-02-11",36.0099983215332,36.9099998474121,35.939998626709,36.7599983215332,1736300,25.1031723022461
"2004-02-12",36.4000015258789,36.4700012207031,35.8699989318848,35.9199981689453,1572100,24.5295352935791
"2004-02-13",36,36.2299995422363,35.5499992370605,35.7000007629395,1303800,24.3792991638184
"2004-02-17",36.0499992370605,36.2000007629395,35.810001373291,35.9799995422363,594800,24.5705108642578
"2004-02-18",36.5,36.6300010681152,35.8199996948242,36.25,1476300,24.7548942565918
"2004-02-19",36.6500015258789,37.4500007629395,36.6500015258789,36.8600006103516,1412600,25.1714611053467
"2004-02-20",37.0900001525879,37.0900001525879,36.1599998474121,36.4900016784668,957500,24.9187850952148
"2004-02-23",36.4900016784668,36.4900016784668,35.6800003051758,36.2099990844727,1230900,24.7275772094727
"2004-02-24",36.2000007629395,36.8899993896484,36.0499992370605,36.5800018310547,1263600,24.9802532196045
"2004-02-25",36.310001373291,36.9500007629395,36.25,36.8400001525879,1111800,25.1577987670898
"2004-02-26",36.75,37,36.310001373291,36.8600006103516,1138900,25.1714611053467
"2004-02-27",37.0200004577637,37.1500015258789,36.2000007629395,36.3199996948242,2602900,24.8027019500732
"2004-03-01",36.4500007629395,36.7999992370605,36.3600006103516,36.6599998474121,1290800,25.0348777770996
"2004-03-02",36.5,36.6100006103516,36.2200012207031,36.3499984741211,1402000,24.823184967041
"2004-03-03",36.4500007629395,36.6800003051758,36.1699981689453,36.4500007629395,1150500,24.994607925415
"2004-03-04",36.689998626709,37.0099983215332,36.310001373291,36.9900016784668,1423700,25.3648986816406
"2004-03-05",36.9900016784668,37.5,36.9599990844727,37.3300018310547,1636300,25.5980491638184
"2004-03-08",36.9000015258789,37.3699989318848,36.9000015258789,37.2000007629395,1266700,25.508903503418
"2004-03-09",37.3499984741211,37.4500007629395,36.9500007629395,37.310001373291,2219700,25.5843353271484
"2004-03-10",37.2700004577637,37.2700004577637,35.6399993896484,35.7299995422363,2455600,24.5008907318115
"2004-03-11",35.7299995422363,35.8899993896484,35.1100006103516,35.2700004577637,2232900,24.1854629516602
"2004-03-12",35.3499984741211,35.9000015258789,35.2900009155273,35.5900001525879,1162400,24.4048919677734
"2004-03-15",35.5200004577637,35.5200004577637,34.8499984741211,35.1300010681152,1262000,24.0894565582275
"2004-03-16",35.75,35.8499984741211,35.060001373291,35.3899993896484,961000,24.2677364349365
"2004-03-17",35.4000015258789,35.9700012207031,35.4000015258789,35.7700004577637,918800,24.5283222198486
"2004-03-18",35.7999992370605,35.8499984741211,35.3800010681152,35.7200012207031,560100,24.4940338134766
"2004-03-19",35.5200004577637,35.9799995422363,35.5099983215332,35.5699996948242,696700,24.3911838531494
"2004-03-22",35.2200012207031,35.5499992370605,34.5200004577637,35.0400009155273,972800,24.0277404785156
"2004-03-23",35.2000007629395,35.5299987792969,34.5999984741211,34.810001373291,1281900,23.870023727417
"2004-03-24",34.8699989318848,35.0999984741211,34.6500015258789,34.7000007629395,1025300,23.7946033477783
"2004-03-25",35.2999992370605,36.4500007629395,35.189998626709,36.3400001525879,1663500,24.919189453125
"2004-03-26",36.1500015258789,36.2299995422363,35.8400001525879,35.939998626709,1686400,24.6448860168457
"2004-03-29",36.25,37.5099983215332,36.2400016784668,37.2299995422363,1376700,25.5294723510742
"2004-03-30",37.2299995422363,37.2400016784668,36.6199989318848,36.9099998474121,962800,25.3100490570068
"2004-03-31",37.0499992370605,37.3499984741211,36.310001373291,37.1199989318848,1295600,25.454044342041
"2004-04-01",37.3499984741211,37.75,37.1300010681152,37.2599983215332,994000,25.5500507354736
"2004-04-02",37.9500007629395,38.4500007629395,37.7299995422363,37.9000015258789,1223700,25.9889087677002
"2004-04-05",37.8300018310547,38.189998626709,37.7299995422363,38.0499992370605,854200,26.0917720794678
"2004-04-06",37.9500007629395,38.3699989318848,37.810001373291,38.3499984741211,1183800,26.2974891662598
"2004-04-07",38.3499984741211,38.4900016784668,37.8400001525879,37.9900016784668,1363000,26.0506324768066
"2004-04-08",38.2999992370605,38.4700012207031,37.7999992370605,38.0099983215332,788000,26.0643405914307
"2004-04-12",38.0099983215332,38.560001373291,38.0099983215332,38.5400009155273,691500,26.4277648925781
"2004-04-13",38.5900001525879,38.5900001525879,37.9500007629395,38.0099983215332,1006800,26.0643405914307
"2004-04-14",38.0099983215332,38.5299987792969,37.8300018310547,37.9000015258789,1471300,25.9889087677002
"2004-04-15",38.0499992370605,38.4900016784668,38.0200004577637,38.2900009155273,826400,26.2563495635986
"2004-04-16",38.5,38.75,38.1399993896484,38.5,839800,26.4003505706787
"2004-04-19",38.3199996948242,38.5900001525879,38.1199989318848,38.4799995422363,536700,26.3866271972656
"2004-04-20",38.5999984741211,38.7700004577637,37.689998626709,37.689998626709,877700,25.8449192047119
"2004-04-21",37.7999992370605,38.0499992370605,37.3600006103516,37.8400001525879,1311600,25.9477672576904
"2004-04-22",37.4000015258789,38.6599998474121,37.4000015258789,38.3899993896484,1363400,26.3249206542969
"2004-04-23",38.4500007629395,38.4500007629395,37.7599983215332,38.0200004577637,830100,26.0711975097656
"2004-04-26",38,38.3800010681152,37.7299995422363,37.75,708700,25.8860569000244
"2004-04-27",37.75,38.0499992370605,37.4000015258789,37.5999984741211,1559600,25.7831935882568
"2004-04-28",37.7200012207031,37.7299995422363,36.6699981689453,36.7999992370605,1547200,25.2346076965332
"2004-04-29",37,37.1500015258789,36.2400016784668,36.310001373291,1777100,24.8986167907715
"2004-04-30",36.7000007629395,37.3300018310547,36.3300018310547,36.5499992370605,1252300,25.0631847381592
"2004-05-03",36.6500015258789,37.1100006103516,35.8300018310547,37.0099983215332,2238600,25.3786163330078
"2004-05-04",37,37.5699996948242,36.6199989318848,37.1699981689453,1030600,25.4883232116699
"2004-05-05",37.0499992370605,37.3400001525879,36.5200004577637,37.2099990844727,1094500,25.5157585144043
"2004-05-06",37.0499992370605,37.1500015258789,36.6599998474121,37,851400,25.371753692627
"2004-05-07",36.5,36.8699989318848,35.4500007629395,35.5,1920300,24.3431701660156
"2004-05-10",35.25,35.810001373291,34.9500007629395,35.5400009155273,1358500,24.3705997467041
"2004-05-11",35.5800018310547,36.2400016784668,35.5800018310547,36.2400016784668,1328000,24.8506011962891
"2004-05-12",36,36.1500015258789,35.1199989318848,36.0800018310547,1433400,24.7409019470215
"2004-05-13",35.7000007629395,36.3400001525879,35.5,36.2700004577637,848200,24.8711719512939
"2004-05-14",36.0699996948242,36.3899993896484,35.5200004577637,36.2700004577637,1231000,24.8711719512939
"2004-05-17",35.8499984741211,35.9500007629395,34.8800010681152,34.9300003051758,1901400,23.9523181915283
"2004-05-18",35.0999984741211,35.4000015258789,34.9799995422363,35.2599983215332,1830000,24.1785984039307
"2004-05-19",35.5,36.1399993896484,34.7999992370605,35.0200004577637,1374700,24.0140323638916
"2004-05-20",35.8499984741211,35.9000015258789,35.1300010681152,35.2200012207031,1653500,24.1511783599854
"2004-05-21",35.5499992370605,36.060001373291,35.2999992370605,35.4000015258789,1572300,24.2745990753174
"2004-05-24",35.75,36.0999984741211,35.1699981689453,35.25,1303700,24.1717472076416
"2004-05-25",35.2999992370605,36.3199996948242,35.1199989318848,36.2200012207031,1233200,24.8369045257568
"2004-05-26",36.25,36.9500007629395,36.25,36.75,1414300,25.2003402709961
"2004-05-27",37.0499992370605,37.4700012207031,36.75,36.939998626709,1398100,25.3306179046631
"2004-05-28",37.0999984741211,37.0999984741211,36.4900016784668,36.9900016784668,908600,25.3648986816406
"2004-06-01",36.8699989318848,37.060001373291,36.7200012207031,36.9500007629395,1061300,25.337474822998
"2004-06-02",37.2200012207031,37.4700012207031,36.75,37.4300003051758,1028300,25.6666240692139
"2004-06-03",37.0299987792969,37.25,36.7000007629395,36.810001373291,1065500,25.3430233001709
"2004-06-04",36.939998626709,37.4500007629395,36.939998626709,37.25,912800,25.6459732055664
"2004-06-07",37.439998626709,38,37.4000015258789,37.9799995422363,859300,26.1485614776611
"2004-06-08",37.9900016784668,37.9900016784668,37.5499992370605,37.810001373291,1303600,26.0315227508545
"2004-06-09",37.810001373291,38,37.4099998474121,37.5099983215332,819700,25.8249683380127
"2004-06-10",37.8499984741211,37.9199981689453,37.4599990844727,37.6100006103516,599400,25.8938274383545
"2004-06-14",37.6199989318848,37.6199989318848,36.9799995422363,37.2000007629395,648700,25.6115398406982
"2004-06-15",37.5999984741211,37.7999992370605,37.310001373291,37.4099998474121,971800,25.7561321258545
"2004-06-16",37.6199989318848,37.6199989318848,36.9500007629395,37.3300018310547,581900,25.701042175293
"2004-06-17",37.2999992370605,37.5,37.1699981689453,37.3899993896484,955100,25.7423477172852
"2004-06-18",37.2000007629395,38.2400016784668,37.189998626709,37.7299995422363,804900,25.9764423370361
"2004-06-21",37.4799995422363,37.8499984741211,37.3499984741211,37.4799995422363,851500,25.8043174743652
"2004-06-22",37.5,38,37.4300003051758,37.9000015258789,1238000,26.0934753417969
"2004-06-23",37.939998626709,38.3800010681152,37.7099990844727,38.2599983215332,1185900,26.3413352966309
"2004-06-24",38.2900009155273,39.1100006103516,38.2000007629395,38.7999992370605,1766100,26.7131156921387
"2004-06-25",38.7999992370605,39.2000007629395,38.5999984741211,38.7299995422363,1396700,26.6649227142334
"2004-06-28",38.5999984741211,38.8899993896484,38.5099983215332,38.7700004577637,1324000,26.6924571990967
"2004-06-29",38.7700004577637,39.8499984741211,38.7099990844727,39.8400001525879,1615800,27.4291324615479
"2004-06-30",39.8400001525879,40.1399993896484,39.5299987792969,39.9099998474121,1604300,27.477331161499
"2004-07-01",39.7299995422363,39.8400001525879,38.6699981689453,39.0699996948242,1034300,26.8990001678467
"2004-07-02",38.8499984741211,38.9199981689453,38.2000007629395,38.8400001525879,606600,26.7406558990479
"2004-07-06",38.7000007629395,39.0200004577637,38.2999992370605,38.3899993896484,961200,26.4308395385742
"2004-07-07",38.3300018310547,38.6399993896484,38,38.4300003051758,1094800,26.4583778381348
"2004-07-08",38.4300003051758,38.439998626709,37.9599990844727,37.9700012207031,729500,26.1416759490967
"2004-07-09",38.2299995422363,38.7200012207031,38.1300010681152,38.5,981000,26.50657081604
"2004-07-12",38.5699996948242,38.8300018310547,38.1100006103516,38.7000007629395,496700,26.644250869751
"2004-07-13",38.75,39.5299987792969,38.560001373291,39.5200004577637,1576900,27.2088222503662
"2004-07-14",39.5299987792969,40.1199989318848,39.4000015258789,39.9199981689453,2304400,27.4842185974121
"2004-07-15",39.9000015258789,40.2900009155273,39.8699989318848,40.1300010681152,1330000,27.6287879943848
"2004-07-16",40.6500015258789,40.6500015258789,39.9199981689453,40.1199989318848,1354400,27.6219139099121
"2004-07-19",40.1300010681152,40.310001373291,39.9099998474121,40.0200004577637,1143900,27.5530605316162
"2004-07-20",39.9599990844727,40.1500015258789,39.7999992370605,40.0999984741211,1577700,27.6081447601318
"2004-07-21",40.0999984741211,40.1300010681152,39.4599990844727,39.5999984741211,1558800,27.2639007568359
"2004-07-22",39.3499984741211,39.4599990844727,38.8800010681152,39.0800018310547,1565800,26.9058799743652
"2004-07-23",39,39.2000007629395,38.3899993896484,38.6399993896484,1045900,26.6029567718506
"2004-07-26",38.75,38.8499984741211,38.0299987792969,38.2200012207031,1838700,26.3137798309326
"2004-07-27",38.1500015258789,38.7900009155273,37.9799995422363,38.75,1337200,26.6786880493164
"2004-07-28",38.75,38.8499984741211,38.2999992370605,38.689998626709,1517300,26.6373825073242
"2004-07-29",38.7000007629395,39.7200012207031,38.7000007629395,39.5200004577637,813800,27.2088222503662
"2004-07-30",39.5,39.7900009155273,39.060001373291,39.4500007629395,944200,27.1606292724609
"2004-08-02",39.4599990844727,39.7599983215332,39.1599998474121,39.689998626709,650500,27.325870513916
"2004-08-03",39.689998626709,39.7400016784668,38.9500007629395,39.5,830200,27.1950435638428
"2004-08-04",39.0499992370605,40.2700004577637,38.560001373291,39.9500007629395,1627500,27.5048694610596
"2004-08-05",39.939998626709,39.9599990844727,38.9000015258789,39.0299987792969,829500,26.8714618682861
"2004-08-06",38.810001373291,38.810001373291,37.5900001525879,37.6599998474121,1087000,25.928243637085
"2004-08-09",37.9099998474121,38.3899993896484,37.8400001525879,38.0800018310547,721400,26.217414855957
"2004-08-10",37.9500007629395,38.689998626709,37.9500007629395,38.5900001525879,706700,26.5685348510742
"2004-08-11",38.2799987792969,38.8699989318848,38.1300010681152,38.6300010681152,1094400,26.5960750579834
"2004-08-12",38.5900001525879,38.5900001525879,38.1300010681152,38.2200012207031,706700,26.3137798309326
"2004-08-13",38.25,38.3899993896484,37.7099990844727,38.2000007629395,1453000,26.3000221252441
"2004-08-16",38.2000007629395,39.7000007629395,38.2000007629395,39.7000007629395,1427100,27.3327598571777
"2004-08-17",39.7000007629395,39.939998626709,39.5,39.5400009155273,957500,27.2225971221924
"2004-08-18",39.5200004577637,40,39.2599983215332,40,768700,27.5392913818359
"2004-08-19",39.8499984741211,40,39.6100006103516,39.9900016784668,763400,27.5324096679688
"2004-08-20",39.9900016784668,40.2400016784668,39.7900009155273,40.0200004577637,797100,27.5530605316162
"2004-08-23",40.1599998474121,40.1800003051758,39.7200012207031,39.7200012207031,868100,27.3465137481689
"2004-08-24",40.1500015258789,40.5900001525879,40.0299987792969,40.2000007629395,789500,27.6769943237305
"2004-08-25",40.2099990844727,40.6399993896484,39.9099998474121,40.6100006103516,1112800,27.9592590332031
"2004-08-26",40.7000007629395,41.4799995422363,40.6800003051758,41.2299995422363,1266200,28.3861255645752
"2004-08-27",41.2299995422363,41.2299995422363,40.5499992370605,40.7000007629395,940700,28.0212364196777
"2004-08-30",40.7099990844727,40.9799995422363,40.3899993896484,40.3899993896484,682000,27.8078098297119
"2004-08-31",40.5499992370605,40.7200012207031,40.2799987792969,40.5800018310547,723900,27.938606262207
"2004-09-01",40.75,41.25,40.5699996948242,40.8699989318848,782100,28.1382675170898
"2004-09-02",40.7999992370605,42.1199989318848,40.7999992370605,42.0200004577637,1077200,29.0366020202637
"2004-09-03",42,42.5499992370605,41.9500007629395,42.2999992370605,1494700,29.2300777435303
"2004-09-07",42,42.2900009155273,41.8699989318848,41.939998626709,2290900,28.9813117980957
"2004-09-08",42.25,42.25,41.4799995422363,41.5999984741211,1589300,28.7463798522949
"2004-09-09",41.4500007629395,41.7000007629395,41.2400016784668,41.2700004577637,1265800,28.51833152771
"2004-09-10",41.4000015258789,41.6100006103516,41.0299987792969,41.6100006103516,777700,28.7532730102539
"2004-09-13",41.1599998474121,41.7299995422363,41.0999984741211,41.6300010681152,866600,28.7670917510986
"2004-09-14",41.8199996948242,41.9300003051758,41.0499992370605,41.6100006103516,1275500,28.7532730102539
"2004-09-15",41.6599998474121,41.7000007629395,41.0200004577637,41.4900016784668,961000,28.6703567504883
"2004-09-16",41.3199996948242,42.4099998474121,41.3199996948242,42.0099983215332,777800,29.0296783447266
"2004-09-17",42.2000007629395,42.4599990844727,42.0900001525879,42.2599983215332,965000,29.2024364471436
"2004-09-20",42.0800018310547,42.4599990844727,41.9199981689453,42.2099990844727,479900,29.1678924560547
"2004-09-21",42.0999984741211,42.4900016784668,42.0999984741211,42.3400001525879,619900,29.2577285766602
"2004-09-22",42.3499984741211,42.4000015258789,41.7700004577637,41.9799995422363,1721500,29.0089588165283
"2004-09-23",41.9500007629395,42.0800018310547,41.2000007629395,41.2700004577637,1019300,28.51833152771
"2004-09-24",41.2999992370605,41.7000007629395,41.2999992370605,41.5499992370605,1374900,28.7118339538574
"2004-09-27",41.5499992370605,41.6800003051758,41.2000007629395,41.3600006103516,921100,28.5805187225342
"2004-09-28",41.4000015258789,42.1500015258789,41.4000015258789,42,1288800,29.0227680206299
"2004-09-29",42,42.1500015258789,41.6500015258789,42,1348500,29.0227680206299
"2004-09-30",42.1500015258789,43.0299987792969,41.9700012207031,42.7400016784668,2263700,29.5341415405273
"2004-10-01",43.2000007629395,43.2900009155273,42.4599990844727,42.7099990844727,1251000,29.5134029388428
"2004-10-04",42.7999992370605,43.2599983215332,42.7999992370605,43.0499992370605,1016500,29.7483463287354
"2004-10-05",43,43.1100006103516,42.6300010681152,43,1039100,29.7137966156006
"2004-10-06",42.75,43.1800003051758,42.75,43.1500015258789,851900,29.8174610137939
"2004-10-07",43.1399993896484,43.1399993896484,42.3600006103516,42.3600006103516,790400,29.2715320587158
"2004-10-08",42.1399993896484,42.4500007629395,41.8600006103516,42.2000007629395,1086900,29.1609802246094
"2004-10-11",42.4199981689453,42.7099990844727,42.1300010681152,42.4000015258789,966900,29.2991943359375
"2004-10-12",42.3800010681152,42.3800010681152,41.6699981689453,42,1190700,29.0227680206299
"2004-10-13",42,42.060001373291,41.1300010681152,41.439998626709,1248200,28.6358165740967
"2004-10-14",41.1500015258789,41.8600006103516,41.1500015258789,41.6300010681152,1313400,28.7670917510986
"2004-10-15",41.9000015258789,42.9000015258789,41.7700004577637,42.4199981689453,946600,29.3129920959473
"2004-10-18",42.2000007629395,42.7700004577637,42.0099983215332,42.5,760700,29.3682899475098
"2004-10-19",42.5,42.9199981689453,41.8400001525879,41.8899993896484,1000800,28.9467601776123
"2004-10-20",41.8499984741211,42.2099990844727,41.6199989318848,42.1500015258789,858100,29.1264247894287
"2004-10-21",42.1500015258789,42.4500007629395,41.6300010681152,41.9500007629395,1217000,28.9882297515869
"2004-10-22",42.1500015258789,42.3699989318848,41.5099983215332,41.5499992370605,1140100,28.7118339538574
"2004-10-25",41.4500007629395,41.9300003051758,41.25,41.7999992370605,589900,28.8845767974854
"2004-10-26",41.9000015258789,42.6500015258789,41.3600006103516,42.5,1014600,29.3682899475098
"2004-10-27",42.2999992370605,42.2999992370605,41.3899993896484,42.0499992370605,1626300,29.057336807251
"2004-10-28",41.7999992370605,41.9799995422363,40.7299995422363,41.8400001525879,1660800,28.9122047424316
"2004-10-29",41.6399993896484,42.5800018310547,41.6399993896484,42.2000007629395,1187200,29.1609802246094
"2004-11-01",42.4000015258789,42.4000015258789,41.810001373291,42.1699981689453,868700,29.140251159668
"2004-11-02",42.0999984741211,42.7299995422363,41.8800010681152,42,902500,29.0227680206299
"2004-11-03",42.6199989318848,42.9300003051758,42.3800010681152,42.5200004577637,754600,29.3820991516113
"2004-11-04",42.25,43.7400016784668,42.25,43.7400016784668,927000,30.2251472473145
"2004-11-05",43.7400016784668,44.189998626709,43.3899993896484,43.7400016784668,1019700,30.2251472473145
"2004-11-08",43.5299987792969,43.7000007629395,43.3199996948242,43.6699981689453,1027700,30.1767749786377
"2004-11-09",43.6699981689453,43.9700012207031,43.5900001525879,43.689998626709,855600,30.1905860900879
"2004-11-10",43.8499984741211,44.2200012207031,43.689998626709,44,1153700,30.4048118591309
"2004-11-11",44.2999992370605,44.3499984741211,44.0200004577637,44.0699996948242,1155700,30.4531841278076
"2004-11-12",44.2000007629395,44.5800018310547,43.7999992370605,44.4700012207031,795800,30.7295818328857
"2004-11-15",44.4700012207031,44.5499992370605,43.939998626709,44.2700004577637,500400,30.5913791656494
"2004-11-16",44.0999984741211,44.189998626709,43.7999992370605,43.8199996948242,880100,30.2804431915283
"2004-11-17",44.2999992370605,44.9000015258789,44.2999992370605,44.3800010681152,1191900,30.6674098968506
"2004-11-18",44.3899993896484,44.8899993896484,44.3899993896484,44.7700004577637,575400,30.9368953704834
"2004-11-19",44.7700004577637,44.7700004577637,44,44.310001373291,1086200,30.6190433502197
"2004-11-22",44.4000015258789,44.7999992370605,43.9599990844727,44.5999984741211,1194900,30.8194255828857
"2004-11-23",44.7000007629395,44.7200012207031,44.2200012207031,44.3899993896484,1295900,30.6743221282959
"2004-11-24",44.5,44.7799987792969,44.439998626709,44.7299995422363,817100,30.9092693328857
"2004-11-26",44.7299995422363,45.2000007629395,44.6800003051758,45.2000007629395,925400,31.234016418457
"2004-11-29",45.0499992370605,45.2400016784668,44.5299987792969,44.8300018310547,1376400,30.9783630371094
"2004-11-30",44.75,45.060001373291,44.5099983215332,44.9000015258789,1381800,31.0267219543457
"2004-12-01",45.0999984741211,45.6100006103516,44.8699989318848,45.6100006103516,1302400,31.5173358917236
"2004-12-02",45.9900016784668,46.1300010681152,45.5099983215332,45.7400016784668,1687100,31.6071796417236
"2004-12-03",46.25,46.25,45.2099990844727,45.9700012207031,1311000,31.870641708374
"2004-12-06",45.9700012207031,46,45.6500015258789,45.8400001525879,1021900,31.7805156707764
"2004-12-07",45.1500015258789,45.3699989318848,44.5,44.6300010681152,1530100,30.9416255950928
"2004-12-08",44.6399993896484,44.8699989318848,44.25,44.6699981689453,937200,30.9693565368652
"2004-12-09",44.6699981689453,44.7400016784668,43.8499984741211,44.4900016784668,1329200,30.8445568084717
