"Index","K.Open","K.High","K.Low","K.Close","K.Volume","K.Adjusted"
"2004-03-15",36.9389686584473,37.004695892334,36.1971817016602,36.3004684448242,1164471,19.1062030792236
"2004-03-16",36.4319267272949,36.6666679382324,36.2065734863281,36.5633811950684,1290141,19.2445831298828
"2004-03-17",36.4882621765137,36.8826293945312,36.4319267272949,36.7887306213379,740282,19.3631916046143
"2004-03-18",36.8356819152832,37.004695892334,36.6197166442871,36.7981224060059,867975,19.3681316375732
"2004-03-19",36.7981224060059,36.8826293945312,36.4507026672363,36.4976539611816,1373744,19.2099800109863
"2004-03-22",36.2347412109375,36.4319267272949,35.5586853027344,35.6995315551758,1680038,18.7899074554443
"2004-03-23",35.7370872497559,36.2441291809082,35.6619720458984,36.0187797546387,1501757,18.957935333252
"2004-03-24",35.8685455322266,35.9624404907227,35.3990592956543,35.7089195251465,2589761,18.7948436737061
"2004-03-25",35.7276992797852,36.4319267272949,35.6525802612305,36.4319267272949,1053285,19.1753883361816
"2004-03-26",36.2816886901855,36.3286361694336,36.0657272338867,36.0751152038574,958926,18.9875869750977
"2004-03-29",36.0657272338867,36.9859161376953,36.0657272338867,36.9577445983887,1477581,19.4521484375
"2004-03-30",36.8544616699219,37.0704231262207,36.6760559082031,36.7793426513672,1546806,19.3582515716553
"2004-03-31",36.7323951721191,37.004695892334,36.5727691650391,36.8450698852539,901203,19.3928394317627
"2004-04-01",36.6478881835938,36.9671363830566,36.6478881835938,36.7887306213379,976605,19.3631916046143
"2004-04-02",36.7605628967285,36.9295768737793,36.5352096557617,36.7981224060059,1038588,19.3681316375732
"2004-04-05",36.5915489196777,37.0892028808594,36.5915489196777,37.0892028808594,676382,19.5213298797607
"2004-04-06",38.3098602294922,38.7323951721191,37.5586853027344,37.8779335021973,3888102,19.9364738464355
"2004-04-07",37.8779335021973,38.2629127502441,37.8028182983398,38.1877937316895,2375802,20.0995597839355
"2004-04-08",38.2629127502441,38.4413146972656,38.2629127502441,38.4131469726562,1420604,20.2181777954102
"2004-04-12",38.4976539611816,38.6384963989258,38.2535209655762,38.2629127502441,1095672,20.1390991210938
"2004-04-13",38.3098602294922,38.3286361694336,37.4272308349609,37.7089195251465,1758422,19.8475131988525
"2004-04-14",37.7089195251465,37.8967132568359,37.6056327819824,37.8967132568359,1676310,19.9463653564453
"2004-04-15",37.8591537475586,38.2535209655762,37.7652587890625,38.2347412109375,1250417,20.1242752075195
"2004-04-16",38.4882621765137,38.8356819152832,38.3943672180176,38.8169021606445,1748943,20.4306869506836
"2004-04-19",38.6291084289551,38.892017364502,38.5446014404297,38.7136154174805,880010,20.3763198852539
"2004-04-20",38.7230033874512,38.9389686584473,38.5446014404297,38.7230033874512,803862,20.3812656402588
"2004-04-21",38.3849754333496,38.892017364502,38.3849754333496,38.6384963989258,1321452,20.3367729187012
"2004-04-22",38.1877937316895,39.8215942382812,38.1877937316895,39.8215942382812,2196669,20.9594860076904
"2004-04-23",39.4835662841797,40.3943672180176,39.2394371032715,40.2065734863281,2518406,21.1621150970459
"2004-04-26",40.1408462524414,40.4882621765137,40.056339263916,40.3098602294922,1935531,21.2164726257324
"2004-04-27",40,40.7511749267578,40,40.2629127502441,1629450,21.1917762756348
"2004-04-28",40.0938987731934,40.1877937316895,39.6619720458984,39.7840385437012,1481948,20.9397220611572
"2004-04-29",39.8779335021973,40.3943672180176,39.7934265136719,40.3661956787109,1214952,21.2461261749268
"2004-04-30",40.2441291809082,40.7605628967285,40.2065734863281,40.2816886901855,1702829,21.2016620635986
"2004-05-03",40.2910804748535,40.7605628967285,40.1032867431641,40.6760559082031,937200,21.4092254638672
"2004-05-04",40.4037551879883,40.6948356628418,40.1220664978027,40.6103286743164,1142000,21.3746299743652
"2004-05-05",40.2910804748535,40.5727691650391,40.1690139770508,40.4413146972656,831339,21.2856616973877
"2004-05-06",40.1126747131348,40.4882621765137,39.8685455322266,40.3661956787109,798431,21.2461261749268
"2004-05-07",40.1408462524414,40.3755874633789,39.7558708190918,39.7558708190918,758174,20.9248943328857
"2004-05-10",39.4929580688477,39.8028182983398,39.0610313415527,39.3521118164062,1557137,20.7123870849609
"2004-05-11",39.3427238464355,39.4272308349609,39.0892028808594,39.417839050293,943697,20.7469787597656
"2004-05-12",39.2018775939941,39.4460105895996,38.7699546813965,39.2394371032715,711846,20.6530780792236
"2004-05-13",39.0140838623047,39.4084510803223,38.9107971191406,39.2394371032715,1098015,20.6530780792236
"2004-05-14",39.0610313415527,39.8591537475586,39.004695892334,39.4553985595703,1238382,20.7667484283447
"2004-05-17",39.1361503601074,39.4835662841797,39.051643371582,39.1737098693848,1079910,20.6184864044189
"2004-05-18",39.1737098693848,39.6619720458984,39.0892028808594,39.5680732727051,934218,20.8260440826416
"2004-05-19",39.7934265136719,39.7934265136719,39.2676048278809,39.3990592956543,831233,20.7370986938477
"2004-05-20",39.2488250732422,39.6244125366211,39.0610313415527,39.6244125366211,822713,20.8557052612305
"2004-05-21",39.6244125366211,39.8967132568359,39.4460105895996,39.7276992797852,1026234,20.9100666046143
"2004-05-24",39.9342727661133,39.9342727661133,39.4835662841797,39.5962448120117,1267457,20.840877532959
"2004-05-25",39.5868530273438,39.7183113098145,39.3333320617676,39.6525802612305,1187262,20.8705348968506
"2004-05-26",39.5023460388184,40.056339263916,39.474178314209,40.0281677246094,1029429,21.0682220458984
"2004-05-27",39.9061012268066,40.0375595092773,39.5117378234863,39.8685455322266,944123,21.1176795959473
"2004-05-28",39.7840385437012,39.9061012268066,39.577465057373,39.8122062683105,667116,21.0878276824951
"2004-06-01",39.6713638305664,39.7652587890625,39.3521118164062,39.7370872497559,819092,21.0480442047119
"2004-06-02",39.7183113098145,40.3380279541016,39.7183113098145,40.0375595092773,904185,21.2071952819824
"2004-06-03",39.8591537475586,40.3380279541016,39.7840385437012,39.8122062683105,860946,21.0878276824951
"2004-06-04",39.8591537475586,40.2347412109375,39.8122062683105,39.8685455322266,787887,21.1176795959473
"2004-06-07",39.9248847961426,40.1784057617188,39.9248847961426,40.0938987731934,579999,21.2370414733887
"2004-06-08",39.8122062683105,40.1877937316895,39.8122062683105,40.1596221923828,1831268,21.2718658447266
"2004-06-09",40.1596221923828,40.1784057617188,39.9342727661133,39.9718322753906,837942,21.1723880767822
"2004-06-10",39.9812202453613,40,39.6713638305664,39.7089195251465,871490,21.0331287384033
"2004-06-14",39.530517578125,39.577465057373,39.2112693786621,39.3333320617676,779900,20.8341846466064
"2004-06-15",39.4366188049316,39.4929580688477,39.2206573486328,39.3427238464355,969789,20.8391571044922
"2004-06-16",39.2488250732422,39.2676048278809,38.7699546813965,39.0422554016113,1391103,20.6800022125244
"2004-06-17",39.051643371582,39.051643371582,38.6760559082031,38.6854476928711,719834,20.4910144805908
"2004-06-18",38.5915489196777,38.7136154174805,38.3004684448242,38.5633811950684,1197273,20.4263496398926
"2004-06-21",38.525821685791,38.9389686584473,38.4976539611816,38.7793426513672,1203450,20.5407447814941
"2004-06-22",38.7793426513672,39.2112693786621,38.7042236328125,39.1643180847168,936455,20.744665145874
"2004-06-23",39.0422554016113,39.1643180847168,38.6103286743164,39.0422554016113,861905,20.6800022125244
"2004-06-24",38.9107971191406,39.004695892334,38.6760559082031,38.9014091491699,829209,20.6054134368896
"2004-06-25",38.8450698852539,39.0610313415527,38.4882621765137,38.6572761535645,957116,20.4760894775391
"2004-06-28",38.892017364502,39.2394371032715,38.6384963989258,38.7323951721191,1131989,20.5158748626709
"2004-06-29",38.5446014404297,39.1737098693848,38.5446014404297,39.0422554016113,722070,20.6800022125244
"2004-06-30",39.107982635498,39.3521118164062,38.9859161376953,39.2957763671875,740495,20.8142871856689
"2004-07-01",38.8262901306152,39.2957763671875,38.4882621765137,38.8450698852539,1249884,20.5755634307861
"2004-07-02",38.6384963989258,38.892017364502,38.6291084289551,38.7887306213379,600128,20.5457229614258
"2004-07-06",38.6103286743164,38.9201889038086,38.6103286743164,38.6760559082031,739004,20.4860363006592
"2004-07-07",38.6384963989258,39.0422554016113,38.6197166442871,38.9671363830566,611843,20.6402187347412
"2004-07-08",38.9765243530273,39.4460105895996,38.9765243530273,39.2676048278809,1335830,20.799373626709
"2004-07-09",39.3145523071289,39.3615036010742,39.0798110961914,39.2957763671875,608435,20.8142871856689
"2004-07-12",39.1549301147461,39.5117378234863,39.0140838623047,39.3051643371582,577869,20.8192672729492
"2004-07-13",39.1643180847168,39.1643180847168,38.7887306213379,38.9577445983887,465086,20.6352405548096
"2004-07-14",38.8732376098633,39.0985908508301,38.6572761535645,38.7981224060059,564557,20.5506973266602
"2004-07-15",38.7417831420898,38.9107971191406,38.5352096557617,38.7323951721191,477546,20.5158748626709
"2004-07-16",38.9671363830566,38.9671363830566,38.5915489196777,38.6948356628418,659342,20.4959812164307
"2004-07-19",38.6948356628418,38.8638496398926,38.422534942627,38.6478881835938,588413,20.4711246490479
"2004-07-20",38.582160949707,38.6760559082031,38.2910804748535,38.3568077087402,1254357,20.3169384002686
"2004-07-21",38.4882621765137,38.582160949707,38.1220664978027,38.1220664978027,1170542,20.19260597229
"2004-07-22",37.9342727661133,38.0187797546387,37.577465057373,37.6995315551758,1112073,19.9687805175781
"2004-07-23",37.5492973327637,37.953052520752,37.5492973327637,37.7746467590332,1563953,20.0085830688477
"2004-07-26",37.7840385437012,38.4413146972656,37.4460105895996,38.2629127502441,1740317,20.2672061920166
"2004-07-27",38.5915489196777,39.4272308349609,38.4131469726562,39.2018775939941,2253114,20.7645473480225
"2004-07-28",39.0610313415527,39.3145523071289,38.6103286743164,39.0892028808594,1432106,20.7048683166504
"2004-07-29",39.2018775939941,39.3239440917969,38.9671363830566,39.0610313415527,1102914,20.6899547576904
"2004-07-30",38.9201889038086,39.1737098693848,38.8262901306152,39.1173706054688,903653,20.7197914123535
"2004-08-02",38.6384963989258,39.1267623901367,38.6384963989258,38.9201889038086,1256168,20.6153469085693
"2004-08-03",38.948356628418,38.948356628418,38.4600944519043,38.7605628967285,1268309,20.5308074951172
"2004-08-04",38.6103286743164,38.8732376098633,38.3755874633789,38.7793426513672,554120,20.5407447814941
"2004-08-05",38.6666679382324,38.8826293945312,38.4507026672363,38.4976539611816,604068,20.391544342041
"2004-08-06",38.3098602294922,38.7323951721191,37.9812202453613,38.2723007202148,1206752,20.2721748352051
"2004-08-09",38.3849754333496,38.4037551879883,38.0375595092773,38.0375595092773,804821,20.1478404998779
"2004-08-10",38.0938987731934,38.6572761535645,37.8028182983398,38.5915489196777,812276,20.4412727355957
"2004-08-11",38.3568077087402,38.9295768737793,38.2347412109375,38.7417831420898,853917,20.5208511352539
"2004-08-12",38.6103286743164,38.7511749267578,38.2910804748535,38.3098602294922,1042529,20.2920684814453
"2004-08-13",38.422534942627,38.5446014404297,38.1220664978027,38.3943672180176,667223,20.3368320465088
"2004-08-16",38.3098602294922,38.6197166442871,38.1502342224121,38.6009407043457,689375,20.4462509155273
"2004-08-17",38.525821685791,38.6009407043457,38.3474197387695,38.5915489196777,822819,20.4412727355957
"2004-08-18",38.5539894104004,39.1361503601074,38.4976539611816,39.1173706054688,666371,20.7197914123535
"2004-08-19",39.0140838623047,39.051643371582,38.6854476928711,38.9859161376953,640278,20.6501693725586
"2004-08-20",38.9107971191406,39.0798110961914,38.6854476928711,39.0422554016113,681068,20.6800022125244
"2004-08-23",39.1173706054688,39.3521118164062,39.0234756469727,39.2300453186035,736022,20.7794761657715
"2004-08-24",39.3427238464355,39.4084510803223,39.2676048278809,39.3521118164062,698001,20.8441410064697
"2004-08-25",39.3333320617676,39.577465057373,39.2112693786621,39.5117378234863,987788,20.9286861419678
"2004-08-26",39.4366188049316,39.6713638305664,39.4366188049316,39.5868530273438,677553,20.9684753417969
"2004-08-27",39.3990592956543,39.5586853027344,39.2394371032715,39.4460105895996,817920,21.0282592773438
"2004-08-30",39.3427238464355,39.530517578125,39.1737098693848,39.1737098693848,601725,20.8831043243408
"2004-08-31",39.2300453186035,39.417839050293,39.1549301147461,39.417839050293,544428,21.0132389068604
"2004-09-01",39.2300453186035,39.3896713256836,38.9859161376953,39.2300453186035,1023678,20.9131317138672
"2004-09-02",39.1549301147461,39.5680732727051,39.1549301147461,39.530517578125,671589,21.0733070373535
"2004-09-03",39.5117378234863,39.577465057373,39.3615036010742,39.4460105895996,1492704,21.0282592773438
"2004-09-07",39.4553985595703,39.6525802612305,39.3615036010742,39.6431922912598,804927,21.1333789825439
"2004-09-08",39.3708915710449,39.521125793457,39.2582168579102,39.4084510803223,1062231,21.0082340240479
"2004-09-09",39.5023460388184,39.6244125366211,39.2863845825195,39.3615036010742,830061,20.9832077026367
"2004-09-10",39.4460105895996,39.5492973327637,39.1643180847168,39.5492973327637,1074798,21.0833225250244
"2004-09-13",39.4835662841797,39.530517578125,39.2582168579102,39.4366188049316,694487,21.023250579834
"2004-09-14",39.4835662841797,39.9061012268066,39.0422554016113,39.7840385437012,777876,21.2084560394287
"2004-09-15",39.8309860229492,40.3004684448242,39.7934265136719,40.0657272338867,1397280,21.3586196899414
"2004-09-16",40.1971817016602,40.1971817016602,39.7746467590332,39.9154930114746,596187,21.2785415649414
"2004-09-17",40.1502342224121,40.4507026672363,40.0375595092773,40.1032867431641,1246902,21.37864112854
"2004-09-20",40.1126747131348,40.1126747131348,39.6150245666504,39.8873252868652,1522524,21.2635231018066
"2004-09-21",39.8122062683105,39.8215942382812,39.3708915710449,39.7934265136719,1066704,21.2134571075439
"2004-09-22",39.5962448120117,39.7934265136719,39.4460105895996,39.474178314209,865632,21.0432777404785
"2004-09-23",39.2957763671875,39.577465057373,38.9671363830566,38.9671363830566,978203,20.7729797363281
"2004-09-24",38.9201889038086,38.9671363830566,38.6478881835938,38.9107971191406,1074159,20.7429389953613
"2004-09-27",38.9014091491699,38.9014091491699,38.5915489196777,38.7699546813965,844119,20.6678581237793
"2004-09-28",38.6854476928711,39.0892028808594,38.6854476928711,38.8638496398926,664454,20.7179222106934
"2004-09-29",38.9389686584473,39.051643371582,38.7042236328125,39.051643371582,475842,20.8180236816406
"2004-09-30",39.1455383300781,40.2629127502441,39.107982635498,40.056339263916,1985480,21.3536205291748
"2004-10-01",39.9718322753906,40.3849754333496,39.8028182983398,40.0938987731934,1048706,21.3736419677734
"2004-10-04",40.422534942627,40.4507026672363,40.0845069885254,40.3755874633789,922184,21.5238075256348
"2004-10-05",40.3286361694336,40.4037551879883,40.1314544677734,40.3380279541016,698960,21.5037975311279
"2004-10-06",40.3474197387695,40.422534942627,40.046947479248,40.3661956787109,540914,21.5187950134277
"2004-10-07",40.2065734863281,40.3474197387695,39.8403778076172,39.8497657775879,642195,21.2434883117676
"2004-10-08",39.8591537475586,40,39.3896713256836,39.521125793457,739749,21.068302154541
"2004-10-11",39.6901397705078,39.9061012268066,39.6244125366211,39.9061012268066,431858,21.2735290527344
"2004-10-12",39.5868530273438,39.7276992797852,39.3615036010742,39.4460105895996,791402,21.0282592773438
"2004-10-13",39.5023460388184,39.5868530273438,38.9765243530273,39.2300453186035,615677,20.9131317138672
"2004-10-14",39.3802833557129,39.8591537475586,39.3333320617676,39.6807518005371,872661,21.1533985137939
"2004-10-15",39.8873252868652,40.056339263916,39.3427238464355,39.4835662841797,1077780,21.0482883453369
"2004-10-18",39.4647903442383,40.0657272338867,39.4366188049316,39.9812202453613,851468,21.3135795593262
"2004-10-19",39.9812202453613,40.2816886901855,39.8122062683105,40.056339263916,621108,21.3536205291748
"2004-10-20",39.8779335021973,40.2253532409668,39.8403778076172,40.009391784668,756150,21.3285942077637
"2004-10-21",40.1220664978027,40.3755874633789,39.8591537475586,40.3192481994629,1070751,21.4937801361084
"2004-10-22",40.1690139770508,40.2441291809082,39.6713638305664,39.8215942382812,1133906,21.2284755706787
"2004-10-25",40.3755874633789,40.8450698852539,40.0375595092773,40.5164337158203,1492491,21.5988864898682
"2004-10-26",40.3755874633789,40.5164337158203,40.1314544677734,40.1690139770508,1820085,21.4136810302734
"2004-10-27",39.953052520752,40.478874206543,39.8967132568359,40.3192481994629,1120167,21.4937801361084
"2004-10-28",40.1220664978027,40.4882621765137,40.0845069885254,40.478874206543,1311228,21.5788688659668
"2004-10-29",40.478874206543,40.5633811950684,40.2629127502441,40.3755874633789,1190883,21.5238075256348
"2004-11-01",40.1126747131348,40.4600944519043,39.6244125366211,39.9624404907227,1727004,21.3035659790039
"2004-11-02",39.6713638305664,40.2441291809082,39.6713638305664,40.0187797546387,2182079,21.3335990905762
"2004-11-03",40.0187797546387,40.6384963989258,40.0187797546387,40.6291084289551,2638644,21.65895652771
"2004-11-04",40.525821685791,41.417839050293,40.469482421875,41.3333320617676,1383648,22.0343723297119
"2004-11-05",41.3145523071289,41.9154930114746,41.1549301147461,41.5680732727051,1149774,22.1595096588135
"2004-11-08",41.3802833557129,41.6901397705078,41.3521118164062,41.6431922912598,941886,22.1995506286621
"2004-11-09",41.6713638305664,41.7934265136719,41.3145523071289,41.5023460388184,878306,22.1244792938232
"2004-11-10",41.6431922912598,41.8122062683105,41.4084510803223,41.6338043212891,752103,22.1945533752441
"2004-11-11",41.6431922912598,41.9718322753906,41.5023460388184,41.8779335021973,827718,22.3246936798096
"2004-11-12",41.8873252868652,42.2535209655762,41.7934265136719,42.2535209655762,884376,22.5249137878418
"2004-11-15",42.1126747131348,42.2441291809082,41.8873252868652,42.2347412109375,798537,22.5149040222168
"2004-11-16",42.2347412109375,42.3661956787109,41.943660736084,42.009391784668,729206,22.3947734832764
"2004-11-17",42.1596221923828,42.2347412109375,41.6244125366211,41.8497657775879,962441,22.3096771240234
"2004-11-18",41.8967132568359,42.1971817016602,41.7840385437012,42.1314544677734,687671,22.4598369598389
"2004-11-19",42.046947479248,42.0845069885254,41.530517578125,41.5868530273438,808122,22.1695213317871
"2004-11-22",41.6901397705078,42.5539894104004,41.5399055480957,42.478874206543,1294401,22.6450462341309
"2004-11-23",42.469482421875,42.5164337158203,42.1596221923828,42.2816886901855,886187,22.6749820709229
"2004-11-24",42.2723007202148,42.4319267272949,41.8873252868652,41.9248847961426,646242,22.4836292266846
"2004-11-26",41.8215942382812,42.422534942627,41.8215942382812,42.2629127502441,269445,22.6649055480957
"2004-11-29",42.2535209655762,42.4319267272949,40.6384963989258,40.8169021606445,4578755,21.8894309997559
"2004-11-30",40.6291084289551,41.1643180847168,40.4507026672363,41.0328636169434,2348112,22.0052490234375
