"Index","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"2004-03-24",32.9700012207031,33.2050018310547,32.7000007629395,32.9850006103516,3972000,22.3662128448486
"2004-03-25",33.125,33.4949989318848,32.9850006103516,33.4599990844727,5000400,22.6883010864258
"2004-03-26",33.4599990844727,34.3300018310547,33.2999992370605,34.1150016784668,3097800,23.1324462890625
"2004-03-29",34.4249992370605,34.9449996948242,34.4000015258789,34.9300003051758,4079200,23.7826766967773
"2004-03-30",35.5250015258789,35.5250015258789,34.5349998474121,34.9700012207031,3173400,23.8099002838135
"2004-03-31",34.9500007629395,34.9550018310547,34.4150009155273,34.6549987792969,2927200,23.5954303741455
"2004-04-01",34.7000007629395,34.9000015258789,34.4099998474121,34.5750007629395,2902000,23.540958404541
"2004-04-02",34.9000015258789,35.1599998474121,34.4000015258789,35.0900001525879,5117800,23.8916187286377
"2004-04-05",35.0499992370605,35.8600006103516,34.9949989318848,35.8600006103516,2966200,24.4158802032471
"2004-04-06",35.7550010681152,36.5299987792969,35.6749992370605,36.4700012207031,5991400,24.8312110900879
"2004-04-07",36.4000015258789,36.7249984741211,35.9150009155273,36.4099998474121,5605800,24.7903461456299
"2004-04-08",36.5250015258789,36.9500007629395,36.4749984741211,36.6699981689453,3817800,24.967378616333
"2004-04-12",36.6699981689453,37.1549987792969,36.6699981689453,36.875,3675000,25.1069488525391
"2004-04-13",36.9749984741211,36.9749984741211,36.3199996948242,36.4249992370605,3154800,24.8005676269531
"2004-04-14",36.125,36.8549995422363,36.0149993896484,36.2849998474121,3140800,24.7052402496338
"2004-04-15",36.3300018310547,36.6199989318848,35.9500007629395,36.185001373291,3101000,24.6371612548828
"2004-04-16",36.4500007629395,36.6699981689453,36.0200004577637,36.6549987792969,3261400,24.9571571350098
"2004-04-19",36.2999992370605,36.7550010681152,36.2900009155273,36.7099990844727,1891000,24.9946136474609
"2004-04-20",36.75,37.2249984741211,35.9249992370605,35.9249992370605,2282000,24.4601249694824
"2004-04-21",35.75,35.8950004577637,35.2750015258789,35.7599983215332,3617400,24.3477916717529
"2004-04-22",36.125,37.4650001525879,35.7999992370605,37.4249992370605,5127600,25.4814205169678
"2004-04-23",37,37,35.3349990844727,35.5999984741211,6176000,24.2388477325439
"2004-04-26",35.7249984741211,35.7249984741211,34.9000015258789,35.1300010681152,3847000,23.9188442230225
"2004-04-27",35.5,36.0250015258789,35.2999992370605,35.564998626709,3119400,24.2150192260742
"2004-04-28",35.4500007629395,35.4550018310547,34.2400016784668,34.5099983215332,3064800,23.4967098236084
"2004-04-29",34.7000007629395,35.2249984741211,33.7599983215332,33.8450012207031,3800200,23.0439262390137
"2004-04-30",34,34.5400009155273,33.5699996948242,34.0200004577637,3974800,23.1630859375
"2004-05-03",34.25,34.5999984741211,33.9949989318848,34.4599990844727,3227800,23.4626541137695
"2004-05-04",34.4599990844727,34.8199996948242,34.0449981689453,34.6549987792969,2747800,23.5954303741455
"2004-05-05",34.6599998474121,34.6749992370605,34.1749992370605,34.4749984741211,1949000,23.4728775024414
"2004-05-06",34.3499984741211,34.4249992370605,33.5,34,3038400,23.1494674682617
"2004-05-07",33.8899993896484,34.2099990844727,33.1800003051758,33.435001373291,3003400,22.7647724151611
"2004-05-10",32.3549995422363,32.6749992370605,31.3700008392334,32.3499984741211,7397000,22.026029586792
"2004-05-11",32.685001373291,32.7750015258789,32.1349983215332,32.4500007629395,4233600,22.0941200256348
"2004-05-12",32.5200004577637,32.6500015258789,31.5949993133545,32.3199996948242,4341200,22.0056095123291
"2004-05-13",32.2050018310547,33.4500007629395,31.9349994659424,33.3499984741211,5600800,22.7068996429443
"2004-05-14",33.25,33.8450012207031,32.6349983215332,33.4300003051758,4400400,22.7613716125488
"2004-05-17",32.9249992370605,33.0449981689453,32.560001373291,33,2351400,22.468599319458
"2004-05-18",33.25,33.375,32.2999992370605,32.3800010681152,7546600,22.0464572906494
"2004-05-19",32.5400009155273,32.8549995422363,32.0999984741211,32.0999984741211,6391800,21.8558139801025
"2004-05-20",32.1049995422363,32.125,31.5599994659424,31.5599994659424,5011200,21.4881439208984
"2004-05-21",31.625,31.6499996185303,31,31.4500007629395,5477600,21.4132537841797
"2004-05-24",31.7250003814697,32.1749992370605,31.7049999237061,31.9300003051758,3677400,21.7400665283203
"2004-05-25",31.7099990844727,32.2249984741211,31.6200008392334,32.2150001525879,4143000,21.934118270874
"2004-05-26",32.25,32.7400016784668,32.2050018310547,32.5250015258789,3425200,22.1451988220215
"2004-05-27",32.5499992370605,33.3250007629395,32.5349998474121,32.8250007629395,3878000,22.3494567871094
"2004-05-28",32.8250007629395,32.9199981689453,32.5999984741211,32.8499984741211,1927600,22.3664665222168
"2004-06-01",32.7999992370605,33.4500007629395,32.7249984741211,33.3650016784668,4891000,22.7171096801758
"2004-06-02",33.4900016784668,33.7400016784668,33.1549987792969,33.6749992370605,2776200,22.9281826019287
"2004-06-03",33.5750007629395,33.8600006103516,33.2200012207031,33.2799987792969,2172400,22.659252166748
"2004-06-04",33.5250015258789,33.7999992370605,33.1599998474121,33.5800018310547,1982600,22.86350440979
"2004-06-07",33.7000007629395,34.5,33.6800003051758,34.4500007629395,2020000,23.4558620452881
"2004-06-08",34.4249992370605,34.5449981689453,33.8450012207031,33.8450012207031,3858400,23.0439262390137
"2004-06-09",33.9300003051758,34.1949996948242,33.4850006103516,33.4850006103516,3061600,22.7988243103027
"2004-06-10",33.5750007629395,33.9850006103516,33.3950004577637,33.6199989318848,3227400,22.8907375335693
"2004-06-14",33.7050018310547,33.8250007629395,33.4000015258789,33.6749992370605,2664400,22.9281826019287
"2004-06-15",34.3950004577637,34.435001373291,34.0200004577637,34.3250007629395,3680000,23.370756149292
"2004-06-16",34.4000015258789,34.4000015258789,33.9150009155273,34.0250015258789,2031200,23.1664848327637
"2004-06-17",33.7750015258789,34.3499984741211,33.7750015258789,34.2599983215332,2698000,23.3264904022217
"2004-06-18",34.0250015258789,34.685001373291,33.9749984741211,34.5849990844727,4779600,23.5477809906006
"2004-06-21",34.5750007629395,34.7000007629395,34.1599998474121,34.1599998474121,2097400,23.2583980560303
"2004-06-22",34.1650009155273,34.6500015258789,34.1599998474121,34.5299987792969,2682000,23.5103282928467
"2004-06-23",34.4249992370605,34.7350006103516,34.1749992370605,34.6500015258789,2494800,23.5920257568359
"2004-06-24",34.6450004577637,34.935001373291,34.5550003051758,34.6199989318848,2251400,23.5716037750244
"2004-06-25",34.7449989318848,35,34.6500015258789,34.8800010681152,2326000,23.7486228942871
"2004-06-28",34.8650016784668,34.9249992370605,33.7299995422363,33.7900009155273,2675800,23.0991916656494
"2004-06-29",33.875,34.7249984741211,33.6549987792969,34.5999984741211,2348200,23.6529273986816
"2004-06-30",34.7000007629395,35.2449989318848,34.1100006103516,35.0699996948242,3017800,23.9742164611816
"2004-07-01",34.9949989318848,34.9949989318848,33.7799987792969,33.9300003051758,5375800,23.1949024200439
"2004-07-02",33.9300003051758,33.9300003051758,33,33.3499984741211,3721800,22.7984066009521
"2004-07-06",33.3499984741211,33.5900001525879,33.2400016784668,33.4700012207031,2549600,22.8804416656494
"2004-07-07",33.3499984741211,33.4500007629395,32.7000007629395,32.7750015258789,4379200,22.4053325653076
"2004-07-08",32.7750015258789,32.7799987792969,32.1800003051758,32.4199981689453,5058200,22.1626434326172
"2004-07-09",32.5250015258789,32.7799987792969,32.4949989318848,32.5499992370605,3400600,22.2515258789062
"2004-07-12",32.5499992370605,32.6549987792969,32.2000007629395,32.4500007629395,3136800,22.1831645965576
"2004-07-13",32.625,32.9749984741211,32.5699996948242,32.6949996948242,4620400,22.350643157959
"2004-07-14",32.5800018310547,32.9049987792969,32.3499984741211,32.6399993896484,3753600,22.3130474090576
"2004-07-15",32.7249984741211,33.1650009155273,32.6500015258789,32.9700012207031,3355200,22.5386371612549
"2004-07-16",33.4500007629395,33.4749984741211,32.8050003051758,32.9500007629395,2838800,22.5249633789062
"2004-07-19",32.875,32.9500007629395,32.5099983215332,32.5699996948242,2321000,22.2651920318604
"2004-07-20",32.6800003051758,32.7400016784668,32.2150001525879,32.4900016784668,2516600,22.2105102539062
"2004-07-21",32.6500015258789,32.8250007629395,31.7749996185303,31.7849998474121,3398000,21.7285575866699
"2004-07-22",31.0249996185303,31.2649993896484,30.7000007629395,31.1000003814697,6626600,21.2602863311768
"2004-07-23",31.1350002288818,31.2900009155273,30.7450008392334,30.9349994659424,4277000,21.1474895477295
"2004-07-26",31.0249996185303,31.4549999237061,30.6049995422363,30.6900005340576,3369600,20.9799995422363
"2004-07-27",30.6949996948242,30.7150001525879,30.2999992370605,30.6499996185303,5159000,20.9526596069336
"2004-07-28",30.75,32.5,30.7399997711182,31.4099998474121,4347200,21.4721965789795
"2004-07-29",31.4850006103516,31.6499996185303,31.2250003814697,31.5200004577637,2287000,21.5473937988281
"2004-07-30",31.5450000762939,31.6000003814697,31.1100006103516,31.4050006866455,2547000,21.468786239624
"2004-08-02",31.2800006866455,31.5200004577637,31.0650005340576,31.3950004577637,2378200,21.4619522094727
"2004-08-03",31.2950000762939,31.5400009155273,31.1200008392334,31.2450008392334,1952800,21.3594150543213
"2004-08-04",31.1550006866455,31.3649997711182,30.8099994659424,31.0300006866455,1609400,21.2124309539795
"2004-08-05",31,31.1000003814697,29.9150009155273,29.9249992370605,3798400,20.4570426940918
"2004-08-06",29.0499992370605,29.2999992370605,28.6100006103516,28.7999992370605,8121600,19.6879806518555
"2004-08-09",29.3500003814697,29.4500007629395,29.0849990844727,29.1900005340576,4357400,19.9545860290527
"2004-08-10",29.5,30.3250007629395,29.4500007629395,30.3250007629395,4795200,20.7304840087891
"2004-08-11",30.3250007629395,30.7250003814697,29.9050006866455,30.5349998474121,3673200,20.8740425109863
"2004-08-12",30.4500007629395,30.4549999237061,29.7600002288818,29.9549999237061,3671000,20.4775524139404
"2004-08-13",30.0100002288818,30.125,29.6299991607666,29.6900005340576,2657600,20.2963924407959
"2004-08-16",29.9750003814697,30.6049995422363,29.8500003814697,30.5100002288818,3492800,20.8569564819336
"2004-08-17",31.25,31.8299999237061,29.7749996185303,30.0750007629395,12403600,20.5595893859863
"2004-08-18",30.0849990844727,30.5499992370605,29.8549995422363,30.3250007629395,6094200,20.7304840087891
"2004-08-19",30.3500003814697,30.6049995422363,29.9449996948242,30.3349990844727,4117000,20.7373237609863
"2004-08-20",30.4050006866455,30.9549999237061,30.2999992370605,30.7700004577637,2698800,21.0346908569336
"2004-08-23",30.9850006103516,31.2250003814697,30.7900009155273,30.9200000762939,2693200,21.1372356414795
"2004-08-24",31.25,31.4500007629395,30.9750003814697,31.1499996185303,2271800,21.2944679260254
"2004-08-25",31.0499992370605,31.6550006866455,31.0400009155273,31.5,3128200,21.5337219238281
"2004-08-26",31.5149993896484,31.5349998474121,30.9500007629395,31.3500003814697,2280600,21.431188583374
"2004-08-27",31.3999996185303,31.4500007629395,31.1749992370605,31.3349990844727,1437600,21.4209365844727
"2004-08-30",31.25,31.4750003814697,31.2250003814697,31.3199996948242,1653400,21.4106769561768
"2004-08-31",31.5,31.6949996948242,31.2399997711182,31.6350002288818,2286800,21.6260147094727
"2004-09-01",31.6350002288818,31.8999996185303,31.375,31.6599998474121,2060800,21.6431045532227
"2004-09-02",31.7250003814697,32.0149993896484,31.4899997711182,31.9500007629395,1713000,21.8413562774658
"2004-09-03",31.9500007629395,32.0400009155273,31.6350002288818,31.6499996185303,2252800,21.6362724304199
"2004-09-07",31.9500007629395,32.189998626709,31.6550006866455,32.1399993896484,2524000,21.9712371826172
"2004-09-08",32.0499992370605,32.3699989318848,31.9750003814697,32.1100006103516,2164600,21.9507255554199
"2004-09-09",32.3450012207031,32.3450012207031,31.9200000762939,32.0550003051758,3471200,21.9131336212158
"2004-09-10",31.9400005340576,32,31.5499992370605,31.7250003814697,2804000,21.6875381469727
"2004-09-13",31.8050003051758,31.9750003814697,31.5750007629395,31.7099990844727,2303800,21.6772785186768
"2004-09-14",31.75,32.2849998474121,31.7150001525879,32.2099990844727,2881400,22.0190925598145
"2004-09-15",32.2099990844727,32.2900009155273,31.9400005340576,32.2050018310547,2778800,22.0156726837158
"2004-09-16",32.2050018310547,32.5849990844727,32.1949996948242,32.4949989318848,3532200,22.213924407959
"2004-09-17",32.8250007629395,32.8250007629395,32.3699989318848,32.5050010681152,3144400,22.2207565307617
"2004-09-20",32.5,32.5050010681152,32.0349998474121,32.0499992370605,3447200,21.9097061157227
"2004-09-21",32.1450004577637,32.2949981689453,31.9850006103516,32.0349998474121,2891800,21.8994617462158
"2004-09-22",31.9249992370605,32,31.375,31.5100002288818,2351200,21.540563583374
"2004-09-23",31.5750007629395,31.6650009155273,31.1650009155273,31.1650009155273,2670600,21.3047161102295
"2004-09-24",31.25,31.5,31.2250003814697,31.3500003814697,2370200,21.431188583374
"2004-09-27",31.3250007629395,31.3250007629395,30.8500003814697,30.8500003814697,2642600,21.0893859863281
"2004-09-28",31,31.9500007629395,30.6450004577637,31.6200008392334,4236600,21.7143058776855
"2004-09-29",31.5200004577637,32.3300018310547,31.2999992370605,32.0750007629395,5185600,22.0267677307129
"2004-09-30",32.0999984741211,32.4500007629395,31.9150009155273,32.2750015258789,3257200,22.1641120910645
"2004-10-01",32.2750015258789,32.6500015258789,32.1500015258789,32.4449996948242,2752400,22.2808475494385
"2004-10-04",32.625,32.9749984741211,32.5250015258789,32.7550010681152,3289200,22.4937400817871
"2004-10-05",32.7550010681152,32.7750015258789,31.5,31.8199996948242,5440000,21.8516483306885
"2004-10-06",31.9449996948242,32.6450004577637,31.9449996948242,32.3499984741211,4735200,22.2156085968018
"2004-10-07",32.3499984741211,32.5550003051758,31.9750003814697,31.9799995422363,3177400,21.9615154266357
"2004-10-08",31.6499996185303,32.1349983215332,31.4750003814697,31.5049991607666,3240200,21.6353321075439
"2004-10-11",31.8250007629395,31.8649997711182,31.4300003051758,31.5550003051758,2391600,21.6696662902832
"2004-10-12",31.2999992370605,31.2999992370605,30.6900005340576,31.0949993133545,5908400,21.3537654876709
"2004-10-13",30.4249992370605,30.5249996185303,29.375,29.7849998474121,11494600,20.4541568756104
"2004-10-14",29.7250003814697,29.9249992370605,29.5699996948242,29.7549991607666,5114200,20.4335594177246
"2004-10-15",29.8250007629395,30.2049999237061,29.7749996185303,30.0400009155273,3929600,20.6292762756348
"2004-10-18",29.9699993133545,29.9699993133545,29.1100006103516,29.3850002288818,5747200,20.1794662475586
"2004-10-19",29.5499992370605,29.5499992370605,28.9650001525879,29.1100006103516,3982200,19.9906215667725
"2004-10-20",29.4750003814697,29.5900001525879,28.9500007629395,29.1900005340576,4021200,20.0455551147461
"2004-10-21",29.1949996948242,29.3299999237061,28.3600006103516,29.0249996185303,4327200,19.932243347168
"2004-10-22",29.2199993133545,29.7199993133545,29.2199993133545,29.3999996185303,4646000,20.1897735595703
"2004-10-25",29.2749996185303,29.6100006103516,29.0750007629395,29.5849990844727,3520400,20.3168106079102
"2004-10-26",29.5499992370605,29.625,29.125,29.3500003814697,5033800,20.1554355621338
"2004-10-27",29.3250007629395,30.2749996185303,29.1000003814697,30.2099990844727,5893800,20.746021270752
"2004-10-28",30.1000003814697,30.1000003814697,29.6849994659424,29.8500003814697,4378200,20.4988021850586
"2004-10-29",30,30.1100006103516,29.7600002288818,29.8899993896484,3384600,20.5262622833252
"2004-11-01",30.7749996185303,31.3299999237061,30.7350006103516,30.9850006103516,6593800,21.2782325744629
"2004-11-02",31.125,31.75,30.9449996948242,31.0750007629395,7380600,21.3400325775146
"2004-11-03",31.7999992370605,31.8250007629395,31.1650009155273,31.3850002288818,4407400,21.5529308319092
"2004-11-04",31.5100002288818,32.0999984741211,31.1350002288818,32.0750007629395,4031800,22.0267677307129
"2004-11-05",32.4850006103516,33.1049995422363,32.375,32.5400009155273,5158200,22.3460960388184
"2004-11-08",32.5400009155273,32.8250007629395,32.2200012207031,32.375,2894000,22.2327766418457
"2004-11-09",32.375,34.0750007629395,32.1650009155273,33.9249992370605,9626600,23.2972068786621
"2004-11-10",33.9300003051758,34.1300010681152,33.4449996948242,33.8549995422363,5792600,23.2491359710693
"2004-11-11",34.3600006103516,34.7000007629395,34.0950012207031,34.4500007629395,6238600,23.6577472686768
"2004-11-12",34.4550018310547,34.4650001525879,33.9099998474121,34.4599990844727,3684800,23.664608001709
"2004-11-15",34.4599990844727,34.6599998474121,34.0099983215332,34.2150001525879,3009000,23.4963512420654
"2004-11-16",34.1749992370605,34.3300018310547,33.8300018310547,34.0050010681152,4373800,23.3521461486816
"2004-11-17",34.1300010681152,34.5099983215332,33.9850006103516,34.375,2909200,23.606237411499
"2004-11-18",34.5,35.6399993896484,34.4550018310547,35.4449996948242,6281200,24.3410396575928
"2004-11-19",35.4449996948242,35.4700012207031,34.3250007629395,34.6300010681152,4548200,23.7813549041748
"2004-11-22",34.4249992370605,34.625,34.1699981689453,34.3549995422363,4050800,23.5925006866455
"2004-11-23",35.6100006103516,35.75,34.6349983215332,35.1049995422363,10998400,24.1075458526611
"2004-11-24",35.4700012207031,36.4749984741211,35.2999992370605,36.3499984741211,6679600,24.9625129699707
"2004-11-26",36.4700012207031,36.7249984741211,36.2999992370605,36.5699996948242,2208600,25.1136054992676
"2004-11-29",36.5750007629395,36.7249984741211,35.3199996948242,36.0550003051758,3795600,24.7599391937256
"2004-11-30",35.9500007629395,35.9550018310547,35.4099998474121,35.8650016784668,4869800,24.6294555664062
"2004-12-01",35.8849983215332,36.4949989318848,35.6399993896484,35.8950004577637,4509600,24.6500625610352
"2004-12-02",35.8950004577637,35.8950004577637,35.0050010681152,35.5,5019200,24.3788070678711
"2004-12-03",35.5,35.6450004577637,35.1549987792969,35.4900016784668,3667400,24.371940612793
"2004-12-06",35.1749992370605,35.4199981689453,35.0299987792969,35.1300010681152,2913000,24.124719619751
"2004-12-07",35.25,35.3849983215332,34.8450012207031,34.875,3853600,23.9496002197266
