"Index","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2003-10-30",6.15784883499146,6.15784883499146,5.92801380157471,6.14917612075806,1596674,4.92888116836548
"2003-10-31",6.15134382247925,6.17302703857422,6.05377292633057,6.07328701019287,653059,4.86805248260498
"2003-11-03",6.11665201187134,6.29444885253906,6.11665201187134,6.2619252204895,1259998,5.0192551612854
"2003-11-04",6.2510838508606,6.2510838508606,6.11448383331299,6.17953205108643,1408505,4.95321178436279
"2003-11-05",6.21205615997314,6.28577613830566,6.14267110824585,6.27710294723511,1027554,5.03142070770264
"2003-11-06",6.33130979537964,6.52862119674683,6.29878616333008,6.51561117172241,1525188,5.22259759902954
"2003-11-07",6.35299205780029,6.35516023635864,6.09497022628784,6.24457883834839,3733875,5.0053505897522
"2003-11-10",6.22289705276489,6.26626205444336,6.15351295471191,6.16869020462036,1462465,4.94452285766602
"2003-11-11",6.1253252029419,6.14483976364136,6.03642702102661,6.05594110488892,877664,4.85414838790894
"2003-11-12",6.05594110488892,6.3399829864502,6.05594110488892,6.30312204360962,1214340,5.05227708816528
"2003-11-13",6.30529117584229,6.42237615585327,6.30529117584229,6.42020797729492,922861,5.14612770080566
"2003-11-14",6.40719890594482,6.46790981292725,6.26626205444336,6.28360795974731,1294127,5.03663539886475
"2003-11-17",6.28360795974731,6.28360795974731,6.1123161315918,6.21856021881104,992041,4.9844970703125
"2003-11-18",6.23373794555664,6.34865617752075,6.18386793136597,6.20121383666992,670124,4.97059154510498
"2003-11-19",6.20338201522827,6.34215116500854,6.17953205108643,6.30745887756348,749450,5.05575275421143
"2003-11-20",6.28794384002686,6.31613206863403,6.24674797058105,6.29011297225952,941309,5.04184865951538
"2003-11-21",6.28794384002686,6.32046794891357,6.25325202941895,6.27276706695557,795109,5.02794551849365
"2003-11-24",6.30962705612183,6.35299205780029,6.30962705612183,6.35082387924194,758213,5.09051036834717
"2003-11-25",6.37250709533691,6.45489978790283,6.35082387924194,6.44839477539062,813557,5.16871976852417
"2003-11-26",6.49176120758057,6.55247211456299,6.44622707366943,6.51994800567627,620775,5.22607517242432
"2003-11-28",6.50910711288452,6.53729391098022,6.4765830039978,6.49176120758057,222298,5.20348072052002
"2003-12-01",6.51561117172241,6.59149980545044,6.51561117172241,6.58933210372925,1231865,5.28168678283691
"2003-12-02",6.59583711624146,6.68690395355225,6.58499622344971,6.63703393936157,695028,5.31992435455322
"2003-12-03",6.63703393936157,6.81049394607544,6.63486623764038,6.67823076248169,991119,5.35294771194458
"2003-12-04",6.63486623764038,6.79314804077148,6.61101484298706,6.78447484970093,1082898,5.43810558319092
"2003-12-05",6.78013896942139,6.8126630783081,6.71292304992676,6.80398988723755,1100423,5.4537467956543
"2003-12-08",6.80398988723755,6.88855218887329,6.80398988723755,6.86253309249878,1056609,5.50067472457886
"2003-12-09",6.90589809417725,6.9362530708313,6.76929712295532,6.89939308166504,996192,5.53021907806396
"2003-12-10",6.90589809417725,6.92541217803955,6.819167137146,6.84735488891602,704252,5.48850584030151
"2003-12-11",6.83000898361206,6.93191719055176,6.83000898361206,6.91673898696899,1254003,5.54412078857422
"2003-12-12",6.93408489227295,7.13356494903564,6.90589809417725,7.12705993652344,1173754,5.71270513534546
"2003-12-15",7.21378993988037,7.27016496658325,7.12272310256958,7.13356494903564,930240,5.71791839599609
"2003-12-16",7.13356494903564,7.15307903289795,7.09019899368286,7.10971403121948,1111492,5.69880247116089
"2003-12-17",7.11188220977783,7.12489223480225,7.00346899032593,7.06851720809937,842151,5.66578149795532
"2003-12-18",7.06851720809937,7.28317403793335,7.03599309921265,7.26365995407104,785885,5.8221960067749
"2003-12-19",7.26365995407104,7.32653903961182,7.22029495239258,7.27450084686279,1221258,5.83088636398315
"2003-12-22",7.27450084686279,7.37207317352295,7.27450084686279,7.37207317352295,1009567,5.90909576416016
"2003-12-23",7.33954906463623,7.41543817520142,7.32870817184448,7.3894190788269,1117949,5.92299938201904
"2003-12-24",7.3915867805481,7.39592409133911,7.35472679138184,7.36123180389404,147123,5.90040731430054
"2003-12-26",7.37207317352295,7.42411088943481,7.37207317352295,7.40025997161865,99158,5.9316897392273
"2003-12-29",7.3915867805481,7.48915910720825,7.3829140663147,7.48915910720825,820014,6.00294589996338
"2003-12-30",7.28534317016602,7.55854320526123,7.28534317016602,7.55637502670288,744838,6.05682373046875
"2003-12-31",7.54553318023682,7.54987001419067,7.3894190788269,7.40025997161865,1378527,5.9316897392273
"2004-01-02",7.43278408050537,7.51084089279175,7.4111008644104,7.42627906799316,755907,5.95254278182983
"2004-01-05",7.44796180725098,7.45880317687988,7.39592409133911,7.43061590194702,1488754,5.95602035522461
"2004-01-06",7.43712091445923,7.51301002502441,7.42411088943481,7.46747589111328,1199120,5.98556661605835
"2004-01-07",7.46964406967163,7.47831678390503,7.38508176803589,7.46314001083374,879970,5.98209047317505
"2004-01-08",7.45663499832153,7.60407590866089,7.42194318771362,7.59540319442749,1002188,6.08810758590698
"2004-01-09",7.57372093200684,7.57372093200684,7.39375495910645,7.39375495910645,811251,5.92647409439087
"2004-01-12",7.40459680557251,7.54770183563232,7.36339998245239,7.53902912139893,669201,6.04291868209839
"2004-01-13",7.54553318023682,7.57155179977417,7.43712091445923,7.44145679473877,641068,5.9647102355957
"2004-01-14",7.47398090362549,7.50433683395386,7.33954906463623,7.47398090362549,732386,5.99077939987183
"2004-01-15",7.47398090362549,7.47398090362549,7.30268907546997,7.31136178970337,1049691,5.8604326248169
"2004-01-16",7.3894190788269,7.39375495910645,7.30268907546997,7.30919313430786,873052,5.85869407653809
"2004-01-20",7.35255908966064,7.37207317352295,7.27450084686279,7.27450084686279,1313498,5.83088636398315
"2004-01-21",7.28534317016602,7.33954906463623,7.281005859375,7.30919313430786,750372,5.85869407653809
"2004-01-22",7.35255908966064,7.42194318771362,7.32870817184448,7.35255908966064,826932,5.89345502853394
"2004-01-23",7.35689496994019,7.44579410552979,7.31352996826172,7.33521223068237,809406,5.8795485496521
"2004-01-26",7.32437086105347,7.38508176803589,7.25064992904663,7.38074588775635,1241550,5.91604900360107
"2004-01-27",7.37207317352295,7.49566316604614,7.32870817184448,7.4804859161377,780350,5.99599599838257
"2004-01-28",7.5888991355896,7.65611410140991,7.47831678390503,7.50650501251221,1345782,6.01684999465942
"2004-01-29",7.54987001419067,7.59106683731079,7.27883815765381,7.39375495910645,1062605,5.92647409439087
"2004-01-30",7.39375495910645,7.54553318023682,7.36123180389404,7.41326999664307,696873,5.94211626052856
"2004-02-02",7.39375495910645,7.39375495910645,7.22246313095093,7.30919313430786,819091,5.85869407653809
"2004-02-03",7.33087587356567,7.4111008644104,7.14440584182739,7.18993902206421,1230943,5.76310586929321
"2004-02-04",7.18777084350586,7.32870817184448,7.15741491317749,7.28534317016602,1446323,5.83957719802856
"2004-02-05",7.31786584854126,7.56721591949463,7.31352996826172,7.50216817855835,1266455,6.01337432861328
"2004-02-06",7.4804859161377,7.66478776931763,7.46964406967163,7.65828323364258,1052920,6.13850688934326
"2004-02-09",7.67562913894653,7.79488277435303,7.67562913894653,7.77320003509521,1617890,6.23062038421631
"2004-02-10",7.77536916732788,8.00520420074463,7.77536916732788,7.97701597213745,1224486,6.39398860931396
"2004-02-11",7.95750188827515,8.14180374145508,7.89245414733887,8.14180374145508,881353,6.52607583999634
"2004-02-12",8.12012100219727,8.24154376983643,8.08759784698486,8.23937606811523,1129940,6.60428333282471
"2004-02-13",8.22853374481201,8.30442333221436,8.10711193084717,8.19817924499512,1164530,6.57126235961914
"2004-02-17",8.1938419342041,8.47788429260254,8.1938419342041,8.44752788543701,1809288,6.7711296081543
"2004-02-18",8.44536018371582,8.44536018371582,7.76019096374512,7.8447527885437,3245464,6.28797292709351
"2004-02-19",7.94232416152954,8.16348743438721,7.93798780441284,8.01604461669922,1186206,6.4252724647522
"2004-02-20",8.03772830963135,8.05073738098145,7.8490891456604,7.96400690078735,892422,6.3835620880127
"2004-02-23",7.99653100967407,8.01170921325684,7.92931509017944,7.98135280609131,972671,6.39746284484863
"2004-02-24",7.99002599716187,8.08759784698486,7.94015598297119,8.00303554534912,1331023,6.41484642028809
"2004-02-25",7.98135280609131,8.05290508270264,7.91630506515503,8.05290508270264,1151616,6.45482063293457
