"Index","MRK.Open","MRK.High","MRK.Low","MRK.Close","MRK.Volume","MRK.Adjusted"
"2003-10-30",42.4427490234375,43.3206100463867,41.8702278137207,41.9274826049805,11300270,20.1933307647705
"2003-10-31",42.0324440002441,42.4045791625977,42.0038185119629,42.2232818603516,10537326,20.3357963562012
"2003-11-03",42.2232818603516,42.7671775817871,42.2232818603516,42.6431312561035,8811794,20.5380096435547
"2003-11-04",42.5572509765625,42.6526718139648,41.6984748840332,41.784351348877,11601465,20.124397277832
"2003-11-05",41.6793899536133,42.2137413024902,41.2690849304199,41.4122123718262,10216114,19.9451560974121
"2003-11-06",41.1354942321777,41.8416023254395,40.9541969299316,41.6030540466309,10562268,20.0370750427246
"2003-11-07",40.6583976745605,42.2137413024902,40.6583976745605,41.9179382324219,11246507,20.1887359619141
"2003-11-10",41.9370231628418,42.0324440002441,41.2309150695801,41.4122123718262,8389450,19.9451560974121
"2003-11-11",41.4217567443848,41.9370231628418,41.2786254882812,41.8606872558594,6439646,20.1611614227295
"2003-11-12",40.7633590698242,42.2232818603516,40.7633590698242,42.2232818603516,21030530,20.3357963562012
"2003-11-13",42.2137413024902,44.1412200927734,42.1374053955078,43.7022895812988,20594667,21.0481262207031
"2003-11-14",44.1603050231934,44.9904594421387,44.0553436279297,44.4465637207031,14346177,21.4065856933594
"2003-11-17",44.1793899536133,44.5038185119629,43.75,43.9694671630859,9048956,21.1768016815186
"2003-11-18",43.9885482788086,44.599235534668,43.9312973022461,44.0362586975098,7864821,21.2089614868164
"2003-11-19",44.0839691162109,44.2748107910156,43.4255714416504,44.0362586975098,6307598,21.2089614868164
"2003-11-20",43.8931312561035,44.064884185791,42.9389305114746,43.0916023254395,6964379,20.7539901733398
"2003-11-21",41.564884185791,41.7938919067383,39.8377876281738,40.2767181396484,35650550,19.3982830047607
"2003-11-24",40.3816795349121,40.5725173950195,40,40.1622123718262,19563750,19.343132019043
"2003-11-25",40.0858764648438,40.0858764648438,39.064884185791,39.5228996276855,21841263,19.0352249145508
"2003-11-26",39.599235534668,39.599235534668,39.0076332092285,39.1412200927734,15124422,18.8513984680176
"2003-11-28",39.1030540466309,39.1221351623535,38.7118301391602,38.7404594421387,9343234,18.6583786010742
"2003-12-01",39.3606872558594,40.4580154418945,39.284351348877,40.1526718139648,18810971,19.3385391235352
"2003-12-02",40.601146697998,40.7728996276855,40.3339691162109,40.5534362792969,18915142,19.5315551757812
"2003-12-03",41.4312973022461,41.9083976745605,41.4122123718262,41.6316795349121,19695169,20.2269554138184
"2003-12-04",41.965648651123,42.0896949768066,41.0687026977539,41.3072509765625,10877087,20.0693340301514
"2003-12-05",41.5267181396484,41.5553436279297,40.935115814209,41.0973281860352,7028726,19.9673461914062
"2003-12-08",41.0400772094727,42.185115814209,41.0114517211914,41.5839691162109,8316614,20.2037715911865
"2003-12-09",41.8702278137207,41.965648651123,41.3167953491211,41.564884185791,9179432,20.1944980621338
"2003-12-10",41.564884185791,41.564884185791,41.0782432556152,41.1736640930176,6859684,20.0044345855713
"2003-12-11",41.1164131164551,41.7080154418945,41.0973281860352,41.6030540466309,8709299,20.2130470275879
"2003-12-12",41.765266418457,41.8702278137207,41.5267181396484,41.650764465332,5764524,20.2362365722656
"2003-12-15",42.2041969299316,42.8435096740723,41.5553436279297,41.6984748840332,7878759,20.2594089508057
"2003-12-16",41.9179382324219,42.3091583251953,41.8034362792969,42.1087799072266,8217263,20.4587574005127
"2003-12-17",42.1564903259277,42.2232818603516,41.7366409301758,42.0801544189453,7353082,20.4448432922363
"2003-12-18",42.2232818603516,42.6431312561035,42.1755714416504,42.5572509765625,9753107,20.6766490936279
"2003-12-19",42.6049613952637,42.6717567443848,42.099235534668,42.3282432556152,9504207,20.565393447876
"2003-12-22",42.3282432556152,42.3759536743164,41.984733581543,42.185115814209,7824158,20.4958477020264
"2003-12-23",42.3473281860352,42.7194671630859,42.1278648376465,42.7194671630859,8109738,20.7554702758789
"2003-12-24",42.6622123718262,43.101146697998,42.5667953491211,42.8816795349121,3534485,20.8342628479004
"2003-12-26",42.8530540466309,43.0916023254395,42.8530540466309,43.034351348877,1982921,20.9084568023682
"2003-12-29",43.4160308837891,43.6259536743164,43.1870231628418,43.5973281860352,8324788,21.1819839477539
"2003-12-30",43.5973281860352,43.6354942321777,43.2728996276855,43.4160308837891,6311685,21.0938892364502
"2003-12-31",43.7977104187012,44.1793899536133,43.7213745117188,44.0839691162109,9544031,21.4184169769287
"2004-01-02",46.6412200927734,46.6412200927734,44.5228996276855,44.8950386047363,11674615,21.8124771118164
"2004-01-05",45.8969459533691,45.8969459533691,45.200382232666,45.8015251159668,12495828,22.2528953552246
"2004-01-06",45.8110694885254,45.8874053955078,45.3721351623535,45.5820617675781,8366079,22.1462669372559
"2004-01-07",45.7633590698242,45.7728996276855,45.3435096740723,45.6393127441406,10255309,22.1740894317627
"2004-01-08",45.7538185119629,45.8778648376465,45.3530540466309,45.8778648376465,8032920,22.2899837493896
"2004-01-09",45.4198455810547,45.5438919067383,44.8664131164551,44.9713745117188,9228164,21.8495635986328
"2004-01-12",44.1793899536133,44.2748107910156,43.4446563720703,43.7977104187012,13857599,21.2793369293213
"2004-01-13",43.5973281860352,43.9885482788086,43.4160308837891,43.5782432556152,8905694,21.1726989746094
"2004-01-14",43.6450386047363,44.1698455810547,43.5305328369141,44.1698455810547,6398354,21.4601383209229
"2004-01-15",44.1316795349121,44.150764465332,43.6164131164551,43.8263359069824,6747443,21.2932376861572
"2004-01-16",44.0362586975098,44.1316795349121,43.8358764648438,44.0744285583496,7062577,21.4137802124023
"2004-01-20",43.8931312561035,44.4179382324219,43.7022895812988,43.8740463256836,7547277,21.3164119720459
"2004-01-21",43.9885482788086,44.2271003723145,43.8931312561035,44.1316795349121,9069497,21.441593170166
"2004-01-22",44.2271003723145,44.3797721862793,43.8645057678223,43.9980926513672,7855179,21.3766899108887
"2004-01-23",43.9980926513672,44.2080154418945,43.6068687438965,43.6832046508789,7673351,21.2236995697021
"2004-01-26",44.3225173950195,45.2385482788086,44.2366409301758,45.0381698608398,12631439,21.8820152282715
"2004-01-27",45.5629768371582,45.6106872558594,45.0954208374023,45.1908416748047,10181320,21.9561920166016
"2004-01-28",45.6106872558594,46.0973281860352,45.4198455810547,45.7061080932617,11747556,22.2065448760986
"2004-01-29",45.7061080932617,46.1450386047363,45.2862586975098,46.0687026977539,7468677,22.3827056884766
"2004-01-30",45.8778648376465,45.9637413024902,45.1335868835449,45.4198455810547,8639293,22.0674514770508
"2004-02-02",45.6870231628418,46.0019073486328,45.1908416748047,45.8683204650879,8026737,22.2853469848633
"2004-02-03",45.8206100463867,46.2786254882812,45.6202278137207,46.2786254882812,7594751,22.4846992492676
"2004-02-04",46.3740463256836,46.9465637207031,46.2786254882812,46.6984748840332,11642337,22.688684463501
"2004-02-05",46.7461814880371,47.0706100463867,46.2595405578613,46.5076332092285,8924873,22.5959644317627
"2004-02-06",46.5076332092285,46.8034362792969,46.1641235351562,46.5267181396484,6120739,22.6052398681641
"2004-02-09",46.4694671630859,46.564884185791,45.8396949768066,45.9637413024902,5779930,22.3317127227783
"2004-02-10",46.0400772094727,46.2309150695801,45.9923667907715,46.1832046508789,6030821,22.4383316040039
"2004-02-11",46.1545791625977,46.5171775817871,45.8301544189453,46.3931312561035,5879280,22.5403366088867
"2004-02-12",46.3931312561035,46.6984748840332,45.9541969299316,46.0973281860352,5266934,22.3966121673584
"2004-02-13",46.1068687438965,46.8129768371582,46.0973281860352,46.6412200927734,6772595,22.6608600616455
"2004-02-17",46.5839691162109,46.7557258605957,46.3549613952637,46.6221351623535,5649454,22.6515998840332
"2004-02-18",46.7080154418945,46.9370231628418,46.6889305114746,46.8320617675781,8936401,22.7535934448242
"2004-02-19",46.8320617675781,46.9083976745605,46.5553436279297,46.6221351623535,8557654,22.6515998840332
"2004-02-20",46.7080154418945,46.7175559997559,45.9255714416504,46.0973281860352,6375822,22.3966121673584
"2004-02-23",46.25,46.564884185791,46.1068687438965,46.3167953491211,5457984,22.5032482147217
"2004-02-24",46.3167953491211,46.3931312561035,46.0305328369141,46.2786254882812,5724805,22.4846992492676
"2004-02-25",46.2786254882812,46.4312973022461,45.4961814880371,45.6965637207031,8946252,22.2018985748291
"2004-02-26",45.2767181396484,45.6202278137207,45.2576332092285,45.4580154418945,7477794,22.0860023498535
"2004-02-27",45.8206100463867,46.4026718139648,45.648853302002,45.8778648376465,7618750,22.2899837493896
"2004-03-01",46.2022895812988,46.3740463256836,45.849235534668,46.2309150695801,5237904,22.461519241333
"2004-03-02",46.2022895812988,46.2118301391602,45.3244285583496,45.5629768371582,10426028,22.136999130249
"2004-03-03",45.1335868835449,45.2290077209473,44.6660308837891,44.9522895812988,7498964,22.0108470916748
"2004-03-04",45.534351348877,45.8969459533691,45.4484748840332,45.5916023254395,6640338,22.3238868713379
"2004-03-05",45.2767181396484,46.0687026977539,45.1717567443848,45.8969459533691,6340610,22.4734001159668
"2004-03-08",46.0400772094727,46.0400772094727,45.4675559997559,45.4866409301758,4883366,22.2724895477295
