"Index","MHK.Open","MHK.High","MHK.Low","MHK.Close","MHK.Volume","MHK.Adjusted"
"2003-10-30",74.5199966430664,74.5999984741211,73.3099975585938,73.6100006103516,242300,73.6100006103516
"2003-10-31",73.6999969482422,74.25,73.6800003051758,74.120002746582,168100,74.120002746582
"2003-11-03",74.1999969482422,74.879997253418,74.1399993896484,74.8300018310547,207300,74.8300018310547
"2003-11-04",74.7799987792969,74.7799987792969,74.0599975585938,74.1399993896484,276100,74.1399993896484
"2003-11-05",74.1500015258789,74.9899978637695,74.129997253418,74.879997253418,389200,74.879997253418
"2003-11-06",74.75,74.9800033569336,74.4499969482422,74.9800033569336,146700,74.9800033569336
"2003-11-07",74.9800033569336,74.9800033569336,74.1500015258789,74.3099975585938,196100,74.3099975585938
"2003-11-10",74.3000030517578,74.5,73.2799987792969,73.2900009155273,164800,73.2900009155273
"2003-11-11",73.0500030517578,73.129997253418,72.5100021362305,72.8300018310547,248800,72.8300018310547
"2003-11-12",72.75,74.0500030517578,72.75,74.0500030517578,156300,74.0500030517578
"2003-11-13",73.9499969482422,74.870002746582,73.8600006103516,74.0299987792969,162100,74.0299987792969
"2003-11-14",74.1500015258789,74.5299987792969,73.2099990844727,73.25,183300,73.25
"2003-11-17",73.2099990844727,73.2099990844727,71.6999969482422,72.4700012207031,374600,72.4700012207031
"2003-11-18",72.6699981689453,72.9000015258789,72.0400009155273,72.0400009155273,172900,72.0400009155273
"2003-11-19",72.0400009155273,72.379997253418,71.5699996948242,71.9899978637695,165700,71.9899978637695
"2003-11-20",71.9899978637695,72.0800018310547,71.3199996948242,71.7600021362305,183200,71.7600021362305
"2003-11-21",71.5999984741211,71.8899993896484,71.2900009155273,71.5899963378906,178200,71.5899963378906
"2003-11-24",71.75,72.120002746582,71.75,72,311600,72
"2003-11-25",72,72.5999984741211,72,72.5599975585938,354700,72.5599975585938
"2003-11-26",72.620002746582,72.7600021362305,71.9000015258789,71.9899978637695,277200,71.9899978637695
"2003-11-28",71.9000015258789,72.2300033569336,71.9000015258789,72.0800018310547,84600,72.0800018310547
"2003-12-01",72.0999984741211,73.9800033569336,72.0999984741211,73.6800003051758,237200,73.6800003051758
"2003-12-02",74,74,73,73.0800018310547,200400,73.0800018310547
"2003-12-03",73.0800018310547,73.3199996948242,72.3399963378906,72.4599990844727,149400,72.4599990844727
"2003-12-04",72.4400024414062,72.620002746582,71.3399963378906,71.9599990844727,191400,71.9599990844727
"2003-12-05",71.9599990844727,71.9599990844727,71.0999984741211,71.2399978637695,220900,71.2399978637695
"2003-12-08",71.0999984741211,71.4800033569336,70.6999969482422,70.8000030517578,247400,70.8000030517578
"2003-12-09",70.8499984741211,70.8499984741211,69.9800033569336,70,572700,70
"2003-12-10",70,70.0400009155273,67.0699996948242,68.1600036621094,509000,68.1600036621094
"2003-12-11",68.1600036621094,69.5899963378906,68.1600036621094,69.4599990844727,237800,69.4599990844727
"2003-12-12",69.4800033569336,69.5299987792969,68.6500015258789,68.75,141000,68.75
"2003-12-15",69.3000030517578,69.75,68.3199996948242,68.4000015258789,360900,68.4000015258789
"2003-12-16",68.5500030517578,69.3199996948242,67.75,69.1900024414062,408000,69.1900024414062
"2003-12-17",69.1900024414062,69.7799987792969,68.9000015258789,69.5299987792969,306800,69.5299987792969
"2003-12-18",69.4000015258789,70.2399978637695,69.0999984741211,70.1999969482422,442900,70.1999969482422
"2003-12-19",70.3000030517578,70.370002746582,69.8600006103516,70.1500015258789,316200,70.1500015258789
"2003-12-22",70.1500015258789,70.8000030517578,69.9899978637695,70.4800033569336,185600,70.4800033569336
"2003-12-23",70.8499984741211,71.2900009155273,70.2399978637695,70.75,210200,70.75
"2003-12-24",70.7799987792969,70.7900009155273,70.1100006103516,70.1999969482422,50100,70.1999969482422
"2003-12-26",70.1999969482422,70.7600021362305,70.1999969482422,70.6999969482422,39800,70.6999969482422
"2003-12-29",70.9300003051758,71.25,70.5899963378906,70.9499969482422,188400,70.9499969482422
"2003-12-30",71.0999984741211,71.1699981689453,70.5500030517578,70.879997253418,167400,70.879997253418
"2003-12-31",70.9000015258789,71.0500030517578,70.0800018310547,70.5400009155273,181700,70.5400009155273
"2004-01-02",71.4499969482422,72.0699996948242,70.7699966430664,71.0999984741211,588300,71.0999984741211
"2004-01-05",71.1500015258789,71.1999969482422,70.4700012207031,70.8000030517578,325000,70.8000030517578
"2004-01-06",70.75,71.120002746582,70.3300018310547,70.5699996948242,464300,70.5699996948242
"2004-01-07",70.8499984741211,71.2099990844727,70.3600006103516,71.0999984741211,432100,71.0999984741211
"2004-01-08",71.1999969482422,71.1999969482422,70.1600036621094,71,368600,71
"2004-01-09",70.9400024414062,71.6999969482422,70.4499969482422,70.7900009155273,296800,70.7900009155273
"2004-01-12",70.7900009155273,71.5400009155273,70.75,71.5400009155273,314500,71.5400009155273
"2004-01-13",71.4499969482422,71.5,70.4199981689453,71,451500,71
"2004-01-14",71.0599975585938,71.6500015258789,71.0599975585938,71.4400024414062,741900,71.4400024414062
"2004-01-15",71.8499984741211,71.8499984741211,71.1399993896484,71.4800033569336,380800,71.4800033569336
"2004-01-16",71.4800033569336,71.8499984741211,71.1500015258789,71.8000030517578,440700,71.8000030517578
"2004-01-20",71.7699966430664,71.7799987792969,70.7200012207031,71.2099990844727,206500,71.2099990844727
"2004-01-21",71,72.870002746582,70.6500015258789,72.6699981689453,395500,72.6699981689453
"2004-01-22",72.9800033569336,73.5899963378906,72.8499984741211,73.0899963378906,207000,73.0899963378906
"2004-01-23",73.1999969482422,73.7200012207031,72.1800003051758,72.5699996948242,221700,72.5699996948242
"2004-01-26",72.6999969482422,72.7399978637695,72.0299987792969,72.5199966430664,187300,72.5199966430664
"2004-01-27",72.4700012207031,72.4800033569336,71.8000030517578,72,176200,72
"2004-01-28",72.4000015258789,72.5999984741211,72,72.1100006103516,429700,72.1100006103516
"2004-01-29",71.5500030517578,71.8499984741211,69.5999984741211,70.2799987792969,423500,70.2799987792969
"2004-01-30",70.0400009155273,70.0400009155273,68.7699966430664,69.5800018310547,485600,69.5800018310547
"2004-02-02",69.7399978637695,72.5400009155273,69.7300033569336,71.9499969482422,667300,71.9499969482422
"2004-02-03",71.9499969482422,72.5,71.5999984741211,71.9000015258789,207600,71.9000015258789
