"Index","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"2004-08-23",3.17499995231628,3.23749995231628,3.08999991416931,3.125,1127600,3.125
"2004-08-24",3.15000009536743,3.1949999332428,3.10500001907349,3.19250011444092,1072400,3.19250011444092
"2004-08-25",3.20000004768372,3.26250004768372,3.125,3.24000000953674,1200800,3.24000000953674
"2004-08-26",3.2425000667572,3.25,3.20250010490417,3.22499990463257,471200,3.22499990463257
"2004-08-27",3.25,3.30250000953674,3.22499990463257,3.28749990463257,463600,3.28749990463257
"2004-08-30",3.3050000667572,3.31500005722046,3.26500010490417,3.29250001907349,606000,3.29250001907349
"2004-08-31",3.29999995231628,3.3125,3.17499995231628,3.25,874400,3.25
"2004-09-01",3.29999995231628,3.33249998092651,3.28999996185303,3.33249998092651,512800,3.33249998092651
"2004-09-02",3.3199999332428,3.4925000667572,3.3199999332428,3.47250008583069,998800,3.47250008583069
"2004-09-03",3.47499990463257,3.48499989509583,3.40499997138977,3.4375,924000,3.4375
"2004-09-07",3.44000005722046,3.44000005722046,3.34999990463257,3.35750007629395,1192000,3.35750007629395
"2004-09-08",3.33249998092651,3.33249998092651,3.28749990463257,3.30999994277954,550000,3.30999994277954
"2004-09-09",3.30999994277954,3.32500004768372,3.2425000667572,3.29250001907349,2529200,3.29250001907349
"2004-09-10",3.28749990463257,3.57500004768372,3.28749990463257,3.5625,2795200,3.5625
"2004-09-13",3.59999990463257,3.875,3.59999990463257,3.79999995231628,4345200,3.79999995231628
"2004-09-14",3.79999995231628,4.02250003814697,3.75,3.97749996185303,2052000,3.97749996185303
"2004-09-15",3.98000001907349,4.28499984741211,3.92499995231628,4.08500003814697,4147200,4.08500003814697
"2004-09-16",4.08750009536743,4.12249994277954,4.0149998664856,4.06500005722046,2518400,4.06500005722046
"2004-09-17",4.05000019073486,4.05249977111816,3.71000003814697,3.91750001907349,4487600,3.91750001907349
"2004-09-20",3.9375,4.02500009536743,3.92249989509583,4.00250005722046,597200,4.00250005722046
"2004-09-21",4.01249980926514,4.22499990463257,4.01249980926514,4.09000015258789,2327200,4.09000015258789
"2004-09-22",4.07499980926514,4.07499980926514,3.95250010490417,4.01749992370605,2076800,4.01749992370605
"2004-09-23",4.01749992370605,4.01749992370605,3.91249990463257,3.92750000953674,1117600,3.92750000953674
"2004-09-24",3.99000000953674,4.21250009536743,3.95000004768372,4.01000022888184,2796000,4.01000022888184
"2004-09-27",4,4.01749992370605,3.87750005722046,3.89750003814697,1380000,3.89750003814697
"2004-09-28",3.88000011444092,3.88499999046326,3.69250011444092,3.75,1862800,3.75
"2004-09-29",3.76250004768372,3.96749997138977,3.76250004768372,3.9375,1700400,3.9375
"2004-09-30",3.9375,3.97749996185303,3.90499997138977,3.90750002861023,4521200,3.90750002861023
"2004-10-01",3.90750002861023,4.19500017166138,3.88000011444092,4.16249990463257,2613600,4.16249990463257
"2004-10-04",4.28749990463257,4.46000003814697,4.1399998664856,4.21750020980835,3153200,4.21750020980835
"2004-10-05",4.21999979019165,4.28000020980835,4.15000009536743,4.22499990463257,1360800,4.22499990463257
"2004-10-06",4.22499990463257,4.3125,4.12249994277954,4.3125,1433600,4.3125
"2004-10-07",4.47499990463257,4.70499992370605,4.40250015258789,4.625,5887200,4.625
"2004-10-08",4.61499977111816,4.61499977111816,4.36749982833862,4.40500020980835,2528400,4.40500020980835
"2004-10-11",4.40999984741211,4.58750009536743,4.40000009536743,4.54500007629395,1064800,4.54500007629395
"2004-10-12",4.5,4.59749984741211,4.41750001907349,4.59749984741211,897200,4.59749984741211
"2004-10-13",4.65000009536743,4.80749988555908,4.60249996185303,4.625,1728000,4.625
"2004-10-14",4.625,4.6875,4.46250009536743,4.49749994277954,1047200,4.49749994277954
"2004-10-15",4.5149998664856,4.55999994277954,4.40000009536743,4.49499988555908,946800,4.49499988555908
"2004-10-18",4.47499990463257,4.57499980926514,4.41249990463257,4.57250022888184,692800,4.57250022888184
"2004-10-19",4.58750009536743,4.6100001335144,4.53000020980835,4.55749988555908,622400,4.55749988555908
"2004-10-20",4.53249979019165,4.56500005722046,4.47499990463257,4.53749990463257,760800,4.53749990463257
"2004-10-21",4.54250001907349,4.67000007629395,4.51000022888184,4.59999990463257,721600,4.59999990463257
"2004-10-22",4.625,4.64499998092651,4.3125,4.34999990463257,1116800,4.34999990463257
"2004-10-25",4.38749980926514,4.59000015258789,4.38749980926514,4.53749990463257,1056000,4.53749990463257
"2004-10-26",4.52500009536743,4.61250019073486,4.44750022888184,4.61250019073486,476800,4.61250019073486
"2004-10-27",4.625,4.89750003814697,4.53749990463257,4.81750011444092,1922800,4.81750011444092
"2004-10-28",4.82499980926514,5.15000009536743,4.75,5.03749990463257,2500800,5.03749990463257
"2004-10-29",5.02500009536743,5.07999992370605,4.85249996185303,5.07999992370605,1799600,5.07999992370605
"2004-11-01",5.125,5.5,5.09999990463257,5.42500019073486,3213600,5.42500019073486
"2004-11-02",5.625,5.625,5.44250011444092,5.48999977111816,3029600,5.48999977111816
"2004-11-03",5.55249977111816,5.67500019073486,5.375,5.41750001907349,1917600,5.41750001907349
"2004-11-04",5.40000009536743,5.43249988555908,5.125,5.14499998092651,1398400,5.14499998092651
"2004-11-05",5.20749998092651,5.34000015258789,5.13749980926514,5.21500015258789,1574800,5.21500015258789
"2004-11-08",5.21500015258789,5.21500015258789,5.06500005722046,5.09999990463257,1014400,5.09999990463257
"2004-11-09",4.92500019073486,5.01249980926514,4.77750015258789,4.88250017166138,1935600,4.88250017166138
"2004-11-10",4.91249990463257,4.91249990463257,4.81500005722046,4.88250017166138,779200,4.88250017166138
"2004-11-11",4.88250017166138,5.03499984741211,4.86250019073486,5.00500011444092,1007200,5.00500011444092
"2004-11-12",5.05000019073486,5.0625,4.875,5,556400,5
"2004-11-15",5.01999998092651,5.19999980926514,5,5.19999980926514,2122000,5.19999980926514
"2004-11-16",5.19999980926514,5.30000019073486,5.07499980926514,5.14750003814697,2562400,5.14750003814697
"2004-11-17",5.19999980926514,5.23750019073486,5.06750011444092,5.21000003814697,1586400,5.21000003814697
"2004-11-18",4.75,4.75,4.3274998664856,4.45499992370605,9432400,4.45499992370605
"2004-11-19",4.55000019073486,4.61250019073486,4.26249980926514,4.4375,3152800,4.4375
"2004-11-22",4.4375,4.52500009536743,4.37249994277954,4.40500020980835,872000,4.40500020980835
"2004-11-23",4.40500020980835,4.50500011444092,4.38250017166138,4.49499988555908,1104800,4.49499988555908
"2004-11-24",4.5,4.55999994277954,4.44999980926514,4.5,907600,4.5
"2004-11-26",4.47499990463257,4.47499990463257,4.36250019073486,4.43249988555908,514400,4.43249988555908
"2004-11-29",4.43499994277954,4.46250009536743,4.375,4.375,1548000,4.375
"2004-11-30",4.37750005722046,4.51749992370605,4.33500003814697,4.36499977111816,2276400,4.36499977111816
"2004-12-01",4.36749982833862,4.41249990463257,4.2024998664856,4.2350001335144,2311200,4.2350001335144
"2004-12-02",4.24499988555908,4.25500011444092,4.10500001907349,4.24749994277954,2929200,4.24749994277954
"2004-12-03",4.23250007629395,4.23250007629395,4.11749982833862,4.15749979019165,1043600,4.15749979019165
"2004-12-06",4.19999980926514,4.19999980926514,4.09499979019165,4.13749980926514,1245200,4.13749980926514
"2004-12-07",4.13500022888184,4.1399998664856,3.96499991416931,4.01249980926514,2875200,4.01249980926514
"2004-12-08",4.01249980926514,4.03499984741211,3.96499991416931,3.98000001907349,2116000,3.98000001907349
"2004-12-09",3.97499990463257,4.12750005722046,3.9449999332428,4.06500005722046,2348400,4.06500005722046
"2004-12-10",4.03999996185303,4.11999988555908,3.97749996185303,3.98000001907349,1934400,3.98000001907349
"2004-12-13",4.01749992370605,4.07499980926514,3.96499991416931,4.02500009536743,1150400,4.02500009536743
"2004-12-14",4.01249980926514,4.19250011444092,3.98000001907349,4.08500003814697,1650400,4.08500003814697
"2004-12-15",4.09999990463257,4.11499977111816,4.01249980926514,4.07000017166138,1510400,4.07000017166138
"2004-12-16",4.07000017166138,4.125,4.06750011444092,4.09499979019165,1602400,4.09499979019165
"2004-12-17",4.09749984741211,4.09749984741211,3.90000009536743,4.02500009536743,2897200,4.02500009536743
"2004-12-20",3.65000009536743,3.84999990463257,3.65000009536743,3.79999995231628,38832000,3.79999995231628
"2004-12-21",3.8125,4.0475001335144,3.8125,4.02500009536743,15005200,4.02500009536743
"2004-12-22",3.96250009536743,4.11250019073486,3.96250009536743,4.0625,6778800,4.0625
"2004-12-23",4.06500005722046,4.1875,4.06500005722046,4.15250015258789,5615200,4.15250015258789
"2004-12-27",4.1875,4.34999990463257,4.1725001335144,4.34250020980835,6694400,4.34250020980835
"2004-12-28",4.35750007629395,4.41750001907349,4.25,4.29500007629395,3358800,4.29500007629395
"2004-12-29",4.25,4.30000019073486,4.20499992370605,4.29250001907349,2126000,4.29250001907349
"2004-12-30",4.25250005722046,4.27500009536743,4.17999982833862,4.21500015258789,3416400,4.21500015258789
"2004-12-31",4.16249990463257,4.27500009536743,4.16249990463257,4.2350001335144,1435600,4.2350001335144
"2005-01-03",4.10249996185303,4.24499988555908,4.10249996185303,4.15000009536743,3704000,4.15000009536743
"2005-01-04",4.13749980926514,4.17500019073486,4.03249979019165,4.09000015258789,2843200,4.09000015258789
"2005-01-05",4.19500017166138,4.49499988555908,4.17749977111816,4.48750019073486,12164400,4.48750019073486
"2005-01-06",4.48750019073486,4.55000019073486,4.375,4.42999982833862,6628400,4.42999982833862
"2005-01-07",4.48250007629395,4.49749994277954,4.34749984741211,4.38749980926514,4608000,4.38749980926514
"2005-01-10",4.25,4.39499998092651,4.23750019073486,4.24499988555908,3788400,4.24499988555908
"2005-01-11",4.24499988555908,4.25,4.09250020980835,4.10500001907349,2862000,4.10500001907349
"2005-01-12",3.75,3.86249995231628,3.67750000953674,3.77500009536743,18628000,3.77500009536743
"2005-01-13",3.8125,3.92000007629395,3.76250004768372,3.8125,4376800,3.8125
"2005-01-14",3.8125,3.82500004768372,3.67750000953674,3.75,3806000,3.75
"2005-01-18",3.72499990463257,3.78749990463257,3.66249990463257,3.76250004768372,2507200,3.76250004768372
"2005-01-19",3.76250004768372,3.79749989509583,3.71499991416931,3.74749994277954,1841600,3.74749994277954
"2005-01-20",3.74749994277954,3.74749994277954,3.65000009536743,3.65249991416931,4050000,3.65249991416931
"2005-01-21",3.66000008583069,3.68249988555908,3.52250003814697,3.61249995231628,7144400,3.61249995231628
"2005-01-24",3.61249995231628,3.64249992370605,3.45000004768372,3.47499990463257,4587600,3.47499990463257
"2005-01-25",3.45000004768372,3.51250004768372,3.42499995231628,3.43249988555908,3506000,3.43249988555908
"2005-01-26",3.43499994277954,3.47250008583069,3.39499998092651,3.45000004768372,2882400,3.45000004768372
"2005-01-27",3.45250010490417,3.49749994277954,3.33750009536743,3.40499997138977,2001600,3.40499997138977
"2005-01-28",3.41249990463257,3.45000004768372,3.34249997138977,3.36500000953674,1974800,3.36500000953674
"2005-01-31",3.36500000953674,3.4300000667572,3.34249997138977,3.42499995231628,1607200,3.42499995231628
"2005-02-01",3.37750005722046,3.48499989509583,3.33750009536743,3.42499995231628,1214800,3.42499995231628
"2005-02-02",3.42499995231628,3.4375,3.31750011444092,3.32500004768372,3596000,3.32500004768372
"2005-02-03",3.32500004768372,3.34999990463257,3.31500005722046,3.34249997138977,3137200,3.34249997138977
"2005-02-04",3.34249997138977,3.51999998092651,3.32500004768372,3.51500010490417,3363600,3.51500010490417
"2005-02-07",3.51500010490417,3.53500008583069,3.39249992370605,3.40499997138977,912400,3.40499997138977
"2005-02-08",3.4449999332428,3.53250002861023,3.44000005722046,3.49749994277954,1408000,3.49749994277954
"2005-02-09",3.50250005722046,3.51250004768372,3.27749991416931,3.31500005722046,1237600,3.31500005722046
"2005-02-10",3.34999990463257,3.34999990463257,3.24000000953674,3.26749992370605,1188800,3.26749992370605
"2005-02-11",3.26250004768372,3.39000010490417,3.25999999046326,3.36249995231628,1364400,3.36249995231628
"2005-02-14",3.375,3.4375,3.36249995231628,3.41249990463257,1183600,3.41249990463257
"2005-02-15",3.45000004768372,3.64249992370605,3.44749999046326,3.56500005722046,3428000,3.56500005722046
"2005-02-16",3.56500005722046,3.57249999046326,3.38000011444092,3.5,1552000,3.5
"2005-02-17",3.5,3.59999990463257,3.45499992370605,3.52500009536743,4304800,3.52500009536743
"2005-02-18",3.75,4.18249988555908,3.75,3.98749995231628,19785600,3.98749995231628
"2005-02-22",3.96250009536743,4.01999998092651,3.82999992370605,3.97499990463257,7933200,3.97499990463257
"2005-02-23",3.875,3.97499990463257,3.875,3.91750001907349,4740800,3.91750001907349
"2005-02-24",3.91750001907349,4.10750007629395,3.84999990463257,4.05000019073486,6050800,4.05000019073486
"2005-02-25",4.05000019073486,4.21750020980835,4.05000019073486,4.11749982833862,5158800,4.11749982833862
"2005-02-28",4.08750009536743,4.125,3.96499991416931,4.0149998664856,3198400,4.0149998664856
"2005-03-01",4.05000019073486,4.14750003814697,3.99000000953674,4.13000011444092,2118800,4.13000011444092
"2005-03-02",4.19250011444092,4.24749994277954,4.15500020980835,4.22749996185303,3010800,4.22749996185303
"2005-03-03",4.23750019073486,4.23999977111816,4.14249992370605,4.20499992370605,1974800,4.20499992370605
"2005-03-04",4.20499992370605,4.20499992370605,4.0625,4.15000009536743,1892000,4.15000009536743
"2005-03-07",4.09999990463257,4.15749979019165,4.08249998092651,4.11999988555908,1562000,4.11999988555908
"2005-03-08",4.125,4.20499992370605,4.07999992370605,4.19500017166138,1672400,4.19500017166138
"2005-03-09",4.19500017166138,4.20749998092651,4.03999996185303,4.07000017166138,1698400,4.07000017166138
"2005-03-10",4.02500009536743,4.02500009536743,3.625,3.87249994277954,3472000,3.87249994277954
"2005-03-11",3.89249992370605,3.89750003814697,3.82249999046326,3.875,1118400,3.875
"2005-03-14",3.82500004768372,3.92499995231628,3.82500004768372,3.88499999046326,1256800,3.88499999046326
"2005-03-15",3.84999990463257,3.90000009536743,3.75,3.81750011444092,1733600,3.81750011444092
"2005-03-16",3.81750011444092,3.91000008583069,3.67249989509583,3.73749995231628,3684400,3.73749995231628
"2005-03-17",3.82750010490417,3.92750000953674,3.82750010490417,3.875,3504800,3.875
"2005-03-18",3.91249990463257,3.91499996185303,3.75,3.75250005722046,3011600,3.75250005722046
"2005-03-21",3.75,3.8675000667572,3.74000000953674,3.83500003814697,2294400,3.83500003814697
"2005-03-22",3.82999992370605,3.86999988555908,3.73749995231628,3.77500009536743,1382000,3.77500009536743
"2005-03-23",3.7574999332428,3.76999998092651,3.65000009536743,3.70000004768372,1624000,3.70000004768372
"2005-03-24",3.4375,3.70749998092651,3.42499995231628,3.67499995231628,4046400,3.67499995231628
"2005-03-28",3.66249990463257,3.69749999046326,3.59999990463257,3.60999989509583,1988400,3.60999989509583
"2005-03-29",3.61999988555908,3.6875,3.53999996185303,3.5699999332428,1746000,3.5699999332428
"2005-03-30",3.56500005722046,3.63499999046326,3.49000000953674,3.625,2360000,3.625
"2005-03-31",3.65000009536743,3.8050000667572,3.65000009536743,3.74749994277954,2521200,3.74749994277954
"2005-04-01",3.63750004768372,3.7574999332428,3.63750004768372,3.75,2260400,3.75
"2005-04-04",3.70499992370605,3.75500011444092,3.67750000953674,3.73749995231628,1199200,3.73749995231628
"2005-04-05",3.75,3.875,3.75,3.81500005722046,2964000,3.81500005722046
"2005-04-06",3.79999995231628,3.85999989509583,3.74499988555908,3.81750011444092,2789600,3.81750011444092
"2005-04-07",3.79500007629395,3.90499997138977,3.76250004768372,3.85999989509583,1476400,3.85999989509583
"2005-04-08",3.84249997138977,3.84500002861023,3.80999994277954,3.83999991416931,1547200,3.83999991416931
"2005-04-11",3.81750011444092,3.85999989509583,3.81500005722046,3.82750010490417,832400,3.82750010490417
"2005-04-12",3.87249994277954,3.92499995231628,3.77999997138977,3.90750002861023,4554400,3.90750002861023
"2005-04-13",3.95000004768372,4.09499979019165,3.83750009536743,3.86249995231628,5777200,3.86249995231628
"2005-04-14",3.81750011444092,3.82500004768372,3.70250010490417,3.76749992370605,3149600,3.76749992370605
"2005-04-15",3.73749995231628,3.75999999046326,3.59249997138977,3.60750007629395,3368800,3.60750007629395
"2005-04-18",3.61249995231628,3.7425000667572,3.5625,3.72499990463257,1922400,3.72499990463257
"2005-04-19",3.59999990463257,3.69749999046326,3.5625,3.62750005722046,3828800,3.62750005722046
"2005-04-20",3.59999990463257,3.64499998092651,3.57500004768372,3.60999989509583,2084000,3.60999989509583
"2005-04-21",3.60999989509583,3.79749989509583,3.60750007629395,3.77250003814697,4069600,3.77250003814697
"2005-04-22",3.77250003814697,3.77250003814697,3.60750007629395,3.63750004768372,3360000,3.63750004768372
"2005-04-25",3.63750004768372,3.66000008583069,3.45000004768372,3.5,4261600,3.5
"2005-04-26",3.5,3.60750007629395,3.40000009536743,3.59750008583069,3872800,3.59750008583069
"2005-04-27",3.59500002861023,3.69000005722046,3.55250000953674,3.69000005722046,1897200,3.69000005722046
"2005-04-28",3.69000005722046,3.69250011444092,3.60249996185303,3.62249994277954,1384000,3.62249994277954
"2005-04-29",3.62249994277954,3.67249989509583,3.57500004768372,3.60750007629395,1490000,3.60750007629395
"2005-05-02",3.61999988555908,3.61999988555908,3.52250003814697,3.57750010490417,1483600,3.57750010490417
"2005-05-03",3.5625,3.67750000953674,3.53250002861023,3.62249994277954,1642000,3.62249994277954
"2005-05-04",3.63750004768372,3.75250005722046,3.62249994277954,3.74499988555908,1402800,3.74499988555908
"2005-05-05",3.73749995231628,3.77500009536743,3.67499995231628,3.75250005722046,2910800,3.75250005722046
"2005-05-06",3.75,3.875,3.73250007629395,3.83750009536743,3101600,3.83750009536743
"2005-05-09",3.78749990463257,3.875,3.78250002861023,3.85999989509583,3662800,3.85999989509583
"2005-05-10",3.81500005722046,3.92499995231628,3.80999994277954,3.875,2954000,3.875
"2005-05-11",3.86249995231628,3.91750001907349,3.82249999046326,3.82249999046326,2080400,3.82249999046326
"2005-05-12",3.8125,3.86999988555908,3.73499989509583,3.74749994277954,1806000,3.74749994277954
"2005-05-13",3.75,3.78250002861023,3.63750004768372,3.72000002861023,3694800,3.72000002861023
"2005-05-16",3.71749997138977,3.79500007629395,3.6949999332428,3.75999999046326,1796400,3.75999999046326
"2005-05-17",3.71749997138977,3.9375,3.68499994277954,3.91499996185303,3041200,3.91499996185303
"2005-05-18",3.90000009536743,4.02250003814697,3.85249996185303,3.96000003814697,4379600,3.96000003814697
"2005-05-19",4.32499980926514,4.52500009536743,4.3125,4.42500019073486,20659200,4.42500019073486
"2005-05-20",4.34999990463257,4.64499998092651,4.33500003814697,4.62249994277954,10856000,4.62249994277954
"2005-05-23",4.5,4.86499977111816,4.43499994277954,4.80749988555908,9897200,4.80749988555908
"2005-05-24",4.8125,4.93499994277954,4.78249979019165,4.90000009536743,7348400,4.90000009536743
"2005-05-25",4.97499990463257,5.01249980926514,4.875,4.96500015258789,7942000,4.96500015258789
"2005-05-26",4.99749994277954,5.08249998092651,4.91249990463257,5.03499984741211,6382800,5.03499984741211
"2005-05-27",5.05000019073486,5.0625,4.96250009536743,4.96500015258789,6084400,4.96500015258789
"2005-05-31",4.97499990463257,5.08249998092651,4.92999982833862,5.05999994277954,6211600,5.05999994277954
"2005-06-01",5.02500009536743,5.07250022888184,4.99499988555908,5.03999996185303,4614000,5.03999996185303
"2005-06-02",5.03749990463257,5.25,5.02500009536743,5.23999977111816,5700000,5.23999977111816
"2005-06-03",5.19999980926514,5.20499992370605,5.0774998664856,5.13749980926514,4089600,5.13749980926514
"2005-06-06",5.14750003814697,5.15000009536743,5.02750015258789,5.02750015258789,3219600,5.02750015258789
"2005-06-07",4.86250019073486,4.99249982833862,4.8125,4.9375,5886000,4.9375
"2005-06-08",4.96250009536743,4.99249982833862,4.93249988555908,4.96750020980835,2114000,4.96750020980835
"2005-06-09",4.9850001335144,5.03999996185303,4.90000009536743,5.03749990463257,3357600,5.03749990463257
"2005-06-10",5.01749992370605,5.01999998092651,4.91249990463257,4.93499994277954,1685600,4.93499994277954
"2005-06-13",4.91249990463257,5.11999988555908,4.91249990463257,5.11999988555908,3239600,5.11999988555908
"2005-06-14",5.11999988555908,5.15500020980835,5.03000020980835,5.15000009536743,1858800,5.15000009536743
"2005-06-15",5.14499998092651,5.15500020980835,4.92500019073486,5.02250003814697,2855600,5.02250003814697
"2005-06-16",5.05000019073486,5.05499982833862,4.87249994277954,4.95749998092651,2862400,4.95749998092651
"2005-06-17",4.95749998092651,5.16499996185303,4.90000009536743,5.11999988555908,3776800,5.11999988555908
"2005-06-20",5.12249994277954,5.22499990463257,5.07250022888184,5.21500015258789,2110800,5.21500015258789
"2005-06-21",5.24249982833862,5.49499988555908,4.92000007629395,5.00750017166138,8760400,5.00750017166138
"2005-06-22",5.07000017166138,5.09749984741211,4.81500005722046,4.98750019073486,4431200,4.98750019073486
"2005-06-23",4.94999980926514,4.99749994277954,4.91499996185303,4.97249984741211,2464000,4.97249984741211
"2005-06-24",4.9850001335144,5.24749994277954,4.9850001335144,5.19999980926514,12199600,5.19999980926514
"2005-06-27",5.19999980926514,5.19999980926514,5.01000022888184,5.05999994277954,7736400,5.05999994277954
"2005-06-28",5.0475001335144,5.16499996185303,4.97249984741211,5.16499996185303,4139200,5.16499996185303
"2005-06-29",5.22499990463257,5.32000017166138,5.16750001907349,5.20749998092651,4962400,5.20749998092651
"2005-06-30",5.19500017166138,5.27250003814697,5.09999990463257,5.11999988555908,4297200,5.11999988555908
"2005-07-01",5.10750007629395,5.11999988555908,4.69999980926514,4.88000011444092,5656000,4.88000011444092
"2005-07-05",4.88000011444092,4.90749979019165,4.78249979019165,4.875,6880400,4.875
"2005-07-06",4.84749984741211,4.89750003814697,4.83500003814697,4.88000011444092,3658400,4.88000011444092
"2005-07-07",4.78749990463257,4.875,4.77250003814697,4.86250019073486,6946800,4.86250019073486
"2005-07-08",4.84000015258789,4.89499998092651,4.79250001907349,4.875,6387200,4.875
"2005-07-11",4.88749980926514,4.94999980926514,4.875,4.94750022888184,4710800,4.94750022888184
"2005-07-12",4.94750022888184,4.99749994277954,4.89499998092651,4.97499990463257,4561200,4.97499990463257
"2005-07-13",5,5.21999979019165,4.97499990463257,5.1875,4113200,5.1875
"2005-07-14",5.30000019073486,5.74499988555908,5.28499984741211,5.66750001907349,12190800,5.66750001907349
"2005-07-15",5.5774998664856,5.79250001907349,5.5,5.69999980926514,5727200,5.69999980926514
"2005-07-18",5.69999980926514,5.69999980926514,5.5149998664856,5.55499982833862,6055200,5.55499982833862
"2005-07-19",5.57499980926514,5.7649998664856,5.57499980926514,5.73250007629395,3966400,5.73250007629395
"2005-07-20",5.6875,5.80000019073486,5.5625,5.75,2952800,5.75
"2005-07-21",5.74499988555908,5.74499988555908,5.58750009536743,5.7024998664856,5056400,5.7024998664856
"2005-07-22",5.72749996185303,5.72749996185303,5.48000001907349,5.64750003814697,4337200,5.64750003814697
"2005-07-25",5.64750003814697,5.65000009536743,5.5625,5.61499977111816,1622400,5.61499977111816
"2005-07-26",5.6100001335144,5.67000007629395,5.49249982833862,5.65999984741211,1981600,5.65999984741211
"2005-07-27",5.67500019073486,5.67999982833862,5.54250001907349,5.64499998092651,2066000,5.64499998092651
"2005-07-28",5.66499996185303,6.01999998092651,5.65250015258789,5.9524998664856,9069600,5.9524998664856
"2005-07-29",5.94999980926514,5.98250007629395,5.84999990463257,5.88749980926514,3360400,5.88749980926514
"2005-08-01",5.88500022888184,6.0475001335144,5.88000011444092,6.02250003814697,4740000,6.02250003814697
