"Index","ISRG.Open","ISRG.High","ISRG.Low","ISRG.Close","ISRG.Volume","ISRG.Adjusted"
"2003-10-30",1.72444403171539,1.74444401264191,1.66777801513672,1.67888903617859,2917800,1.67888903617859
"2003-10-31",1.69555604457855,1.71666705608368,1.55666697025299,1.61111104488373,27390600,1.61111104488373
"2003-11-03",1.61000001430511,1.75999999046326,1.61000001430511,1.75999999046326,4447800,1.75999999046326
"2003-11-04",1.6599999666214,1.76666700839996,1.64888894557953,1.68777799606323,3429900,1.68777799606323
"2003-11-05",1.70000004768372,1.7111109495163,1.65444397926331,1.69333302974701,1108800,1.69333302974701
"2003-11-06",1.70000004768372,1.73666703701019,1.66333305835724,1.66333305835724,1365300,1.66333305835724
"2003-11-07",1.67666697502136,1.70000004768372,1.65888905525208,1.67222201824188,1602000,1.67222201824188
"2003-11-10",1.69777798652649,1.69777798652649,1.65444397926331,1.66888904571533,1081800,1.66888904571533
"2003-11-11",1.66666698455811,1.67888903617859,1.61111104488373,1.63111102581024,1323000,1.63111102581024
"2003-11-12",1.62777805328369,1.6477780342102,1.61111104488373,1.63222205638885,722700,1.63222205638885
"2003-11-13",1.63222205638885,1.64444398880005,1.61222195625305,1.63888895511627,617400,1.63888895511627
"2003-11-14",1.63888895511627,1.64222204685211,1.58666694164276,1.59666705131531,796500,1.59666705131531
"2003-11-17",1.59555602073669,1.60555601119995,1.55555605888367,1.58888900279999,1181700,1.58888900279999
"2003-11-18",1.59777796268463,1.60444402694702,1.52999997138977,1.55555605888367,1205100,1.55555605888367
"2003-11-19",1.55666697025299,1.57333302497864,1.50555598735809,1.57333302497864,1637100,1.57333302497864
"2003-11-20",1.57444405555725,1.57777798175812,1.52888894081116,1.57777798175812,943200,1.57777798175812
"2003-11-21",1.55222201347351,1.5766669511795,1.51666700839996,1.54777801036835,703800,1.54777801036835
"2003-11-24",1.5388890504837,1.63555598258972,1.5388890504837,1.61444401741028,1342800,1.61444401741028
"2003-11-25",1.60111105442047,1.62222194671631,1.59444403648376,1.61444401741028,764100,1.61444401741028
"2003-11-26",1.62222194671631,1.72111105918884,1.60111105442047,1.717777967453,1583100,1.717777967453
"2003-11-28",1.7111109495163,1.7111109495163,1.66666698455811,1.69666695594788,1197000,1.69666695594788
"2003-12-01",1.70555603504181,1.75555598735809,1.69666695594788,1.73666703701019,1406700,1.73666703701019
"2003-12-02",1.75999999046326,1.76333296298981,1.66666698455811,1.75111103057861,1650600,1.75111103057861
"2003-12-03",1.75888895988464,1.76111102104187,1.69111096858978,1.71222198009491,965700,1.71222198009491
"2003-12-04",1.7111109495163,1.72222197055817,1.64444398880005,1.67777800559998,1083600,1.67777800559998
"2003-12-05",1.68333303928375,1.74444401264191,1.67777800559998,1.7311110496521,1035900,1.7311110496521
"2003-12-08",1.71888899803162,1.75666701793671,1.7111109495163,1.74444401264191,1568700,1.74444401264191
"2003-12-09",1.75777804851532,1.77555596828461,1.74444401264191,1.77555596828461,1530900,1.77555596828461
"2003-12-10",1.75,1.77222204208374,1.67222201824188,1.71555602550507,1275300,1.71555602550507
"2003-12-11",1.6922219991684,1.73333299160004,1.68333303928375,1.70666694641113,1174500,1.70666694641113
"2003-12-12",1.70666694641113,1.77222204208374,1.68444395065308,1.77222204208374,935100,1.77222204208374
"2003-12-15",1.77777802944183,1.78111100196838,1.74777805805206,1.75555598735809,1370700,1.75555598735809
"2003-12-16",1.75,1.88333296775818,1.74333298206329,1.88333296775818,2727900,1.88333296775818
"2003-12-17",1.84444403648376,1.94000005722046,1.8400000333786,1.91333305835724,3267000,1.91333305835724
"2003-12-18",1.9233330488205,1.93333303928375,1.89999997615814,1.90555596351624,3377700,1.90555596351624
"2003-12-19",1.89444398880005,1.90555596351624,1.8144439458847,1.87777805328369,1929600,1.87777805328369
"2003-12-22",1.87777805328369,1.88555598258972,1.84888899326324,1.87777805328369,610200,1.87777805328369
"2003-12-23",1.88444399833679,1.88888895511627,1.82222199440002,1.88888895511627,491400,1.88888895511627
"2003-12-24",1.88888895511627,1.88888895511627,1.83333301544189,1.83444404602051,216900,1.83444404602051
"2003-12-26",1.84111094474792,1.86333298683167,1.84111094474792,1.85333299636841,198000,1.85333299636841
"2003-12-29",1.86888897418976,1.89999997615814,1.84222197532654,1.88999998569489,1157400,1.88999998569489
"2003-12-30",1.88888895511627,1.89999997615814,1.86111104488373,1.88555598258972,864000,1.88555598258972
"2003-12-31",1.8588889837265,1.89888894557953,1.8588889837265,1.89888894557953,1566000,1.89888894557953
"2004-01-02",1.89999997615814,1.91111099720001,1.82222199440002,1.88222205638885,711000,1.88222205638885
"2004-01-05",1.87222194671631,1.89222204685211,1.85777795314789,1.88888895511627,653400,1.88888895511627
"2004-01-06",1.88777804374695,1.91111099720001,1.83444404602051,1.85555601119995,781200,1.85555601119995
"2004-01-07",1.83333301544189,1.88888895511627,1.82222199440002,1.87999999523163,989100,1.87999999523163
"2004-01-08",1.88555598258972,1.88888895511627,1.85666704177856,1.88888895511627,982800,1.88888895511627
"2004-01-09",1.86111104488373,1.90444397926331,1.86000001430511,1.88444399833679,891000,1.88444399833679
"2004-01-12",1.87333297729492,1.89444398880005,1.86111104488373,1.88888895511627,1070100,1.88888895511627
"2004-01-13",1.88888895511627,1.88888895511627,1.86888897418976,1.88888895511627,473400,1.88888895511627
"2004-01-14",1.88888895511627,1.93777799606323,1.8400000333786,1.90111100673676,1215000,1.90111100673676
"2004-01-15",1.8977780342102,1.91888904571533,1.87999999523163,1.91111099720001,655200,1.91111099720001
"2004-01-16",1.88777804374695,1.95777797698975,1.88777804374695,1.9355560541153,1072800,1.9355560541153
"2004-01-20",1.92777800559998,2.0888888835907,1.91444396972656,2.07999992370605,3566700,2.07999992370605
"2004-01-21",2.06666707992554,2.11111092567444,2.02111101150513,2.05222201347351,2421000,2.05222201347351
"2004-01-22",2.0699999332428,2.07333302497864,2.0133330821991,2.0377779006958,1347300,2.0377779006958
"2004-01-23",2.02444410324097,2.0511109828949,1.96666705608368,2.02666711807251,833400,2.02666711807251
"2004-01-26",2,2.03666710853577,1.95777797698975,2.01666688919067,720000,2.01666688919067
"2004-01-27",2.01666688919067,2.05555605888367,1.97222197055817,2.00888895988464,734400,2.00888895988464
"2004-01-28",2.01666688919067,2.02222204208374,1.95000004768372,1.97222197055817,675900,1.97222197055817
"2004-01-29",1.98555600643158,1.98555600643158,1.90555596351624,1.94444394111633,583200,1.94444394111633
"2004-01-30",1.91666698455811,1.99555599689484,1.90555596351624,1.97555601596832,1341000,1.97555601596832
"2004-02-02",1.94666695594788,2.00111103057861,1.94666695594788,1.97000002861023,774000,1.97000002861023
"2004-02-03",1.96888899803162,1.99888896942139,1.96000003814697,1.98888897895813,510300,1.98888897895813
"2004-02-04",1.96555602550507,1.97333300113678,1.90666699409485,1.91222202777863,987300,1.91222202777863
"2004-02-05",1.90222203731537,1.96666705608368,1.89555597305298,1.93222200870514,591300,1.93222200870514
"2004-02-06",1.91222202777863,2,1.9099999666214,2,908100,2
"2004-02-09",2,2.05333304405212,1.9488890171051,2.03333306312561,1449000,2.03333306312561
"2004-02-10",2.00111103057861,2.0888888835907,2.00111103057861,2.0888888835907,2790000,2.0888888835907
"2004-02-11",2.09333300590515,2.09444403648376,2.01555609703064,2.06555604934692,1809900,2.06555604934692
"2004-02-12",2.06444406509399,2.11111092567444,2.0255560874939,2.05555605888367,1352700,2.05555605888367
"2004-02-13",2.10555601119995,2.16444396972656,1.94444394111633,2.02999997138977,1473300,2.02999997138977
"2004-02-17",2.02333307266235,2.06555604934692,1.98777794837952,2.00333309173584,996300,2.00333309173584
"2004-02-18",2.01666688919067,2.02444410324097,1.94000005722046,1.97666704654694,1303200,1.97666704654694
"2004-02-19",2,2,1.93333303928375,1.97666704654694,1038600,1.97666704654694
"2004-02-20",1.98888897895813,2,1.89999997615814,1.967777967453,978300,1.967777967453
"2004-02-23",1.95555603504181,1.97777795791626,1.90666699409485,1.90888905525208,609300,1.90888905525208
"2004-02-24",1.90888905525208,1.93777799606323,1.87111103534698,1.88222205638885,613800,1.88222205638885
"2004-02-25",1.86777794361115,1.92555594444275,1.86555600166321,1.91444396972656,418500,1.91444396972656
"2004-02-26",1.94777798652649,2.02222204208374,1.94777798652649,2.00444388389587,5401800,2.00444388389587
"2004-02-27",2,2.03555607795715,1.96555602550507,1.99000000953674,1468800,1.99000000953674
"2004-03-01",2,2.01999998092651,1.96222198009491,1.99888896942139,1354500,1.99888896942139
"2004-03-02",1.98888897895813,2.00555610656738,1.9611109495163,1.98888897895813,783900,1.98888897895813
