"Index","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"2003-10-30",13.9632701873779,13.9800729751587,13.8086833953857,13.9431056976318,4918773,12.9472322463989
"2003-10-31",13.9431056976318,13.9968757629395,13.8187637329102,13.9212627410889,2507890,12.9269495010376
"2003-11-03",14.0640878677368,14.1766681671143,13.9800729751587,14.0540056228638,3536874,13.0502099990845
"2003-11-04",13.9632701873779,14.0388832092285,13.8893365859985,14.001916885376,5441299,13.0018405914307
"2003-11-05",14.0136785507202,14.1615447998047,13.9901552200317,14.1565036773682,4417671,13.1453914642334
"2003-11-06",14.2489213943481,14.3312549591064,14.1817092895508,14.3161315917969,2946502,13.2936143875122
"2003-11-07",14.1144971847534,14.1481027603149,13.9951963424683,14.0456047058105,7629007,13.0424089431763
"2003-11-10",14.0876121520996,14.0876121520996,13.9044599533081,13.9783926010132,4264722,12.979998588562
"2003-11-11",13.9783926010132,14.1682662963867,13.9296636581421,14.0640878677368,6120941,13.0595693588257
"2003-11-12",14.0640878677368,14.225396156311,14.0556859970093,14.225396156311,2914960,13.2093553543091
"2003-11-13",14.1985120773315,14.1985120773315,14.0035972595215,14.0640878677368,4771180,13.0595693588257
"2003-11-14",14.0657682418823,14.1598653793335,13.7784366607666,13.7901992797852,4843786,12.8052501678467
"2003-11-17",13.7901992797852,13.7901992797852,13.486065864563,13.6507349014282,6451835,12.675745010376
"2003-11-18",13.6692180633545,13.7817983627319,13.528073310852,13.5515966415405,3338100,12.583683013916
"2003-11-19",13.5515966415405,13.6272106170654,13.4440584182739,13.5146312713623,4834264,12.5493631362915
"2003-11-20",13.5146312713623,13.699462890625,13.4037313461304,13.5331144332886,3913593,12.5665225982666
"2003-11-21",13.6188087463379,13.7918796539307,13.5969648361206,13.7700357437134,4966978,12.7865257263184
"2003-11-24",13.8120431900024,13.9078197479248,13.7465124130249,13.7901992797852,3666613,12.8052501678467
"2003-11-25",13.82044506073,13.9935150146484,13.7313890457153,13.8994188308716,3010182,12.9066648483276
"2003-11-26",13.9414262771606,13.9414262771606,13.7565927505493,13.8876571655273,2289476,12.8957433700562
"2003-11-28",13.8876571655273,14.0002374649048,13.8725337982178,13.9800729751587,1058146,12.981556892395
"2003-12-01",14.0136785507202,14.1481027603149,13.9481468200684,14.1380214691162,3181580,13.1282196044922
"2003-12-02",14.0976943969727,14.1413822174072,13.9128608703613,13.9447870254517,3482717,12.9487962722778
"2003-12-03",13.9851140975952,14.2035531997681,13.9851140975952,14.02712059021,3798733,13.0252456665039
"2003-12-04",14.0103178024292,14.1514625549316,13.973352432251,14.1413822174072,2964356,13.1313419342041
"2003-12-05",14.1430616378784,14.2069129943848,14.0204000473022,14.0859317779541,3587461,13.0798587799072
"2003-12-08",14.1060953140259,14.2455596923828,14.0540056228638,14.2421989440918,3879671,13.2249631881714
"2003-12-09",14.2573223114014,14.3850250244141,14.0758495330811,14.0892915725708,5994773,13.0829706192017
"2003-12-10",14.0472850799561,14.0808906555176,13.8372478485107,13.8960580825806,5285374,12.9035453796387
"2003-12-11",13.8960580825806,14.4119091033936,13.8876571655273,14.37158203125,7984897,13.3451051712036
"2003-12-12",14.5093669891357,14.8924741744995,14.4505558013916,14.8303031921387,10827846,13.7710647583008
"2003-12-15",14.9512853622437,15.0857086181641,14.9025564193726,14.9546451568604,6884496,13.8865251541138
"2003-12-16",14.9563255310059,15.1394777297974,14.9059171676636,15.047061920166,6531582,13.972339630127
"2003-12-17",15.0554628372192,15.107551574707,14.9042358398438,15.0689058303833,7325490,13.9926242828369
"2003-12-18",15.0974712371826,15.3646383285522,15.0890693664551,15.3646383285522,9335848,14.2672357559204
"2003-12-19",15.4083261489868,15.41672706604,15.1445188522339,15.235255241394,6129273,14.147087097168
"2003-12-22",15.2318935394287,15.4503326416016,15.2167720794678,15.37135887146,5160397,14.2734689712524
"2003-12-23",15.3663177490234,15.4083261489868,15.199969291687,15.384801864624,3696965,14.2870111465454
"2003-12-24",15.3663177490234,15.37135887146,15.2907047271729,15.3159093856812,968876,14.2230348587036
"2003-12-26",15.3175897598267,15.3881616592407,15.2873439788818,15.3495149612427,863538,14.2542448043823
"2003-12-29",15.4419317245483,15.4822587966919,15.3394327163696,15.4503326416016,4458140,14.347864151001
"2003-12-30",15.4923410415649,15.5175447463989,15.342794418335,15.3898420333862,3911213,14.2916946411133
"2003-12-31",15.3797607421875,15.4721765518188,15.3293523788452,15.41672706604,4564669,14.3166589736938
"2004-01-02",15.4335298538208,15.4856185913086,15.1882066726685,15.2436571121216,4508131,14.1559391021729
"2004-01-05",15.2655000686646,15.3579168319702,15.1025123596191,15.225172996521,6971981,14.1387710571289
"2004-01-06",15.0638647079468,15.1730842590332,15.005054473877,15.0386600494385,7548069,13.9655656814575
"2004-01-07",15.0386600494385,15.0571441650391,14.8706312179565,14.9882507324219,7355246,13.9187593460083
"2004-01-08",14.9882507324219,14.9916124343872,14.7479686737061,14.9680881500244,8964485,13.9000329971313
"2004-01-09",14.9680881500244,15.1142740249634,14.7866163253784,14.8706312179565,7312397,13.8095331192017
"2004-01-12",14.9042358398438,14.9126377105713,14.7832546234131,14.9059171676636,4226038,13.8423023223877
"2004-01-13",14.9092769622803,15.0386600494385,14.8706312179565,15.0386600494385,4099870,13.9655656814575
"2004-01-14",15.0386600494385,15.16468334198,14.9882507324219,15.1495599746704,4695598,14.0685548782349
"2004-01-15",15.6267642974854,15.7393436431885,15.4704971313477,15.705738067627,14712873,14.5850448608398
"2004-01-16",15.6687717437744,16.0401172637939,15.6267642974854,16.0233135223389,12068103,14.8799657821655
"2004-01-20",16.0300369262695,16.0300369262695,15.7124586105347,15.7124586105347,6439337,14.5912885665894
"2004-01-21",15.7947940826416,15.7947940826416,15.4839391708374,15.6166830062866,6226279,14.502345085144
"2004-01-22",15.6234035491943,15.7275819778442,15.4536943435669,15.5511512756348,6435766,14.4414911270142
"2004-01-23",15.5763549804688,15.7611875534058,15.5259456634521,15.6301250457764,6425054,14.5148286819458
"2004-01-26",15.6133222579956,15.7410249710083,15.5024223327637,15.7023782730103,3315485,14.5819292068481
"2004-01-27",15.7023782730103,15.7259016036987,15.4368906021118,15.4368906021118,3574368,14.3353834152222
"2004-01-28",15.4368906021118,15.4923410415649,14.9882507324219,15.0218572616577,6309003,13.9499664306641
"2004-01-29",15.1226749420166,15.2655000686646,14.7916574478149,15.1193151473999,10956395,14.0404710769653
"2004-01-30",15.1193151473999,15.5007419586182,15.1176338195801,15.3831205368042,8474096,14.2854528427124
"2004-02-02",15.5091438293457,15.6217231750488,15.3360729217529,15.4234476089478,7854563,14.3228988647461
"2004-02-03",15.4419317245483,15.5175447463989,15.3024673461914,15.3696794509888,4522414,14.2729692459106
"2004-02-04",15.2739019393921,15.3192701339722,15.1293964385986,15.1445188522339,5090766,14.0638732910156
"2004-02-05",15.1445188522339,15.5259456634521,15.1310768127441,15.4251289367676,5538901,14.3244619369507
"2004-02-06",15.4251289367676,15.9376192092896,15.4251289367676,15.9023332595825,8232472,14.7676162719727
"2004-02-09",15.9241771697998,15.9241771697998,15.7998352050781,15.8199977874756,5195509,14.6911535263062
"2004-02-10",15.8199977874756,15.8250389099121,15.56627368927,15.7359838485718,4379582,14.6131343841553
"2004-02-11",15.7527866363525,15.8989715576172,15.6855745315552,15.8754482269287,3118496,14.7426481246948
"2004-02-12",15.8115968704224,15.9090538024902,15.8048763275146,15.8502435684204,3381545,14.7192420959473
"2004-02-13",15.7746295928955,15.8351211547852,15.5175447463989,15.5326681137085,3953467,14.4243288040161
