"Index","GE.Open","GE.High","GE.Low","GE.Close","GE.Volume","GE.Adjusted"
"2004-01-02",186.152648925781,189.635498046875,185.672256469727,186.873229980469,3053910,110.882736206055
"2004-01-05",187.593826293945,189.635498046875,186.813186645508,189.635498046875,3263805,112.521728515625
"2004-01-06",188.674713134766,189.335250854492,187.353622436523,188.374465942383,2741750,111.773468017578
"2004-01-07",188.254364013672,190.235992431641,187.113433837891,190.235992431641,3093062,112.877975463867
"2004-01-08",191.316879272461,193.658798217773,190.17594909668,193.658798217773,4498109,114.90894317627
"2004-01-09",190.055847167969,193.29850769043,190.055847167969,190.956588745117,3996753,113.305587768555
"2004-01-12",191.857330322266,192.758056640625,191.677169799805,192.698013305664,3101838,114.338882446289
"2004-01-13",192.217620849609,192.938201904297,188.314422607422,189.815643310547,4450731,112.628616333008
"2004-01-14",190.896530151367,192.397766113281,189.335250854492,192.157562255859,2739135,114.018173217773
"2004-01-15",192.577911376953,193.058303833008,190.055847167969,192.157562255859,3300625,114.018173217773
"2004-01-16",194.559539794922,200.984802246094,193.538696289062,200.264221191406,8385935,118.828330993652
"2004-01-20",202.66618347168,202.66618347168,199.183334350586,200.324264526367,4400872,118.863975524902
"2004-01-21",200.984802246094,204.407608032227,198.342636108398,203.266677856445,3561544,120.609886169434
"2004-01-22",204.047317504883,204.467666625977,200.684555053711,201.285049438477,2979438,119.434066772461
"2004-01-23",202.065689086914,203.506881713867,198.642883300781,199.423522949219,2717770,118.329498291016
"2004-01-26",201.044860839844,205.368408203125,200.684555053711,205.008102416992,3552435,121.643119812012
"2004-01-27",205.668655395508,206.9296875,204.347564697266,205.308349609375,3377345,121.821304321289
"2004-01-28",205.968887329102,207.590225219727,201.225006103516,202.72624206543,4515378,120.289199829102
"2004-01-29",204.167419433594,205.068161010742,202.125747680664,204.347564697266,3461543,121.251235961914
"2004-01-30",203.326721191406,203.987274169922,201.044860839844,201.945602416992,2862134,119.826011657715
"2004-02-02",202.305892944336,203.927215576172,200.084075927734,201.945602416992,3109448,119.826011657715
"2004-02-03",202.125747680664,202.125747680664,198.943130493164,199.423522949219,2738553,118.329498291016
"2004-02-04",198.52278137207,204.107360839844,197.561996459961,199.243377685547,3348269,118.222610473633
"2004-02-05",200.024017333984,202.365936279297,198.462738037109,201.285049438477,2241960,119.434066772461
"2004-02-06",199.783828735352,200.864715576172,198.042388916016,199.243377685547,3051945,118.222610473633
"2004-02-09",200.264221191406,200.264221191406,196.961502075195,197.501953125,2569558,117.189308166504
"2004-02-10",199.183334350586,199.183334350586,194.559539794922,195.160034179688,3694401,115.799758911133
"2004-02-11",195.160034179688,200.144119262695,194.259292602539,198.642883300781,3964780,117.866348266602
"2004-02-12",199.063232421875,199.663726806641,196.060775756836,197.321807861328,2578467,117.082481384277
"2004-02-13",198.162490844727,199.183334350586,196.481109619141,196.481109619141,2691691,116.583656311035
"2004-02-17",198.642883300781,199.303436279297,197.742141723633,198.462738037109,2493071,117.759422302246
"2004-02-18",198.462738037109,199.603668212891,196.661254882812,196.661254882812,2543929,116.690498352051
"2004-02-19",198.162490844727,198.762985229492,195.640426635742,195.760528564453,3059822,116.156051635742
"2004-02-20",196.901458740234,197.501953125,195.160034179688,196.361022949219,2919454,116.512329101562
"2004-02-23",196.661254882812,201.044860839844,196.42106628418,200.684555053711,3468936,119.077766418457
"2004-02-24",200.62451171875,202.125747680664,198.462738037109,199.843872070312,3524324,118.578941345215
"2004-02-25",199.963973999023,200.024017333984,197.682098388672,197.982345581055,2800302,117.474334716797
"2004-02-26",196.481109619141,197.501953125,195.820571899414,196.180862426758,2783915,117.115913391113
"2004-02-27",196.661254882812,197.862243652344,195.280136108398,195.280136108398,2833008,116.578147888184
"2004-03-01",196.300964355469,197.742141723633,195.220077514648,196.901458740234,2612989,117.546028137207
"2004-03-02",197.742141723633,197.862243652344,194.679641723633,195.099975585938,3153812,116.470634460449
"2004-03-03",194.919830322266,197.381851196289,194.619583129883,197.261749267578,2464261,117.76114654541
"2004-03-04",196.361022949219,197.862243652344,196.361022949219,197.561996459961,2545827,117.940437316895
"2004-03-05",196.060775756836,201.044860839844,195.760528564453,196.781356811523,3092962,117.474365234375
"2004-03-08",195.160034179688,195.160034179688,190.716384887695,191.136734008789,4570133,114.104705810547
"2004-03-09",189.695556640625,190.356094360352,188.014175415039,189.515396118164,9682454,113.136772155762
"2004-03-10",189.995803833008,190.11589050293,185.552154541016,186.753143310547,6744049,111.487777709961
"2004-03-11",185.672256469727,187.05339050293,181.708999633789,182.669784545898,7042754,109.050117492676
"2004-03-12",183.930816650391,184.771514892578,182.90998840332,183.750671386719,4680592,109.695266723633
"2004-03-15",185.251907348633,185.792343139648,180.928359985352,181.949203491211,5760356,108.619964599609
"2004-03-16",184.050918579102,184.291122436523,180.74821472168,183.150177001953,4207797,109.336898803711
"2004-03-17",183.750671386719,185.251907348633,183.210235595703,184.711456298828,4044930,110.268928527832
"2004-03-18",183.930816650391,184.831558227539,181.949203491211,184.471267700195,4445552,110.125549316406
"2004-03-19",183.87077331543,184.411224365234,180.808258056641,180.988403320312,6722783,108.046264648438
"2004-03-22",179.78742980957,180.147720336914,174.262893676758,176.60481262207,7586974,105.429405212402
"2004-03-23",178.886688232422,179.307037353516,175.283737182617,175.343780517578,9834229,104.676559448242
"2004-03-24",174.44303894043,175.343780517578,173.422210693359,175.223678588867,9769782,104.604850769043
"2004-03-25",175.403823852539,178.646484375,174.743286132812,178.346237182617,9245546,106.468948364258
"2004-03-26",180.267822265625,185.552154541016,180.267822265625,180.74821472168,11514317,107.902931213379
"2004-03-29",183.630569458008,185.191864013672,182.84992980957,183.030090332031,9846819,109.265151977539
"2004-03-30",182.84992980957,184.351165771484,182.009246826172,184.291122436523,8030210,110.017967224121
"2004-03-31",184.231063842773,184.231063842773,182.609741210938,183.270278930664,8304551,109.40852355957
"2004-04-01",182.669784545898,185.972503662109,182.129348754883,183.87077331543,7921932,109.766983032227
"2004-04-02",185.612197875977,187.05339050293,185.251907348633,186.512939453125,9028807,111.344337463379
"2004-04-05",186.03254699707,189.635498046875,185.972503662109,189.635498046875,9037816,113.208419799805
"2004-04-06",189.035003662109,191.136734008789,188.374465942383,189.275207519531,7902848,112.99340057373
"2004-04-07",190.11589050293,190.356094360352,187.894073486328,188.554611206055,5124578,112.56322479248
"2004-04-08",190.836486816406,191.2568359375,187.05339050293,188.614669799805,6476635,112.599060058594
"2004-04-12",189.455352783203,190.596282958984,188.854858398438,189.875701904297,2860036,113.351837158203
"2004-04-13",190.296035766602,190.596282958984,185.311950683594,186.152648925781,5411026,111.129249572754
"2004-04-14",184.050918579102,184.351165771484,181.048461914062,183.030090332031,5995663,109.265151977539
"2004-04-15",184.351165771484,184.831558227539,181.949203491211,184.711456298828,4150694,110.268928527832
"2004-04-16",185.432052612305,188.194320678711,184.831558227539,187.533782958984,4296641,111.95378112793
"2004-04-19",187.233535766602,187.293579101562,182.549697875977,186.753143310547,2997573,111.487777709961
"2004-04-20",187.05339050293,187.353622436523,182.489639282227,182.970031738281,3422391,109.229339599609
"2004-04-21",183.450424194336,184.651412963867,180.387924194336,184.351165771484,5005858,110.053863525391
"2004-04-22",183.150177001953,185.792343139648,181.408752441406,185.251907348633,5870649,110.59154510498
"2004-04-23",186.152648925781,186.152648925781,183.450424194336,184.291122436523,3207251,110.017967224121
"2004-04-26",185.251907348633,185.672256469727,184.050918579102,184.651412963867,2769311,110.233047485352
"2004-04-27",185.672256469727,186.392837524414,183.150177001953,183.450424194336,4469365,109.516067504883
"2004-04-28",182.249450683594,182.549697875977,180.147720336914,180.267822265625,4557260,107.616188049316
"2004-04-29",181.048461914062,182.309494018555,180.027618408203,180.447967529297,3922647,107.72371673584
"2004-04-30",180.868316650391,181.8291015625,178.946731567383,179.847473144531,3858966,107.365196228027
"2004-05-03",180.868316650391,182.369537353516,180.267822265625,181.949203491211,2831376,108.619964599609
"2004-05-04",182.669784545898,184.411224365234,181.708999633789,182.789886474609,2901885,109.121742248535
"2004-05-05",177.865844726562,183.450424194336,177.865844726562,183.090133666992,2994726,109.300941467285
"2004-05-06",182.249450683594,183.450424194336,180.74821472168,182.970031738281,2701600,109.229339599609
"2004-05-07",182.069290161133,184.050918579102,180.027618408203,180.147720336914,3326453,107.544418334961
"2004-05-10",178.646484375,184.651412963867,177.445510864258,180.327865600586,4724006,107.651947021484
"2004-05-11",180.868316650391,182.009246826172,179.907516479492,181.648956298828,3279259,108.440635681152
"2004-05-12",180.147720336914,182.549697875977,178.346237182617,182.549697875977,4277256,108.978393554688
"2004-05-13",181.048461914062,183.030090332031,180.868316650391,182.249450683594,3007898,108.799095153809
"2004-05-14",181.949203491211,182.84992980957,179.907516479492,181.108505249023,3078690,108.118011474609
"2004-05-17",178.346237182617,180.508010864258,178.226150512695,179.967575073242,3315263,107.436920166016
"2004-05-18",180.447967529297,182.970031738281,180.087677001953,182.729843139648,3639746,109.085914611816
"2004-05-19",184.831558227539,185.552154541016,181.108505249023,181.648956298828,4097437,108.440635681152
"2004-05-20",181.708999633789,182.84992980957,181.168563842773,181.528854370117,2386275,108.368896484375
"2004-05-21",182.009246826172,184.291122436523,182.009246826172,184.050918579102,3649888,109.874542236328
"2004-05-24",185.792343139648,185.852401733398,183.510482788086,184.831558227539,3249134,110.340621948242
"2004-05-25",184.351165771484,187.713928222656,184.171020507812,187.413681030273,3853388,111.882057189941
"2004-05-26",187.233535766602,188.794815063477,187.05339050293,187.894073486328,3095959,112.168869018555
"2004-05-27",187.954116821289,188.974960327148,186.452896118164,187.713928222656,2704530,112.061317443848
"2004-05-28",187.773971557617,187.773971557617,185.972503662109,186.873229980469,2918905,111.559425354004
"2004-06-01",186.152648925781,187.233535766602,185.071762084961,186.392837524414,3216344,111.272613525391
"2004-06-02",187.233535766602,187.473724365234,185.912445068359,186.753143310547,2960271,111.487777709961
"2004-06-03",186.753143310547,188.07421875,185.792343139648,186.152648925781,2589974,111.129249572754
"2004-06-04",187.353622436523,188.314422607422,186.512939453125,187.533782958984,2955741,111.95378112793
"2004-06-07",189.035003662109,190.296035766602,188.614669799805,190.235992431641,3503292,113.566947937012
"2004-06-08",189.455352783203,190.356094360352,187.713928222656,188.974960327148,3274146,112.814071655273
"2004-06-09",188.554611206055,189.635498046875,187.05339050293,187.233535766602,3080289,111.774551391602
"2004-06-10",187.05339050293,189.15510559082,187.05339050293,189.095062255859,2663431,112.885818481445
"2004-06-14",188.254364013672,189.635498046875,187.954116821289,189.575454711914,2640400,113.17259979248
"2004-06-15",190.296035766602,191.797271728516,189.575454711914,191.016632080078,3892872,114.032920837402
"2004-06-16",190.836486816406,192.878158569336,190.536239624023,192.818115234375,3735584,115.108406066895
"2004-06-17",192.397766113281,194.799728393555,192.097518920898,194.3193359375,5163379,116.004615783691
"2004-06-18",194.199249267578,196.300964355469,193.538696289062,195.640426635742,10043641,116.793281555176
"2004-06-21",195.640426635742,196.901458740234,194.979888916016,195.760528564453,3742928,116.86498260498
"2004-06-22",195.160034179688,197.982345581055,195.160034179688,197.261749267578,4037570,117.76114654541
"2004-06-23",197.321807861328,201.104904174805,196.541168212891,200.684555053711,5717608,119.804481506348
"2004-06-24",199.483581542969,199.843872070312,198.402694702148,199.783828735352,5701954,119.984870910645
"2004-06-25",199.363479614258,199.843872070312,193.23844909668,193.23844909668,13368529,116.053871154785
"2004-06-28",196.961502075195,197.141662597656,192.818115234375,194.019088745117,6004622,116.522659301758
"2004-06-29",194.199249267578,194.979888916016,194.079147338867,194.139190673828,3381758,116.594802856445
"2004-06-30",194.559539794922,195.099975585938,192.637969970703,194.559539794922,4530782,116.847282409668
"2004-07-01",194.559539794922,194.859786987305,191.376922607422,192.217620849609,5232789,115.440727233887
"2004-07-02",191.857330322266,191.917373657227,189.995803833008,190.17594909668,3366754,114.214576721191
"2004-07-06",189.755599975586,191.497024536133,189.15510559082,191.136734008789,2901985,114.791625976562
"2004-07-07",190.536239624023,193.358551025391,190.536239624023,192.27766418457,3675733,115.476837158203
"2004-07-08",191.376922607422,192.157562255859,190.235992431641,190.356094360352,3575399,114.322761535645
"2004-07-09",192.457809448242,193.658798217773,191.677169799805,193.178405761719,4200603,116.017784118652
"2004-07-12",193.478652954102,196.060775756836,192.217620849609,195.760528564453,3194645,117.568534851074
"2004-07-13",196.541168212891,197.501953125,196.060775756836,197.201705932617,3821447,118.434097290039
"2004-07-14",196.961502075195,199.603668212891,196.541168212891,198.943130493164,5494641,119.479942321777
"2004-07-15",198.823028564453,201.345108032227,198.162490844727,200.384307861328,5225728,120.345474243164
"2004-07-16",201.885543823242,201.885543823242,198.462738037109,198.702941894531,4212160,119.33570098877
"2004-07-19",199.963973999023,200.324264526367,197.682098388672,199.54362487793,3377528,119.840591430664
"2004-07-20",198.943130493164,199.663726806641,197.982345581055,199.423522949219,3018556,119.768486022949
"2004-07-21",200.144119262695,200.864715576172,195.760528564453,195.760528564453,3535465,117.568534851074
"2004-07-22",195.46028137207,198.462738037109,194.559539794922,197.44189453125,3066667,118.578338623047
"2004-07-23",197.141662597656,197.141662597656,192.878158569336,195.280136108398,2430222,117.279991149902
"2004-07-26",196.180862426758,196.661254882812,192.27766418457,194.019088745117,3358227,116.522659301758
"2004-07-27",195.160034179688,197.561996459961,194.859786987305,196.961502075195,2882051,118.289825439453
"2004-07-28",199.963973999023,200.924758911133,194.259292602539,199.903915405273,3731821,120.056991577148
"2004-07-29",200.264221191406,200.864715576172,197.982345581055,199.423522949219,2747961,119.768486022949
"2004-07-30",198.58283996582,199.663726806641,197.44189453125,199.663726806641,2345925,119.912734985352
"2004-08-02",196.060775756836,200.264221191406,196.060775756836,199.723770141602,2213583,119.948738098145
"2004-08-03",199.363479614258,199.363479614258,196.961502075195,197.381851196289,2629592,118.542304992676
"2004-08-04",196.060775756836,197.862243652344,195.880615234375,197.44189453125,2218196,118.578338623047
"2004-08-05",197.261749267578,197.802200317383,193.29850769043,193.478652954102,3320975,116.198150634766
"2004-08-06",190.956588745117,191.917373657227,188.674713134766,189.275207519531,4104532,113.673629760742
"2004-08-09",189.335250854492,192.457809448242,189.095062255859,191.2568359375,2666345,114.863754272461
"2004-08-10",191.557083129883,192.758056640625,190.656341552734,192.698013305664,2286923,115.729309082031
"2004-08-11",191.557083129883,193.598754882812,190.656341552734,193.358551025391,2282527,116.125991821289
"2004-08-12",192.037475585938,192.33772277832,189.755599975586,189.815643310547,2449307,113.998199462891
"2004-08-13",190.356094360352,191.797271728516,189.15510559082,191.497024536133,2711392,115.007972717285
"2004-08-16",191.376922607422,193.959045410156,191.076675415039,193.959045410156,2355833,116.486602783203
"2004-08-17",194.019088745117,194.859786987305,192.457809448242,192.998260498047,2338381,115.909561157227
"2004-08-18",192.758056640625,196.841415405273,192.217620849609,196.841415405273,2964317,118.217704772949
"2004-08-19",195.940673828125,196.601211547852,194.139190673828,196.42106628418,2331170,117.965255737305
"2004-08-20",196.120819091797,196.961502075195,195.099975585938,196.060775756836,2709310,117.748878479004
"2004-08-23",196.240921020508,196.601211547852,194.919830322266,195.220077514648,2231868,117.243957519531
"2004-08-24",196.361022949219,196.661254882812,194.619583129883,195.940673828125,2641549,117.676765441895
"2004-08-25",195.280136108398,198.102447509766,194.679641723633,196.901458740234,2621232,118.253684997559
"2004-08-26",196.661254882812,197.561996459961,196.000717163086,196.901458740234,1518920,118.253684997559
"2004-08-27",196.661254882812,197.321807861328,196.060775756836,196.781356811523,1311624,118.181594848633
"2004-08-30",195.940673828125,196.661254882812,195.46028137207,195.580383300781,1561402,117.460334777832
"2004-08-31",195.099975585938,197.021560668945,194.019088745117,196.901458740234,2767462,118.253684997559
"2004-09-01",196.901458740234,197.982345581055,195.880615234375,197.44189453125,1915511,118.578338623047
"2004-09-02",197.561996459961,199.123275756836,196.841415405273,198.943130493164,2303776,119.479942321777
"2004-09-03",198.162490844727,198.883087158203,196.841415405273,197.201705932617,1942556,118.434097290039
"2004-09-07",198.462738037109,201.104904174805,198.342636108398,200.204162597656,3162538,120.237289428711
"2004-09-08",200.204162597656,202.486038208008,200.144119262695,202.125747680664,4495044,121.391334533691
"2004-09-09",201.765441894531,204.347564697266,201.70539855957,203.326721191406,4358190,122.112564086914
"2004-09-10",202.966430664062,204.227462768555,201.285049438477,203.446823120117,2704680,122.184783935547
"2004-09-13",203.446823120117,204.467666625977,202.425994873047,202.66618347168,2851493,121.715911865234
"2004-09-14",201.765441894531,203.086532592773,201.285049438477,203.086532592773,2302993,121.968360900879
"2004-09-15",203.086532592773,203.086532592773,201.104904174805,201.345108032227,2091833,120.922538757324
"2004-09-16",201.645355224609,202.72624206543,201.164947509766,201.345108032227,1576173,120.922538757324
"2004-09-17",202.365936279297,205.608596801758,202.365936279297,205.488494873047,4893734,123.410888671875
"2004-09-20",204.467666625977,206.989730834961,204.287521362305,205.428451538086,3293764,123.374847412109
"2004-09-21",205.488494873047,207.350021362305,204.347564697266,206.9296875,2539999,124.276420593262
"2004-09-22",205.368408203125,205.668655395508,202.425994873047,203.7470703125,3393848,122.365058898926
"2004-09-23",202.786285400391,202.786285400391,200.564468383789,200.684555053711,2537334,121.240394592285
"2004-09-24",201.164947509766,201.285049438477,199.423522949219,200.62451171875,2218846,121.204154968262
"2004-09-27",198.883087158203,200.024017333984,198.222549438477,198.883087158203,2815306,120.152114868164
"2004-09-28",199.363479614258,200.984802246094,198.402694702148,200.024017333984,2567859,120.841323852539
"2004-09-29",200.864715576172,201.645355224609,199.843872070312,200.864715576172,2407441,121.349304199219
"2004-09-30",200.564468383789,201.825500488281,199.963973999023,201.645355224609,3502076,121.82088470459
"2004-10-01",202.365936279297,204.107360839844,202.065689086914,203.987274169922,2613322,123.235725402832
"2004-10-04",204.167419433594,205.728698730469,203.506881713867,204.888000488281,2586744,123.779815673828
"2004-10-05",204.707855224609,204.888000488281,203.086532592773,204.467666625977,2080642,123.525947570801
"2004-10-06",204.707855224609,206.569381713867,203.7470703125,206.449295043945,2387940,124.723091125488
"2004-10-07",205.008102416992,206.449295043945,203.867172241211,203.867172241211,2322944,123.163146972656
"2004-10-08",204.047317504883,205.968887329102,201.164947509766,202.606140136719,3055459,122.401336669922
"2004-10-11",202.966430664062,204.767913818359,202.846328735352,204.167419433594,1461684,123.344535827637
"2004-10-12",202.966430664062,205.368408203125,202.365936279297,204.287521362305,2015246,123.417144775391
"2004-10-13",205.668655395508,205.84880065918,201.465194702148,202.425994873047,2552455,122.292533874512
"2004-10-14",202.365936279297,202.966430664062,200.564468383789,200.924758911133,2108336,121.38550567627
"2004-10-15",201.285049438477,202.846328735352,200.564468383789,201.465194702148,2518683,121.712051391602
"2004-10-18",200.564468383789,204.347564697266,199.483581542969,203.506881713867,2521031,122.945526123047
"2004-10-19",203.446823120117,204.767913818359,200.684555053711,200.744613647461,2727562,121.276725769043
"2004-10-20",201.044860839844,201.405151367188,198.52278137207,199.483581542969,2733973,120.51488494873
"2004-10-21",199.063232421875,201.164947509766,198.162490844727,200.384307861328,2775006,121.059051513672
"2004-10-22",200.384307861328,200.864715576172,196.601211547852,197.862243652344,2746762,119.535377502441
"2004-10-25",198.762985229492,198.762985229492,196.060775756836,197.561996459961,2441813,119.35400390625
"2004-10-26",198.762985229492,202.065689086914,197.561996459961,201.945602416992,3341708,122.002220153809
"2004-10-27",201.585296630859,203.867172241211,200.264221191406,203.867172241211,2779203,123.163146972656
"2004-10-28",202.966430664062,205.068161010742,202.425994873047,204.347564697266,2394685,123.453384399414
"2004-10-29",203.566925048828,205.068161010742,202.966430664062,204.888000488281,3052661,123.779815673828
"2004-11-01",204.767913818359,205.008102416992,203.026489257812,204.467666625977,2151434,123.525947570801
"2004-11-02",203.867172241211,206.449295043945,203.566925048828,204.467666625977,2818187,123.525947570801
"2004-11-03",206.569381713867,206.86962890625,204.347564697266,206.149047851562,3148516,124.541702270508
"2004-11-04",206.329193115234,210.712783813477,206.149047851562,210.712783813477,4202218,127.298835754395
"2004-11-05",211.373321533203,212.574310302734,208.851257324219,211.313278198242,3478229,127.66162109375
"2004-11-08",210.712783813477,211.493423461914,209.691940307617,210.892929077148,2234716,127.40763092041
"2004-11-09",210.292434692383,212.814514160156,210.292434692383,212.694412231445,2633622,128.496063232422
"2004-11-10",213.054702758789,213.775299072266,211.973815917969,212.09391784668,2838670,128.133209228516
"2004-11-11",212.694412231445,215.456680297852,212.574310302734,214.976287841797,2393919,129.874618530273
"2004-11-12",215.997116088867,217.678497314453,215.156433105469,217.678497314453,3136160,131.507049560547
"2004-11-15",217.678497314453,217.798599243164,215.877014160156,216.777755737305,2387108,130.962890625
"2004-11-16",216.477508544922,217.618453979492,215.276519775391,216.777755737305,2188537,130.962890625
"2004-11-17",217.858642578125,220.981201171875,216.777755737305,218.278991699219,3105485,131.869873046875
"2004-11-18",218.579238891602,221.341506958008,218.459136962891,221.161346435547,2615037,133.611145019531
"2004-11-19",221.161346435547,221.161346435547,215.816970825195,217.798599243164,3632103,131.579635620117
"2004-11-22",217.678497314453,217.798599243164,215.816970825195,216.717712402344,2557684,130.926574707031
"2004-11-23",215.997116088867,216.417465209961,213.114761352539,215.036331176758,3500644,129.910858154297
"2004-11-24",215.276519775391,216.177261352539,213.535095214844,214.015487670898,2798653,129.294097900391
"2004-11-26",213.775299072266,213.955444335938,212.814514160156,212.814514160156,1313905,128.568557739258
"2004-11-29",213.595153808594,214.555938720703,210.892929077148,211.973815917969,3602127,128.060684204102
"2004-11-30",211.973815917969,213.835342407227,211.973815917969,212.334106445312,3841414,128.278335571289
"2004-12-01",212.334106445312,216.29736328125,212.334106445312,216.29736328125,3615333,130.67268371582
"2004-12-02",215.276519775391,216.717712402344,214.676040649414,215.816970825195,2660866,130.382476806641
"2004-12-03",215.21647644043,216.357406616211,214.075546264648,215.156433105469,2525411,129.983367919922
"2004-12-06",214.075546264648,214.796127319336,213.715240478516,214.19563293457,1949150,129.402908325195
"2004-12-07",213.775299072266,214.075546264648,211.793670654297,212.033874511719,3124769,128.096969604492
"2004-12-08",214.075546264648,215.576766967773,213.414993286133,214.435836791992,2729194,129.548034667969
"2004-12-09",213.655197143555,216.717712402344,213.1748046875,216.29736328125,2644813,130.67268371582
"2004-12-10",217.078002929688,221.041259765625,216.177261352539,220.320663452148,5335455,133.103317260742
"2004-12-13",221.281448364258,225.304748535156,221.101303100586,225.064559936523,4695397,135.96923828125
"2004-12-14",224.524108886719,226.685882568359,223.263076782227,224.464065551758,4391463,135.606460571289
"2004-12-15",224.524108886719,225.244705200195,222.242233276367,224.524108886719,3395730,135.642730712891
"2004-12-16",223.983673095703,225.124603271484,222.182189941406,222.842727661133,3967694,134.626953125
"2004-12-17",218.579238891602,222.722625732422,217.738540649414,220.680953979492,5827950,133.320922851562
"2004-12-20",221.701797485352,223.383178710938,221.701797485352,222.842727661133,2851626,134.626953125
"2004-12-21",222.842727661133,223.62336730957,222.002044677734,223.203033447266,2729094,134.844604492188
"2004-12-22",220.801055908203,223.022872924805,220.140518188477,221.221405029297,2896556,134.443161010742
"2004-12-23",220.680953979492,221.881942749023,220.440765380859,220.801055908203,1764918,134.187759399414
"2004-12-27",221.281448364258,221.821899414062,219.600067138672,219.600067138672,1648431,133.457855224609
"2004-12-28",219.419921875,221.281448364258,219.359878540039,220.320663452148,2134532,133.895736694336
"2004-12-29",219.600067138672,219.780212402344,218.699325561523,219.540023803711,1864320,133.421295166016
"2004-12-30",219.960372924805,221.161346435547,219.540023803711,219.780212402344,1742204,133.567337036133
"2004-12-31",220.080459594727,220.741012573242,218.579238891602,219.179733276367,2191818,133.202392578125
"2005-01-03",220.440765380859,221.52165222168,218.819427490234,219.720169067383,3701812,133.530899047852
