"Index","TECH.Open","TECH.High","TECH.Low","TECH.Close","TECH.Volume","TECH.Adjusted"
"2003-10-30",8.64000034332275,8.6875,8.52499961853027,8.55749988555908,878400,7.23264741897583
"2003-10-31",8.53750038146973,8.74250030517578,8.53750038146973,8.70750045776367,607200,7.35942220687866
"2003-11-03",8.72000026702881,8.91499996185303,8.67500019073486,8.86250019073486,1319600,7.4904260635376
"2003-11-04",8.89500045776367,8.97000026702881,8.61750030517578,8.69499969482422,938400,7.3488564491272
"2003-11-05",8.68249988555908,8.83250045776367,8.65499973297119,8.8100004196167,981200,7.44605350494385
"2003-11-06",8.84000015258789,8.98499965667725,8.8125,8.97000026702881,1053600,7.58127927780151
"2003-11-07",8.9375,9.24499988555908,8.86250019073486,9.16749954223633,1427200,7.74820375442505
"2003-11-10",9.14000034332275,9.17000007629395,8.59249973297119,8.60249996185303,912400,7.27067947387695
"2003-11-11",8.58250045776367,8.63249969482422,8.3774995803833,8.46000003814697,664000,7.15023851394653
"2003-11-12",8.38000011444092,8.75,8.36750030517578,8.72749996185303,725200,7.37632513046265
"2003-11-13",8.72999954223633,8.77999973297119,8.65250015258789,8.72500038146973,452800,7.37421274185181
"2003-11-14",8.6850004196167,8.77499961853027,8.50500011444092,8.55000019073486,787600,7.22630596160889
"2003-11-17",8.51749992370605,8.5649995803833,8.35499954223633,8.47249984741211,998800,7.16080188751221
"2003-11-18",8.49499988555908,8.89999961853027,8.46249961853027,8.48750019073486,1751600,7.17348623275757
"2003-11-19",8.49250030517578,8.75,8.44250011444092,8.69750022888184,633600,7.35096979141235
"2003-11-20",8.69750022888184,8.84749984741211,8.56999969482422,8.67500019073486,1169600,7.331955909729
"2003-11-21",8.75500011444092,8.86750030517578,8.61999988555908,8.625,1102400,7.28969573974609
"2003-11-24",8.61750030517578,8.97749996185303,8.59500026702881,8.94999980926514,852800,7.564377784729
"2003-11-25",8.94750022888184,9.03750038146973,8.94750022888184,9.01000022888184,821200,7.61508893966675
"2003-11-26",9.03999996185303,9.10750007629395,8.86999988555908,8.91749954223633,482000,7.53691148757935
"2003-11-28",8.97249984741211,9.03750038146973,8.89249992370605,8.98499965667725,267600,7.5939621925354
"2003-12-01",8.96500015258789,9.35999965667725,8.96000003814697,9.2524995803833,914800,7.8200478553772
"2003-12-02",9.3100004196167,9.4350004196167,9.1875,9.3125,712000,7.87075662612915
"2003-12-03",9.28499984741211,9.5,9.27499961853027,9.35000038146973,778400,7.90245342254639
"2003-12-04",9.3100004196167,9.52499961853027,9.17500019073486,9.31999969482422,706800,7.87709712982178
"2003-12-05",9.30000019073486,9.34500026702881,9.23499965667725,9.3100004196167,946000,7.86864471435547
"2003-12-08",9.32250022888184,9.43000030517578,9.19750022888184,9.39500045776367,957600,7.94048261642456
"2003-12-09",9.46249961853027,9.5,9.25,9.25,645200,7.81793069839478
"2003-12-10",9.25,9.38249969482422,9.25,9.26000022888184,908800,7.82638549804688
"2003-12-11",9.28750038146973,9.61250019073486,9.25749969482422,9.55749988555908,975600,8.0778284072876
"2003-12-12",9.55000019073486,9.69499969482422,9.42249965667725,9.6274995803833,650400,8.13698577880859
"2003-12-15",9.86750030517578,9.91250038146973,9.3774995803833,9.41250038146973,939600,7.95527648925781
"2003-12-16",9.41250038146973,9.5600004196167,9.19999980926514,9.53750038146973,1193600,8.06092357635498
"2003-12-17",9.57250022888184,9.68249988555908,9.3125,9.47000026702881,528800,8.00387477874756
"2003-12-18",9.46500015258789,9.52000045776367,9.32750034332275,9.51749992370605,560400,8.04401779174805
"2003-12-19",9.59749984741211,9.69999980926514,9.34249973297119,9.67249965667725,909600,8.17501640319824
"2003-12-22",9.63500022888184,9.71249961853027,9.3725004196167,9.56999969482422,570800,8.08839511871338
"2003-12-23",9.59500026702881,9.69999980926514,9.4975004196167,9.69999980926514,714800,8.19826412200928
"2003-12-24",9.66749954223633,9.6875,9.53750038146973,9.54249954223633,198800,8.06515216827393
"2003-12-26",9.53750038146973,9.63249969482422,9.51000022888184,9.58749961853027,236800,8.10318183898926
"2003-12-29",9.61999988555908,9.92749977111816,9.57250022888184,9.75,842800,8.24052619934082
"2003-12-30",9.7475004196167,9.77499961853027,9.60999965667725,9.73250007629395,703200,8.22573566436768
"2003-12-31",9.72999954223633,9.80000019073486,9.44499969482422,9.46000003814697,1135600,7.99542331695557
"2004-01-02",9.49250030517578,9.66749954223633,9.48750019073486,9.5,753200,8.02922916412354
"2004-01-05",9.5024995803833,9.60000038146973,9.48750019073486,9.52499961853027,1010400,8.0503568649292
"2004-01-06",9.5625,9.5625,9.42749977111816,9.46000003814697,1372800,7.99542331695557
"2004-01-07",9.47749996185303,9.53750038146973,9.33749961853027,9.53750038146973,874400,8.06092357635498
"2004-01-08",9.51000022888184,9.58749961853027,9.44999980926514,9.46249961853027,1082400,7.99753189086914
"2004-01-09",9.40999984741211,9.48499965667725,9.22749996185303,9.33749961853027,1597200,7.89188718795776
"2004-01-12",9.35249996185303,9.5,9.3125,9.5,1332800,8.02922916412354
"2004-01-13",9.46249961853027,9.57750034332275,9.33749961853027,9.42749977111816,1007200,7.96794891357422
"2004-01-14",9.46500015258789,9.67500019073486,9.39999961853027,9.65999984741211,694400,8.16445636749268
"2004-01-15",9.65999984741211,9.73999977111816,9.49499988555908,9.68000030517578,933600,8.18136501312256
"2004-01-16",9.64750003814697,9.71000003814697,9.59000015258789,9.60499954223633,9e+05,8.11797142028809
"2004-01-20",9.60499954223633,9.85000038146973,9.58749961853027,9.85000038146973,839600,8.32504463195801
"2004-01-21",9.86250019073486,9.86750030517578,9.6875,9.6875,767200,8.18770122528076
"2004-01-22",9.72249984741211,9.75,9.52250003814697,9.52499961853027,610400,8.0503568649292
"2004-01-23",9.52499961853027,9.59000015258789,9.4399995803833,9.59000015258789,861200,8.1052942276001
"2004-01-26",9.59749984741211,10.1099996566772,9.56999969482422,10.1099996566772,1121600,8.54479217529297
"2004-01-27",10.1125001907349,10.1925001144409,9.71249961853027,9.71249961853027,826400,8.20882987976074
"2004-01-28",9.72500038146973,9.84500026702881,9.53750038146973,9.56750011444092,1010400,8.08627891540527
"2004-01-29",9.61250019073486,9.88749980926514,9.5625,9.75,1148000,8.24052619934082
"2004-01-30",9.80000019073486,9.96249961853027,9.70250034332275,9.70499992370605,624000,8.20249176025391
"2004-02-02",10.0074996948242,10.0600004196167,9.71249961853027,9.83250045776367,844400,8.31025218963623
"2004-02-03",9.76249980926514,9.94250011444092,9.73999977111816,9.83749961853027,928400,8.31447982788086
"2004-02-04",9.88249969482422,9.88249969482422,9.45750045776367,9.46500015258789,760400,7.99964666366577
"2004-02-05",9.55000019073486,9.6274995803833,9.42500019073486,9.5,689600,8.02922916412354
"2004-02-06",9.55000019073486,9.89249992370605,9.54749965667725,9.88249969482422,1282400,8.35251140594482
"2004-02-09",9.875,9.89999961853027,9.77750015258789,9.8125,572800,8.29334735870361
"2004-02-10",9.78250026702881,10.0024995803833,9.77750015258789,9.97500038146973,686800,8.43068790435791
"2004-02-11",9.97500038146973,10.0874996185303,9.92749977111816,10.0874996185303,661200,8.52576923370361
"2004-02-12",10.0625,10.1450004577637,10.0150003433228,10.0524997711182,1342000,8.49619197845459
"2004-02-13",10.0349998474121,10.1350002288818,9.97000026702881,10.0375003814697,1019200,8.48351573944092
"2004-02-17",10.0249996185303,10.3474998474121,9.99499988555908,10.272500038147,864800,8.68212890625
"2004-02-18",10.2950000762939,10.3225002288818,10.1850004196167,10.3225002288818,842000,8.72439098358154
"2004-02-19",10.3325004577637,10.3500003814697,9.99499988555908,10.0424995422363,570400,8.48774147033691
"2004-02-20",10.0625,10.2075004577637,9.85499954223633,10.0574998855591,640800,8.50041770935059
"2004-02-23",10.0699996948242,10.1099996566772,9.77499961853027,9.82499980926514,788400,8.30391597747803
"2004-02-24",9.875,9.96749973297119,9.71249961853027,9.94750022888184,882400,8.40744781494141
"2004-02-25",9.97749996185303,10.125,9.8725004196167,10.1199998855591,665200,8.55324268341064
"2004-02-26",10.1350002288818,10.227499961853,10.0074996948242,10.2025003433228,484400,8.62296962738037
"2004-02-27",10.1850004196167,10.2375001907349,10.0174999237061,10.1225004196167,564800,8.55535411834717
"2004-03-01",10.25,10.5,10.1750001907349,10.4125003814697,941600,8.80045700073242
"2004-03-02",10.4399995803833,10.4399995803833,10.2025003433228,10.2574996948242,454400,8.66945266723633
"2004-03-03",10.2524995803833,10.5,10.1875,10.477499961853,530800,8.85539627075195
"2004-03-04",10.4799995422363,10.5500001907349,10.375,10.5500001907349,1084800,8.91667366027832
"2004-03-05",10.5275001525879,10.6450004577637,10.4575004577637,10.5,814000,8.87441635131836
"2004-03-08",10.4575004577637,10.6374998092651,10.0725002288818,10.1125001907349,623600,8.54690551757812
"2004-03-09",10.0974998474121,10.3275003433228,9.96749973297119,10.0500001907349,696000,8.49407863616943
"2004-03-10",9.94250011444092,10.0500001907349,9.69999980926514,9.74499988555908,522000,8.23629760742188
"2004-03-11",9.72500038146973,10.0775003433228,9.59749984741211,9.6274995803833,685200,8.13698577880859
"2004-03-12",9.61250019073486,10.0950002670288,9.61250019073486,10.0924997329712,684800,8.53000068664551
"2004-03-15",10.0600004196167,10.0625,9.60249996185303,9.64000034332275,831600,8.14755249023438
"2004-03-16",9.68000030517578,9.8125,9.38500022888184,9.64000034332275,1032400,8.14755249023438
"2004-03-17",9.69750022888184,9.82499980926514,9.6899995803833,9.80749988555908,870800,8.28912258148193
"2004-03-18",9.78999996185303,9.82250022888184,9.66250038146973,9.73750019073486,444800,8.22995853424072
"2004-03-19",9.77750015258789,9.83749961853027,9.61750030517578,9.64000034332275,716800,8.14755249023438
"2004-03-22",9.61750030517578,9.65499973297119,9.26249980926514,9.48250007629395,995200,8.01443862915039
"2004-03-23",9.53999996185303,9.71500015258789,9.48250007629395,9.48250007629395,519600,8.01443862915039
"2004-03-24",9.42249965667725,9.57999992370605,9.26000022888184,9.42249965667725,846400,7.96372842788696
"2004-03-25",9.47999954223633,9.82999992370605,9.44499969482422,9.80000019073486,671200,8.2827844619751
"2004-03-26",9.7524995803833,9.99499988555908,9.7524995803833,9.80749988555908,584800,8.28912258148193
"2004-03-29",9.85499954223633,10.0900001525879,9.84749984741211,10,783200,8.45181751251221
"2004-03-30",9.95250034332275,10.1075000762939,9.91749954223633,9.95250034332275,782800,8.41167259216309
"2004-03-31",9.99499988555908,10.2425003051758,9.92000007629395,10.1975002288818,1288800,8.61874389648438
