"Index","TECH.Open","TECH.High","TECH.Low","TECH.Close","TECH.Volume","TECH.Adjusted"
"2004-04-01",10.3699998855591,10.3774995803833,10.1525001525879,10.3199996948242,662400,8.72228050231934
"2004-04-02",10.3800001144409,10.539999961853,10.3199996948242,10.5150003433228,795200,8.88708877563477
"2004-04-05",10.5325002670288,10.6225004196167,10.5,10.5749998092651,515600,8.93779945373535
"2004-04-06",10.4575004577637,10.5749998092651,10.0974998474121,10.1700000762939,1174800,8.59550094604492
"2004-04-07",10.1274995803833,10.3450002670288,10.0649995803833,10.2849998474121,568400,8.69269561767578
"2004-04-08",10.3024997711182,10.4549999237061,10.1750001907349,10.1850004196167,669600,8.60817909240723
"2004-04-12",10.164999961853,10.3474998474121,10.1625003814697,10.2749996185303,393200,8.6842451095581
"2004-04-13",10.2749996185303,10.3374996185303,9.80000019073486,9.92249965667725,639200,8.38631916046143
"2004-04-14",9.91250038146973,10.102499961853,9.82999992370605,9.90499973297119,524800,8.37152576446533
"2004-04-15",9.91250038146973,10.0100002288818,9.72500038146973,9.82499980926514,604400,8.30391597747803
"2004-04-16",9.85750007629395,10.0600004196167,9.84749984741211,9.96749973297119,704400,8.42434978485107
"2004-04-19",9.96749973297119,10.085000038147,9.9350004196167,10.0249996185303,533600,8.47295093536377
"2004-04-20",10.0474996566772,10.125,9.97500038146973,10,768000,8.45181751251221
"2004-04-21",10.022500038147,10.2299995422363,9.97249984741211,10.1674995422363,722800,8.59338665008545
"2004-04-22",10.2299995422363,10.3474998474121,10.1125001907349,10.3100004196167,1121600,8.71382808685303
"2004-04-23",10.3199996948242,10.375,10.1575002670288,10.289999961853,554800,8.69692516326904
"2004-04-26",10.3000001907349,10.4674997329712,10.0924997329712,10.2150001525879,752400,8.63353729248047
"2004-04-27",10.2700004577637,10.3000001907349,9.89750003814697,10.0574998855591,959600,8.50041770935059
"2004-04-28",10.0100002288818,10.227499961853,10.0100002288818,10.1125001907349,1174000,8.54690551757812
"2004-04-29",10.0924997329712,10.4224996566772,9.9399995803833,9.94250011444092,973600,8.40322875976562
"2004-04-30",9.9375,10.1499996185303,9.73999977111816,9.77750015258789,909600,8.26376819610596
"2004-05-03",9.73999977111816,10.3000001907349,9.73750019073486,10.1975002288818,1822000,8.61874389648438
"2004-05-04",10.2674999237061,10.2700004577637,9.95750045776367,10.0550003051758,1128800,8.49830532073975
"2004-05-05",10.0625,10.2700004577637,9.9975004196167,10.1824998855591,690000,8.60606479644775
"2004-05-06",10.1750001907349,10.2475004196167,9.86250019073486,10.1400003433228,954000,8.57014846801758
"2004-05-07",10.0625,10.1975002288818,9.63500022888184,9.76749992370605,1643200,8.2553129196167
"2004-05-10",9.73250007629395,9.7475004196167,9.35000038146973,9.36999988555908,1257200,7.919358253479
"2004-05-11",9.48250007629395,9.77250003814697,9.44499969482422,9.69999980926514,632800,8.19826412200928
"2004-05-12",9.67500019073486,9.94750022888184,9.43000030517578,9.94750022888184,706800,8.40744781494141
"2004-05-13",9.84749984741211,9.96749973297119,9.6875,9.8100004196167,687200,8.29123592376709
"2004-05-14",9.7475004196167,9.88249969482422,9.60000038146973,9.68249988555908,828800,8.18347549438477
"2004-05-17",9.53750038146973,9.625,9.27499961853027,9.54249954223633,915200,8.06515216827393
"2004-05-18",9.57750034332275,9.77999973297119,9.57750034332275,9.77499961853027,572400,8.26165199279785
"2004-05-19",9.78750038146973,9.86999988555908,9.54749965667725,9.61250019073486,724800,8.12430953979492
"2004-05-20",9.61250019073486,9.71749973297119,9.4975004196167,9.54249954223633,505200,8.06515216827393
"2004-05-21",9.57250022888184,9.75500011444092,9.53750038146973,9.72749996185303,360000,8.221510887146
"2004-05-24",9.76500034332275,9.91499996185303,9.6875,9.7475004196167,574000,8.23841285705566
"2004-05-25",9.77250003814697,9.9975004196167,9.67500019073486,9.9975004196167,582800,8.44970512390137
"2004-05-26",9.89750003814697,10,9.75,10,662800,8.45181751251221
"2004-05-27",10,10.0275001525879,9.8100004196167,10.0100002288818,725600,8.4602746963501
"2004-05-28",9.94999980926514,10.0450000762939,9.66499996185303,9.6875,1181200,8.18770122528076
"2004-06-01",9.65250015258789,9.83749961853027,9.64999961853027,9.75500011444092,1292000,8.2447509765625
"2004-06-02",9.83749961853027,10.1125001907349,9.8125,10.1075000762939,1256000,8.54267883300781
"2004-06-03",10.1225004196167,10.1225004196167,9.80749988555908,9.80749988555908,684800,8.28912258148193
"2004-06-04",9.8100004196167,9.97500038146973,9.78250026702881,9.91499996185303,598400,8.37998008728027
"2004-06-07",9.97500038146973,10,9.73999977111816,9.98499965667725,373600,8.43914222717285
"2004-06-08",9.98750019073486,10.0174999237061,9.85000038146973,9.92500019073486,293200,8.3884334564209
"2004-06-09",9.94499969482422,10.0450000762939,9.72500038146973,9.76749992370605,694400,8.2553129196167
"2004-06-10",9.72000026702881,9.85000038146973,9.72000026702881,9.83500003814697,949200,8.3123664855957
"2004-06-14",9.85499954223633,9.8774995803833,9.7524995803833,9.80749988555908,668000,8.28912258148193
"2004-06-15",9.90750026702881,9.99499988555908,9.86250019073486,9.92000007629395,907600,8.38420867919922
"2004-06-16",9.89999961853027,10.1999998092651,9.89999961853027,10.164999961853,902400,8.59127330780029
"2004-06-17",10.1674995422363,10.2749996185303,9.97500038146973,10.1700000762939,965200,8.59550094604492
"2004-06-18",10.1175003051758,10.3000001907349,9.96500015258789,10.1125001907349,1258400,8.54690551757812
"2004-06-21",10.0950002670288,10.1850004196167,9.94999980926514,10.0749998092651,438800,8.51520824432373
"2004-06-22",10.0500001907349,10.3050003051758,9.97500038146973,10.3050003051758,836800,8.70960330963135
"2004-06-23",10.2174997329712,10.4549999237061,10.1674995422363,10.4324998855591,708400,8.81736373901367
"2004-06-24",10.375,10.4250001907349,10.25,10.375,675200,8.76876258850098
"2004-06-25",10.2974996566772,10.8649997711182,10.2550001144409,10.4674997329712,2112400,8.84694385528564
"2004-06-28",10.522500038147,10.7475004196167,10.3450002670288,10.6724996566772,1249600,9.0201997756958
"2004-06-29",10.6700000762939,10.897500038147,10.5749998092651,10.8249998092651,1171600,9.14909839630127
"2004-06-30",10.875,10.9875001907349,10.7399997711182,10.8625001907349,811200,9.1807918548584
"2004-07-01",10.8225002288818,10.8924999237061,10.6875,10.7775001525879,782400,9.10894680023193
"2004-07-02",10.75,10.7700004577637,10.5825004577637,10.5825004577637,822000,8.94413948059082
"2004-07-06",10.5600004196167,10.5625,10.1999998092651,10.227499961853,1668400,8.64409828186035
"2004-07-07",10.3000001907349,10.397500038147,10.2025003433228,10.2325000762939,1011600,8.64832592010498
"2004-07-08",10.1999998092651,10.4025001525879,10.1499996185303,10.210000038147,868800,8.62930679321289
"2004-07-09",10.272500038147,10.272500038147,10.0950002670288,10.1175003051758,322000,8.55112838745117
"2004-07-12",10.1225004196167,10.3699998855591,10.1000003814697,10.2399997711182,616800,8.65466213226318
"2004-07-13",10.2875003814697,10.5775003433228,10.147500038147,10.5375003814697,1019200,8.90610599517822
"2004-07-14",10.5200004577637,10.6875,10.3275003433228,10.3450002670288,827200,8.74341011047363
"2004-07-15",10.3249998092651,10.4575004577637,10.25,10.375,429600,8.76876258850098
"2004-07-16",10.3699998855591,10.5124998092651,10.1724996566772,10.1925001144409,521600,8.61452007293701
"2004-07-19",10.1499996185303,10.2325000762939,9.88000011444092,10.1000003814697,690800,8.53633880615234
"2004-07-20",10.1774997711182,10.3599996566772,10.0325002670288,10.3599996566772,447200,8.75608825683594
"2004-07-21",10.3999996185303,10.3999996185303,9.77499961853027,9.85249996185303,1023600,8.32715606689453
"2004-07-22",9.85000038146973,10.0174999237061,9.75,9.89249992370605,1144800,8.36095905303955
"2004-07-23",9.94999980926514,10.0124998092651,9.7524995803833,9.8125,780000,8.29334735870361
"2004-07-26",9.93249988555908,9.94999980926514,9.43249988555908,9.54500007629395,1227200,8.06725978851318
"2004-07-27",9.52499961853027,10.0249996185303,9.52499961853027,9.91749954223633,888800,8.38209247589111
"2004-07-28",9.83250045776367,9.83500003814697,9.55500030517578,9.71249961853027,1392400,8.20882987976074
"2004-07-29",9.75,9.92249965667725,9.57499980926514,9.91499996185303,560000,8.37998008728027
"2004-07-30",9.92500019073486,10.022500038147,9.85499954223633,9.94999980926514,708400,8.40956115722656
"2004-08-02",9.84500026702881,9.84500026702881,9.52499961853027,9.6899995803833,843600,8.18981266021729
"2004-08-03",9.64999961853027,9.83250045776367,9.58500003814697,9.58749961853027,603200,8.10318183898926
"2004-08-04",9.55500030517578,9.78250026702881,9.45250034332275,9.60000038146973,496800,8.11374759674072
"2004-08-05",9.55249977111816,9.67249965667725,9.3125,9.40499973297119,786800,7.94893407821655
"2004-08-06",9.32499980926514,9.34000015258789,8.95250034332275,9.0024995803833,1547600,7.60875129699707
"2004-08-09",8.98750019073486,9.0649995803833,8.97500038146973,9.03499984741211,850400,7.6362190246582
"2004-08-10",8.73250007629395,9.25,8.72999954223633,9.20750045776367,1171200,7.78201389312744
"2004-08-11",9.04500007629395,9.5600004196167,8.91749954223633,9.47500038146973,1106800,8.00810050964355
"2004-08-12",9.32499980926514,9.61750030517578,9.29500007629395,9.39750003814697,778400,7.94259691238403
"2004-08-13",9.51000022888184,9.51000022888184,8.84000015258789,9.07999992370605,1305600,7.6742525100708
"2004-08-16",9.16250038146973,9.44250011444092,9.01249980926514,9.42500019073486,908800,7.96584415435791
"2004-08-17",9.48499965667725,9.59500026702881,9.39249992370605,9.49499988555908,380000,8.02500343322754
"2004-08-18",9.40499973297119,9.86250019073486,9.39999961853027,9.86250019073486,659600,8.33560752868652
"2004-08-19",9.8774995803833,9.97500038146973,9.77499961853027,9.90750026702881,628400,8.37364101409912
"2004-08-20",9.94250011444092,10.1350002288818,9.78999996185303,10.0749998092651,610000,8.51520824432373
"2004-08-23",10.1800003051758,10.2025003433228,9.72249984741211,9.8149995803833,740000,8.29545879364014
"2004-08-24",9.83250045776367,9.91250038146973,9.71000003814697,9.89249992370605,414000,8.36095905303955
"2004-08-25",9.89999961853027,10.0924997329712,9.80000019073486,10.0349998474121,394000,8.48140335083008
"2004-08-26",9.96000003814697,10.2475004196167,9.96000003814697,10.0500001907349,752400,8.49407863616943
"2004-08-27",10.0249996185303,10.2399997711182,10.0249996185303,10.1875,428800,8.61029243469238
"2004-08-30",10.0874996185303,10.1000003814697,9.77499961853027,9.78999996185303,471200,8.27433204650879
"2004-08-31",9.75,9.99499988555908,9.63249969482422,9.6850004196167,905600,8.1855878829956
"2004-09-01",9.68000030517578,10,9.63749980926514,9.79749965667725,814400,8.28067207336426
"2004-09-02",9.77750015258789,9.92249965667725,9.73499965667725,9.875,669200,8.34617710113525
"2004-09-03",9.94999980926514,10.0500001907349,9.77999973297119,9.875,575200,8.34617710113525
"2004-09-07",9.92500019073486,10.0600004196167,9.83250045776367,9.96000003814697,501600,8.41801261901855
"2004-09-08",9.97500038146973,10.0874996185303,9.83500003814697,9.83500003814697,416800,8.3123664855957
"2004-09-09",9.92500019073486,10.1424999237061,9.86999988555908,10.1324996948242,959200,8.56380558013916
"2004-09-10",10.1499996185303,10.2375001907349,9.94750022888184,10.2375001907349,383600,8.65255260467529
"2004-09-13",10.2375001907349,10.2674999237061,10.1374998092651,10.2674999237061,698800,8.67790508270264
"2004-09-14",10.2749996185303,10.2749996185303,10.0600004196167,10.147500038147,556400,8.5764856338501
"2004-09-15",10.102499961853,10.1824998855591,9.98499965667725,10.0825004577637,492800,8.52154731750488
"2004-09-16",10.125,10.1875,10.0325002670288,10.1750001907349,654000,8.59972381591797
"2004-09-17",10.2250003814697,10.3874998092651,9.97500038146973,10.125,1342800,8.55746746063232
"2004-09-20",10.2075004577637,10.2075004577637,9.93249988555908,10.0249996185303,515600,8.47295093536377
"2004-09-21",10.0524997711182,10.0950002670288,9.91749954223633,10.0950002670288,547600,8.5321159362793
"2004-09-22",9.97500038146973,9.97500038146973,9.70250034332275,9.70499992370605,531600,8.20249176025391
"2004-09-23",9.63749980926514,9.875,9.48250007629395,9.72999954223633,728400,8.22362327575684
"2004-09-24",9.79749965667725,9.89750003814697,9.67500019073486,9.78750038146973,247200,8.27221775054932
"2004-09-27",9.74499988555908,9.88749980926514,9.52499961853027,9.53499984741211,389200,8.05881404876709
"2004-09-28",9.60750007629395,9.71000003814697,9.43000030517578,9.59249973297119,603600,8.1074104309082
"2004-09-29",9.65499973297119,9.79249954223633,9.58749961853027,9.79249954223633,443200,8.27644538879395
"2004-09-30",9.67500019073486,9.78250026702881,9.54249954223633,9.54500007629395,577200,8.06725978851318
"2004-10-01",9.72500038146973,9.97500038146973,9.51000022888184,9.8725004196167,838800,8.34405994415283
"2004-10-04",9.97500038146973,10.039999961853,9.8125,9.96000003814697,586400,8.41801261901855
"2004-10-05",9.94499969482422,10.0500001907349,9.875,9.92500019073486,547200,8.3884334564209
"2004-10-06",9.96000003814697,10.022500038147,9.82499980926514,10.022500038147,597600,8.4708366394043
"2004-10-07",9.91250038146973,9.97999954223633,9.79500007629395,9.79749965667725,608400,8.28067207336426
"2004-10-08",9.93249988555908,9.93249988555908,9.53999996185303,9.53999996185303,1115200,8.06303977966309
"2004-10-11",9.59249973297119,9.61999988555908,9.36250019073486,9.5,922000,8.02922916412354
"2004-10-12",9.47000026702881,9.5,9.2475004196167,9.25,840800,7.81793069839478
"2004-10-13",9.3100004196167,9.3100004196167,9.07250022888184,9.17749977111816,881600,7.75665378570557
"2004-10-14",9.15999984741211,9.25,9.03250026702881,9.14500045776367,606800,7.72918891906738
"2004-10-15",9.13749980926514,9.33749961853027,9.08749961853027,9.23250007629395,457200,7.80314350128174
"2004-10-18",9.25749969482422,9.53999996185303,9.16499996185303,9.43249988555908,375200,7.97217607498169
"2004-10-19",9.5,9.5,9.21000003814697,9.2475004196167,523600,7.81582164764404
"2004-10-20",9.20750045776367,9.30000019073486,9.05749988555908,9.21000003814697,652000,7.78412485122681
"2004-10-21",9.23750019073486,9.47500038146973,9.10249996185303,9.27499961853027,675600,7.83906412124634
"2004-10-22",9.35999965667725,9.375,8.91499996185303,8.91499996185303,788400,7.53479480743408
"2004-10-25",8.89999961853027,8.94499969482422,8.5649995803833,8.73999977111816,1450000,7.38688898086548
"2004-10-26",8.77499961853027,8.92500019073486,8.6875,8.90750026702881,680000,7.52846050262451
"2004-10-27",8.77499961853027,9.17000007629395,8.76749992370605,9.10999965667725,973600,7.69960689544678
"2004-10-28",9.02750015258789,9.22000026702881,8.9375,9.11750030517578,608800,7.70594358444214
"2004-10-29",9.02999973297119,9.20250034332275,8.90250015258789,9.00500011444092,621200,7.61086416244507
"2004-11-01",8.92500019073486,9.15250015258789,8.91250038146973,9.01749992370605,756000,7.62142848968506
"2004-11-02",8.95250034332275,9.14999961853027,8.83749961853027,8.92000007629395,573600,7.53902435302734
"2004-11-03",9.05249977111816,9.36750030517578,8.97000026702881,9.28250026702881,630000,7.84540176391602
"2004-11-04",9.2524995803833,9.48999977111816,9.19999980926514,9.48499965667725,664400,8.01655292510986
"2004-11-05",9.55000019073486,9.8125,9.4399995803833,9.57499980926514,739600,8.09261703491211
"2004-11-08",9.5,9.64500045776367,9.46500015258789,9.64500045776367,801600,8.15177822113037
"2004-11-09",9.625,9.72500038146973,9.46500015258789,9.59749984741211,664000,8.11163234710693
"2004-11-10",9.5,9.72500038146973,9.4350004196167,9.59000015258789,662000,8.1052942276001
"2004-11-11",9.55000019073486,9.75,9.50500011444092,9.72500038146973,489600,8.21939563751221
"2004-11-12",9.6274995803833,9.72249984741211,9.4375,9.6850004196167,458000,8.1855878829956
"2004-11-15",9.5024995803833,9.55000019073486,9.30000019073486,9.55000019073486,518800,8.07149028778076
"2004-11-16",9.57250022888184,9.57499980926514,9.39999961853027,9.39999961853027,265600,7.94470596313477
"2004-11-17",9.46000003814697,9.67249965667725,9.375,9.45499992370605,426000,7.9911961555481
"2004-11-18",9.3774995803833,9.60999965667725,9.35999965667725,9.52250003814697,590400,8.04824733734131
"2004-11-19",9.3125,9.5,9.23999977111816,9.2524995803833,1162000,7.8200478553772
"2004-11-22",9.22500038146973,9.5,9.07499980926514,9.5,558800,8.02922916412354
"2004-11-23",9.51000022888184,9.52499961853027,9.26249980926514,9.42249965667725,575200,7.96372842788696
"2004-11-24",9.72000026702881,9.91749954223633,9.64000034332275,9.75,1550000,8.24052619934082
"2004-11-26",9.77250003814697,9.77499961853027,9.63500022888184,9.63500022888184,218400,8.14332866668701
"2004-11-29",9.75749969482422,9.76500034332275,9.4375,9.5600004196167,1316800,8.07994079589844
"2004-11-30",9.51749992370605,9.64999961853027,9.28750038146973,9.35000038146973,12386400,7.90245342254639
"2004-12-01",9.29749965667725,9.53750038146973,9.29749965667725,9.4975004196167,2545600,8.0271167755127
"2004-12-02",9.39249992370605,9.5,9.375,9.5,1524800,8.02922916412354
"2004-12-03",9.51000022888184,9.5600004196167,9.41250038146973,9.47500038146973,954400,8.00810050964355
"2004-12-06",9.42249965667725,9.51749992370605,9.40499973297119,9.49250030517578,694400,8.02289199829102
"2004-12-07",9.45499992370605,9.53499984741211,9.30749988555908,9.39999961853027,1585600,7.94470596313477
"2004-12-08",9.41250038146973,9.61750030517578,9.32250022888184,9.57499980926514,853600,8.09261703491211
"2004-12-09",9.50749969482422,9.82999992370605,9.47500038146973,9.78499984741211,946000,8.27010726928711
