"Index","ESS.Open","ESS.High","ESS.Low","ESS.Close","ESS.Volume","ESS.Adjusted"
"2004-01-26",61.4900016784668,62.9199981689453,61.2999992370605,62.9199981689453,131900,31.9553260803223
"2004-01-27",62.9199981689453,63.0499992370605,62.5099983215332,62.5800018310547,143800,31.7826690673828
"2004-01-28",62.7000007629395,63.2200012207031,62.6199989318848,62.7999992370605,95300,31.8943920135498
"2004-01-29",62.7999992370605,62.9000015258789,61.8499984741211,62.2200012207031,110300,31.5998210906982
"2004-01-30",62.2999992370605,62.5299987792969,61.8800010681152,62.1500015258789,91000,31.5642852783203
"2004-02-02",62.1500015258789,63.2000007629395,62,63.2000007629395,84700,32.0975379943848
"2004-02-03",63.1800003051758,63.5099983215332,63.0499992370605,63.2000007629395,103200,32.0975379943848
"2004-02-04",63.0999984741211,63.0999984741211,61.0999984741211,61.1100006103516,80600,31.0360870361328
"2004-02-05",61.2599983215332,62.5,61.2599983215332,61.9500007629395,112200,31.4626960754395
"2004-02-06",61.9500007629395,62.0999984741211,61.2999992370605,62.0900001525879,154400,31.5337886810303
"2004-02-09",62.0900001525879,62.0900001525879,61.5999984741211,61.7799987792969,111100,31.3763599395752
"2004-02-10",61.7799987792969,62,61.5299987792969,62,147300,31.4880924224854
"2004-02-11",63.1500015258789,63.7999992370605,62.75,63.7999992370605,135300,32.4022598266602
"2004-02-12",63.6500015258789,63.6500015258789,63.0400009155273,63.25,159600,32.122917175293
"2004-02-13",63.1500015258789,63.3600006103516,62.439998626709,62.4500007629395,97200,31.7166366577148
"2004-02-17",62.4599990844727,63.2000007629395,62.4599990844727,62.7299995422363,88300,31.8588409423828
"2004-02-18",62.7299995422363,62.8199996948242,61.9099998474121,62.0499992370605,113400,31.5134906768799
"2004-02-19",62.0499992370605,62.0999984741211,61.7599983215332,61.7999992370605,110700,31.3865146636963
"2004-02-20",62,62.5499992370605,61.5900001525879,62.3499984741211,109200,31.6658458709717
"2004-02-23",62.2999992370605,62.75,62.0499992370605,62.3300018310547,248500,31.6556968688965
"2004-02-24",62.4000015258789,62.6500015258789,62.0699996948242,62.4700012207031,118200,31.7268028259277
"2004-02-25",62.4300003051758,62.9500007629395,62.4000015258789,62.9000015258789,154400,31.9451808929443
"2004-02-26",62.9000015258789,63.1399993896484,62.8300018310547,63.0499992370605,78900,32.021354675293
"2004-02-27",63.0200004577637,63.0499992370605,62.5,62.9700012207031,110300,31.98073387146
"2004-03-01",62.9799995422363,63.7999992370605,62.9099998474121,63.7999992370605,78600,32.4022598266602
"2004-03-02",63.7999992370605,63.9000015258789,63.5999984741211,63.9000015258789,60600,32.453052520752
"2004-03-03",63.7999992370605,64.4000015258789,63.2200012207031,63.9599990844727,187100,32.483512878418
"2004-03-04",64.0500030517578,64.75,63.810001373291,64.75,66400,32.8847427368164
"2004-03-05",64.5999984741211,65.5599975585938,64.2799987792969,65.5599975585938,88800,33.2961196899414
"2004-03-08",65.5500030517578,65.879997253418,65.25,65.4599990844727,180700,33.2453269958496
"2004-03-09",65.4000015258789,66.25,65.4000015258789,65.5999984741211,247700,33.3164367675781
"2004-03-10",65.6999969482422,66.2699966430664,65.5500030517578,65.5500030517578,187900,33.2910423278809
"2004-03-11",65.4499969482422,65.4499969482422,64.6500015258789,64.6500015258789,213600,32.8339576721191
"2004-03-12",64.6500015258789,65.8300018310547,64.6500015258789,65.8300018310547,102400,33.4332542419434
"2004-03-15",65.75,65.75,64.5800018310547,64.9499969482422,106400,32.9863052368164
"2004-03-16",64.9899978637695,65.2399978637695,64.6999969482422,65,91300,33.0117111206055
"2004-03-17",65.0999984741211,66.4700012207031,65.0999984741211,66.4700012207031,111700,33.7582931518555
"2004-03-18",66.4499969482422,66.5999984741211,65.8499984741211,66.5999984741211,85600,33.8243064880371
"2004-03-19",66.5999984741211,66.6399993896484,65.9700012207031,66.1800003051758,137600,33.6110038757324
"2004-03-22",66.1800003051758,66.1800003051758,65.4800033569336,65.5199966430664,75100,33.2758026123047
"2004-03-23",65.6500015258789,66,65.5999984741211,65.7699966430664,62000,33.4027671813965
"2004-03-24",65.8499984741211,65.9000015258789,65.0500030517578,65.0500030517578,81500,33.0371170043945
"2004-03-25",64.9499969482422,65.8000030517578,64.9499969482422,65.6999969482422,109800,33.3672218322754
"2004-03-26",65.5999984741211,65.5999984741211,64.5999984741211,64.629997253418,100300,32.8237953186035
"2004-03-29",64.0800018310547,64.8099975585938,63.8400001525879,64.8000030517578,114300,33.3173904418945
"2004-03-30",64.8000030517578,64.9800033569336,64.5,64.9599990844727,107400,33.3996467590332
"2004-03-31",65.0999984741211,65.6800003051758,64.7699966430664,65.5,243400,33.677303314209
"2004-04-01",65.5,66.4499969482422,65.3399963378906,66.4499969482422,202200,34.1657409667969
"2004-04-02",66.5100021362305,67.0400009155273,66.0800018310547,66.4400024414062,346300,34.1606101989746
"2004-04-05",66.4400024414062,66.4400024414062,63.2799987792969,64.8600006103516,259100,33.3482437133789
"2004-04-06",64.6500015258789,64.6600036621094,63.2999992370605,63.8499984741211,261800,32.8289489746094
"2004-04-07",63.8600006103516,65.879997253418,63.3800010681152,64.1999969482422,175700,33.0088996887207
"2004-04-08",64.1999969482422,64.4499969482422,63.1199989318848,63.4099998474121,151200,32.6027069091797
"2004-04-12",63.4099998474121,63.4099998474121,59.5,60.8499984741211,201300,31.2864761352539
"2004-04-13",60.8499984741211,63.2000007629395,58.1500015258789,60.8499984741211,492400,31.2864761352539
"2004-04-14",60.8499984741211,61.5,60.1500015258789,61.0999984741211,361400,31.4150085449219
"2004-04-15",61.0999984741211,61.9000015258789,61,61.75,448000,31.7492027282715
"2004-04-16",62,62.7000007629395,61.7999992370605,62.4000015258789,195200,32.0834121704102
"2004-04-19",62.5999984741211,63.0099983215332,61.6699981689453,62.189998626709,238700,31.9754333496094
"2004-04-20",62.4000015258789,62.5499992370605,60.0499992370605,60.0499992370605,177700,30.8751373291016
"2004-04-21",59.8499984741211,61.2400016784668,59.7700004577637,61.0499992370605,154800,31.3893051147461
"2004-04-22",60.9000015258789,62.810001373291,60.9000015258789,61.7000007629395,137100,31.7235107421875
"2004-04-23",61.9000015258789,61.9000015258789,60.5,61.1800003051758,132500,31.4561309814453
"2004-04-26",61.3499984741211,62.5,61.1500015258789,61.5999984741211,177500,31.6720905303955
"2004-04-27",61.6100006103516,62.5900001525879,61.5299987792969,62.0699996948242,139100,31.913745880127
"2004-04-28",61.9000015258789,62.2599983215332,61.3499984741211,61.7799987792969,123200,31.7646350860596
"2004-04-29",62,62.7200012207031,60.0999984741211,60.7000007629395,148100,31.2093353271484
"2004-04-30",61.4000015258789,62.0999984741211,60.5299987792969,60.9500007629395,226300,31.3378734588623
"2004-05-03",61.0999984741211,62.5,60.2000007629395,62.4000015258789,207800,32.0834121704102
"2004-05-04",62.4000015258789,63.4599990844727,62.2400016784668,62.7000007629395,281900,32.2376556396484
"2004-05-05",62.8499984741211,64.1100006103516,62.4500007629395,62.5499992370605,198900,32.1605339050293
"2004-05-06",62.560001373291,63.9000015258789,61.6800003051758,62.9700012207031,140500,32.3764915466309
"2004-05-07",62.5,62.9000015258789,62.2999992370605,62.2999992370605,204900,32.0320014953613
"2004-05-10",62.310001373291,62.5999984741211,60.8800010681152,61.8899993896484,243600,31.8211936950684
"2004-05-11",62.6800003051758,63.5,62.2700004577637,62.3400001525879,248800,32.0525665283203
"2004-05-12",62.2000007629395,62.4500007629395,61.1599998474121,61.9900016784668,167600,31.8726024627686
"2004-05-13",61.9799995422363,62.6500015258789,61.810001373291,61.810001373291,173900,31.780065536499
"2004-05-14",61.9099998474121,63.3199996948242,61.5900001525879,62.4500007629395,104400,32.1091232299805
"2004-05-17",62.2999992370605,63,61.25,62.25,178300,32.0062828063965
"2004-05-18",62.2999992370605,62.9900016784668,62.25,62.8499984741211,161400,32.3147811889648
"2004-05-19",63.0999984741211,64.0299987792969,61.3199996948242,61.3199996948242,146000,31.5281105041504
"2004-05-20",62.2400016784668,63.7900009155273,62.1199989318848,63.3300018310547,242000,32.5615730285645
"2004-05-21",63.75,64.4199981689453,63.2000007629395,63.6699981689453,332800,32.736385345459
"2004-05-24",63.9000015258789,64.8000030517578,62.7299995422363,63.1800003051758,193000,32.4844627380371
"2004-05-25",63.3499984741211,64.0500030517578,62.5999984741211,62.9700012207031,377300,32.3764915466309
"2004-05-26",62.9700012207031,64.6900024414062,62.439998626709,64.5299987792969,260100,33.1785621643066
"2004-05-27",65.0500030517578,65.1999969482422,64.0899963378906,64.9199981689453,167300,33.3790817260742
"2004-05-28",65.0999984741211,65.7200012207031,65.0999984741211,65.5500030517578,145800,33.7030067443848
"2004-06-01",65.5599975585938,65.6800003051758,64.5400009155273,65.4499969482422,176400,33.6515884399414
"2004-06-02",65.5,66.2900009155273,65.3499984741211,66.25,103200,34.062915802002
"2004-06-03",66.25,66.379997253418,65.4000015258789,65.4000015258789,107400,33.6258735656738
"2004-06-04",65.5,66,65.3399963378906,65.6500015258789,144600,33.7544212341309
"2004-06-07",65.5,65.75,65.1500015258789,65.6900024414062,86100,33.7749900817871
"2004-06-08",65.5500030517578,66.0899963378906,65.2900009155273,66.0800018310547,130900,33.9755210876465
"2004-06-09",65.9499969482422,66.5,65.4100036621094,65.4499969482422,89600,33.6515884399414
"2004-06-10",65.5999984741211,65.7399978637695,64.8000030517578,65.5899963378906,172700,33.723560333252
"2004-06-14",65.4000015258789,65.4899978637695,64.2799987792969,65.1999969482422,249900,33.5230522155762
"2004-06-15",65.3000030517578,66.75,65.3000030517578,66.75,193200,34.3199996948242
"2004-06-16",66.5599975585938,67.4100036621094,66.1800003051758,67,111800,34.4485282897949
"2004-06-17",67,69.3199996948242,66.6399993896484,68.1999969482422,313700,35.0655364990234
"2004-06-18",68.2099990844727,68.2799987792969,67.5500030517578,67.75,207200,34.8341484069824
"2004-06-21",68.1500015258789,68.8000030517578,68.0400009155273,68.8000030517578,104200,35.3740158081055
"2004-06-22",68.75,69.0599975585938,68.6500015258789,68.9400024414062,168600,35.4460258483887
"2004-06-23",68.8899993896484,69.0800018310547,68.5500030517578,69.0699996948242,162100,35.5128440856934
"2004-06-24",69.3199996948242,69.7300033569336,68.6900024414062,68.9199981689453,217400,35.4357261657715
"2004-06-25",68.9300003051758,69.25,68.8499984741211,69.2200012207031,346400,35.589973449707
"2004-06-28",68.3499984741211,69.2200012207031,68.3499984741211,68.5999984741211,187000,35.6783828735352
"2004-06-29",68.4499969482422,68.4499969482422,67.4400024414062,67.4400024414062,146700,35.0750770568848
"2004-06-30",67.1999969482422,68.5999984741211,67.1999969482422,68.3499984741211,287200,35.5483512878418
"2004-07-01",67.5999984741211,68.2600021362305,67.370002746582,68.25,234200,35.4963569641113
"2004-07-02",68.75,69.4000015258789,68.4499969482422,69.4000015258789,182800,36.0944480895996
"2004-07-06",69.4000015258789,69.4000015258789,68.3099975585938,68.9499969482422,105200,35.860408782959
"2004-07-07",69.0299987792969,69.4599990844727,68.7399978637695,69.3399963378906,96900,36.0632362365723
"2004-07-08",69.4199981689453,69.5999984741211,68.25,68.25,160500,35.4963569641113
"2004-07-09",68.4000015258789,68.6100006103516,67.5,67.8000030517578,109100,35.2623062133789
"2004-07-12",67.9499969482422,68.25,67.6100006103516,68.25,145500,35.4963569641113
"2004-07-13",68.25,68.3000030517578,67.8300018310547,67.9499969482422,128600,35.3403205871582
"2004-07-14",67.9499969482422,68.5999984741211,67.8000030517578,68.5999984741211,137000,35.6783828735352
"2004-07-15",68.75,69.5,68.75,69.2900009155273,97900,36.037239074707
"2004-07-16",69.4000015258789,69.4800033569336,68.3600006103516,68.5100021362305,76800,35.6315498352051
"2004-07-19",68.6399993896484,69.370002746582,68.1699981689453,68.9499969482422,84200,35.860408782959
"2004-07-20",68.9599990844727,69.9000015258789,68.8000030517578,69.7200012207031,136400,36.2608947753906
"2004-07-21",69.8499984741211,69.9800033569336,68.629997253418,68.6699981689453,127200,35.7147750854492
"2004-07-22",68.6699981689453,68.7300033569336,67.2699966430664,67.4000015258789,195800,35.054271697998
"2004-07-23",67.1500015258789,67.6500015258789,66.6800003051758,66.6999969482422,95400,34.6901969909668
"2004-07-26",66.5500030517578,66.75,65.9700012207031,66.4599990844727,141400,34.5653839111328
"2004-07-27",66.3499984741211,66.9300003051758,66.1699981689453,66.3600006103516,80200,34.5133628845215
"2004-07-28",66.3499984741211,67.0999984741211,65.2900009155273,66.7799987792969,131200,34.7318153381348
"2004-07-29",66.75,67.2699966430664,66.4100036621094,66.6500015258789,121500,34.6642036437988
"2004-07-30",66.6500015258789,66.9499969482422,65.7900009155273,65.9000015258789,245000,34.2741355895996
"2004-08-02",65.9100036621094,66.1399993896484,64.8899993896484,65.9000015258789,417500,34.2741355895996
"2004-08-03",65.9700012207031,67.629997253418,65.7099990844727,67.1100006103516,143400,34.9034385681152
"2004-08-04",67.3000030517578,68,66.8199996948242,67.9700012207031,111300,35.3507118225098
"2004-08-05",67.9000015258789,68.25,67.1999969482422,67.2600021362305,141100,34.9814567565918
"2004-08-06",67.2600021362305,68.1500015258789,67.1399993896484,67.1399993896484,122500,34.9190406799316
"2004-08-09",67.3399963378906,67.8199996948242,67.1699981689453,67.3499984741211,139500,35.0282669067383
"2004-08-10",67.5500030517578,68.1399993896484,67.5500030517578,67.7900009155273,93300,35.2571029663086
"2004-08-11",68.5999984741211,68.870002746582,68.0999984741211,68.7799987792969,140100,35.7719955444336
"2004-08-12",68.5999984741211,68.6399993896484,66.5,66.6500015258789,110800,34.6642036437988
"2004-08-13",66.8000030517578,67.0500030517578,66.5199966430664,66.6900024414062,49800,34.6849975585938
"2004-08-16",66.8000030517578,68.3000030517578,66.8000030517578,68.3000030517578,53400,35.522346496582
"2004-08-17",68.8000030517578,69.4499969482422,68.7399978637695,69.370002746582,156200,36.0788536071777
"2004-08-18",69.3000030517578,70.8000030517578,69.1600036621094,70.8000030517578,136000,36.8225975036621
"2004-08-19",70.8000030517578,70.8000030517578,69.5,69.5100021362305,152800,36.151668548584
"2004-08-20",69.7600021362305,71,69.7600021362305,71,190400,36.9265975952148
"2004-08-23",71,71.629997253418,70.5500030517578,71.3000030517578,105600,37.0826301574707
"2004-08-24",71.4499969482422,72.4000015258789,71.4199981689453,72.3000030517578,184800,37.6027145385742
"2004-08-25",72.3000030517578,72.9000015258789,71.5999984741211,71.629997253418,136100,37.2542610168457
"2004-08-26",71.629997253418,72.2099990844727,71.629997253418,72.1399993896484,163200,37.5194969177246
"2004-08-27",72.0999984741211,72.8600006103516,72.0999984741211,72.7799987792969,143900,37.8523712158203
"2004-08-30",72.7900009155273,73.7300033569336,72.7900009155273,73.7200012207031,143300,38.3412590026855
"2004-08-31",73.7399978637695,73.9800033569336,73.2300033569336,73.75,231500,38.3568534851074
"2004-09-01",73.75,73.9400024414062,72.9000015258789,73.0800018310547,113900,38.0084037780762
"2004-09-02",72.9000015258789,73.8600006103516,72.8300018310547,73.5100021362305,89800,38.2320289611816
"2004-09-03",73.4499969482422,74.0100021362305,73.2200012207031,73.9899978637695,130300,38.4816856384277
"2004-09-07",74.25,74.4499969482422,73.7699966430664,74.3899993896484,147300,38.6897125244141
"2004-09-08",74.2699966430664,75.0500030517578,73.8399963378906,74.370002746582,176000,38.679328918457
"2004-09-09",74.3600006103516,74.4599990844727,73.3499984741211,73.8399963378906,225300,38.403678894043
"2004-09-10",73.8499984741211,74.2699966430664,73.1500015258789,74.2699966430664,95500,38.6273002624512
"2004-09-13",74.2699966430664,74.2699966430664,72.9800033569336,73.1900024414062,99200,38.0655975341797
"2004-09-14",73.0999984741211,73.0999984741211,71.4899978637695,71.5500030517578,157900,37.2126541137695
"2004-09-15",71.5100021362305,72.6900024414062,71.5100021362305,72.5999984741211,110100,37.7587547302246
"2004-09-16",73,74.8899993896484,72.9199981689453,74.8899993896484,153000,38.9497604370117
"2004-09-17",74.8899993896484,75.3099975585938,74.2900009155273,74.629997253418,187900,38.8145370483398
"2004-09-20",74.629997253418,74.7699966430664,73.3399963378906,73.3399963378906,92800,38.1436042785645
"2004-09-21",73.5,74.0899963378906,73.2200012207031,74.0500030517578,85300,38.5128974914551
"2004-09-22",74.0800018310547,74.0800018310547,72.8399963378906,73,106400,37.9667816162109
"2004-09-23",73,73.0999984741211,72.0400009155273,72.0400009155273,123400,37.4674987792969
"2004-09-24",72.2900009155273,72.4000015258789,71.8099975585938,71.9000015258789,122000,37.3946876525879
"2004-09-27",72.0500030517578,72.0699996948242,71.4499969482422,71.5100021362305,78200,37.1918640136719
"2004-09-28",70.6999969482422,71.75,70.6999969482422,71.7099990844727,185000,37.7124938964844
"2004-09-29",71.6999969482422,71.8199996948242,71.3499984741211,71.6999969482422,213000,37.7072372436523
"2004-09-30",71.6900024414062,72.0100021362305,71.5299987792969,71.8499984741211,294800,37.7861099243164
"2004-10-01",71.8499984741211,73.75,71.6500015258789,73.0500030517578,165000,38.4171981811523
"2004-10-04",73.0599975585938,73.9599990844727,73.0500030517578,73.3499984741211,80600,38.5749816894531
"2004-10-05",73.8499984741211,74.4300003051758,73.6399993896484,74.4300003051758,97700,39.1429557800293
"2004-10-06",74.4300003051758,75.3000030517578,74.3300018310547,75.3000030517578,101700,39.6004753112793
"2004-10-07",75.0500030517578,75.1500015258789,74,74,87700,38.9168014526367
"2004-10-08",74.25,74.9000015258789,74.2300033569336,74.25,91800,39.0482902526855
"2004-10-11",74.4000015258789,74.6999969482422,73.7399978637695,74,73300,38.9168014526367
"2004-10-12",73.5599975585938,75.129997253418,73.4199981689453,75.1100006103516,68800,39.500560760498
"2004-10-13",75.3199996948242,75.620002746582,74.3600006103516,74.629997253418,58200,39.2481231689453
"2004-10-14",74.379997253418,75.6999969482422,74.25,75.6999969482422,77500,39.8108520507812
"2004-10-15",75.9000015258789,76.4199981689453,75.8600006103516,76.1500015258789,84400,40.0475158691406
"2004-10-18",76.2300033569336,77.120002746582,76.0999984741211,76.7600021362305,88400,40.368293762207
"2004-10-19",77,77.7900009155273,76.8000030517578,76.8000030517578,132100,40.3893394470215
"2004-10-20",76.9000015258789,77.3099975585938,75.6699981689453,77.0800018310547,161600,40.5366058349609
"2004-10-21",76.9899978637695,78.5699996948242,76.620002746582,78.5699996948242,167900,41.320182800293
"2004-10-22",78.5699996948242,79.3099975585938,77.4700012207031,77.5299987792969,133700,40.7732391357422
"2004-10-25",77.4000015258789,77.7099990844727,76.9199981689453,77.1800003051758,99000,40.5891876220703
"2004-10-26",77.4000015258789,78.5699996948242,77.2799987792969,78.5699996948242,101900,41.320182800293
"2004-10-27",78.5999984741211,79.1999969482422,78.4199981689453,79.0500030517578,131100,41.5726318359375
"2004-10-28",79.1500015258789,79.379997253418,78.4800033569336,78.7600021362305,97000,41.4201240539551
"2004-10-29",78.2600021362305,79.1999969482422,78.0999984741211,78.4599990844727,171400,41.262336730957
"2004-11-01",78.6500015258789,79.8399963378906,78.3399963378906,79.0599975585938,241600,41.5778770446777
"2004-11-02",79.3000030517578,79.9899978637695,78.8099975585938,79,205800,41.546314239502
"2004-11-03",80.5800018310547,80.5800018310547,79.25,79.9000015258789,172800,42.0196266174316
"2004-11-04",79.9000015258789,81.9100036621094,79.9000015258789,81.8499984741211,144100,43.0451545715332
"2004-11-05",81.8499984741211,81.8499984741211,79.5699996948242,80.1800003051758,276100,42.1668968200684
"2004-11-08",80.0500030517578,81.1999969482422,79.7399978637695,80.9400024414062,149800,42.566577911377
"2004-11-09",79.9000015258789,80.1500015258789,79.4000015258789,79.5199966430664,284700,41.8197975158691
"2004-11-10",79.3000030517578,80.9100036621094,79.0899963378906,80.0400009155273,189700,42.0932540893555
"2004-11-11",80.0400009155273,80.0400009155273,79.8300018310547,80,114500,42.0722160339355
"2004-11-12",80,81.7200012207031,79.4300003051758,81.7200012207031,261100,42.9767799377441
"2004-11-15",81.6699981689453,83.6999969482422,81.6100006103516,83.6999969482422,175900,44.0180587768555
"2004-11-16",83.6999969482422,84.1800003051758,82.0299987792969,82.1500015258789,189500,43.2029228210449
"2004-11-17",82.4000015258789,82.9300003051758,79.1999969482422,79.629997253418,183100,41.8776321411133
"2004-11-18",79.5599975585938,80.5899963378906,79.0899963378906,79.8399963378906,156000,41.9880790710449
"2004-11-19",79.9000015258789,79.9000015258789,78.0599975585938,78.0999984741211,221900,41.0730094909668
"2004-11-22",78.0800018310547,80.379997253418,78.0800018310547,80.379997253418,238000,42.2720718383789
"2004-11-23",80.379997253418,80.7600021362305,79.6999969482422,80.6100006103516,179100,42.3930282592773
"2004-11-24",80.6999969482422,81.9499969482422,80.6999969482422,81.9400024414062,111400,43.0924758911133
"2004-11-26",81.0999984741211,81.8199996948242,81.0400009155273,81.3000030517578,48400,42.7559013366699
"2004-11-29",81.3000030517578,81.9000015258789,80.620002746582,80.629997253418,159500,42.4035377502441
"2004-11-30",80.8000030517578,80.8399963378906,80.1500015258789,80.5299987792969,120200,42.3509559631348
"2004-12-01",80.5299987792969,81.1999969482422,80.0199966430664,80.8099975585938,353700,42.4982070922852
"2004-12-02",80.9199981689453,80.9199981689453,79.8199996948242,80.4000015258789,164800,42.2825965881348
"2004-12-03",80.6500015258789,81.4499969482422,80.5999984741211,81.2900009155273,270400,42.7506484985352
"2004-12-06",81.1999969482422,83.1500015258789,81.0899963378906,82.7799987792969,214600,43.5342483520508
"2004-12-07",82.6500015258789,82.6699981689453,81.1999969482422,81.4599990844727,260400,42.840030670166
"2004-12-08",81.7099990844727,82.5400009155273,81.6999969482422,82.3499984741211,202100,43.30810546875
"2004-12-09",82.3600006103516,83.1999969482422,81.8199996948242,83.1399993896484,164200,43.7235565185547
"2004-12-10",83.0500030517578,84.4599990844727,82.8899993896484,84.3499984741211,154000,44.3598976135254
"2004-12-13",84.75,84.879997253418,84.2699966430664,84.4599990844727,190400,44.4177665710449
"2004-12-14",84.3499984741211,84.870002746582,83.870002746582,84.7600021362305,113500,44.5755386352539
"2004-12-15",84.7600021362305,85.1399993896484,84.120002746582,85.1100006103516,117200,44.759593963623
"2004-12-16",85.1100006103516,85.4300003051758,83.3899993896484,83.5800018310547,133300,43.954963684082
