"Index","FI.Open","FI.High","FI.Low","FI.Close","FI.Volume","FI.Adjusted"
"2003-10-30",8.81999969482422,9.0024995803833,8.78999996185303,8.93000030517578,10507600,8.93000030517578
"2003-10-31",8.96249961853027,8.98999977111816,8.8125,8.82999992370605,5921200,8.82999992370605
"2003-11-03",8.89249992370605,9.125,8.88500022888184,9.05749988555908,8013200,9.05749988555908
"2003-11-04",9.03250026702881,9.14500045776367,8.97500038146973,9.04249954223633,4895200,9.04249954223633
"2003-11-05",9.09500026702881,9.1225004196167,8.9975004196167,9.04749965667725,7405200,9.04749965667725
"2003-11-06",9.11250019073486,9.1850004196167,8.95499992370605,9.125,7132000,9.125
"2003-11-07",9.18000030517578,9.28499984741211,9.14999961853027,9.17500019073486,5588000,9.17500019073486
"2003-11-10",9.18000030517578,9.40499973297119,9.11499977111816,9.26500034332275,7884400,9.26500034332275
"2003-11-11",9.25,9.375,9.11999988555908,9.15999984741211,5274800,9.15999984741211
"2003-11-12",9.11250019073486,9.45250034332275,9.10249996185303,9.43249988555908,5943600,9.43249988555908
"2003-11-13",9.3725004196167,9.45250034332275,9.28999996185303,9.36250019073486,4725600,9.36250019073486
"2003-11-14",9.34000015258789,9.49499988555908,9.14249992370605,9.21749973297119,5084800,9.21749973297119
"2003-11-17",9.17500019073486,9.22000026702881,8.99499988555908,9.10499954223633,5264000,9.10499954223633
"2003-11-18",9.10499954223633,9.24250030517578,8.90999984741211,8.92000007629395,4792800,8.92000007629395
"2003-11-19",8.90250015258789,9.00500011444092,8.85000038146973,8.94750022888184,3604000,8.94750022888184
"2003-11-20",8.81750011444092,9.04749965667725,8.71500015258789,8.82250022888184,4222000,8.82250022888184
"2003-11-21",8.8774995803833,8.91250038146973,8.72249984741211,8.79500007629395,5399600,8.79500007629395
"2003-11-24",8.89500045776367,9.34000015258789,8.88000011444092,9.28999996185303,6519200,9.28999996185303
"2003-11-25",9.3100004196167,9.40750026702881,9.1899995803833,9.39000034332275,7668800,9.39000034332275
"2003-11-26",9.38500022888184,9.49499988555908,9.14500045776367,9.40250015258789,4794000,9.40250015258789
"2003-11-28",9.42249965667725,9.44499969482422,9.29749965667725,9.375,1196400,9.375
"2003-12-01",9.44999980926514,9.63000011444092,9.41250038146973,9.625,7410800,9.625
"2003-12-02",9.5649995803833,9.72500038146973,9.5,9.55249977111816,7127200,9.55249977111816
"2003-12-03",9.52499961853027,9.76249980926514,9.52499961853027,9.56999969482422,7476800,9.56999969482422
"2003-12-04",9.52999973297119,9.75,9.52499961853027,9.75,5750800,9.75
"2003-12-05",9.63749980926514,9.72749996185303,9.54500007629395,9.57750034332275,7890800,9.57750034332275
"2003-12-08",9.78750038146973,9.85000038146973,9.60249996185303,9.82499980926514,8136400,9.82499980926514
"2003-12-09",9.85999965667725,9.8725004196167,9.65999984741211,9.67500019073486,7970000,9.67500019073486
"2003-12-10",9.66499996185303,9.70499992370605,9.60999965667725,9.66749954223633,4898800,9.66749954223633
"2003-12-11",9.72500038146973,9.95250034332275,9.61250019073486,9.86499977111816,6972800,9.86499977111816
"2003-12-12",9.92749977111816,9.9375,9.70250034332275,9.77999973297119,5622400,9.77999973297119
"2003-12-15",9.89000034332275,10,9.5625,9.68249988555908,7651200,9.68249988555908
"2003-12-16",9.58250045776367,9.86499977111816,9.5649995803833,9.84249973297119,4876800,9.84249973297119
"2003-12-17",9.78750038146973,9.85499954223633,9.55000019073486,9.57499980926514,5990400,9.57499980926514
"2003-12-18",9.68000030517578,9.73750019073486,9.5649995803833,9.70750045776367,4568000,9.70750045776367
"2003-12-19",9.71749973297119,9.71749973297119,9.52499961853027,9.56999969482422,7205600,9.56999969482422
"2003-12-22",9.59000015258789,9.75,9.58250045776367,9.75,4975200,9.75
"2003-12-23",9.7524995803833,10,9.71249961853027,9.90999984741211,5283600,9.90999984741211
"2003-12-24",9.88249969482422,9.95750045776367,9.80000019073486,9.93249988555908,2363200,9.93249988555908
"2003-12-26",9.94250011444092,9.98750019073486,9.88500022888184,9.96749973297119,1476400,9.96749973297119
"2003-12-29",9.89750003814697,10.0024995803833,9.82999992370605,10,4072000,10
"2003-12-30",9.8125,9.96249961853027,9.70250034332275,9.92500019073486,4475600,9.92500019073486
"2003-12-31",9.93249988555908,10,9.86499977111816,9.88500022888184,3762000,9.88500022888184
"2004-01-02",9.88249969482422,10.1525001525879,9.69750022888184,9.76500034332275,7731200,9.76500034332275
"2004-01-05",9.81999969482422,9.91749954223633,9.73250007629395,9.8774995803833,7647200,9.8774995803833
