"Index","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"2004-01-13",9.94498157501221,10.035210609436,9.94498157501221,10.0132036209106,2535552,7.90328788757324
"2004-01-14",10.035210609436,10.1573495864868,10.0132036209106,10.1551504135132,1327757,8.01531982421875
"2004-01-15",10.1826581954956,10.3080987930298,10.1232385635376,10.2750883102417,1712179,8.10999584197998
"2004-01-16",10.3047981262207,10.3532133102417,10.2497797012329,10.3389081954956,1704000,8.16036319732666
"2004-01-20",10.4423418045044,10.4423418045044,10.3455114364624,10.4291372299194,1603123,8.23157787322998
"2004-01-21",10.4291372299194,10.5281686782837,10.3631162643433,10.5281686782837,1476800,8.30974197387695
"2004-01-22",10.6073942184448,10.7625436782837,10.563380241394,10.751540184021,2341069,8.48604679107666
"2004-01-23",10.7284326553345,10.7548418045044,10.6283006668091,10.7504396438599,3624294,8.4851770401001
"2004-01-26",10.751540184021,10.8538732528687,10.6459074020386,10.8395690917969,2556454,8.5555248260498
"2004-01-27",10.8285646438599,10.829665184021,10.7075262069702,10.7372360229492,2890893,8.47475242614746
"2004-01-28",10.78125,10.7834510803223,10.5875883102417,10.6018934249878,2805466,8.36793231964111
"2004-01-29",10.5853872299194,10.5941896438599,10.3873243331909,10.4104309082031,3518874,8.2411060333252
"2004-01-30",10.2552824020386,10.2607831954956,10.2112684249878,10.2244720458984,3887846,8.09389591217041
"2004-02-02",10.2244720458984,10.2497797012329,10.046215057373,10.1155366897583,3675187,8.00766563415527
"2004-02-03",10.1122360229492,10.1254396438599,10.0605192184448,10.1023330688477,2067520,7.99720859527588
"2004-02-04",10.1012315750122,10.1342430114746,10.0132036209106,10.0572175979614,2259277,7.96149826049805
"2004-02-05",10.2332754135132,10.3047981262207,10.1342430114746,10.1650533676147,4335885,8.04686260223389
"2004-02-06",10.2112684249878,10.4104309082031,10.1529493331909,10.3356065750122,3440717,8.1818733215332
"2004-02-09",10.4423418045044,10.4775533676147,10.3763198852539,10.4313383102417,2216563,8.25765895843506
"2004-02-10",10.4038286209106,10.4412412643433,10.3411092758179,10.422534942627,2445581,8.25068283081055
"2004-02-11",10.433539390564,10.6503076553345,10.433539390564,10.6018934249878,2542822,8.39267063140869
"2004-02-12",10.5743837356567,10.5996923446655,10.5094633102417,10.5094633102417,1826688,8.31950092315674
"2004-02-13",10.4819536209106,10.5193662643433,10.2541809082031,10.2871923446655,4025075,8.14354419708252
"2004-02-17",10.2882919311523,10.3829231262207,10.266284942627,10.3543128967285,4113229,8.19668483734131
"2004-02-18",10.3433103561401,10.3433103561401,10.2398767471313,10.2552824020386,2771840,8.1182861328125
"2004-02-19",10.277289390564,10.3664169311523,10.2332754135132,10.2475786209106,2137498,8.11218643188477
"2004-02-20",10.2475786209106,10.2651853561401,10.0605192184448,10.126540184021,2430131,8.01637077331543
"2004-02-23",10.1540489196777,10.2057657241821,10.0814256668091,10.089129447937,3398003,7.98675775527954
"2004-02-24",10.0792245864868,10.0792245864868,9.9592866897583,10.0022010803223,2330163,7.9179425239563
"2004-02-25",9.98569488525391,10.1034326553345,9.98569488525391,10.0748243331909,1813056,7.97543430328369
"2004-02-26",10.0748243331909,10.0748243331909,9.97469234466553,10.0077018737793,2005722,7.92229413986206
"2004-02-27",10.0077018737793,10.0792245864868,9.91967391967773,9.92517566680908,2335616,7.85696506500244
"2004-03-01",9.99669933319092,10.1925621032715,9.99119663238525,10.1826581954956,1710362,8.06079959869385
"2004-03-02",10.167254447937,10.1782569885254,10.0121040344238,10.0209074020386,1584038,7.93275260925293
"2004-03-03",10.0209074020386,10.042914390564,9.85805511474609,9.95708560943604,1413184,7.88222646713257
"2004-03-04",9.93067836761475,9.96038722991943,9.80743789672852,9.85805511474609,2356518,7.80383205413818
"2004-03-05",9.83054637908936,10.0220069885254,9.77882862091064,9.98459529876709,1687642,7.9040060043335
"2004-03-08",9.98459529876709,9.98459529876709,9.81514072418213,9.81844234466553,986048,7.77247285842896
"2004-03-09",9.8173418045044,9.84265041351318,9.60277271270752,9.6170768737793,2192026,7.61307001113892
"2004-03-10",9.67209529876709,9.71060657501221,9.45202541351318,9.46963024139404,3033574,7.49634695053101
"2004-03-11",9.46632862091064,9.53675174713135,9.44652271270752,9.46302795410156,1934835,7.49112176895142
"2004-03-12",9.50704193115234,9.59727096557617,9.501540184021,9.55435657501221,1383194,7.56342172622681
"2004-03-15",9.55545806884766,9.55545806884766,9.36399555206299,9.39150524139404,2309261,7.43450355529785
"2004-03-16",9.41901397705078,9.51254367828369,9.41351222991943,9.45972728729248,1609485,7.48850679397583
"2004-03-17",9.47073078155518,9.65999126434326,9.47073078155518,9.64348602294922,1853952,7.63397645950317
"2004-03-18",9.61597728729248,9.61597728729248,9.42231464385986,9.4905366897583,1841229,7.51290035247803
"2004-03-19",9.56756210327148,9.56756210327148,9.28807163238525,9.28807163238525,3847859,7.35262107849121
"2004-03-22",9.2264518737793,9.2264518737793,8.9469633102417,9.02288722991943,5262861,7.14269733428955
"2004-03-23",9.03389072418213,9.06470108032227,8.89304637908936,8.94586277008057,2752755,7.0817232131958
"2004-03-24",8.8688383102417,8.9326581954956,8.77860927581787,8.77860927581787,2688230,6.9493236541748
"2004-03-25",8.80611801147461,8.935959815979,8.76650524139404,8.90625,4883891,7.05036497116089
"2004-03-26",8.99537944793701,9.22975444793701,8.98987674713135,9.15382862091064,3230784,7.24635410308838
"2004-03-29",9.19344234466553,9.32108306884766,9.19344234466553,9.2264518737793,1600397,7.30384063720703
"2004-03-30",9.24295806884766,9.31558132171631,9.2264518737793,9.3045768737793,1340480,7.36568832397461
"2004-03-31",9.28697204589844,9.35299301147461,9.248459815979,9.3342866897583,1097830,7.38920831680298
"2004-04-01",9.31998157501221,9.44982433319092,9.26056289672852,9.296875,2184755,7.35959148406982
"2004-04-02",9.4080114364624,9.4080114364624,9.31448078155518,9.36399555206299,2328346,7.41272783279419
"2004-04-05",9.39150524139404,9.4938383102417,9.38820362091064,9.4938383102417,1395008,7.51551008224487
"2004-04-06",9.46632862091064,9.6357831954956,9.43551921844482,9.62037944793701,2273818,7.61568546295166
"2004-04-07",9.639084815979,9.65118789672852,9.44102096557617,9.44102096557617,2456486,7.47370290756226
"2004-04-08",9.51254367828369,9.51254367828369,9.326584815979,9.36949825286865,2038438,7.4170823097229
"2004-04-12",9.38050174713135,9.57306289672852,9.38050174713135,9.51474475860596,2212019,7.53206491470337
"2004-04-13",9.54225444793701,9.54445362091064,9.24295806884766,9.27926921844482,2651878,7.34565258026123
"2004-04-14",9.27926921844482,9.28036975860596,9.12301921844482,9.13072204589844,3023578,7.22806215286255
"2004-04-15",9.25396060943604,9.31998157501221,9.14942836761475,9.21214771270752,2513741,7.29252052307129
"2004-04-16",9.25396060943604,9.3672981262207,9.18023777008057,9.3485918045044,1560410,7.40053033828735
"2004-04-19",9.37609958648682,9.52904891967773,9.375,9.51804637908936,3317120,7.53467702865601
"2004-04-20",9.51804637908936,9.68859958648682,9.51804637908936,9.53675174713135,2585536,7.54948425292969
"2004-04-21",9.53785228729248,9.73151397705078,9.50704193115234,9.68859958648682,3886029,7.66969442367554
"2004-04-22",9.47403240203857,9.89876842498779,9.47403240203857,9.86575698852539,2381965,7.80993270874023
"2004-04-23",9.85035228729248,9.86025524139404,9.65999126434326,9.80963897705078,1637658,7.76550626754761
"2004-04-26",9.83714771270752,9.91967391967773,9.57526397705078,9.59176921844482,1972096,7.59303617477417
"2004-04-27",9.639084815979,9.69740295410156,9.55215740203857,9.58626842498779,2926336,7.58868265151978
"2004-04-28",9.59506988525391,9.60607433319092,9.35519409179688,9.423415184021,1823962,7.45976543426514
"2004-04-29",9.423415184021,9.44982433319092,9.07570362091064,9.11971759796143,2664602,7.24336767196655
"2004-04-30",9.17693710327148,9.17693710327148,9.00088024139404,9.01628494262695,2006630,7.16121768951416
"2004-05-03",8.98987674713135,9.110915184021,8.95686626434326,9.110915184021,2273818,7.23637914657593
"2004-05-04",9.0889081954956,9.19784259796143,9.03939342498779,9.12742137908936,1815782,7.24949216842651
"2004-05-05",9.15493011474609,9.20994663238525,9.0999116897583,9.14392566680908,1830323,7.2625994682312
"2004-05-06",9.12191867828369,9.12191867828369,8.87764072418213,8.93375873565674,4083238,7.09567260742188
"2004-05-07",8.89084529876709,8.92385578155518,8.75880336761475,8.76980590820312,3442534,6.96545314788818
"2004-05-10",8.50572204589844,8.65426921844482,8.43970108032227,8.59705066680908,3487066,6.82824087142944
"2004-05-11",8.62456035614014,8.86443710327148,8.62456035614014,8.76980590820312,2670054,6.96545314788818
"2004-05-12",8.7422981262207,8.75880336761475,8.51672458648682,8.74669933319092,1755802,6.94709968566895
"2004-05-13",8.73129367828369,8.76870632171631,8.65756988525391,8.720290184021,2228378,6.92612504959106
"2004-05-14",8.68177795410156,8.81051921844482,8.58274555206299,8.70378494262695,2109325,6.91301488876343
"2004-05-17",8.63776397705078,8.63776397705078,8.45180511474609,8.46170806884766,1819418,6.72074794769287
"2004-05-18",8.48371505737305,8.6267614364624,8.44850444793701,8.61575698852539,2404685,6.8430962562561
"2004-05-19",8.67077541351318,8.89524555206299,8.61575698852539,8.68177795410156,3269408,6.89553594589233
"2004-05-20",8.6795768737793,8.6795768737793,8.54973602294922,8.62896060943604,3306669,6.85358619689941
"2004-05-21",8.62896060943604,8.75660228729248,8.56514072418213,8.61795806884766,1353658,6.84484815597534
"2004-05-24",8.58274555206299,8.76980590820312,8.58274555206299,8.63776397705078,2634611,6.8605785369873
"2004-05-25",8.64876842498779,8.9920768737793,8.60035228729248,8.95686626434326,3236691,7.11402606964111
"2004-05-26",8.95686626434326,9.0999116897583,8.90184879302979,9.07790470123291,2986771,7.2101616859436
"2004-05-27",9.12191867828369,9.3045768737793,9.0955114364624,9.13512325286865,1755347,7.25560617446899
"2004-05-28",9.15493011474609,9.1813383102417,9.07130336761475,9.11971759796143,1675373,7.24336767196655
"2004-06-01",9.16813373565674,9.20554637908936,9.10211277008057,9.20334529876709,1633114,7.30979299545288
"2004-06-02",9.25396060943604,9.3375883102417,9.23635578155518,9.29797458648682,1607667,7.3849515914917
"2004-06-03",9.35079193115234,9.40360927581787,9.24295806884766,9.3375883102417,1968006,7.4164137840271
"2004-06-04",9.39260578155518,9.42781734466553,9.31998157501221,9.33538722991943,1542688,7.41466617584229
"2004-06-07",9.39040470123291,9.61927795410156,9.39040470123291,9.6170768737793,1146906,7.63840007781982
"2004-06-08",9.56206035614014,9.6170768737793,9.482834815979,9.57306289672852,1242330,7.60344505310059
"2004-06-09",9.52904891967773,9.60607433319092,9.49163722991943,9.49163722991943,1801696,7.53877019882202
"2004-06-10",9.54665470123291,9.5686616897583,9.46743011474609,9.47843265533447,1067386,7.52828073501587
"2004-06-14",9.51804637908936,9.51804637908936,9.29797458648682,9.30237674713135,1170534,7.38845252990723
"2004-06-15",9.35739421844482,9.52904891967773,9.35739421844482,9.42121505737305,1169171,7.48283243179321
"2004-06-16",9.37279891967773,9.47183132171631,9.30237674713135,9.44322204589844,1001043,7.50031471252441
"2004-06-17",9.44322204589844,9.8063383102417,9.41901397705078,9.76012325286865,3034029,7.75201654434204
"2004-06-18",9.76452541351318,9.79313373565674,9.67209529876709,9.77993011474609,1747622,7.76774644851685
"2004-06-21",9.72711277008057,9.78873157501221,9.6610918045044,9.67869663238525,804742,7.68734312057495
"2004-06-22",9.6610918045044,9.72271060943604,9.57306289672852,9.68970108032227,1236877,7.69608449935913
"2004-06-23",9.67209529876709,9.82834529876709,9.6500883102417,9.79973602294922,984230,7.78348016738892
"2004-06-24",9.78653240203857,9.84595108032227,9.65668964385986,9.69850444793701,1152358,7.70307159423828
"2004-06-25",9.6544885635376,9.78873157501221,9.64788722991943,9.76892566680908,1402733,7.75900840759277
"2004-06-28",9.76672458648682,9.84375,9.59066867828369,9.62368011474609,1237331,7.64364814758301
"2004-06-29",9.62808132171631,9.63028240203857,9.43441867828369,9.5048418045044,2657786,7.5492582321167
"2004-06-30",9.54005336761475,9.63248157501221,9.39920806884766,9.63248157501221,1868947,7.65063428878784
"2004-07-01",9.67209529876709,9.67209529876709,9.30897903442383,9.326584815979,1674918,7.40767669677734
"2004-07-02",9.35299301147461,9.35299301147461,9.15493011474609,9.1857385635376,1624026,7.29580974578857
"2004-07-06",9.18793964385986,9.21434879302979,9.11531734466553,9.12852096557617,1098285,7.25036144256592
"2004-07-07",9.15493011474609,9.267165184021,9.0625,9.2451581954956,1154630,7.3430027961731
"2004-07-08",9.2451581954956,9.28256988525391,9.1329231262207,9.13732433319092,1454080,7.2573561668396
"2004-07-09",9.13732433319092,9.35739421844482,9.13732433319092,9.2891731262207,823827,7.37796068191528
"2004-07-12",9.30017566680908,9.375,9.15052795410156,9.3375883102417,1022854,7.4164137840271
"2004-07-13",9.39260578155518,9.61927795410156,9.38600444793701,9.61267566680908,2472845,7.63490629196167
"2004-07-14",9.61267566680908,9.74911975860596,9.52904891967773,9.58186626434326,1843955,7.61043357849121
"2004-07-15",9.57306289672852,9.70510578155518,9.57306289672852,9.65228939056396,1310490,7.66636657714844
"2004-07-16",9.65228939056396,9.69630336761475,9.50924301147461,9.52684879302979,1717178,7.56673765182495
"2004-07-19",9.58186626434326,9.69850444793701,9.57086277008057,9.62808132171631,1202797,7.64713764190674
"2004-07-20",9.59506988525391,9.73371505737305,9.40360927581787,9.73151397705078,3243053,7.72929334640503
"2004-07-21",9.75352096557617,9.86135578155518,9.72711277008057,9.77112674713135,2077062,7.76075887680054
"2004-07-22",9.72711277008057,9.72931289672852,9.49163722991943,9.57746505737305,2185664,7.60694074630737
"2004-07-23",9.579665184021,9.6170768737793,9.49603939056396,9.57526397705078,1399552,7.60518884658813
"2004-07-26",9.57306289672852,9.69410228729248,9.43441867828369,9.48063373565674,1876218,7.53003072738647
"2004-07-27",9.47623157501221,9.64128494262695,9.47623157501221,9.64128494262695,822010,7.65762901306152
"2004-07-28",9.68309879302979,9.95818710327148,9.6544885635376,9.892165184021,3146720,7.8568925857544
"2004-07-29",9.95818710327148,10.2486801147461,9.78653240203857,10.2486801147461,3576582,8.16584873199463
"2004-07-30",10.3036966323853,10.3939256668091,10.2596826553345,10.3851232528687,2813645,8.27456569671631
"2004-08-02",10.407130241394,10.732834815979,10.3565139770508,10.6822175979614,4241824,8.51128005981445
"2004-08-03",10.6844186782837,10.686619758606,10.250880241394,10.250880241394,4239098,8.1676025390625
"2004-08-04",10.2530813217163,10.4753522872925,10.1232385635376,10.4357385635376,2614618,8.3148946762085
"2004-08-05",10.4357385635376,10.4511442184448,10.1056337356567,10.1056337356567,2062067,8.05187511444092
"2004-08-06",10.0506162643433,10.0506162643433,9.81293964385986,9.83714771270752,1848045,7.83795642852783
"2004-08-09",9.96918964385986,10.0594186782837,9.88336277008057,9.88776397705078,2027987,7.87828302383423
"2004-08-10",9.90316867828369,10.2574815750122,9.90316867828369,10.2420768737793,1748986,8.16059112548828
"2004-08-11",10.1342430114746,10.167254447937,9.9625883102417,10.0858268737793,2520557,8.03609085083008
"2004-08-12",10.0858268737793,10.0858268737793,9.90536975860596,9.92517566680908,1065568,7.90809154510498
"2004-08-13",9.892165184021,10.0022010803223,9.74471759796143,9.78213024139404,1174170,7.79411315917969
"2004-08-16",9.81514072418213,10.2596826553345,9.80853939056396,10.191460609436,2036166,8.12026023864746
"2004-08-17",10.323504447937,10.3367080688477,10.1254396438599,10.1540489196777,899258,8.0904483795166
"2004-08-18",10.1012315750122,10.1012315750122,9.9669885635376,10.0858268737793,1563590,8.03609085083008
"2004-08-19",10.0858268737793,10.0858268737793,9.74031734466553,9.89656734466553,1679008,7.88529872894287
"2004-08-20",9.89656734466553,9.96918964385986,9.76892566680908,9.93397903442383,1931654,7.91510725021362
"2004-08-23",9.90316867828369,10.0022010803223,9.78873157501221,9.82834529876709,1066477,7.83093881607056
"2004-08-24",9.88336277008057,9.95378494262695,9.84375,9.91637325286865,1199162,7.90107727050781
"2004-08-25",9.86355590820312,10.0506162643433,9.79093265533447,9.9735918045044,1287770,7.94666576385498
"2004-08-26",9.92517566680908,10.0836267471313,9.88776397705078,10.0154047012329,1312307,7.97998285293579
"2004-08-27",10.0154047012329,10.0682220458984,9.9669885635376,10.0660209655762,561638,8.02031230926514
"2004-08-30",10.0132036209106,10.0264081954956,9.82834529876709,9.90756988525391,1280045,7.89406394958496
"2004-08-31",9.88776397705078,9.97579193115234,9.8063383102417,9.84595108032227,1600397,7.84496831893921
"2004-09-01",9.83714771270752,9.95818710327148,9.8063383102417,9.86355590820312,1542234,7.85899448394775
"2004-09-02",9.77112674713135,9.95378494262695,9.72931289672852,9.94058132171631,2651424,7.92036533355713
"2004-09-03",9.94278240203857,9.94718265533447,9.79093265533447,9.85475444793701,1210067,7.85198163986206
"2004-09-07",9.88776397705078,10.0748243331909,9.88776397705078,10.048415184021,1209158,8.00628757476807
"2004-09-08",10.0594186782837,10.0594186782837,9.90756988525391,9.94058132171631,1308672,7.92036533355713
"2004-09-09",9.92517566680908,9.95818710327148,9.74471759796143,9.86795806884766,1493158,7.86250066757202
"2004-09-10",9.82614421844482,9.82614421844482,9.57526397705078,9.735915184021,2124774,7.75729513168335
"2004-09-13",9.79093265533447,9.92297458648682,9.70070362091064,9.73811626434326,1766707,7.75904607772827
"2004-09-14",9.73811626434326,9.74251842498779,9.56646060943604,9.63248157501221,1555866,7.67488193511963
"2004-09-15",9.6170768737793,9.6170768737793,9.30897903442383,9.40360927581787,4075514,7.49252080917358
"2004-09-16",9.42561626434326,9.43661975860596,9.34418964385986,9.42781734466553,1462259,7.51181125640869
"2004-09-17",9.4454231262207,9.6500883102417,9.43441867828369,9.52024555206299,1238694,7.58545446395874
"2004-09-20",9.46522903442383,9.55105590820312,9.41021060943604,9.5048418045044,1218701,7.57318305969238
"2004-09-21",9.52904891967773,9.65889072418213,9.51144409179688,9.62368011474609,1019674,7.66786909103394
"2004-09-22",9.61267566680908,9.61267566680908,9.4938383102417,9.55545806884766,1505427,7.61351203918457
"2004-09-23",9.54005336761475,9.54005336761475,9.4080114364624,9.41021060943604,1802605,7.4977855682373
"2004-09-24",9.41021060943604,9.47843265533447,9.4080114364624,9.43661975860596,1039213,7.51882362365723
"2004-09-27",9.42561626434326,9.42561626434326,9.11751842498779,9.13072204589844,2175667,7.27509546279907
"2004-09-28",9.13072204589844,9.15933132171631,8.96346759796143,9.0889081954956,2909523,7.24177932739258
"2004-09-29",9.11311626434326,9.22095108032227,9.10211277008057,9.18793964385986,1776250,7.32068204879761
"2004-09-30",9.17693710327148,9.54885578155518,9.170334815979,9.52684879302979,2911795,7.5907187461853
"2004-10-01",9.735915184021,10.0198059082031,9.735915184021,9.95818710327148,4235008,7.93439674377441
"2004-10-04",10.046215057373,10.0682220458984,9.93397903442383,9.95598602294922,1985728,7.93263673782349
"2004-10-05",9.94718265533447,9.96918964385986,9.82394409179688,9.88776397705078,1326394,7.87828302383423
"2004-10-06",9.8811616897583,9.8811616897583,9.6500883102417,9.6875,3342566,7.71872091293335
"2004-10-07",9.69630336761475,9.71831035614014,9.50264072418213,9.52684879302979,2282906,7.5907187461853
"2004-10-08",9.50704193115234,9.59066867828369,9.46302795410156,9.51144409179688,1138272,7.57844114303589
"2004-10-11",9.53345108032227,9.57306289672852,9.48503494262695,9.50264072418213,551642,7.57142925262451
"2004-10-12",9.48063373565674,9.50704193115234,9.34418964385986,9.48503494262695,1166445,7.55739974975586
"2004-10-13",9.49163722991943,9.5686616897583,9.2517614364624,9.26496505737305,1114643,7.38205575942993
"2004-10-14",9.19014072418213,9.1923418045044,8.78081035614014,8.87103939056396,4567629,7.06818771362305
"2004-10-15",8.91285228729248,9.12191867828369,8.76100444793701,9.02728939056396,3724262,7.19268417358398
"2004-10-18",9.00528240203857,9.06029891967773,8.90404891967773,8.96566867828369,1211885,7.14358520507812
"2004-10-19",8.97887325286865,9.06910228729248,8.81822204589844,8.84903240203857,1893485,7.05065059661865
"2004-10-20",8.84683132171631,8.92165470123291,8.701584815979,8.798415184021,2906797,7.01032257080078
"2004-10-21",8.79181289672852,8.92605590820312,8.69278240203857,8.83142566680908,2026624,7.03662347793579
"2004-10-22",8.81381988525391,8.9766731262207,8.80281734466553,8.93706035614014,2253370,7.12078762054443
"2004-10-25",9.1329231262207,9.6500883102417,9.06690120697021,9.52464771270752,7840218,7.58896160125732
"2004-10-26",9.60607433319092,10.1012315750122,9.59727096557617,10.0154047012329,6660595,7.97998285293579
"2004-10-27",9.92077541351318,10.3653173446655,9.8767614364624,10.3521127700806,4520371,8.24826526641846
"2004-10-28",10.2904930114746,10.4313383102417,10.2112684249878,10.3565139770508,3672915,8.27675342559814
"2004-10-29",10.3565139770508,10.358715057373,10.145245552063,10.2068662643433,2770477,8.15715599060059
"2004-11-01",10.2068662643433,10.374119758606,10.0704231262207,10.3125,2320166,8.24157810211182
"2004-11-02",10.2992963790894,10.4511442184448,10.2552824020386,10.3389081954956,1945286,8.26268100738525
"2004-11-03",10.4753522872925,10.5941896438599,10.433539390564,10.5325698852539,1936198,8.41745376586914
"2004-11-04",10.5325698852539,10.719630241394,10.4775533676147,10.673415184021,1630842,8.53001689910889
"2004-11-05",10.7504396438599,10.948504447937,10.7504396438599,10.9110918045044,1915296,8.7199649810791
"2004-11-08",10.9132919311523,11.0123243331909,10.9088907241821,10.9573059082031,1928474,8.75689601898193
"2004-11-09",11.0035209655762,11.0123243331909,10.8076581954956,10.9925184249878,2146586,8.7850399017334
"2004-11-10",10.9529047012329,11.0519371032715,10.8934860229492,10.9793128967285,1334118,8.77448463439941
"2004-11-11",11.0145254135132,11.214789390564,10.9463033676147,11.1905813217163,1235059,8.94332599639893
"2004-11-12",11.1685743331909,11.2588033676147,11.1157569885254,11.2588033676147,1294586,8.9978494644165
"2004-11-15",11.25,11.3534326553345,11.1135559082031,11.2191896438599,1858950,8.96619033813477
"2004-11-16",11.1245603561401,11.1795768737793,11.0739440917969,11.0849466323853,713408,8.85890579223633
"2004-11-17",11.1135559082031,11.2764081954956,11.1091547012329,11.1927824020386,921978,8.94508647918701
"2004-11-18",11.1663732528687,11.2433977127075,11.0695419311523,11.188380241394,766573,8.94156742095947
"2004-11-19",11.1135559082031,11.1355628967285,10.8824815750122,10.8956871032715,1330029,8.7076530456543
"2004-11-22",10.8714790344238,11.1179580688477,10.8384675979614,11.0981512069702,1266413,8.86945629119873
"2004-11-23",11.0695419311523,11.1531686782837,10.9683103561401,11.1531686782837,1012858,8.91342544555664
