"Index","PAYC.Open","PAYC.High","PAYC.Low","PAYC.Close","PAYC.Volume","PAYC.Adjusted"
"2014-04-15",17.8999996185303,17.9200000762939,15.1499996185303,15.3500003814697,3531700,15.2768268585205
"2014-04-16",15.3500003814697,16.0900001525879,15.210000038147,15.6199998855591,266500,15.545539855957
"2014-04-17",15.9499998092651,16.5499992370605,15.710000038147,16.25,262100,16.1725368499756
"2014-04-21",16.5900001525879,16.5900001525879,16.0100002288818,16.1000003814697,78000,16.023250579834
"2014-04-22",16.2000007629395,16.6889991760254,15.7600002288818,15.9799995422363,96100,15.9038219451904
"2014-04-23",15.8199996948242,16.1800003051758,15.8000001907349,16.0699996948242,56500,15.9933938980103
"2014-04-24",16.2800006866455,16.2999992370605,15.75,15.75,42800,15.674919128418
"2014-04-25",15.75,15.75,15.25,15.3000001907349,71600,15.2270650863647
"2014-04-28",15.4300003051758,15.6599998474121,14.5100002288818,14.9700002670288,197500,14.8986387252808
"2014-04-29",15.0100002288818,15.4499998092651,15.0100002288818,15.2799997329712,68500,15.2071590423584
"2014-04-30",15.1700000762939,15.5100002288818,15.0600004196167,15.4099998474121,53600,15.336540222168
"2014-05-01",15.289999961853,15.8999996185303,15.289999961853,15.6700000762939,39900,15.5953016281128
"2014-05-02",15.6899995803833,16.0559997558594,15.6899995803833,15.8000001907349,22300,15.7246809005737
"2014-05-05",15.6899995803833,15.9899997711182,15.6780004501343,15.6800003051758,13300,15.6052541732788
"2014-05-06",15.6300001144409,15.6300001144409,15.25,15.3100004196167,31900,15.2370176315308
"2014-05-07",15.2600002288818,15.289999961853,14.9499998092651,15.0500001907349,92600,14.9782571792603
"2014-05-08",15.25,15.3280000686646,15.1800003051758,15.1800003051758,18600,15.1076374053955
"2014-05-09",15.1199998855591,15.1700000762939,14.1199998855591,14.5100002288818,76000,14.4408311843872
"2014-05-12",14.7299995422363,14.8699998855591,14.0900001525879,14.0900001525879,111200,14.0228328704834
"2014-05-13",14.5699996948242,14.8719997406006,13.6750001907349,13.8699998855591,90800,13.803882598877
"2014-05-14",14.1499996185303,14.289999961853,13.9099998474121,14.0699996948242,105600,14.0029287338257
"2014-05-15",14,14.3100004196167,13.6099996566772,14.289999961853,110100,14.2218799591064
"2014-05-16",14.289999961853,14.6800003051758,13.5699996948242,13.8100004196167,119700,13.7441682815552
"2014-05-19",13.8500003814697,13.8500003814697,13.1000003814697,13.2399997711182,202500,13.1768836975098
"2014-05-20",13.5,14.3000001907349,13.3699998855591,14,141100,13.9332618713379
"2014-05-21",14.25,14.25,13.8699998855591,14,47400,13.9332618713379
"2014-05-22",13.9099998474121,15.6099996566772,13.8450002670288,15.3800001144409,85300,15.3066835403442
"2014-05-23",15.3500003814697,15.3500003814697,14.3100004196167,14.5299997329712,352700,14.4607362747192
"2014-05-27",14.5699996948242,14.8100004196167,13.7600002288818,14.0299997329712,68100,13.9631185531616
"2014-05-28",14.0799999237061,14.0799999237061,13.1199998855591,13.25,244000,13.1868362426758
"2014-05-29",13.4499998092651,13.8199996948242,13.4300003051758,13.4799995422363,64600,13.4157400131226
"2014-05-30",13.4099998474121,13.5249996185303,13.2399997711182,13.3500003814697,76100,13.2863616943359
"2014-06-02",13.4899997711182,13.8299999237061,13.1750001907349,13.539999961853,47600,13.4754552841187
"2014-06-03",13.7399997711182,14.1099996566772,13.4300003051758,14.0299997329712,84800,13.9631185531616
"2014-06-04",14,14.4429998397827,13.5900001525879,14.3000001907349,73700,14.2318325042725
"2014-06-05",13.0100002288818,14.4300003051758,13.0100002288818,14.1700000762939,67600,14.1024513244629
"2014-06-06",14.3299999237061,14.5,13.8900003433228,14.4499998092651,42500,14.3811168670654
"2014-06-09",14.4499998092651,14.6750001907349,14.1899995803833,14.6400003433228,104500,14.5702114105225
"2014-06-10",14.6499996185303,14.6700000762939,14.3500003814697,14.4300003051758,59700,14.3612117767334
"2014-06-11",14.3500003814697,14.539999961853,14.25,14.460000038147,24900,14.3910694122314
"2014-06-12",14.460000038147,14.4700002670288,13.9130001068115,13.9700002670288,120500,13.9034051895142
"2014-06-13",14.0699996948242,14.0699996948242,13.3999996185303,14,65100,13.9332618713379
"2014-06-16",14.5699996948242,14.6099996566772,14.246000289917,14.4399995803833,106800,14.3711643218994
"2014-06-17",14.3400001525879,14.3760004043579,13.4499998092651,14,98200,13.9332618713379
"2014-06-18",13.789999961853,14.3900003433228,13.7200002670288,14.1700000762939,78400,14.1024513244629
"2014-06-19",14.1300001144409,14.3000001907349,14.1199998855591,14.289999961853,55100,14.2218799591064
"2014-06-20",14.3599996566772,14.710000038147,14.1199998855591,14.1199998855591,186900,14.0526905059814
"2014-06-23",14.1999998092651,14.6499996185303,14.0900001525879,14.6400003433228,58600,14.5702114105225
"2014-06-24",14.5600004196167,15,14.5,14.6999998092651,130300,14.6299247741699
"2014-06-25",14.6499996185303,14.7399997711182,14.1700000762939,14.7200002670288,59200,14.6498308181763
"2014-06-26",14.6800003051758,15.1599998474121,14.5600004196167,14.7200002670288,91900,14.6498308181763
"2014-06-27",14.8400001525879,15.2200002670288,13.9799995422363,13.9799995422363,767300,13.9133567810059
"2014-06-30",14.2700004577637,14.6599998474121,13.9099998474121,14.5900001525879,169500,14.520450592041
"2014-07-01",14.6199998855591,14.7370004653931,14.1599998474121,14.6000003814697,56100,14.5304012298584
"2014-07-02",14.539999961853,14.5699996948242,14.1999998092651,14.25,52400,14.1820707321167
"2014-07-03",14.2700004577637,14.7200002670288,14.2700004577637,14.6800003051758,23300,14.6100206375122
"2014-07-07",14.5500001907349,14.664999961853,14.0100002288818,14.0200004577637,65800,13.9531669616699
"2014-07-08",14,14.1300001144409,13.3800001144409,13.4300003051758,113900,13.3659791946411
"2014-07-09",13.4399995803833,13.6090002059937,13.2799997329712,13.4200000762939,53600,13.3560276031494
"2014-07-10",13.25,13.4399995803833,13.25,13.3000001907349,83600,13.2365989685059
"2014-07-11",13.25,13.3299999237061,13.0200004577637,13.0299997329712,62700,12.967885017395
"2014-07-14",13.0500001907349,13.75,13.0200004577637,13.289999961853,130100,13.2266454696655
"2014-07-15",13.2299995422363,13.25,12.6400003433228,12.9700002670288,87000,12.9081726074219
"2014-07-16",13,13.0550003051758,12.8000001907349,12.8500003814697,91300,12.7887439727783
"2014-07-17",12.789999961853,13.039999961853,12.3199996948242,12.4099998474121,79200,12.3508415222168
"2014-07-18",12.3400001525879,12.6199998855591,12.2819995880127,12.4799995422363,24100,12.4205074310303
"2014-07-21",12.4499998092651,12.8699998855591,12.2799997329712,12.7799997329712,37800,12.7190780639648
"2014-07-22",12.8699998855591,12.8699998855591,12.5500001907349,12.6199998855591,19900,12.5598402023315
"2014-07-23",12.6899995803833,12.9799995422363,12.5930004119873,12.8400001525879,17700,12.7787914276123
"2014-07-24",12.9200000762939,13.1199998855591,12.9200000762939,13,95700,12.9380292892456
"2014-07-25",13.2299995422363,13.460000038147,12.9099998474121,13,142500,12.9380292892456
"2014-07-28",12.9499998092651,13.039999961853,12.75,12.960000038147,54000,12.8982200622559
"2014-07-29",13.0600004196167,13.0939998626709,12.789999961853,12.8800001144409,34700,12.8186016082764
"2014-07-30",13.0959997177124,13.0959997177124,12.83899974823,13,56500,12.9380292892456
"2014-07-31",12.9099998474121,13.0019998550415,12.6499996185303,12.7799997329712,41600,12.7190780639648
"2014-08-01",12.8400001525879,12.9020004272461,12.3500003814697,12.6499996185303,61400,12.5896968841553
"2014-08-04",12.7700004577637,12.7700004577637,12.5,12.6899995803833,48900,12.6295070648193
"2014-08-05",12.6099996566772,12.6499996185303,12.4799995422363,12.4899997711182,54100,12.4304599761963
"2014-08-06",13.0699996948242,14.0799999237061,12.8999996185303,13.8299999237061,208300,13.7640724182129
"2014-08-07",13.9399995803833,14.0200004577637,13.75,13.8199996948242,54000,13.7541198730469
"2014-08-08",13.8599996566772,13.9659996032715,13.2600002288818,13.5799999237061,114200,13.5152635574341
"2014-08-11",13.6999998092651,13.9200000762939,13.6499996185303,13.9099998474121,41400,13.8436908721924
"2014-08-12",13.831000328064,13.9799995422363,13.8100004196167,13.8900003433228,40900,13.8237867355347
"2014-08-13",13.9799995422363,14.7799997329712,13.9200000762939,14.75,378500,14.6796865463257
"2014-08-14",14.8299999237061,15.6599998474121,14.8299999237061,15.2600002288818,135400,15.187255859375
"2014-08-15",15.460000038147,17.0799999237061,15.2600002288818,16.8400001525879,133400,16.7597236633301
"2014-08-18",17,17,16.0599994659424,16.4500007629395,191200,16.3715839385986
"2014-08-19",16.5,16.5,16.1200008392334,16.1900005340576,47800,16.1128215789795
"2014-08-20",16.1100006103516,16.3299999237061,15.4200000762939,15.7700004577637,105300,15.6948251724243
"2014-08-21",15.6800003051758,16.6499996185303,15.5100002288818,16.5400009155273,64100,16.4611530303955
